"Source","Target","flights_count","flight_year"
"KLDJ","KSTL","3.0","2019"
"KGPH","20MO","2.0","2019"
"KIWA","KPVU","10.0","2019"
"ESSA","EGPH","9.0","2019"
"LEGE","LETO","1.0","2019"
"KAFP","1NC8","1.0","2019"
"KPUB","KLAA","1.0","2019"
"KOPF","0FL9","4.0","2019"
"LEZL","LIMC","3.0","2019"
"KCMH","KDFW","12.0","2019"
"KHPN","KN69","17.0","2019"
"KIAD","KSFO","67.0","2019"
"YWLM","YMES","2.0","2019"
"FABA","EGLL","4.0","2019"
"64OR","OR28","1.0","2019"
"KLAX","KRNO","61.0","2019"
"LTBA","UWUU","2.0","2019"
"LEMG","LFFI","2.0","2019"
"LROP","ESKN","1.0","2019"
"KOQN","KEXX","1.0","2019"
"YSSY","YSBK","6.0","2019"
"KN14","KN73","2.0","2019"
"TA60","KTRL","1.0","2019"
"KCLL","83TX","1.0","2019"
"96FL","KA08","1.0","2019"
"KSJC","KJFK","22.0","2019"
"LSZH","EGLC","44.0","2019"
"7PS7","CYYZ","6.0","2019"
"LFML","LFPH","2.0","2019"
"KOPF","KLAX","4.0","2019"
"KLGA","KHVN","2.0","2019"
"XS89","KTTN","1.0","2019"
"4SC4","4SC4","1.0","2019"
"KHWO","NC03","1.0","2019"
"EKCH","EPKM","2.0","2019"
"ULLI","ESSA","6.0","2019"
"68CA","KMCC","1.0","2019"
"WMKK","NZAA","7.0","2019"
"EPPO","EGGP","2.0","2019"
"KXLL","PA25","1.0","2019"
"PAMR","PAHO","2.0","2019"
"KLGF","KCMR","1.0","2019"
"EGSS","LFCA","4.0","2019"
"KX35","39FD","1.0","2019"
"KCDW","NJ52","1.0","2019"
"KMKC","FD38","1.0","2019"
"VAJJ","OETH","1.0","2019"
"KLAS","77CL","4.0","2019"
"LFPL","LFPN","1.0","2019"
"KL22","KPSP","1.0","2019"
"UUEE","LFPO","6.0","2019"
"KCCB","KSFO","6.0","2019"
"UUWW","LIMA","1.0","2019"
"LTAC","UUWW","1.0","2019"
"KRNT","KBVS","2.0","2019"
"KSAT","27XS","1.0","2019"
"KPDX","02XS","3.0","2019"
"LSZG","LSPN","1.0","2019"
"OPKC","OERK","2.0","2019"
"KTPA","EDDF","1.0","2019"
"KAJO","KMYF","1.0","2019"
"EGKK","LCLK","3.0","2019"
"KHOU","KSJC","7.0","2019"
"KIAD","KBQR","3.0","2019"
"YSSY","YMEN","6.0","2019"
"8NC8","AL77","1.0","2019"
"KYIP","KFTW","1.0","2019"
"KPSP","KSMO","6.0","2019"
"YMML","RJTK","1.0","2019"
"EPWA","EGCN","3.0","2019"
"EPKK","LPAR","1.0","2019"
"KMDW","KVNY","1.0","2019"
"KIAD","KFOK","3.0","2019"
"KTTA","8NC1","3.0","2019"
"KPHL","KMKE","3.0","2019"
"OTHH","K9X1","2.0","2019"
"KHSD","1OK1","2.0","2019"
"96FL","FL50","2.0","2019"
"KVBT","OK71","1.0","2019"
"KBCT","FD38","10.0","2019"
"KAPA","6KS1","1.0","2019"
"KPHX","K9X1","7.0","2019"
"EBLG","EDDN","2.0","2019"
"1PN1","7PS7","1.0","2019"
"EFHK","UUWW","3.0","2019"
"LEMD","LMML","2.0","2019"
"K3A1","K3A1","1.0","2019"
"KRDU","KDTO","1.0","2019"
"LGRP","ESSA","1.0","2019"
"CL77","KPAO","1.0","2019"
"EDRY","EDRJ","1.0","2019"
"UKKM","EDAM","1.0","2019"
"KPHL","90VA","4.0","2019"
"KAUS","KMTN","1.0","2019"
"RKSG","RJTY","1.0","2019"
"KLNS","KN14","1.0","2019"
"KPUB","K1L0","1.0","2019"
"KPMP","MA19","2.0","2019"
"DTMB","LFPG","2.0","2019"
"KBCT","KVNY","1.0","2019"
"KBDL","FL88","1.0","2019"
"KSAN","KRNO","8.0","2019"
"KMAF","KDAL","6.0","2019"
"LFBO","EDDW","1.0","2019"
"KPHX","KOWD","2.0","2019"
"KBLI","WN51","3.0","2019"
"KMKE","KBFI","1.0","2019"
"KMKC","KRDU","1.0","2019"
"KOUN","KORD","3.0","2019"
"EDDF","KPHL","7.0","2019"
"KCRQ","KIWA","6.0","2019"
"FD81","35FD","1.0","2019"
"KSBA","KLGB","1.0","2019"
"K8WC","KMKC","1.0","2019"
"KTEB","KVSF","1.0","2019"
"KSNA","MMML","1.0","2019"
"KOUN","81GA","1.0","2019"
"LFPG","LICC","1.0","2019"
"2CO2","KBJC","1.0","2019"
"KBCT","3VA7","1.0","2019"
"KROC","35NY","1.0","2019"
"ESKN","LOWW","4.0","2019"
"UAAA","UGTB","1.0","2019"
"KPWK","KLDJ","1.0","2019"
"KAPA","K5C1","1.0","2019"
"KBTL","KAZO","1.0","2019"
"EGAC","EGKB","1.0","2019"
"KMGM","K67A","1.0","2019"
"6FL0","KPCM","2.0","2019"
"LIMJ","EHAM","1.0","2019"
"KTPA","KBTF","1.0","2019"
"XS89","1XS1","2.0","2019"
"YWOL","YBBN","4.0","2019"
"UUDD","VHHH","1.0","2019"
"WA42","KRNT","1.0","2019"
"KFTW","KSDL","4.0","2019"
"ULLI","OTBK","1.0","2019"
"UUEE","KSFO","2.0","2019"
"EDQA","LZPT","1.0","2019"
"YSCO","YSBK","2.0","2019"
"DAAG","OTBD","3.0","2019"
"WN15","WA61","1.0","2019"
"KOCQ","KGRB","1.0","2019"
"KGIF","FL62","1.0","2019"
"EBBR","CNV9","1.0","2019"
"KDTO","KF31","1.0","2019"
"KMRY","96FL","1.0","2019"
"KSTP","KORD","1.0","2019"
"KFHR","KS50","1.0","2019"
"KT54","07TS","1.0","2019"
"AL51","K11A","1.0","2019"
"KMTN","MD73","1.0","2019"
"CYQQ","CYYJ","1.0","2019"
"KSQL","KO22","1.0","2019"
"1PA5","K29D","2.0","2019"
"LHPR","LOAU","1.0","2019"
"KUES","KUES","2.0","2019"
"KLNS","KIAD","2.0","2019"
"MA86","KJYO","1.0","2019"
"TE52","7TE3","1.0","2019"
"KAPA","NY35","1.0","2019"
"KLAX","KW32","1.0","2019"
"LICA","LIMB","1.0","2019"
"UUWW","UAII","3.0","2019"
"EPMR","EPWS","1.0","2019"
"LJMS","LJMS","3.0","2019"
"PA70","KN87","1.0","2019"
"KORD","9MN3","1.0","2019"
"KJWN","3AL8","1.0","2019"
"FA08","FA46","1.0","2019"
"KAPC","KLAS","1.0","2019"
"MA70","KADS","1.0","2019"
"LFKA","LSGL","1.0","2019"
"KRIV","KLSV","1.0","2019"
"LPMA","EBMB","1.0","2019"
"KEZF","KHEF","1.0","2019"
"KSAN","FL57","1.0","2019"
"KMGE","KHOU","1.0","2019"
"OMDB","FADR","1.0","2019"
"KHSV","AL40","1.0","2019"
"KOWD","89NJ","1.0","2019"
"KO22","KHWD","1.0","2019"
"34MI","K35D","1.0","2019"
"KNEL","KSWF","1.0","2019"
"16PA","KPIT","1.0","2019"
"EDDM","LFRN","1.0","2019"
"KREI","KHND","1.0","2019"
"KHWD","KAUS","1.0","2019"
"KCCB","KSEE","1.0","2019"
"VIDP","WIBT","1.0","2019"
"KDXR","KPNE","1.0","2019"
"K1C2","K3HO","1.0","2019"
"KSAN","KHWD","1.0","2019"
"EPKK","LIRA","1.0","2019"
"LSGG","LFQD","2.0","2019"
"KMDD","KDYS","1.0","2019"
"KBNA","CNJ3","1.0","2019"
"LIME","LIAU","1.0","2019"
"KSTL","MO45","1.0","2019"
"CYVR","KU42","1.0","2019"
"KFCM","KIAD","1.0","2019"
"AL73","K07A","1.0","2019"
"KLVK","KTRK","2.0","2019"
"KERI","K8G6","1.0","2019"
"KSGS","KGRR","1.0","2019"
"KOXR","KLAX","1.0","2019"
"KISW","KSTE","1.0","2019"
"KPDX","71IN","1.0","2019"
"ELLX","EBOS","1.0","2019"
"EPML","EPKA","1.0","2019"
"EGNH","EGBK","1.0","2019"
"1OK9","1OK9","1.0","2019"
"KAXQ","KEYE","1.0","2019"
"SBMT","SBPR","1.0","2019"
"15VA","KFME","1.0","2019"
"KAGC","7NC6","1.0","2019"
"LFPX","LFPZ","1.0","2019"
"EDFH","KGYH","1.0","2019"
"KBJC","0CD5","1.0","2019"
"KHNB","KMKE","1.0","2019"
"LOAV","LOIJ","1.0","2019"
"90CL","81CA","1.0","2019"
"K50F","86TE","1.0","2019"
"KUGN","KSTL","1.0","2019"
"KFWQ","KHEF","1.0","2019"
"LEMG","LKLT","1.0","2019"
"YCRG","YMEN","1.0","2019"
"KOKV","VA42","1.0","2019"
"KJVL","KSUS","1.0","2019"
"6CL9","KSQL","1.0","2019"
"CL46","KVNY","1.0","2019"
"MI11","MI11","1.0","2019"
"EDDL","BKPR","1.0","2019"
"LOLO","LOWW","1.0","2019"
"08OH","98PA","1.0","2019"
"KDTW","CYUL","4.0","2019"
"EDDF","VTBS","15.0","2019"
"VABB","VTBS","20.0","2019"
"KUGN","KUGN","27.0","2019"
"LILB","LSZA","2.0","2019"
"UKKK","LHBP","5.0","2019"
"KHWO","KPHX","1.0","2019"
"LSZM","LTFJ","14.0","2019"
"EGPF","EIWT","17.0","2019"
"KPHL","KDTW","7.0","2019"
"KJFK","LSZH","21.0","2019"
"KSFO","KONT","12.0","2019"
"EDMK","EDMK","2.0","2019"
"KLQK","08VA","1.0","2019"
"KBWI","25GA","19.0","2019"
"1WI6","K9X1","1.0","2019"
"SBGL","0GE0","1.0","2019"
"KMSP","KMSN","26.0","2019"
"LIPQ","LIED","1.0","2019"
"EDDT","EDDF","150.0","2019"
"KDAL","1TA7","1.0","2019"
"LFPE","KCMA","1.0","2019"
"EIDW","EGNT","15.0","2019"
"KLAX","VMMC","1.0","2019"
"EIDW","EGLL","138.0","2019"
"EG32","EG32","13.0","2019"
"KMGM","KTOI","4.0","2019"
"KHOU","KPDK","2.0","2019"
"KTEB","KTEB","15.0","2019"
"KGPH","KAPA","1.0","2019"
"KF70","KSNA","5.0","2019"
"EHAM","LKPC","3.0","2019"
"KCXY","KPNE","2.0","2019"
"CCV4","FL35","1.0","2019"
"LIPZ","EHAM","22.0","2019"
"KLAX","17IN","4.0","2019"
"KFPK","25IN","1.0","2019"
"WICC","WIDD","10.0","2019"
"KCVG","KOPF","2.0","2019"
"TX66","XS39","1.0","2019"
"EBCI","EVRA","3.0","2019"
"KTUS","KSFO","22.0","2019"
"EDHF","EDXT","1.0","2019"
"EDDP","EGAC","1.0","2019"
"YPEC","YSBK","4.0","2019"
"KPBI","KFAY","1.0","2019"
"UKBB","EPMO","4.0","2019"
"K52F","1TE8","2.0","2019"
"KJWN","KIAD","2.0","2019"
"CYQW","CYXE","3.0","2019"
"EDLN","EDFC","2.0","2019"
"03NY","KFRG","2.0","2019"
"KMSN","WS36","1.0","2019"
"EDTO","EPPO","1.0","2019"
"EKCH","EDCT","5.0","2019"
"LKKB","LKHB","1.0","2019"
"MA66","KTAN","1.0","2019"
"NK43","KHWO","1.0","2019"
"KSFO","LFPG","19.0","2019"
"KPAE","KHHR","8.0","2019"
"EDDB","LIRU","6.0","2019"
"KSTL","KOSU","4.0","2019"
"KLAS","KMCC","3.0","2019"
"KU77","KSNA","3.0","2019"
"EBMB","EFHK","1.0","2019"
"LEMD","LFML","11.0","2019"
"KTPA","KLGA","8.0","2019"
"61NC","KRDU","1.0","2019"
"LKMH","LFPB","1.0","2019"
"SBFL","SBGR","8.0","2019"
"CYSN","NY24","4.0","2019"
"EGKK","LGSA","5.0","2019"
"UUEE","LIDP","1.0","2019"
"SBGR","EGLL","15.0","2019"
"PAMR","51AK","2.0","2019"
"MA70","4FL9","1.0","2019"
"KTEB","K1B9","1.0","2019"
"3PS4","7PS7","1.0","2019"
"KSGS","LFPG","1.0","2019"
"ESMH","ESMH","5.0","2019"
"LFPL","LFOU","3.0","2019"
"SAEZ","EGLL","8.0","2019"
"EDLW","UKKT","1.0","2019"
"EDRJ","EDRJ","2.0","2019"
"KLGA","CYTZ","1.0","2019"
"K3HO","16II","1.0","2019"
"KIAD","KGRR","7.0","2019"
"NZCH","WIDD","3.0","2019"
"KAPC","KEDU","1.0","2019"
"OMDW","OMDB","3.0","2019"
"EDRG","EDRG","2.0","2019"
"LFPP","LFPM","1.0","2019"
"KASG","62OK","2.0","2019"
"KHSV","20GA","4.0","2019"
"KDAL","94XS","1.0","2019"
"KTTA","36NC","1.0","2019"
"24PA","KLDJ","3.0","2019"
"KIAD","EIWT","6.0","2019"
"K3C8","KLAL","1.0","2019"
"KDMA","KSDL","1.0","2019"
"KRDU","4GA6","7.0","2019"
"EGCN","EPWA","3.0","2019"
"EGPH","EDDL","3.0","2019"
"KDAL","43TS","1.0","2019"
"UUWW","EDDT","13.0","2019"
"KFRG","FD38","5.0","2019"
"KLNA","FL41","6.0","2019"
"LIME","LRCV","1.0","2019"
"KU42","KDWH","5.0","2019"
"KIAH","KL65","3.0","2019"
"LSGG","LFFI","9.0","2019"
"6GA0","OI36","1.0","2019"
"KDFW","CYHU","1.0","2019"
"LEMD","LEGE","1.0","2019"
"KLAX","KROG","1.0","2019"
"EDFE","LFPD","1.0","2019"
"KIXD","SN69","1.0","2019"
"KIND","KVNC","1.0","2019"
"MY66","KAPA","1.0","2019"
"KSTJ","KCOS","1.0","2019"
"EDLP","EDDG","1.0","2019"
"EDQK","EDQK","1.0","2019"
"SBGR","KDWH","2.0","2019"
"KHND","KPVU","1.0","2019"
"KX04","FL50","1.0","2019"
"KCAE","KORD","14.0","2019"
"KFLL","CYOW","1.0","2019"
"KRNO","KDEN","27.0","2019"
"KE16","KHAF","2.0","2019"
"KMTN","4MD9","6.0","2019"
"KCUB","SC14","2.0","2019"
"4OL3","KDFW","1.0","2019"
"EBUL","EHMZ","1.0","2019"
"TX81","KF69","1.0","2019"
"KORD","KAFW","4.0","2019"
"EGGW","EGKK","1.0","2019"
"LOWW","LOIR","1.0","2019"
"6PA6","K47N","1.0","2019"
"XS89","KSEA","6.0","2019"
"LKMH","EDFB","1.0","2019"
"KCGS","KW32","2.0","2019"
"EGGW","EPSY","2.0","2019"
"CYKZ","CZBA","1.0","2019"
"KTKI","KDTO","2.0","2019"
"EDJA","EPMO","2.0","2019"
"EPWA","EHEH","4.0","2019"
"71KY","0GE0","3.0","2019"
"KCIC","KO79","1.0","2019"
"KLAX","KTVL","2.0","2019"
"KTEB","KMTN","3.0","2019"
"LIBD","LILV","2.0","2019"
"KBUF","NY17","1.0","2019"
"FA18","FA69","1.0","2019"
"IN04","KBMI","1.0","2019"
"LA73","KPTN","1.0","2019"
"KPAO","KSMO","1.0","2019"
"EDDR","EDDH","9.0","2019"
"FAOR","OMAD","1.0","2019"
"KVNY","KBKL","1.0","2019"
"28TS","K52F","1.0","2019"
"KPHL","K9G3","3.0","2019"
"EPSC","EGGP","1.0","2019"
"KBTL","66MI","1.0","2019"
"00VA","3VG9","1.0","2019"
"KBDL","K9X1","1.0","2019"
"LTBA","UAAR","2.0","2019"
"LFPO","LFES","1.0","2019"
"LFPO","KLDJ","6.0","2019"
"EDDM","BKPR","1.0","2019"
"LPAR","EDDM","2.0","2019"
"KLUD","KAFW","3.0","2019"
"CD48","46CO","1.0","2019"
"KSAT","KBJC","1.0","2019"
"0WI5","4GA6","2.0","2019"
"SC45","SC44","1.0","2019"
"RCTP","WIDD","2.0","2019"
"LFMN","LFLL","1.0","2019"
"1OR3","1OR3","2.0","2019"
"KLVK","KCRQ","2.0","2019"
"KMCI","KIAH","4.0","2019"
"LFBD","EVRA","2.0","2019"
"KIAH","KSGR","1.0","2019"
"LLBG","LLBG","1.0","2019"
"KPAE","KBVS","2.0","2019"
"EDDM","KBOS","1.0","2019"
"LEAL","LEZL","2.0","2019"
"NJ46","KMJX","1.0","2019"
"KSTS","CA66","1.0","2019"
"5XS5","KTKI","1.0","2019"
"GOBD","FARA","1.0","2019"
"KLAL","KCHN","2.0","2019"
"2PN5","KBFD","1.0","2019"
"BIKF","KPDX","2.0","2019"
"9MN6","35MN","1.0","2019"
"KLUK","OH65","1.0","2019"
"KPWA","0OK0","4.0","2019"
"KODO","KE11","1.0","2019"
"EBCI","LQPD","2.0","2019"
"KIPL","KIPL","1.0","2019"
"KDAA","WY45","1.0","2019"
"3NJ6","0PA7","2.0","2019"
"KDEN","CD13","1.0","2019"
"KGRK","TS07","2.0","2019"
"KCDS","KF01","1.0","2019"
"KFAF","KIAD","1.0","2019"
"KAFW","KTUS","1.0","2019"
"TE97","K8T8","1.0","2019"
"KLEE","2FA4","1.0","2019"
"K2MO","KSUS","1.0","2019"
"KLAL","09FD","3.0","2019"
"2TX5","KRYW","1.0","2019"
"EDLA","EDLM","1.0","2019"
"EFHK","EFAH","1.0","2019"
"SC24","0GA2","1.0","2019"
"EGHH","EGHS","1.0","2019"
"K12N","KMTN","1.0","2019"
"KAPA","KPVF","1.0","2019"
"KW32","KPWK","1.0","2019"
"LRPH","LRPV","1.0","2019"
"KEFT","KDAL","1.0","2019"
"KCLT","8OI5","1.0","2019"
"LICJ","EBCI","1.0","2019"
"KTPA","KACY","1.0","2019"
"K18V","CO86","1.0","2019"
"EPMO","LEAL","2.0","2019"
"LIML","EGLF","3.0","2019"
"KCYS","KORD","1.0","2019"
"KTEB","KSNS","1.0","2019"
"KLAL","2FA4","1.0","2019"
"KSAV","KDEN","1.0","2019"
"OMDW","EDDN","1.0","2019"
"EHRD","LOLW","1.0","2019"
"IS59","PN18","1.0","2019"
"EDDF","OMAM","1.0","2019"
"KIWA","5AZ7","1.0","2019"
"PS82","KPNE","1.0","2019"
"MMMX","CSA2","1.0","2019"
"KDCA","KAKH","1.0","2019"
"EKBI","EKRA","1.0","2019"
"LFPB","EIME","1.0","2019"
"08CL","KRHV","1.0","2019"
"EBCI","EDDB","1.0","2019"
"KCMA","46CN","1.0","2019"
"LIPZ","LICZ","2.0","2019"
"2MI3","KORD","1.0","2019"
"NK12","KOYM","1.0","2019"
"KPSP","KMYF","2.0","2019"
"LFMY","LFMY","1.0","2019"
"K52F","KT67","1.0","2019"
"EHEH","EPZB","2.0","2019"
"KISP","KFLL","1.0","2019"
"LHMC","LHNY","1.0","2019"
"KORL","NK87","1.0","2019"
"FL59","KLDJ","2.0","2019"
"KMJX","KJYO","1.0","2019"
"LL59","LIRF","1.0","2019"
"K1G3","OH48","1.0","2019"
"TX15","2TS4","1.0","2019"
"CYYZ","01FL","1.0","2019"
"TXKF","KSGS","1.0","2019"
"KSJC","KFTW","1.0","2019"
"KJFK","KALB","1.0","2019"
"KOPF","KBCT","2.0","2019"
"EIDW","LEGE","1.0","2019"
"EGKK","KOWD","1.0","2019"
"KNOW","KBFI","1.0","2019"
"EGCB","EGBK","1.0","2019"
"TE88","XS39","1.0","2019"
"LIRQ","EINN","1.0","2019"
"KMCE","KO88","1.0","2019"
"KGAI","KJST","1.0","2019"
"ULLI","UCFM","1.0","2019"
"RJAH","KIAD","1.0","2019"
"0NJ5","PA43","1.0","2019"
"KHAF","KWHP","1.0","2019"
"K3N6","NJ75","1.0","2019"
"KLDJ","KOAK","1.0","2019"
"TX34","KTKI","1.0","2019"
"GA43","KCAE","1.0","2019"
"KGAI","MD82","1.0","2019"
"KVGC","KVGC","1.0","2019"
"KHEF","KGSP","1.0","2019"
"YBMC","YGYM","1.0","2019"
"EDDN","LIML","1.0","2019"
"KHND","KLGB","1.0","2019"
"KO61","KEDU","1.0","2019"
"CYYC","KBJC","1.0","2019"
"EGKB","LFBO","1.0","2019"
"KSUS","KPPQ","1.0","2019"
"45OH","KOSU","1.0","2019"
"RJFF","RKSI","131.0","2019"
"YSBK","YORG","1.0","2019"
"KPIA","KCLT","3.0","2019"
"KEWR","CYYZ","45.0","2019"
"EDDF","LFLL","28.0","2019"
"OTHH","LIRF","13.0","2019"
"KSNA","KHND","10.0","2019"
"KJWN","KJWN","26.0","2019"
"LMML","LFBD","1.0","2019"
"KN51","KISP","1.0","2019"
"KAVQ","KE67","1.0","2019"
"LSGG","EGCC","26.0","2019"
"KLWM","KTEB","1.0","2019"
"RJTT","EHAM","2.0","2019"
"EGOS","EGOE","14.0","2019"
"KCGF","67OH","1.0","2019"
"CYYZ","LPAR","5.0","2019"
"KU77","KU77","51.0","2019"
"CYYZ","KCMH","3.0","2019"
"0WI5","20GA","5.0","2019"
"EGMC","LPFR","14.0","2019"
"LIRF","LIMC","53.0","2019"
"LIPQ","EDDF","3.0","2019"
"LFBD","EIWT","4.0","2019"
"CO54","K1V6","1.0","2019"
"02XS","CYYZ","1.0","2019"
"EPWA","ELLX","1.0","2019"
"KJFK","FD38","22.0","2019"
"KRCK","TA75","1.0","2019"
"LLBG","LGAV","5.0","2019"
"KONT","KSFO","25.0","2019"
"RKSS","RJBB","46.0","2019"
"UWUU","UUDD","30.0","2019"
"KLOM","KXLL","1.0","2019"
"KHND","KLAS","3.0","2019"
"KMO6","MU18","1.0","2019"
"EGCC","EGAA","22.0","2019"
"WSAG","RKSI","1.0","2019"
"KBJC","KFNL","7.0","2019"
"RKSI","KIAD","5.0","2019"
"KRAL","KHMT","3.0","2019"
"LIML","UKBB","1.0","2019"
"66FD","GA08","1.0","2019"
"LROP","EDDH","7.0","2019"
"EGGW","EGJJ","10.0","2019"
"KTTN","FD38","4.0","2019"
"KRYY","FL03","1.0","2019"
"LEMD","EBMB","47.0","2019"
"EDDT","LOIR","1.0","2019"
"PN62","KAKH","4.0","2019"
"KCRQ","KHHR","9.0","2019"
"KFWA","XS89","1.0","2019"
"KREI","KLAS","1.0","2019"
"77LL","WI95","1.0","2019"
"LTFJ","LOWW","21.0","2019"
"KBFI","KHHR","3.0","2019"
"KFTW","KNFW","3.0","2019"
"BIKF","EGCC","9.0","2019"
"10OR","KSPB","1.0","2019"
"KMKE","KLGA","35.0","2019"
"OTHH","ELLX","10.0","2019"
"II39","KLAF","1.0","2019"
"KAPA","KDAL","3.0","2019"
"KHWD","KDVO","1.0","2019"
"1AR5","KVBT","1.0","2019"
"WSSL","RCSS","1.0","2019"
"LHBP","LIRA","5.0","2019"
"KSIV","KHFY","1.0","2019"
"LEMD","LEMG","14.0","2019"
"TE45","KFTW","3.0","2019"
"K61B","KLAS","3.0","2019"
"PANC","3AK5","2.0","2019"
"KSBA","KLAX","3.0","2019"
"KRDU","OA14","1.0","2019"
"KGRK","KONT","1.0","2019"
"LEMD","ESSA","8.0","2019"
"49NY","2NK3","1.0","2019"
"1MD8","61VA","1.0","2019"
"EPGD","EGGP","1.0","2019"
"EGNX","EGNL","2.0","2019"
"KBKL","KFKL","1.0","2019"
"KLGB","KSLC","13.0","2019"
"KGTU","0XA7","7.0","2019"
"LFBD","EBMB","4.0","2019"
"WS10","KATW","1.0","2019"
"KPIT","KHGR","1.0","2019"
"LKPR","OMDB","5.0","2019"
"KMKE","KPWK","3.0","2019"
"KIND","KJWN","1.0","2019"
"KJWN","KMSP","6.0","2019"
"KVNY","TX05","2.0","2019"
"PAED","51AK","1.0","2019"
"EIDW","EFHK","5.0","2019"
"LSZB","LSZV","1.0","2019"
"27AL","K5M0","1.0","2019"
"MMMX","MMMA","2.0","2019"
"OMAA","LEBL","1.0","2019"
"LOWW","LEAL","2.0","2019"
"KFXE","SC86","1.0","2019"
"LFKF","LFBD","1.0","2019"
"KHSD","3OK1","1.0","2019"
"KMSP","MA43","4.0","2019"
"KSYR","KDCA","1.0","2019"
"KSDL","KDVT","7.0","2019"
"EHAM","ESMX","2.0","2019"
"02XS","KRYW","1.0","2019"
"EGHR","EGLD","2.0","2019"
"YCAB","YCAB","11.0","2019"
"KORD","KBTF","5.0","2019"
"AR08","AR35","1.0","2019"
"LTBA","LIPV","2.0","2019"
"8NJ0","K3N6","1.0","2019"
"RPLC","ZGSZ","3.0","2019"
"IN81","KTYQ","1.0","2019"
"KCPS","KLOT","1.0","2019"
"LEBL","LIBD","3.0","2019"
"KCCB","KEDW","1.0","2019"
"K06C","KMDW","2.0","2019"
"RCTP","KORD","4.0","2019"
"LJLJ","EGKK","4.0","2019"
"JY24","KPNE","1.0","2019"
"EGJJ","EGHI","2.0","2019"
"KMGM","27AL","2.0","2019"
"EVRA","LSGG","3.0","2019"
"6NC0","KHNZ","1.0","2019"
"MD73","KGAI","2.0","2019"
"KPDK","KTEB","1.0","2019"
"KPBI","LFPB","1.0","2019"
"CYYC","PN37","1.0","2019"
"KTOA","1CO5","1.0","2019"
"EGNX","EBMB","3.0","2019"
"KDTW","NK87","1.0","2019"
"LFPG","SAEZ","7.0","2019"
"KSTE","KMSN","3.0","2019"
"KLUK","CYYZ","3.0","2019"
"WS72","KGRB","1.0","2019"
"6AR8","4AR7","1.0","2019"
"KU42","MMMX","7.0","2019"
"KOAK","IN44","3.0","2019"
"EGGD","EPPO","2.0","2019"
"LFEJ","EBMB","1.0","2019"
"UCFM","UUDD","1.0","2019"
"CA66","CA66","1.0","2019"
"EDTY","EDRK","1.0","2019"
"KJNX","NC31","3.0","2019"
"KPCM","20FL","1.0","2019"
"EGBB","LEMP","4.0","2019"
"CYUL","KRDU","1.0","2019"
"KC09","KLBE","1.0","2019"
"6NC7","KMRH","1.0","2019"
"KARR","KMSP","1.0","2019"
"UWUU","OMDW","1.0","2019"
"9CO2","KP19","1.0","2019"
"KSQL","KCPU","1.0","2019"
"5FL1","66FD","1.0","2019"
"KRNT","KHIO","1.0","2019"
"EGPH","EDSB","2.0","2019"
"KTTA","K5W8","2.0","2019"
"EGLL","LFNR","7.0","2019"
"KMKE","KMWC","1.0","2019"
"KORD","MI89","2.0","2019"
"KMDT","KORL","1.0","2019"
"CL36","KCCR","1.0","2019"
"67CA","KSTS","1.0","2019"
"CYKF","PN40","1.0","2019"
"EKCH","LICC","1.0","2019"
"K5C1","74XS","1.0","2019"
"KBVS","9WA7","1.0","2019"
"KSCK","KOAR","1.0","2019"
"LSZH","ULLI","4.0","2019"
"KOMA","KAPA","5.0","2019"
"KCLE","KBED","2.0","2019"
"KVNY","KRDU","2.0","2019"
"MA43","KRIR","1.0","2019"
"EDDF","LLSD","1.0","2019"
"KDVT","53TX","1.0","2019"
"74XA","KLNC","1.0","2019"
"EGLD","LFLB","1.0","2019"
"KLAF","KAKH","1.0","2019"
"K02C","KMSN","1.0","2019"
"LOWW","ESKN","1.0","2019"
"KSBA","KPHX","4.0","2019"
"OA16","EBMB","1.0","2019"
"KERV","88TE","1.0","2019"
"68CA","KLAX","1.0","2019"
"ENGM","EYVI","2.0","2019"
"LIME","LFBD","4.0","2019"
"KGIF","SC51","1.0","2019"
"YMUR","YCAS","1.0","2019"
"ZGSZ","EDDM","4.0","2019"
"KORL","XS89","1.0","2019"
"EBBR","LOIR","1.0","2019"
"KPIT","CT59","1.0","2019"
"EINN","KDFW","3.0","2019"
"KLAL","13GE","1.0","2019"
"KHXD","FL48","1.0","2019"
"LLBG","CYYZ","3.0","2019"
"KCLM","KBVS","1.0","2019"
"VIDP","VOBG","1.0","2019"
"KRFD","KPHX","4.0","2019"
"UUWW","EDDM","3.0","2019"
"ESSA","LPPS","1.0","2019"
"OMDW","EPKT","1.0","2019"
"EDDM","EGGW","7.0","2019"
"ELLX","EHBD","1.0","2019"
"KORD","KSQL","1.0","2019"
"KDCA","KATL","1.0","2019"
"KSYR","PA86","1.0","2019"
"2AL7","KBNA","1.0","2019"
"KPVU","KLAS","1.0","2019"
"49OH","CYYZ","1.0","2019"
"SBDN","SDQQ","1.0","2019"
"EBBR","LIPM","2.0","2019"
"CYYZ","CNQ4","1.0","2019"
"KDAL","05TE","1.0","2019"
"KMIA","KJWN","1.0","2019"
"LSZM","LEZL","1.0","2019"
"KXNA","KSTL","1.0","2019"
"KROG","KFCM","1.0","2019"
"KSDM","KTRM","1.0","2019"
"38NY","KITH","1.0","2019"
"EDPA","EDMA","4.0","2019"
"KBED","KLGB","1.0","2019"
"RJDC","RCPO","1.0","2019"
"SBSJ","SBMT","3.0","2019"
