"Source","Target","flights_count","flight_year"
"VHHH","RKRN","1.0","2020"
"EDAQ","EDVK","1.0","2020"
"OMDB","VABB","3.0","2020"
"NH78","KBOS","3.0","2020"
"KBWI","1PS0","2.0","2020"
"KJFK","20II","5.0","2020"
"LEZG","SKBO","1.0","2020"
"KPNS","KATL","11.0","2020"
"KLHM","KAUN","3.0","2020"
"KAUS","KSMF","4.0","2020"
"KHNZ","K2A5","1.0","2020"
"KU42","KP19","1.0","2020"
"08FA","FL73","1.0","2020"
"KILG","KLNS","1.0","2020"
"KCLE","KDEN","6.0","2020"
"9NJ6","KILG","1.0","2020"
"KDCA","KSFO","5.0","2020"
"KSFO","KTRK","2.0","2020"
"KL19","KL84","2.0","2020"
"LTBA","LGAV","2.0","2020"
"NY06","KGVQ","1.0","2020"
"KCLE","KFXE","1.0","2020"
"KDZJ","KRYY","1.0","2020"
"KBOS","67KY","3.0","2020"
"KSGF","MN74","1.0","2020"
"KGRB","FA35","1.0","2020"
"OMDW","OM11","6.0","2020"
"KOAK","KSFO","1.0","2020"
"EBMB","LEBL","1.0","2020"
"KATL","KPLR","7.0","2020"
"EDWC","EDWC","3.0","2020"
"KMCO","3FL1","1.0","2020"
"KAPF","KPDK","4.0","2020"
"KPMP","KFXE","1.0","2020"
"EDDH","EDXQ","1.0","2020"
"K5C1","TE13","2.0","2020"
"KFLL","KFXE","4.0","2020"
"KSEA","CA59","1.0","2020"
"KDCA","AL16","3.0","2020"
"KPVG","KAPH","1.0","2020"
"5IN4","KVPZ","1.0","2020"
"KCNO","WA09","1.0","2020"
"KHYA","KUUU","1.0","2020"
"CL46","KWHP","2.0","2020"
"KSEA","KIAH","15.0","2020"
"KTOA","KRNM","3.0","2020"
"KFWA","MI95","1.0","2020"
"CO07","CO98","1.0","2020"
"51OK","KTUL","1.0","2020"
"LSZH","LPPT","4.0","2020"
"KBMI","KORD","4.0","2020"
"7AL7","K1J0","1.0","2020"
"SBRJ","SBKP","14.0","2020"
"EGLL","EDDL","7.0","2020"
"16MI","MI29","1.0","2020"
"TE48","KSAT","1.0","2020"
"KSJC","KVNY","3.0","2020"
"07TA","KEFD","1.0","2020"
"KPDK","KMAC","1.0","2020"
"FL57","KLEE","3.0","2020"
"KOAK","CA66","4.0","2020"
"K3DW","MO01","2.0","2020"
"KCXO","KMFE","1.0","2020"
"KF72","CA35","1.0","2020"
"EGSS","ESDF","1.0","2020"
"ETNH","ETNN","1.0","2020"
"5OR5","OG15","1.0","2020"
"7IA7","KDEH","1.0","2020"
"KOAK","KONT","3.0","2020"
"KLUK","VA87","2.0","2020"
"EDFM","EDAW","1.0","2020"
"KECG","NC28","2.0","2020"
"ESSB","ESCM","1.0","2020"
"KDPA","OI85","1.0","2020"
"KNTU","KPOB","1.0","2020"
"WI78","65WI","1.0","2020"
"LSZM","LROP","1.0","2020"
"KFUL","KSDM","1.0","2020"
"4LL7","KDPA","1.0","2020"
"KDTS","K54J","1.0","2020"
"FD83","KIAH","1.0","2020"
"26MI","6MI2","1.0","2020"
"KSDF","XS39","2.0","2020"
"KLOT","3IN3","1.0","2020"
"KATL","KBKL","4.0","2020"
"K1H2","KOLY","1.0","2020"
"KRDU","KSGS","1.0","2020"
"KRND","KPEZ","1.0","2020"
"KSRQ","KISM","1.0","2020"
"KBNA","KVLL","1.0","2020"
"CEA3","CYBW","1.0","2020"
"KPAN","KPRC","4.0","2020"
"KINT","K43A","1.0","2020"
"WBGR","WBKK","1.0","2020"
"EDRT","EDRK","1.0","2020"
"VTBH","VTBH","2.0","2020"
"NC03","1NC8","1.0","2020"
"EKOD","EDDM","1.0","2020"
"KHOU","KPUB","1.0","2020"
"KFLL","KECP","1.0","2020"
"FA54","94FL","1.0","2020"
"YBAF","YKBN","1.0","2020"
"KPRB","KFCH","2.0","2020"
"KAPF","07KY","1.0","2020"
"EGSX","EGWE","1.0","2020"
"AK86","PAMR","1.0","2020"
"KROA","VA83","1.0","2020"
"EGHH","EGGW","1.0","2020"
"KEDJ","OI38","2.0","2020"
"EGSC","EGSH","1.0","2020"
"52OR","KSPB","2.0","2020"
"5OI3","IN71","1.0","2020"
"19KY","4KY7","1.0","2020"
"KSMF","KL73","2.0","2020"
"KBUR","KSNA","1.0","2020"
"GA86","64GA","1.0","2020"
"95WI","KENW","1.0","2020"
"KOMA","KEFD","1.0","2020"
"KTYS","7WI4","1.0","2020"
"KRBD","6TA3","1.0","2020"
"KAMW","IA56","1.0","2020"
"XA99","KTKI","1.0","2020"
"KRDU","3NC6","2.0","2020"
"K1A4","16FL","1.0","2020"
"LOWG","LOXZ","2.0","2020"
"KAPA","K00V","2.0","2020"
"KSFO","KAPC","1.0","2020"
"KDTW","NH60","1.0","2020"
"SDIN","SBSP","2.0","2020"
"EGLF","EDDW","1.0","2020"
"WI78","88WI","1.0","2020"
"EIDW","EGKR","1.0","2020"
"KPIE","KPHL","1.0","2020"
"KDMA","2AZ8","1.0","2020"
"LFMK","LFBD","1.0","2020"
"KHEF","KCGE","1.0","2020"
"KSKF","XS89","1.0","2020"
"LJDI","LJLJ","1.0","2020"
"EDDF","KLAX","1.0","2020"
"KLZU","9GA6","1.0","2020"
"IS57","9IS5","1.0","2020"
"KNTD","KVNY","1.0","2020"
"KVNC","FD96","1.0","2020"
"KIAH","FD37","1.0","2020"
"FA46","FD33","1.0","2020"
"KMOD","KRAL","1.0","2020"
"KP08","KE67","1.0","2020"
"K1H0","27LL","1.0","2020"
"KGSO","KCVG","6.0","2020"
"KBNA","32LS","2.0","2020"
"KPOB","EGUN","1.0","2020"
"CYYZ","EDDF","9.0","2020"
"KHOU","KMCI","10.0","2020"
"KDCA","KJFK","13.0","2020"
"KSUE","KATW","1.0","2020"
"EIDW","LFRS","2.0","2020"
"OTHH","EDDF","27.0","2020"
"KPHL","KSDF","28.0","2020"
"RPLL","RCTP","12.0","2020"
"8FL6","KNGS","4.0","2020"
"K8N8","PA44","1.0","2020"
"KOAK","KBOI","11.0","2020"
"KRSW","IN01","7.0","2020"
"KCOS","KATL","2.0","2020"
"GA04","GA04","8.0","2020"
"KSLC","KLAS","19.0","2020"
"KSDF","74IN","2.0","2020"
"19TE","06TE","1.0","2020"
"4GE2","3GA0","1.0","2020"
"YPMQ","YBCG","1.0","2020"
"KORL","KMKE","3.0","2020"
"KLEE","KORL","1.0","2020"
"CYUL","CNV9","8.0","2020"
"KAWO","KAWO","17.0","2020"
"KSBA","KCMA","17.0","2020"
"KCXY","6PA7","1.0","2020"
"KSAT","KSLC","5.0","2020"
"KPRC","KFLG","2.0","2020"
"KO27","KFAT","1.0","2020"
"50NC","KMO6","1.0","2020"
"KC35","WS20","1.0","2020"
"KMCI","XS89","2.0","2020"
"KCLT","60CO","8.0","2020"
"EDDF","OMAA","1.0","2020"
"KTAN","KPYM","2.0","2020"
"FL91","KFXE","1.0","2020"
"KFXE","04FA","1.0","2020"
"KGLE","KADS","1.0","2020"
"KATL","KDTW","16.0","2020"
"KBUR","KNUQ","1.0","2020"
"KDAY","TX05","1.0","2020"
"KISP","KHWV","3.0","2020"
"YCXA","YMYB","1.0","2020"
"KBDN","KBDN","16.0","2020"
"20II","KLGA","1.0","2020"
"CL74","0CA4","1.0","2020"
"KTEB","KCGF","2.0","2020"
"KLOM","KN14","1.0","2020"
"TXKF","KEWR","5.0","2020"
"RKRS","RKSS","1.0","2020"
"KAPF","KRSW","1.0","2020"
"KAKR","KPWK","2.0","2020"
"KEYE","KOAK","3.0","2020"
"KGPM","2TA9","1.0","2020"
"KGSH","39II","1.0","2020"
"KCPS","6IL0","1.0","2020"
"K2W6","1VG2","2.0","2020"
"KSTL","KCLT","4.0","2020"
"PANC","OH43","6.0","2020"
"KLOM","DE25","1.0","2020"
"YMEN","YPJT","1.0","2020"
"KPNE","KCKZ","1.0","2020"
"42NY","NY62","1.0","2020"
"KLZU","K3M2","1.0","2020"
"KDCA","KCMH","21.0","2020"
"K3CK","6IL2","5.0","2020"
"KBIV","KPGD","1.0","2020"
"KTOA","KSBA","9.0","2020"
"CMF2","CYYC","6.0","2020"
"CYYZ","KVDF","1.0","2020"
"KD73","KLOU","1.0","2020"
"KDAB","PN95","1.0","2020"
"KMDW","KMCO","1.0","2020"
"LROP","EGLL","6.0","2020"
"JB01","WS91","1.0","2020"
"KSAN","FD83","1.0","2020"
"KMSP","MN28","1.0","2020"
"KMCC","CA60","1.0","2020"
"KRNT","KPSP","1.0","2020"
"KBLU","KLVK","1.0","2020"
"KEWR","KSRQ","4.0","2020"
"KEMT","KWHP","2.0","2020"
"KDFW","0II9","7.0","2020"
"KIAD","KSRQ","8.0","2020"
"IS01","KK06","1.0","2020"
"KCCR","98CL","1.0","2020"
"CYUL","BIKF","3.0","2020"
"KMQS","KHEF","1.0","2020"
"KAKR","2NC1","1.0","2020"
"KBOI","KVUO","2.0","2020"
"KHND","K67L","1.0","2020"
"4FL3","06FD","1.0","2020"
"KFAT","KLGB","1.0","2020"
"KCVG","NC63","1.0","2020"
"KSDL","36II","1.0","2020"
"KDTW","VA95","3.0","2020"
"KFHR","KBVS","2.0","2020"
"KTPA","KAFN","1.0","2020"
"KFMY","KDAB","2.0","2020"
"GE35","KLZU","1.0","2020"
"VT48","KLSE","1.0","2020"
"22CL","CA20","1.0","2020"
"06TE","TS87","1.0","2020"
"55FD","18FD","1.0","2020"
"KRYY","K47A","3.0","2020"
"KMKC","KLUK","5.0","2020"
"6PA6","KPHL","1.0","2020"
"KCLT","VT12","1.0","2020"
"KFCM","KD39","2.0","2020"
"LKHK","LKPM","1.0","2020"
"KBUM","KMKC","1.0","2020"
"KSRQ","KCGF","1.0","2020"
"KRHV","3CA9","2.0","2020"
"1MN2","KANE","1.0","2020"
"KAGC","KLBE","1.0","2020"
"7PN0","KN79","1.0","2020"
"47TA","KADS","1.0","2020"
"EFKU","EFRA","1.0","2020"
"KF46","KF69","1.0","2020"
"UT10","UT13","1.0","2020"
"LSGE","LSTB","1.0","2020"
"WS17","KSGS","1.0","2020"
"3LL4","K06C","1.0","2020"
"KSDL","AZ46","1.0","2020"
"LOWW","LHBP","2.0","2020"
"KPIE","KFXE","3.0","2020"
"KTAD","KAPA","2.0","2020"
"KS50","51WA","1.0","2020"
"11LL","KDPA","1.0","2020"
"KDWH","KEFD","1.0","2020"
"SAEZ","EPWA","1.0","2020"
"LFPG","LPPT","3.0","2020"
"KDTW","KSWF","5.0","2020"
"KADS","KALN","1.0","2020"
"KMTN","6MD1","1.0","2020"
"KDVT","KGYR","2.0","2020"
"KIAH","KRSW","3.0","2020"
"CYUL","KDCA","5.0","2020"
"KTUL","KUZA","1.0","2020"
"EHHO","EHGG","1.0","2020"
"IL38","35IL","1.0","2020"
"KMIA","LIRF","1.0","2020"
"KHBI","KHBI","1.0","2020"
"RPLL","LPBJ","1.0","2020"
"KECP","KSUS","2.0","2020"
"KJFK","K7L8","1.0","2020"
"EDLN","EDSB","1.0","2020"
"EFHF","EFNU","1.0","2020"
"LGAV","EPRJ","1.0","2020"
"KOMA","KJYR","3.0","2020"
"KAEG","KSAF","3.0","2020"
"2OI4","14OI","1.0","2020"
"GA04","KNUN","1.0","2020"
"KLHM","KCMR","1.0","2020"
"KO69","KRHV","1.0","2020"
"KECP","KFTW","1.0","2020"
"KEWB","TN87","1.0","2020"
"67CO","KLMO","2.0","2020"
"FL59","KSRQ","1.0","2020"
"8GA1","KPUJ","1.0","2020"
"51FD","KMCO","1.0","2020"
"KMSN","35WI","2.0","2020"
"7MD8","KCGE","2.0","2020"
"KO32","KFAT","2.0","2020"
"KDTO","KF69","1.0","2020"
"KMAN","20ID","1.0","2020"
"KECP","KDAB","2.0","2020"
"LKBU","LKKL","1.0","2020"
"KCLE","KU42","1.0","2020"
"KBUY","KGSO","2.0","2020"
"CYOW","KIAD","1.0","2020"
"KBOI","KAVQ","1.0","2020"
"KWVI","KSMF","2.0","2020"
"KSFO","KL19","2.0","2020"
"KSQL","KHWD","1.0","2020"
"K3A1","KHSV","2.0","2020"
"KDWH","5AL7","1.0","2020"
"KAPA","SC24","1.0","2020"
"KNSE","KNDZ","1.0","2020"
"8GA7","KLZU","1.0","2020"
"LTFJ","EDDB","1.0","2020"
"KSDF","KPGD","2.0","2020"
"3MD4","KBWI","1.0","2020"
"KORD","41NY","1.0","2020"
"KSJC","KVLL","1.0","2020"
"EDLS","EDLM","1.0","2020"
"EDHL","EDDM","1.0","2020"
"EHGG","EHHO","1.0","2020"
"CT11","KSNC","3.0","2020"
"6FD5","FL75","1.0","2020"
"MN24","KRDU","1.0","2020"
"K61C","KJVL","1.0","2020"
"LSGK","LSZH","1.0","2020"
"KSNA","KCMA","4.0","2020"
"KFFC","K53A","1.0","2020"
"OMAL","OMAL","2.0","2020"
"KMQY","KMRC","1.0","2020"
"KSPG","52FA","1.0","2020"
"7TE9","83TE","1.0","2020"
"LJLJ","LDZK","1.0","2020"
"KMSP","5IA6","1.0","2020"
"KAKR","K8A6","1.0","2020"
"6NC2","KJQF","1.0","2020"
"KBOI","CO12","2.0","2020"
"RPLL","OMAA","1.0","2020"
"20II","01SC","1.0","2020"
"KGZH","KNSE","1.0","2020"
"KBWC","KCXL","1.0","2020"
"ELLX","EDDS","1.0","2020"
"WS72","8WI1","1.0","2020"
"CA18","CA57","1.0","2020"
"KABE","KLNK","1.0","2020"
"KBFI","KSNA","1.0","2020"
"6II6","4IN9","1.0","2020"
"KE45","KCCR","1.0","2020"
"KL71","KONT","1.0","2020"
"KADW","MD53","1.0","2020"
"KLEE","FA46","1.0","2020"
"KMQY","3TN4","1.0","2020"
"K4V1","KFNL","1.0","2020"
"EDAQ","EDOV","1.0","2020"
"KTPA","KAUS","1.0","2020"
"KLGB","KNYL","1.0","2020"
"KSWI","K0F9","1.0","2020"
"KCEW","KNFJ","1.0","2020"
"OMDW","EBBR","1.0","2020"
"KLAS","KBKL","1.0","2020"
"AL93","KSUS","1.0","2020"
"KSUU","KCOS","1.0","2020"
"KSMX","KSDL","1.0","2020"
"KOAR","KSBP","1.0","2020"
"KO22","KO61","1.0","2020"
"KBFI","KMCI","1.0","2020"
"KYIP","UT13","2.0","2020"
"UUWW","UNCC","3.0","2020"
"KAKH","KAKH","12.0","2020"
"KDFW","KLAX","81.0","2020"
"KS50","KBFI","6.0","2020"
"1OH1","KI74","1.0","2020"
"ULLI","UUEE","82.0","2020"
"KSDF","KSAN","8.0","2020"
"RCTP","RJBB","27.0","2020"
"KBOS","KDFW","28.0","2020"
"KMIA","02PR","25.0","2020"
"KSBD","KSNA","3.0","2020"
"KEYE","KRIR","2.0","2020"
"KPWK","KPDK","1.0","2020"
"PN14","PN16","2.0","2020"
"53TX","OA12","1.0","2020"
"KOSU","KOSU","11.0","2020"
"KISO","FL59","1.0","2020"
"KSPI","2II6","1.0","2020"
"KL94","KAJO","1.0","2020"
"KGPM","KTYR","1.0","2020"
"KABQ","KTUS","1.0","2020"
"VTBS","VHHH","51.0","2020"
"KWBW","KSCH","1.0","2020"
"KMHT","KHPN","1.0","2020"
"KLZU","9GA9","2.0","2020"
"KRNM","KSNA","3.0","2020"
"KROC","KORD","10.0","2020"
"KATL","3NR3","1.0","2020"
"MN67","KLVN","1.0","2020"
"KSJC","60CO","7.0","2020"
"KSAN","23CN","17.0","2020"
"KTME","TA03","1.0","2020"
"YPJT","YCUN","2.0","2020"
"CYUL","CHG2","2.0","2020"
"KPHX","KATL","32.0","2020"
"KMSP","KBWI","22.0","2020"
"KVPS","KDCA","1.0","2020"
"LIRU","LIRV","3.0","2020"
"EGLL","KEWR","10.0","2020"
"K2GC","5NC3","1.0","2020"
"RJFF","RJOO","20.0","2020"
"LIMC","EGLL","3.0","2020"
"VHHH","VMMC","4.0","2020"
"EHAM","KMIA","4.0","2020"
"KOPF","KBED","2.0","2020"
"CYOO","CYKZ","3.0","2020"
"KPHL","KDEN","6.0","2020"
"EDDP","EKBI","5.0","2020"
"KROA","KORD","10.0","2020"
"WS11","KUES","1.0","2020"
"EDSN","EDTF","1.0","2020"
"LPPR","LTBA","1.0","2020"
"KVOK","KMSN","2.0","2020"
"KLXT","KLXT","9.0","2020"
"KWVI","KMOD","2.0","2020"
"K1O3","KO08","1.0","2020"
"KRID","KMWO","1.0","2020"
"KPDX","26IL","1.0","2020"
"KDVT","48AZ","2.0","2020"
"KAUS","86MI","1.0","2020"
"KHND","KFUL","1.0","2020"
"EDDP","EPGD","5.0","2020"
"LSZB","LSZB","13.0","2020"
"LKSK","LKCV","1.0","2020"
"KPDK","KSRQ","4.0","2020"
"KDWH","TE85","3.0","2020"
"KBLI","4WA4","1.0","2020"
"KCCR","KDWA","2.0","2020"
"PAMR","9AK5","2.0","2020"
"5CA7","KFCH","1.0","2020"
"KADS","K4T2","1.0","2020"
"63PA","NY09","1.0","2020"
"OMDW","OERK","4.0","2020"
"KSTL","KTUL","9.0","2020"
"EHAM","KMSP","1.0","2020"
"KBOS","KBTF","1.0","2020"
"KLWM","KOWD","1.0","2020"
"KATL","KOAJ","3.0","2020"
"CYVR","CNV9","1.0","2020"
"KNTU","KORF","4.0","2020"
"KAVP","KPHL","10.0","2020"
"LJLJ","LJPO","1.0","2020"
"KDFW","IN54","1.0","2020"
"KMFI","KMSN","1.0","2020"
"KRDU","KSTL","7.0","2020"
"EGPF","EGPG","1.0","2020"
"KDFW","75IS","1.0","2020"
"KMSP","7IA3","1.0","2020"
"EGGD","EGGD","4.0","2020"
"5MO3","KHFJ","1.0","2020"
"03NY","KCDW","1.0","2020"
"KLOU","1IN4","1.0","2020"
"KECP","KPNS","3.0","2020"
"CYXX","CMF2","1.0","2020"
"ESKN","ESSA","2.0","2020"
"KRIV","CA42","1.0","2020"
"EGNX","EGNX","5.0","2020"
"KSKF","KE95","1.0","2020"
"53TS","KT67","1.0","2020"
"KAKR","KROG","1.0","2020"
"FA54","KPGD","1.0","2020"
"KPAE","WN53","1.0","2020"
"23CN","KRIR","1.0","2020"
"KDVT","KA39","3.0","2020"
"KVIH","KMCI","1.0","2020"
"KMAE","KC80","1.0","2020"
"FA35","KCLW","1.0","2020"
"KMLE","K08K","1.0","2020"
"KIWS","K3R9","1.0","2020"
"KGEU","2AZ7","1.0","2020"
"KRYY","KD73","1.0","2020"
"KHPN","K8A6","1.0","2020"
"YBOA","YMUR","1.0","2020"
"KHHR","KFUL","1.0","2020"
"EVRA","UUEE","2.0","2020"
"KMSN","KOVS","1.0","2020"
"0MO1","KOJC","1.0","2020"
"KOMA","KARB","1.0","2020"
"37IS","41IL","1.0","2020"
"KI68","KCLT","1.0","2020"
"CYYC","CYYC","4.0","2020"
"4FL5","KX06","1.0","2020"
"KHKY","KZPH","1.0","2020"
"CPR5","CPR5","1.0","2020"
"KTYS","KEWR","2.0","2020"
"KPHX","AZ28","1.0","2020"
"KSUS","K3LF","1.0","2020"
"KISM","10FA","2.0","2020"
"KEST","KEST","1.0","2020"
"4XS2","TA02","1.0","2020"
"KMSP","KTEB","1.0","2020"
"KLHM","K1O2","1.0","2020"
"6TA7","KFTW","2.0","2020"
"KAJO","KCMA","2.0","2020"
"KMFE","KSSF","1.0","2020"
"KPHF","KSOP","1.0","2020"
"KFCM","1MN5","1.0","2020"
"KINT","KIAH","1.0","2020"
"IS93","KC29","1.0","2020"
"59OH","KI69","1.0","2020"
"KOPF","KMCF","1.0","2020"
"KSTL","KOPF","2.0","2020"
"PASW","71AK","1.0","2020"
"CYYZ","LTBA","2.0","2020"
"KLZU","52FA","1.0","2020"
"KHWD","KOXR","1.0","2020"
"KONX","9NC4","2.0","2020"
"2NC1","KBOS","1.0","2020"
"LGAV","EGSS","2.0","2020"
"KRNM","KBNG","1.0","2020"
"EGKR","EGKH","1.0","2020"
"85LL","LL10","1.0","2020"
"KJFK","KRIR","2.0","2020"
"KCJR","KAPH","1.0","2020"
"27XA","TX09","1.0","2020"
"22FA","20FA","1.0","2020"
"KGYY","KDPA","1.0","2020"
"KABQ","NM88","1.0","2020"
"KHWY","01VA","1.0","2020"
"17TE","K5C1","1.0","2020"
"KHYA","KCLT","1.0","2020"
"KFMY","KX06","1.0","2020"
"KSTL","4GA6","1.0","2020"
"RPLL","RPLS","1.0","2020"
"LROP","LROP","6.0","2020"
"KRDU","KIND","1.0","2020"
"KGAI","KHKY","1.0","2020"
"KRIV","KMYF","1.0","2020"
"EDQB","ETOU","1.0","2020"
"KE80","KAEG","1.0","2020"
"K2R2","KLAX","1.0","2020"
"EGKB","LPPT","1.0","2020"
"28TS","KDTO","1.0","2020"
"KJYO","KBOS","1.0","2020"
"KN14","NJ59","1.0","2020"
"AL62","5AL7","1.0","2020"
"LEMD","OERK","1.0","2020"
"KBWI","KU42","1.0","2020"
"KD73","KPDK","1.0","2020"
"TE13","K5C1","1.0","2020"
"09PA","KPIT","1.0","2020"
"SDPW","SDET","1.0","2020"
"K50R","K50R","4.0","2020"
"KBUU","KJVL","1.0","2020"
"KBUR","KPDK","1.0","2020"
"KPWK","IL36","1.0","2020"
"EDFL","EDVK","1.0","2020"
"KLGA","CYUL","1.0","2020"
"KBJC","K07V","1.0","2020"
"32TE","KDAL","1.0","2020"
"KFXE","KF31","1.0","2020"
"KSCK","73CA","1.0","2020"
"1GE7","55GE","1.0","2020"
"KAPF","KGRR","1.0","2020"
"58AR","58AR","1.0","2020"
"MMTJ","CA75","1.0","2020"
"KRSW","67KY","1.0","2020"
"KCGF","KMCF","1.0","2020"
"LSMP","LSZR","1.0","2020"
"KTKI","K21F","1.0","2020"
"IA54","WI81","1.0","2020"
"KFTY","80GA","1.0","2020"
"KDEN","KATL","37.0","2020"
"KFAT","KSNS","1.0","2020"
"KMOD","KAPC","1.0","2020"
"KSTS","KPDX","7.0","2020"
"KMSP","KFXE","1.0","2020"
"ESOW","ESKX","1.0","2020"
"KRDU","KSEA","7.0","2020"
"39WI","KMSN","1.0","2020"
"KHWO","KFLL","9.0","2020"
"KPIT","PN16","1.0","2020"
"KI68","KMGY","2.0","2020"
"CNJ3","K9G3","1.0","2020"
"KMMU","KMMU","6.0","2020"
"59CA","KL70","1.0","2020"
"K3I7","OH96","1.0","2020"
"K61B","KU30","3.0","2020"
"KATL","KABQ","5.0","2020"
"KPWK","WI28","1.0","2020"
"EGSS","LICP","1.0","2020"
"KSGS","KSFO","1.0","2020"
"KXLL","K9D4","3.0","2020"
"KD73","GA91","1.0","2020"
"KAPF","KJVY","3.0","2020"
"KSMO","KCPM","1.0","2020"
"KFFZ","10AZ","2.0","2020"
"KAFW","KU42","2.0","2020"
"EGNS","ELLX","1.0","2020"
"KMDW","TX05","9.0","2020"
"OH68","KISM","1.0","2020"
"KPHX","KRIR","39.0","2020"
"OA19","KRSW","1.0","2020"
"KIAH","91OI","1.0","2020"
"KSDF","KPVD","4.0","2020"
"KPDK","KVNC","1.0","2020"
"KRSW","OA14","2.0","2020"
"LEMD","EBBR","8.0","2020"
"KSAN","KAKH","3.0","2020"
"CYYZ","KPHX","1.0","2020"
"KMMV","OR95","1.0","2020"
"KGSB","KTTA","1.0","2020"
"TN97","TN79","1.0","2020"
"KPRC","AZ27","1.0","2020"
"KACY","JY04","1.0","2020"
"NZRO","NZRO","5.0","2020"
"KFMY","KX14","1.0","2020"
"KWHP","KLGB","7.0","2020"
"EGLL","ESSA","9.0","2020"
"KPUB","1CO5","9.0","2020"
"KCPS","6MO2","1.0","2020"
"KMGY","KOXD","1.0","2020"
"KOPF","KFRG","2.0","2020"
"K8W2","K8W2","1.0","2020"
"KE77","KMZJ","2.0","2020"
"TN14","KBNA","1.0","2020"
"2MO1","60CO","1.0","2020"
"EBOS","LFQQ","2.0","2020"
"KSRQ","VT01","1.0","2020"
"EYKA","EPWA","5.0","2020"
"KSTL","KSGS","1.0","2020"
"KCKZ","5PS9","1.0","2020"
"9NE4","NE42","1.0","2020"
"EDLB","EDLT","3.0","2020"
"KIAD","VT01","3.0","2020"
"KTUS","KIAH","2.0","2020"
"KOQN","KTHV","1.0","2020"
"77CL","KO32","1.0","2020"
"73OR","98OR","1.0","2020"
"29GA","KM33","1.0","2020"
"FD53","KPIE","1.0","2020"
"KGAI","PA84","1.0","2020"
"KBOS","KYIP","1.0","2020"
"7MO3","KVBT","1.0","2020"
"1OI7","K8G1","1.0","2020"
"EGLL","UUEE","2.0","2020"
"KX14","62FL","1.0","2020"
"KBLM","KCRQ","1.0","2020"
"K11V","03CO","1.0","2020"
"KENW","WI95","5.0","2020"
"KUGN","LL66","1.0","2020"
"7MY9","KMCW","1.0","2020"
"KXNA","KDLL","1.0","2020"
"KA39","KIWA","2.0","2020"
"KLVJ","2XA2","1.0","2020"
"KMGY","8NC9","1.0","2020"
"KPHX","KVNY","1.0","2020"
"KCHO","KLNK","1.0","2020"
"KM33","KSUS","1.0","2020"
"KMIA","02XS","5.0","2020"
"KSMX","KFAT","2.0","2020"
"00WI","WS17","1.0","2020"
"KN47","MD28","1.0","2020"
"3AK1","24AK","1.0","2020"
"KJVY","58KY","1.0","2020"
"K0F7","KWLD","1.0","2020"
"K2W6","KANP","1.0","2020"
"KCHD","48AZ","1.0","2020"
"FAOR","OTHH","3.0","2020"
"KFAT","KPDX","5.0","2020"
"KF70","KCRQ","7.0","2020"
"KAPC","KO42","1.0","2020"
"KPGD","4IL3","2.0","2020"
"CNP7","CNS4","1.0","2020"
"VA61","5NC3","1.0","2020"
"KTTD","KSLE","1.0","2020"
"9FD2","FA46","1.0","2020"
"KROC","KK16","2.0","2020"
"K4G4","1PN1","1.0","2020"
"OH93","IN14","1.0","2020"
"KFME","KMTN","1.0","2020"
"FL57","16FD","1.0","2020"
"61TX","KELA","1.0","2020"
"0IA3","IA17","1.0","2020"
"EHAM","78MI","1.0","2020"
"AL27","4GA9","1.0","2020"
"KMHT","78MI","4.0","2020"
"KATL","16MI","1.0","2020"
"ETHB","ETHB","2.0","2020"
"GE25","K7A3","1.0","2020"
"XS64","XS64","1.0","2020"
"UUEE","VCBI","1.0","2020"
"ELLX","KIAH","1.0","2020"
"KLOT","LL22","1.0","2020"
"CL77","KO15","1.0","2020"
"NZWP","NZWJ","1.0","2020"
"9XS7","KDAL","1.0","2020"
"K6A4","KIPJ","1.0","2020"
"KORD","KAPF","1.0","2020"
"KYIP","KMIA","1.0","2020"
"EDRT","EDEL","1.0","2020"
"KPHF","6VA4","1.0","2020"
"KILN","KSUU","1.0","2020"
"KFME","KPTK","1.0","2020"
"KN14","KN87","1.0","2020"
"SC32","KDZJ","1.0","2020"
"YPJT","YGAD","2.0","2020"
"KIWA","KSAF","1.0","2020"
"ESQO","ESOW","1.0","2020"
"OA05","KHAI","1.0","2020"
"AL93","KFYM","1.0","2020"
"KT67","KHQZ","1.0","2020"
"KDCU","KMAC","1.0","2020"
"YSSY","YPPF","1.0","2020"
"KRND","67TE","1.0","2020"
"KDWH","8TX7","4.0","2020"
"LKPD","LKHK","1.0","2020"
"UWWW","UUWW","1.0","2020"
"KALB","NK17","1.0","2020"
"KPVF","KO70","1.0","2020"
"JY04","NJ96","1.0","2020"
"KAGC","KTEB","1.0","2020"
"KLGA","KEFD","1.0","2020"
"KSHD","06VA","1.0","2020"
"KAXH","8XS1","1.0","2020"
"60NJ","KBLM","1.0","2020"
"KDAL","KCPS","1.0","2020"
"GE99","KTOC","1.0","2020"
"KPLK","KMKC","1.0","2020"
"KOAK","KHKY","1.0","2020"
"KOLZ","KALO","1.0","2020"
"LSPV","LSPV","2.0","2020"
"CYHM","CYTZ","1.0","2020"
"KYKM","48WA","1.0","2020"
"KBTP","WV65","1.0","2020"
"SDCO","SNXA","1.0","2020"
"KO15","CL77","1.0","2020"
"KX06","KMKY","1.0","2020"
"ESSD","ESKH","1.0","2020"
"TN07","KMRC","1.0","2020"
"KENW","K3CK","1.0","2020"
