"Source","Target","flights_count","flight_year"
"KCMA","KPOC","5.0","2020"
"KPHL","KORF","23.0","2020"
"EDDK","LCLK","3.0","2020"
"KTPA","KCMH","16.0","2020"
"EDDN","LIMC","1.0","2020"
"KVNY","PANC","1.0","2020"
"KORS","KTCM","1.0","2020"
"LIPZ","LIRF","7.0","2020"
"CYHU","CYRC","1.0","2020"
"KSNA","KUTA","3.0","2020"
"KLAS","4MS7","1.0","2020"
"KDAY","77OH","1.0","2020"
"KL94","KCPM","1.0","2020"
"EGSS","EBBR","2.0","2020"
"KISP","KATL","4.0","2020"
"CYVR","KSDL","1.0","2020"
"20II","SC08","2.0","2020"
"KMYF","KOXR","1.0","2020"
"UUDD","USSS","9.0","2020"
"KBTA","01TX","1.0","2020"
"KSNA","KSEZ","1.0","2020"
"MMTJ","KCRQ","1.0","2020"
"88AZ","KSDL","3.0","2020"
"89MN","KMIC","1.0","2020"
"KLAX","KBTF","4.0","2020"
"FD90","KXFL","1.0","2020"
"LEVC","LFLU","1.0","2020"
"KF70","KPVU","1.0","2020"
"CA73","KSCK","1.0","2020"
"18AZ","18AZ","18.0","2020"
"KDFW","32II","1.0","2020"
"LIMS","LIPE","2.0","2020"
"K9A1","6GA4","1.0","2020"
"FA35","KFMY","1.0","2020"
"KDFW","KSUX","3.0","2020"
"36MO","IA58","1.0","2020"
"KAVQ","KE77","1.0","2020"
"KBUY","KW63","1.0","2020"
"KTPA","KORL","3.0","2020"
"62GA","KCCO","1.0","2020"
"KHKY","4NC8","2.0","2020"
"KSRQ","FL00","1.0","2020"
"KFUL","KCMA","1.0","2020"
"YGYM","YCDR","2.0","2020"
"KI63","KHPN","1.0","2020"
"OMSJ","EGLF","1.0","2020"
"23CN","KRIV","1.0","2020"
"KLGB","KMHR","1.0","2020"
"YTYH","YWCK","1.0","2020"
"55FD","K54J","1.0","2020"
"05TE","40XS","1.0","2020"
"KRAC","0WI5","2.0","2020"
"SBGR","SBJD","1.0","2020"
"KL35","KSNA","4.0","2020"
"KCDW","KMGJ","1.0","2020"
"KLAS","KFXE","1.0","2020"
"KIAH","KDCA","9.0","2020"
"EDXY","EDXO","1.0","2020"
"KSAT","48TS","1.0","2020"
"1WA6","KRNT","1.0","2020"
"KAPC","KRHV","2.0","2020"
"SDAI","SDAM","1.0","2020"
"44OR","KTTD","1.0","2020"
"KBKF","KBKF","1.0","2020"
"KPHX","KAKH","4.0","2020"
"KCMH","KU42","1.0","2020"
"KSPB","OR28","1.0","2020"
"KETB","KOCQ","1.0","2020"
"KDFW","78II","4.0","2020"
"YPMQ","YBTH","1.0","2020"
"79MU","86KS","1.0","2020"
"KBKL","0NC1","1.0","2020"
"LGML","LGAV","2.0","2020"
"KLAS","KIFP","1.0","2020"
"KPDX","MI29","1.0","2020"
"6MO9","4MO8","1.0","2020"
"EDTB","EDTY","1.0","2020"
"KSQL","KTRK","1.0","2020"
"KPTK","KSJC","1.0","2020"
"KLGA","KCWA","1.0","2020"
"KORF","KVNW","1.0","2020"
"KORE","61MA","1.0","2020"
"KIAH","KPIL","1.0","2020"
"KUGN","KMDW","1.0","2020"
"KAJO","KPOC","1.0","2020"
"EPWA","EBLG","2.0","2020"
"KTOC","SC96","1.0","2020"
"KGXY","KAPA","1.0","2020"
"NC63","NC47","1.0","2020"
"KMIA","KVPC","1.0","2020"
"KFDK","KJYO","1.0","2020"
"KHIO","K7S5","2.0","2020"
"KRAL","54AZ","1.0","2020"
"CYVR","RJTT","2.0","2020"
"EDDL","EDDK","1.0","2020"
"LSGC","LSGG","1.0","2020"
"4NY4","KEWR","1.0","2020"
"KORD","30WI","1.0","2020"
"YARM","YBIA","1.0","2020"
"KIWA","KBTF","1.0","2020"
"KFAT","UT40","1.0","2020"
"PN16","62IN","1.0","2020"
"K7S9","KOAK","1.0","2020"
"VA81","06VA","1.0","2020"
"KGRR","5MI4","2.0","2020"
"EDBF","EDBM","1.0","2020"
"1CA6","37CL","1.0","2020"
"KX49","KHWO","1.0","2020"
"KMGY","8II2","1.0","2020"
"KSGF","KDAL","1.0","2020"
"KDCU","K3A1","1.0","2020"
"KXFL","2FD6","2.0","2020"
"KSAN","KYIP","1.0","2020"
"KHYA","KTEB","1.0","2020"
"KGYH","KRYY","1.0","2020"
"KLVK","KTVL","1.0","2020"
"VTBS","LFPG","1.0","2020"
"SSJC","SBRJ","1.0","2020"
"KF70","58CL","1.0","2020"
"KC16","9IS9","1.0","2020"
"EDQP","EDFM","1.0","2020"
"K1L8","KSGU","1.0","2020"
"CO48","KAPA","1.0","2020"
"TS00","TX15","1.0","2020"
"KNFW","TE34","1.0","2020"
"KAPF","4FL1","1.0","2020"
"KSBP","KIPL","1.0","2020"
"KBUY","3NC6","1.0","2020"
"EBBE","EBLN","1.0","2020"
"KTYQ","38II","1.0","2020"
"9CL2","KHWD","1.0","2020"
"KTOA","KDVT","1.0","2020"
"KWHP","97CA","1.0","2020"
"KFRG","KIAD","7.0","2020"
"KFAT","6CL6","1.0","2020"
"KAJO","KTRM","1.0","2020"
"KLOM","KLOM","23.0","2020"
"KSTL","KFLL","12.0","2020"
"KSMF","KBUR","26.0","2020"
"EGBB","EGBB","4.0","2020"
"KORD","KDTW","13.0","2020"
"WN42","KS36","1.0","2020"
"KATL","KPVD","6.0","2020"
"86TE","TX67","1.0","2020"
"KIAH","KFXE","3.0","2020"
"KORD","KSFO","35.0","2020"
"KFCM","KAPA","5.0","2020"
"OMDB","EBBR","4.0","2020"
"KSRQ","KEWR","5.0","2020"
"SAEZ","SBKP","7.0","2020"
"KLAX","VHHH","9.0","2020"
"YBBN","YBMC","13.0","2020"
"RJBB","RPLL","2.0","2020"
"OTHH","VABB","10.0","2020"
"YSTW","YKEL","2.0","2020"
"KMDT","KPHL","29.0","2020"
"KSDF","KRSW","6.0","2020"
"KRDG","KZER","1.0","2020"
"KRBD","28XS","4.0","2020"
"LFMI","LFOJ","3.0","2020"
"EYVP","LKPR","1.0","2020"
"KSWF","07KY","4.0","2020"
"6FD7","KPIE","1.0","2020"
"LSZM","EDDK","5.0","2020"
"KJFK","CYUL","7.0","2020"
"KMCI","KHOU","8.0","2020"
"KMSP","FL59","4.0","2020"
"KBOI","KU42","8.0","2020"
"KHND","KHND","11.0","2020"
"2FL0","K54J","1.0","2020"
"KILN","KDEN","5.0","2020"
"KFLG","KPRC","2.0","2020"
"PANC","KJFK","42.0","2020"
"KECP","KJVY","1.0","2020"
"ETOU","EDDS","2.0","2020"
"KLAX","KBWI","18.0","2020"
"NZCH","NZOI","2.0","2020"
"KHUA","AL93","2.0","2020"
"KCVG","KRDU","5.0","2020"
"42VT","VT14","1.0","2020"
"KRHV","9CL2","2.0","2020"
"KMIA","SBRJ","1.0","2020"
"KHEF","KTNU","1.0","2020"
"KIAH","KLGA","16.0","2020"
"KL26","KL26","1.0","2020"
"24FL","KDFW","6.0","2020"
"KTKI","OK28","1.0","2020"
"LJLJ","LOWW","1.0","2020"
"LIRF","EDDL","1.0","2020"
"KBTA","2TS6","1.0","2020"
"MDBC","KILG","1.0","2020"
"KCGE","KANP","2.0","2020"
"74XA","KTYR","1.0","2020"
"LEVC","LEVC","6.0","2020"
"KFEP","6IL6","1.0","2020"
"LFPG","EGNX","4.0","2020"
"KLAF","KCMH","1.0","2020"
"KMOD","KMER","1.0","2020"
"47FD","KPGD","3.0","2020"
"KTUS","KLGF","1.0","2020"
"KATL","5MI7","1.0","2020"
"KFKL","OH24","1.0","2020"
"KAEJ","KAPA","1.0","2020"
"KMMK","KTEB","1.0","2020"
"GA53","KFTY","2.0","2020"
"VOCI","VOBL","1.0","2020"
"XS09","XS09","1.0","2020"
"MD31","KPVG","1.0","2020"
"CYUL","CYRO","4.0","2020"
"RPLL","PANC","1.0","2020"
"86TA","KDAL","1.0","2020"
"KDTW","12MI","1.0","2020"
"KCNO","KBNG","2.0","2020"
"KSDL","KSGS","1.0","2020"
"KP08","KIWA","35.0","2020"
"KC29","KMKE","2.0","2020"
"KCPK","3MD4","1.0","2020"
"OL23","KRVS","4.0","2020"
"KSTL","KMMU","1.0","2020"
"8CL6","20CL","1.0","2020"
"FL90","FL59","1.0","2020"
"KFTW","KTRL","2.0","2020"
"ESND","ESSA","7.0","2020"
"KMMV","OL03","1.0","2020"
"KRFD","KSEA","7.0","2020"
"KRCZ","KSOP","1.0","2020"
"MMMA","KIWA","1.0","2020"
"KVNY","KT65","1.0","2020"
"K3F7","KRVS","2.0","2020"
"EDDV","ETHB","1.0","2020"
"KPHL","KVNC","1.0","2020"
"KL73","KWLW","1.0","2020"
"KOAK","KCRQ","1.0","2020"
"LFPB","EGGD","1.0","2020"
"9MO5","K3DW","1.0","2020"
"KCBG","KMIC","3.0","2020"
"KPIE","KZPH","1.0","2020"
"9MI6","MI26","1.0","2020"
"KHPN","KOPF","1.0","2020"
"KSDM","KFUL","1.0","2020"
"KMTN","0NJ6","1.0","2020"
"KALB","KMCF","1.0","2020"
"KMTO","8IS5","1.0","2020"
"KGSO","8NC6","1.0","2020"
"PAMR","AK24","2.0","2020"
"KAPA","CO93","1.0","2020"
"KDTS","K12J","2.0","2020"
"FA83","KORL","3.0","2020"
"II74","II68","1.0","2020"
"KCHD","41AZ","1.0","2020"
"KLVK","KWVI","1.0","2020"
"58IL","KMDW","1.0","2020"
"KF72","KSAC","1.0","2020"
"KMCI","67KY","1.0","2020"
"SBKP","KTMB","1.0","2020"
"33TA","KIWS","1.0","2020"
"K1H0","KK39","1.0","2020"
"XA09","XA09","1.0","2020"
"WI11","KETB","1.0","2020"
"KSDL","KFFZ","2.0","2020"
"RJTA","RJTJ","1.0","2020"
"KDVT","KIAD","1.0","2020"
"4TX3","KDFW","4.0","2020"
"24OI","KI12","2.0","2020"
"KRSW","BIKF","1.0","2020"
"WSSS","NZCH","1.0","2020"
"KATL","05IN","1.0","2020"
"LGAV","LGIO","2.0","2020"
"WMKK","WMKK","3.0","2020"
"KABE","K7L8","2.0","2020"
"KO60","KSTS","2.0","2020"
"SSMW","SDBN","1.0","2020"
"KBNA","KMKC","3.0","2020"
"3PS9","OH24","1.0","2020"
"KHWV","KHWV","2.0","2020"
"KBLM","KPHL","1.0","2020"
"KSTL","KX04","3.0","2020"
"IS24","9IS9","1.0","2020"
"KMQS","7AL2","1.0","2020"
"KGYR","KA39","2.0","2020"
"KBNA","LA87","1.0","2020"
"KCAK","KAKH","1.0","2020"
"PA23","PA31","1.0","2020"
"LIMS","LIDE","1.0","2020"
"KEVB","KDED","1.0","2020"
"YMEN","YHOT","1.0","2020"
"KMSP","KONT","1.0","2020"
"KALB","KIAG","1.0","2020"
"OG30","KVUO","1.0","2020"
"18AZ","KFFZ","1.0","2020"
"KALB","KALB","1.0","2020"
"KFNT","KATL","1.0","2020"
"VG25","VA10","1.0","2020"
"K25D","MY35","1.0","2020"
"LKPM","LKHS","1.0","2020"
"KCAK","KRSW","2.0","2020"
"4NY0","KCPK","1.0","2020"
"KE98","KONM","1.0","2020"
"LCLK","EPWA","1.0","2020"
"KASG","AR94","1.0","2020"
"OETH","OMDB","1.0","2020"
"KAPF","KAPA","1.0","2020"
"KVCB","KWLW","1.0","2020"
"ESGG","EGLL","2.0","2020"
"KWHP","KCNO","4.0","2020"
"EDDM","LPPR","1.0","2020"
"FL88","0FL9","1.0","2020"
"KX49","FD77","1.0","2020"
"KOMA","NE31","1.0","2020"
"KTCY","KPAO","1.0","2020"
"KAGC","KMDT","1.0","2020"
"YMEN","YSSY","2.0","2020"
"LKCE","LKPM","1.0","2020"
"SC24","KRDU","1.0","2020"
"YWOL","YCNK","1.0","2020"
"KS50","6WA2","1.0","2020"
"KBVS","WN35","1.0","2020"
"KDFW","KVPC","1.0","2020"
"SBGL","EGLL","1.0","2020"
"KIAD","KHOU","1.0","2020"
"LSZC","LSGG","1.0","2020"
"KDAY","51OI","1.0","2020"
"KSAC","KUDD","1.0","2020"
"KFTW","KP23","1.0","2020"
"4OI7","10OH","1.0","2020"
"KUAO","KUDD","1.0","2020"
"EYKA","ETNW","1.0","2020"
"KATW","7MN4","1.0","2020"
"30TA","XS89","1.0","2020"
"KSUD","KRVS","1.0","2020"
"KTCY","KCCR","1.0","2020"
"KSKA","34CO","1.0","2020"
"KHRT","KJKA","1.0","2020"
"1FA9","KPIE","1.0","2020"
"EKCH","LKKL","1.0","2020"
"EGNL","EGNM","1.0","2020"
"KDEN","K2G2","1.0","2020"
"AZ67","KE63","1.0","2020"
"OA05","KHAO","1.0","2020"
"40FL","KPGD","1.0","2020"
"KJFK","EDDP","1.0","2020"
"EDDP","LSZH","1.0","2020"
"KLOU","40KY","1.0","2020"
"KDEN","KTEX","1.0","2020"
"ESKN","ESKN","1.0","2020"
"KBED","KLCK","1.0","2020"
"LTBA","EBBR","1.0","2020"
"EGLL","LIRF","43.0","2020"
"KHRL","KCVG","6.0","2020"
"ENGM","EDDM","1.0","2020"
"KROC","KMCF","2.0","2020"
"KPVD","78MI","8.0","2020"
"KCMA","KCMA","239.0","2020"
"KMYF","37CA","2.0","2020"
"KMSP","MN57","2.0","2020"
"67CO","KBJC","2.0","2020"
"RPLL","VHHH","21.0","2020"
"KCLE","KBWI","17.0","2020"
"KSEE","CA76","5.0","2020"
"KJQF","KJQF","20.0","2020"
"KCVG","FL35","8.0","2020"
"ETSI","EDDS","1.0","2020"
"NZAA","NZRO","1.0","2020"
"K49A","KMCF","1.0","2020"
"PAMR","AK08","1.0","2020"
"KDAL","36II","2.0","2020"
"LEAL","ESGG","1.0","2020"
"SBVT","SSBZ","1.0","2020"
"KL26","KF70","2.0","2020"
"KI74","OA11","1.0","2020"
"EDKB","EDRA","1.0","2020"
"5IN4","KMGC","2.0","2020"
"KRDU","NC22","1.0","2020"
"66TE","5TA8","1.0","2020"
"EDDF","LYBE","2.0","2020"
"KMCO","KSTL","3.0","2020"
"VTBS","WMKK","2.0","2020"
"6FD7","KFLL","1.0","2020"
"KGPI","KAPA","1.0","2020"
"KCHD","KDVT","15.0","2020"
"KEWR","KBKL","2.0","2020"
"KIAH","SC08","1.0","2020"
"KSEA","KPSP","11.0","2020"
"KMWC","KBUU","1.0","2020"
"ENUL","ENGM","15.0","2020"
"KANE","KCBG","1.0","2020"
"1GE7","85GA","1.0","2020"
"KTKI","6TA3","1.0","2020"
"IA94","KMIW","1.0","2020"
"KFLL","KMCI","9.0","2020"
"KJVY","KBIV","1.0","2020"
"KFXE","05FL","1.0","2020"
"KADS","KLOT","1.0","2020"
"KU42","KSAN","1.0","2020"
"KCOS","64CO","1.0","2020"
"CO59","K11V","1.0","2020"
"KMTN","KPHL","1.0","2020"
"KFRG","KBED","1.0","2020"
"EGBB","EGAA","1.0","2020"
"KONT","KMSP","6.0","2020"
"YLVB","YMMB","1.0","2020"
"KMSN","KDLL","1.0","2020"
"86TX","8TA0","1.0","2020"
"4CA7","KO37","2.0","2020"
"4TE9","KIWS","1.0","2020"
"KGSO","KLAL","1.0","2020"
"NC52","NC05","1.0","2020"
"KCRQ","04CL","1.0","2020"
"KPWK","KCPS","1.0","2020"
"KENW","04WI","1.0","2020"
"LIPQ","LIPD","2.0","2020"
"AR91","58AR","1.0","2020"
"LSZH","EIDW","3.0","2020"
"K69K","K69K","1.0","2020"
"EKRK","EKYT","3.0","2020"
"9NC4","KPVG","3.0","2020"
"KRND","69TE","1.0","2020"
"KMKC","2MO9","7.0","2020"
"KBOS","KMCF","6.0","2020"
"KN71","KPNE","1.0","2020"
"MA44","K1B6","1.0","2020"
"KORD","0IN1","2.0","2020"
"LTBA","LEBL","3.0","2020"
"KMCI","KU42","4.0","2020"
"KPRC","KSGF","1.0","2020"
"WSSL","WSAG","1.0","2020"
"KORD","73KY","2.0","2020"
"4MD0","KNHK","1.0","2020"
"KONT","KAFW","7.0","2020"
"EDMA","LSGC","1.0","2020"
"KDEN","KXNA","9.0","2020"
"EPSO","EPSO","1.0","2020"
"KDEC","00IS","1.0","2020"
"KJVL","KDPA","2.0","2020"
"OI62","NC56","1.0","2020"
"ESSA","EBBR","1.0","2020"
"KTYR","KDAL","2.0","2020"
"66MI","49OH","1.0","2020"
"KMRB","3VA5","1.0","2020"
"KHWD","KSCK","1.0","2020"
"EINN","EIDW","6.0","2020"
"K00V","K00V","20.0","2020"
"KBNA","AL18","3.0","2020"
"KSNA","CA22","2.0","2020"
"KCCR","KTRK","2.0","2020"
"0NJ6","NJ75","1.0","2020"
"KVIH","KUUV","1.0","2020"
"EGTE","EGVN","2.0","2020"
"VA87","KCXY","1.0","2020"
"EDFH","KJFK","1.0","2020"
"KLAS","KAPF","1.0","2020"
"RJFF","RJOE","1.0","2020"
"EKCH","EGSS","1.0","2020"
"KCLT","KFTG","1.0","2020"
"2CN8","KBUR","1.0","2020"
"KTCY","25CL","1.0","2020"
"EBOS","LIMC","1.0","2020"
"CO02","KAPA","4.0","2020"
"KDAL","KTPA","2.0","2020"
"KANE","KSGS","1.0","2020"
"KBOS","23NH","5.0","2020"
"KPIE","FL86","1.0","2020"
"NE37","KOMA","1.0","2020"
"KSTL","KAMW","1.0","2020"
"YPAD","YBLM","1.0","2020"
"KATL","3PS9","1.0","2020"
"KRSW","4FL8","1.0","2020"
"LIEE","LIEE","1.0","2020"
"YMEO","YMEN","1.0","2020"
"KHRJ","NC69","1.0","2020"
"EGGW","EGLF","2.0","2020"
"SC24","K35A","1.0","2020"
"KBWI","KHVN","1.0","2020"
"1VG2","K2W6","2.0","2020"
"KDVT","KMZJ","1.0","2020"
"K3LF","KGRE","1.0","2020"
"KPHL","KGSO","1.0","2020"
"KILN","SC08","1.0","2020"
"EGKK","EBBR","1.0","2020"
"KUES","0WI7","1.0","2020"
"KOAK","KTVY","2.0","2020"
"KBED","KPDK","2.0","2020"
"KSAN","KPDK","1.0","2020"
"06VA","KMMU","1.0","2020"
"EGLL","ENKJ","1.0","2020"
"3IL2","KH19","1.0","2020"
"KABE","NK07","2.0","2020"
"KHIO","67OR","2.0","2020"
"UUEE","EDDB","2.0","2020"
"LKKB","LKTC","1.0","2020"
"KORE","CT39","1.0","2020"
"YBAF","YBOK","1.0","2020"
"KSFQ","2VG2","1.0","2020"
"KSLK","VT22","1.0","2020"
"WN51","KS50","1.0","2020"
"CYVR","CCI9","1.0","2020"
"KLBE","9OA5","1.0","2020"
"KYKM","7WA7","1.0","2020"
"KDEC","44IS","1.0","2020"
"KCPK","KFKN","1.0","2020"
"ID44","KEUL","1.0","2020"
"KCVG","KVUO","2.0","2020"
"KMIE","IN21","1.0","2020"
"XS75","7XS7","1.0","2020"
"KSFO","35AZ","1.0","2020"
"29GA","KFXE","1.0","2020"
"KABQ","KIWA","3.0","2020"
"LFBO","LTBA","1.0","2020"
"KAJO","KTOA","2.0","2020"
"CO53","CO53","1.0","2020"
"KDCA","KDEN","4.0","2020"
"37MN","KSTP","1.0","2020"
"LKUO","LKJA","1.0","2020"
"KU77","KVGT","1.0","2020"
"VG33","KPVG","1.0","2020"
"KFMY","5FD7","1.0","2020"
"KMCF","KSPG","1.0","2020"
"24PA","3PN9","1.0","2020"
"K1B9","NH78","1.0","2020"
"EDHI","EDLN","1.0","2020"
"0NJ6","JY24","1.0","2020"
"LFGA","LSPH","2.0","2020"
"MN41","KMSP","1.0","2020"
"NC28","6NC9","1.0","2020"
"75MN","KGYL","1.0","2020"
"78NC","78NC","3.0","2020"
"KLGB","KSFO","1.0","2020"
"KVES","KVNW","1.0","2020"
"KLOU","II69","1.0","2020"
"8CL6","4CL3","1.0","2020"
"KMSP","4GA6","1.0","2020"
"KOJC","KO11","1.0","2020"
"EDDS","EDTQ","2.0","2020"
"KUES","90IL","1.0","2020"
"OL23","40OK","1.0","2020"
"KI12","1OH1","1.0","2020"
"KSBD","KREI","1.0","2020"
"MD01","KNHK","1.0","2020"
"KDWH","34XS","1.0","2020"
"SC86","SC24","1.0","2020"
"KBNA","IG03","1.0","2020"
"KISW","KDLL","1.0","2020"
"VA52","PS69","1.0","2020"
"KRDU","06NC","1.0","2020"
"LFBO","LFDG","1.0","2020"
"5WI4","KETB","1.0","2020"
"LPCS","LPFR","1.0","2020"
"9XS4","KBKD","1.0","2020"
"K1O2","CL36","1.0","2020"
"KBNA","KATW","1.0","2020"
"KRAL","KF70","2.0","2020"
"MY47","4MN0","1.0","2020"
"1TX4","K50R","1.0","2020"
"KPOC","KF70","1.0","2020"
"LFMI","LFLL","1.0","2020"
"EDDF","WSAP","1.0","2020"
"KC77","KRFD","1.0","2020"
"KDTW","VT22","1.0","2020"
"KC09","KC77","1.0","2020"
"KSBA","0CA3","1.0","2020"
"NZPN","NZAA","2.0","2020"
"WN13","KORS","1.0","2020"
"1TN0","KSRQ","1.0","2020"
"KLZU","KVPS","1.0","2020"
"KOMA","86NE","1.0","2020"
"K3CK","55LL","1.0","2020"
"ESSA","ESTL","1.0","2020"
"EDJG","EDPK","1.0","2020"
"KO41","CA73","1.0","2020"
"EGNX","LFAU","1.0","2020"
"18MO","MO15","1.0","2020"
"YSBK","YBTH","9.0","2020"
"KPHX","CYYC","1.0","2020"
"KATL","KMSP","44.0","2020"
"EDTB","EDSB","4.0","2020"
"35MI","K08C","1.0","2020"
"EPWA","EPKB","1.0","2020"
"KCLT","KPHX","17.0","2020"
"EHGG","EHLW","3.0","2020"
"KSTL","KCMH","9.0","2020"
"53TX","K23R","1.0","2020"
"LOWW","EDDK","5.0","2020"
"KMSP","KIAH","32.0","2020"
"CYOO","CYOO","9.0","2020"
"KK81","KEIK","1.0","2020"
"KCRQ","KLGB","7.0","2020"
"K1O3","KPAO","1.0","2020"
"EDRT","EDFZ","1.0","2020"
"KSGR","3TS5","7.0","2020"
"KAUS","60CO","16.0","2020"
"KABE","0TS2","3.0","2020"
"OBBI","EDDP","10.0","2020"
"KPWK","KMRT","3.0","2020"
"KSDL","KDAL","4.0","2020"
"KORF","KIAH","7.0","2020"
"SBSP","SWMC","1.0","2020"
"KABQ","KATL","4.0","2020"
"KDTW","KORF","8.0","2020"
"KPHL","NH78","3.0","2020"
"KCHO","KIAD","10.0","2020"
"KSDL","KBVS","2.0","2020"
"5AZ3","5AZ6","1.0","2020"
"UUDD","UNNT","16.0","2020"
"KMIA","KSFO","16.0","2020"
"KHHR","KSDL","2.0","2020"
"KSFO","EDDF","1.0","2020"
"UUEE","ENGM","2.0","2020"
"KTHV","KOQN","1.0","2020"
"KVAY","KPHL","1.0","2020"
"KORD","68MI","1.0","2020"
"KMDW","KLAS","30.0","2020"
"KPRB","KRHV","1.0","2020"
"WT24","KPHX","8.0","2020"
"KPHX","KSMF","28.0","2020"
"KRHV","33CL","1.0","2020"
"KMZJ","AZ21","1.0","2020"
"UWWW","UUDD","5.0","2020"
"KGDJ","KGDJ","1.0","2020"
"KZPH","5FD7","1.0","2020"
"KK33","KH88","1.0","2020"
"SNUH","SNVU","1.0","2020"
"KSGF","KATL","15.0","2020"
"KOAK","KBNA","5.0","2020"
"EGTB","EGTK","1.0","2020"
"79FD","04FL","1.0","2020"
"KMAI","KECP","2.0","2020"
"KMCI","KSDF","5.0","2020"
"KEBG","KT65","1.0","2020"
"KEWR","KFTG","3.0","2020"
"KRDG","KSYR","1.0","2020"
"K1B6","KTAN","1.0","2020"
"0NJ5","K39N","1.0","2020"
"KEWR","IS40","1.0","2020"
"KSAN","CYYC","1.0","2020"
"KSFO","KIAH","10.0","2020"
"KPWK","KHPN","3.0","2020"
"ESTT","ESMH","1.0","2020"
"KLOU","KPTK","1.0","2020"
"K9X1","K50R","1.0","2020"
"KALO","KANE","1.0","2020"
"IN64","KIAH","1.0","2020"
"KATL","KHHR","3.0","2020"
"KSLC","KPDX","3.0","2020"
"VCBI","VHHH","2.0","2020"
"KMYF","KCMA","3.0","2020"
"14VA","WV21","1.0","2020"
"EDDF","KSEA","4.0","2020"
"CYYZ","EPWA","1.0","2020"
"WMKK","LKPR","1.0","2020"
"ESTL","ESTL","19.0","2020"
"KPIT","KPDX","1.0","2020"
"KHYA","KFMH","10.0","2020"
"KATL","PS67","1.0","2020"
"KMLE","KHIG","1.0","2020"
"KRYN","KSDL","3.0","2020"
"KCOS","KPHX","15.0","2020"
"IL35","KOJC","1.0","2020"
"06FD","KZPH","1.0","2020"
"ESKN","LHBP","3.0","2020"
"KSRQ","KCHN","2.0","2020"
"9NC9","KEWR","1.0","2020"
"KEDC","XS12","1.0","2020"
"KMKE","KFLL","6.0","2020"
"KMO6","K1H3","1.0","2020"
"EDDF","VOBL","2.0","2020"
"KFWA","KC62","1.0","2020"
"KDFW","IL57","2.0","2020"
"KJYO","WN03","1.0","2020"
"CYKA","CYVR","2.0","2020"
"KIND","KSEA","1.0","2020"
"YLEG","YMMB","3.0","2020"
"UNNT","UUMI","1.0","2020"
"KMCO","3PS9","1.0","2020"
"KNYL","KFFZ","2.0","2020"
"KASH","31MA","1.0","2020"
"PS82","KDMW","1.0","2020"
"KVGT","9CL4","1.0","2020"
"KIPJ","46SC","2.0","2020"
"5PS5","8PN9","1.0","2020"
"KORD","IL16","2.0","2020"
"EHAM","LEZG","2.0","2020"
"WMKK","VOMM","5.0","2020"
"0TX6","K50R","1.0","2020"
"CA16","KPAO","2.0","2020"
"KVAY","KOQN","1.0","2020"
"KCPM","KHHR","2.0","2020"
"KWDR","K3J7","1.0","2020"
"IS41","KLOT","2.0","2020"
"KHWD","KC83","2.0","2020"
"EDFL","EDLA","1.0","2020"
"OI06","KI74","1.0","2020"
"KMSP","KGYY","1.0","2020"
"3MO5","MO77","1.0","2020"
"KNZY","2CN3","1.0","2020"
"1FA9","94FL","1.0","2020"
"ENOL","ENVA","1.0","2020"
"KSPG","6FD7","3.0","2020"
"KSVH","KHKY","1.0","2020"
"EDFK","EDDN","1.0","2020"
"62GA","KWDR","1.0","2020"
"KISP","KPNE","1.0","2020"
"KMAN","KMAN","1.0","2020"
"KLOU","KMQY","1.0","2020"
"KTYS","KRYY","2.0","2020"
"CZBB","CYSE","1.0","2020"
"KFNT","KDTW","1.0","2020"
"LOWW","LSZH","2.0","2020"
"KLBE","1FD4","1.0","2020"
"NH17","NH88","1.0","2020"
"KU42","KTUS","1.0","2020"
"KMYF","KHWD","1.0","2020"
"KVGT","KSEZ","1.0","2020"
"0OH9","7TN3","1.0","2020"
"KCLT","11NY","1.0","2020"
"KENW","K7A4","1.0","2020"
"KONT","KIAH","3.0","2020"
"KOWP","IN36","1.0","2020"
"KCCB","KREI","1.0","2020"
"KMHR","KSAC","1.0","2020"
"EHST","EHOW","1.0","2020"
"KOWD","MA52","2.0","2020"
"CYUL","CYTZ","1.0","2020"
"0CN2","KMHR","1.0","2020"
"2CN8","KNKX","1.0","2020"
"RPLL","WBSB","2.0","2020"
"05IN","KEWR","1.0","2020"
"WA56","KPWT","1.0","2020"
"KDAL","MDBA","1.0","2020"
"03FA","FL59","1.0","2020"
"ESML","ESGG","1.0","2020"
"KFTY","KPDK","1.0","2020"
"EFTU","ESCM","1.0","2020"
"YBRS","YMMB","1.0","2020"
"EHAM","FABA","2.0","2020"
"KMKC","K4K3","1.0","2020"
"NC05","KIPJ","2.0","2020"
"KDAL","KEGI","1.0","2020"
"EIDW","EGKA","1.0","2020"
"KJVY","KPNE","1.0","2020"
"CMF2","CFK6","1.0","2020"
"KISP","KSEA","1.0","2020"
"LROP","EDDF","1.0","2020"
"2MN7","MN49","1.0","2020"
"KNKX","KIAH","1.0","2020"
"KBWC","KRNM","1.0","2020"
"KBXK","KFFZ","1.0","2020"
"KX06","KPMP","1.0","2020"
"CYXU","CSX7","2.0","2020"
"KU42","KCMA","1.0","2020"
"KAPF","KRDU","2.0","2020"
"KPHL","OH43","1.0","2020"
"K1F0","TA93","1.0","2020"
"K9D9","4MI3","1.0","2020"
"IN64","KEWR","1.0","2020"
