"airport_id","airport_name","airport_type","airport_lat","airport_lng","country_iso_2_code","country_iso_3_code","country_name","continent_name","country_lat","country_lng","avg_cases_per_week_14","population","avg_cases_population_ratio_per_week_14","covid19_percentage_label"
"7AK9","Vinduska Airport","small_airport","61.64680099487305","-149.0489959716797","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"97OG","Bybee Field","small_airport","43.897828","-116.989964","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"9PA7","Keystone Airport","small_airport","39.77280044555664","-79.21109771728516","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"AK88","Eagle Nest Airport","small_airport","61.604698181152344","-149.0399932861328","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"AL32","Flying BK Ranch Airport","small_airport","34.322601","-85.6437","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"AL40","Bonham Airport","small_airport","33.5432014465332","-86.98580169677734","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"AL79","Bartlett Ranch Airport","small_airport","32.26959991455078","-86.09880065917969","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"CL13","Brian Ranch Airport","small_airport","34.51530075073242","-117.76200103759766","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"CSC3","Drummondville Airport","small_airport","45.845298767089844","-72.39469909667969","CA","CAN","Canada","North America","56.130366","-106.346771","527287.1428571428","37742157.0","1.3970773924159736","1.40%"
"EDBG","Flugplatz Burg","small_airport","52.241669","11.856111","DE","DEU","Germany","Europe","51.165691","10.451526","1522881.857142857","83783945.0","1.8176296868604804","1.82%"
"EDGJ","Ochsenfurt Airport","small_airport","49.67361068725586","10.071389198303223","DE","DEU","Germany","Europe","51.165691","10.451526","1522881.857142857","83783945.0","1.8176296868604804","1.82%"
"EDQO","Ottengrüner Heide Airport","small_airport","50.225833892822266","11.731666564941406","DE","DEU","Germany","Europe","51.165691","10.451526","1522881.857142857","83783945.0","1.8176296868604804","1.82%"
"EGYD","RAF Cranwell","medium_airport","53.0303001404","-0.48324200511","GB","GBR","United Kingdom","Europe","55.378051","-3.435973","2214899.9285714286","67886004.0","3.2626753646766846","3.26%"
