"airport_id","airport_name","airport_type","airport_lat","airport_lng","country_iso_2_code","country_iso_3_code","country_name","continent_name","country_lat","country_lng","avg_cases_per_week_14","population","avg_cases_population_ratio_per_week_14","covid19_percentage_label"
"2TA8","El Coyote Ranch Airport","small_airport","26.85840034","-98.22200012","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"2TE4","Frels Airport","small_airport","29.17919921875","-96.32270050048828","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"33GA","Hudson River Landing Airport","small_airport","34.2599983215332","-83.28669738769531","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"35TX","Flying B Ranch Airstrip","small_airport","32.48400115966797","-99.82559967041016","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"40OK","Hilltop Airport","small_airport","36.1161003112793","-96.53810119628906","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"41TX","Henington Airport","small_airport","33.37480163574219","-96.08219909667969","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"47TA","Pleasure Field","small_airport","33.25600051879883","-96.88529968261719","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"4WI4","Turner Airport","small_airport","45.574100494384766","-89.74800109863281","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"54TA","George P Shanks Airport","small_airport","32.29970169067383","-96.87329864501953","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"61VA","High View Farm Airport","small_airport","39.23540115356445","-78.01190185546875","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"67PN","Masser Field","small_airport","40.633399963378906","-76.5969009399414","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"6MU4","Flying Shamrock Airport","small_airport","39.03779983520508","-91.72540283203125","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"6WA5","Wilding Farm Airport","small_airport","48.575354","-122.943568","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"77MO","Springhill Airport","small_airport","37.090301513671875","-93.76940155029297","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"78NE","Stava Airport","small_airport","41.166099548339844","-97.03140258789062","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"7CL0","Du Bois Ranch Airport","small_airport","36.7036018371582","-120.13500213623047","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"8OI9","Morkassel Field","small_airport","39.09920120239258","-83.1166000366211","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"8TA0","John B Connally Ranch Airport","small_airport","29.135799407958984","-98.27639770507812","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"95KY","Crawford Ultralightport","small_airport","37.4202995300293","-84.36920166015625","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"CA84","Torrey Pines Gliderport","small_airport","32.88970184326172","-117.24700164794922","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"CEF3","Bow Island Airport","small_airport","49.88330078125","-111.33300018310547","CA","CAN","Canada","North America","56.130366","-106.346771","527287.1428571428","37742157.0","1.3970773924159736","1.40%"
"CGV2","Grand Valley / Luther Field","small_airport","43.976388889","-80.38527778","CA","CAN","Canada","North America","56.130366","-106.346771","527287.1428571428","37742157.0","1.3970773924159736","1.40%"
"CN15","Vineyard Oaks Farm Airport","small_airport","36.36920166015625","-119.78600311279297","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"CYBA","Banff Airport","small_airport","51.208222","-115.540624","CA","CAN","Canada","North America","56.130366","-106.346771","527287.1428571428","37742157.0","1.3970773924159736","1.40%"
"EDNJ","Neuburg-Egweil Airport","small_airport","48.781944274902344","11.215277671813965","DE","DEU","Germany","Europe","51.165691","10.451526","1522881.857142857","83783945.0","1.8176296868604804","1.82%"
"EDQE","Burg Feuerstein Airport","small_airport","49.794166564941","11.133610725403","DE","DEU","Germany","Europe","51.165691","10.451526","1522881.857142857","83783945.0","1.8176296868604804","1.82%"
"EGHC","Land's End Airport","medium_airport","50.102798","-5.67056","GB","GBR","United Kingdom","Europe","55.378051","-3.435973","2214899.9285714286","67886004.0","3.2626753646766846","3.26%"
"EGSW","Newmarket Heath Airfield","small_airport","52.235147","0.350643","GB","GBR","United Kingdom","Europe","55.378051","-3.435973","2214899.9285714286","67886004.0","3.2626753646766846","3.26%"
"EKSP","Skrydstrup Air Base","medium_airport","55.221048","9.26702","DK","DNK","Denmark","Europe","56.26392","9.501785","120014.92857142857","5792203.0","2.072008328634693","2.07%"
"ENBO","Bodø Airport","large_airport","67.26920318603516","14.365300178527832","NO","NOR","Norway","Europe","60.472024","8.468946","53389.78571428572","5421242.0","0.9848257228562333","0.98%"
"FAGM","Rand Airport","medium_airport","-26.2425","28.151199","ZA","ZAF","South Africa","Africa","-30.559482","22.937506","778310.4285714285","59308690.0","1.312304197869534","1.31%"
"GA72","Pratermill Flight Park Airport","small_airport","34.88169860839844","-84.88970184326172","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"K04G","Lansdowne Airport","small_airport","41.130501","-80.619598","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"K1I5","Freehold Airport","small_airport","42.3643","-74.066002","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"K3CK","Lake in the Hills Airport","small_airport","42.2067985534668","-88.322998046875","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KAOV","Ava Bill Martin Memorial Airport","small_airport","36.971900939941406","-92.68190002441406","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KCPM","Compton Woodley Airport","small_airport","33.8899993896","-118.244003296","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KDAW","Skyhaven Airport","small_airport","43.28409957885742","-70.9292984008789","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KDKR","Houston County Airport","small_airport","31.306999","-95.403801","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KDPL","Duplin County Airport","small_airport","35.00009918","-77.98169708","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KETC","Tarboro Edgecombe Airport","small_airport","35.93709945678711","-77.54660034179688","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KFBL","Faribault Municipal Airport-Liz Wall Strohfus Field","small_airport","44.32844","-93.312534","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KMCF","Mac Dill Air Force Base","large_airport","27.84930038","-82.52120209","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KNRS","Naval Outlying Field Imperial Beach (Ream Field)","small_airport","32.5667","-117.116997","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KORS","Orcas Island Airport","small_airport","48.7081985474","-122.910003662","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KP33","Cochise County Airport","small_airport","32.24539948","-109.8949966","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KPVW","Hale County Airport","small_airport","34.168098449707","-101.71700286865","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KRYV","Watertown Municipal Airport","small_airport","43.16960144042969","-88.72319793701172","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KSAR","Sparta Community Hunter Field","small_airport","38.1488990784","-89.6986999512","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KT17","New Gulf Airport","small_airport","29.272999","-95.886869","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KTCS","Truth or Consequences Municipal Airport","medium_airport","33.2369","-107.272003","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KTTD","Portland Troutdale Airport","medium_airport","45.54940032959","-122.40100097656","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KX26","Sebastian Municipal Airport","small_airport","27.812599182128906","-80.49590301513672","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"LFBM","Mont-de-Marsan (BA 118) Air Base","medium_airport","43.911701","-0.5075","FR","FRA","France","Europe","46.227638","2.213749","2513861.4285714286","67564251.0","3.720697545468873","3.72%"
"LFKY","Belley - Peyrieu Airfield","small_airport","45.695","5.69278","FR","FRA","France","Europe","46.227638","2.213749","2513861.4285714286","67564251.0","3.720697545468873","3.72%"
"LHZK","Zalakaros Airport","small_airport","46.5539","17.15118","HU","HUN","Hungary","Europe","47.162494","19.503304","351263.71428571426","9660350.0","3.6361385900688314","3.64%"
"LSPD","Dittingen Airport","small_airport","47.4385986328125","7.491390228271484","CH","CHE","Switzerland","Europe","46.818188","8.227512","316155.5","8654618.0","3.6530266269406693","3.65%"
"LTAD","Etimesgut Air Base","medium_airport","39.949798584","32.6885986328","TR","TUR","Turkey","Europe","38.963745","35.243322","1853976.7142857143","84339067.0","2.198241906429572","2.20%"
"MI15","Wards Long Acres Airport","small_airport","42.72919845581055","-82.66519927978516","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"MO34","Ellingsen Field","small_airport","37.35969924926758","-93.6624984741211","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"MT95","Flathead Lake Sky Ranch Airport","small_airport","48.11690139770508","-114.18599700927734","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"MU13","Bakers Landing Airport","closed","37.059799","-93.600998","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"MU27","Woodfield Airpark Inc Airport","small_airport","37.468101501464844","-93.92939758300781","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"NJ95","Herr Brothers Airport","small_airport","40.55569839477539","-75.07240295410156","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"NY70","Scott'S Sky Ranch Airport","small_airport","42.648889","-77.920278","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"TA23","Morris Lazy K Ranch Airport","small_airport","31.26129913330078","-96.21640014648438","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"TE71","GHSA-Wallis Glideport","small_airport","29.611099","-96.027901","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"TE95","Deiterich Ranch Airport","closed","30.753754","-98.146334","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"UKKH","Chepelevka Airport","small_airport","49.79059982299805","30.4414005279541","UA","UKR","Ukraine","Europe","48.379433","31.16558","928631.0","43733759.0","2.123373387592866","2.12%"
"UT54","Crystal Springs Ranch Airport","small_airport","37.253299713134766","-113.33399963378906","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"WA96","Leisureland Airpark","small_airport","47.60749816894531","-122.77400207519531","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"WI78","Martins Aerodrome","small_airport","44.42580032348633","-87.93499755859375","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"XA85","Cougar Landing Airport","small_airport","31.63330078","-97.3167038","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"YGYM","Gympie Airport","small_airport","-26.282800674438477","152.70199584960938","AU","AUS","Australia","Oceania","-25.274398","133.775136","17228.85714285714","25499881.0","0.06756446095908111","0.07%"
"YLEC","Leigh Creek Airport","medium_airport","-30.59830093383789","138.42599487304688","AU","AUS","Australia","Oceania","-25.274398","133.775136","17228.85714285714","25499881.0","0.06756446095908111","0.07%"
"YSDU","Dubbo City Regional Airport","medium_airport","-32.2167015076","148.574996948","AU","AUS","Australia","Oceania","-25.274398","133.775136","17228.85714285714","25499881.0","0.06756446095908111","0.07%"
"01CL","Swansboro Country Airport","small_airport","38.79990005493164","-120.73400115966797","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"02CD","Shannon Field","small_airport","34.129600524902344","-90.52400207519531","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"05MD","Breezecroft Airport","small_airport","39.250099182128906","-76.2052001953125","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"0OH8","Fry Airport","small_airport","40.18840026855469","-84.256103515625","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"18FD","Skypark Estates Owners Assoc Airport","small_airport","30.853394","-86.667214","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"1TE4","Zuehl Airport","small_airport","29.495092","-98.158787","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"26XS","Tatum Ranch Airport","small_airport","30.114099502563477","-98.4614028930664","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"3AL8","Flint River Ranch Airport","small_airport","34.61920166015625","-86.46690368652344","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"3IN6","Holloway Field","small_airport","38.588333","-85.505833","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"40KS","Chanay Airport","small_airport","38.540000915527344","-95.45079803466797","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"41AZ","Ak Chin Community Airfield","small_airport","32.991601","-112.02364","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"4II2","Hangar Fly Ultralight Fly Club Ultralightport","small_airport","39.85340118408203","-85.9541015625","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"4MN8","Myers Field","closed","46.627499","-94.339401","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"5XS6","Old Reb Airport","small_airport","26.1754","-97.875298","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"67OG","George Airport","small_airport","45.031389","-123.406111","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"6WI5","Dolata Airport","small_airport","44.889198303222656","-88.0208969116211","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"74OR","Stan Jost Airport","small_airport","45.323699951171875","-123.01899719238281","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"7CA1","Abraham Ranch Airport","small_airport","34.41469955444336","-116.62300109863281","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"89MO","Bishop's Landing Airport","small_airport","38.58330154418945","-94.57969665527344","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"8MO4","Joan Lake Airport","small_airport","38.20840072631836","-90.8667984008789","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"8OK6","Barry Dotson Ranch Airport","closed","35.566799","-94.750198","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"8VA2","Shivok Airport","small_airport","38.00899887084961","-76.56300354003906","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"CJR9","Naicam Airport","small_airport","52.411399841308594","-104.48400115966797","CA","CAN","Canada","North America","56.130366","-106.346771","527287.1428571428","37742157.0","1.3970773924159736","1.40%"
"CT48","Wychwood Field","small_airport","41.436798095703125","-71.92539978027344","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"CYND","Ottawa / Gatineau Airport","medium_airport","45.521702","-75.563599","CA","CAN","Canada","North America","56.130366","-106.346771","527287.1428571428","37742157.0","1.3970773924159736","1.40%"
"EDGS","Siegerland Airport","medium_airport","50.707698822021484","8.082969665527344","DE","DEU","Germany","Europe","51.165691","10.451526","1522881.857142857","83783945.0","1.8176296868604804","1.82%"
"EDSO","Gruibingen-Nortel Airfield","small_airport","48.6212","9.6557","DE","DEU","Germany","Europe","51.165691","10.451526","1522881.857142857","83783945.0","1.8176296868604804","1.82%"
"EDTL","Lahr Airport","medium_airport","48.3693008423","7.82772016525","DE","DEU","Germany","Europe","51.165691","10.451526","1522881.857142857","83783945.0","1.8176296868604804","1.82%"
"EGHB","Maypole Airfield","small_airport","51.337508","1.155292","GB","GBR","United Kingdom","Europe","55.378051","-3.435973","2214899.9285714286","67886004.0","3.2626753646766846","3.26%"
"EGSS","London Stansted Airport","large_airport","51.8849983215","0.234999999404","GB","GBR","United Kingdom","Europe","55.378051","-3.435973","2214899.9285714286","67886004.0","3.2626753646766846","3.26%"
"EYSA","Šiauliai International Airport","medium_airport","55.89390182495117","23.395000457763672","LT","LTU","Lithuania","Europe","55.169438","23.881275","111861.57142857143","2722291.0","4.109096765502712","4.11%"
"GA89","Diamond S Airport","small_airport","33.475799560546875","-84.27690124511719","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"IL09","Albrecht /2/ Airport","closed","41.631401","-89.405098","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"IL81","Berns Airport","small_airport","40.936100006103516","-88.04170227050781","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"IN15","T & T Airport","small_airport","38.604801177978516","-87.46309661865234","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"K10G","Holmes County Airport","small_airport","40.537200927734375","-81.95439910888672","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"K3O9","Grand Lake Regional Airport","small_airport","36.577598571777","-94.86190032959","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"K4F8","Wilson Airport","small_airport","33.443599700927734","-93.0541000366211","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KD74","Chorman Airport","small_airport","38.848400115967","-75.612396240234","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KE41","Reagan County Airport","small_airport","31.198900222800003","-101.472999573","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KEHA","Elkhart Morton County Airport","small_airport","37.000702","-101.879997","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KHFJ","Monett Regional Airport","small_airport","36.9062","-94.012802","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KIJD","Windham Airport","small_airport","41.74399948120117","-72.1802978515625","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KLYH","Lynchburg Regional Preston Glenn Field","medium_airport","37.326698303222656","-79.20040130615234","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KPIL","Port Isabel Cameron County Airport","small_airport","26.166200637817383","-97.34590148925781","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KROS","Rush City Regional Airport","small_airport","45.69800186","-92.95300293","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"KVNC","Venice Municipal Airport","small_airport","27.071599960327","-82.440299987793","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"LPJO","Aerodromo de Alijó","closed","41.327145","-7.457717","PT","PRT","Portugal","Europe","39.399872","-8.224454","417292.78571428574","10196707.0","4.092426954253818","4.09%"
"LSGR","Reichenbach Air Base","small_airport","46.61360168457031","7.6777801513671875","CH","CHE","Switzerland","Europe","46.818188","8.227512","316155.5","8654618.0","3.6530266269406693","3.65%"
"MY18","Lino Air Park","small_airport","45.187198638916016","-93.13050079345703","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"NC69","Twin Oak Airport","small_airport","34.87099838256836","-78.47419738769531","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"RJOS","Tokushima Awaodori Airport / JMSDF Tokushima Air Base","medium_airport","34.132801","134.606995","JP","JPN","Japan","Asia","36.204824","138.252924","249655.64285714287","126476458.0","0.19739297479151643","0.20%"
"RKD1","Pong Am Dong North R802 (탁구암동 노스 R802) (G-802) Airport","small_airport","35.257854","128.625328","KR","KOR","South Korea","Asia","35.907757","127.766922","59100.71428571428","51269183.0","0.11527531906586905","0.12%"
"SDVH","Fazenda Vale Eldorado Airport","small_airport","-23.004167556762695","-46.63472366333008","BR","BRA","Brazil","South America","-14.235004","-51.92528","6638797.714285715","212559409.0","3.123266923594859","3.12%"
"URRH","Shakhty Airfield","small_airport","47.697","40.287","RU","RUS","Russia","Europe","61.52401","105.318756","2283469.785714286","145934460.0","1.5647228116746967","1.56%"
"VA58","River Bend Airport","small_airport","38.90610122680664","-78.44439697265625","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"YCAE","Campbell Town Airport","small_airport","-41.96722412109375","147.53054809570312","AU","AUS","Australia","Oceania","-25.274398","133.775136","17228.85714285714","25499881.0","0.06756446095908111","0.07%"
"06OR","Hayden Mountain Airport","small_airport","45.4650993347168","-123.08000183105469","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"1AK8","Talaheim Airport","small_airport","61.67689895629883","-151.38699340820312","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"1NY5","Sherman Field","small_airport","41.638999938964844","-73.7428970336914","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"24CL","Boswell Airport","small_airport","36.088444","-119.541392","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"26AL","Richardson Field","small_airport","30.62420082092285","-88.27860260009766","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"2WS2","Connor'S Lake Landing","small_airport","45.913686","-92.293239","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"3NC7","Maxwell Airport","small_airport","36.5192985534668","-81.13670349121094","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"41AR","Ashworth Airport","small_airport","34.12329864501953","-93.34970092773438","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"41MO","Textor Airport","small_airport","37.36090087890625","-93.49579620361328","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"41NK","Winchell Mountain Airport","small_airport","41.947778","-73.518055","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"43TX","Mid-Valley Dusters Inc Airport","small_airport","26.153099060058594","-98.13500213623047","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"47NY","Elk Creek Airport","small_airport","42.04499816894531","-77.3499984741211","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"4MD6","Moxley's Airport","small_airport","39.625","-76.26249694824219","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"4XA3","Owen Field","small_airport","32.253611","-99.498611","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"5TS5","Mc Donald Ranch Airport","small_airport","28.6511001587","-99.2886962891","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"81OK","Twin Lakes Ranch Airport","small_airport","35.02640151977539","-99.33940124511719","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"86GA","Flying G Ranch Airport","small_airport","34.86790084838867","-85.06109619140625","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"9IN2","New Liberty Field","small_airport","38.55830001831055","-85.86530303955078","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"9WI5","Tamarack Airport","small_airport","42.82830047607422","-88.57450103759766","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"AK90","Shirley Lake Airport","small_airport","61.74470138549805","-150.11500549316406","US","USA","United States","North America","37.09024","-95.712891","1.562819257142857E7","331002647.0","4.721470572236412","4.72%"
"CKZ7","Winkler Airport","small_airport","49.166900634765625","-97.92030334472656","CA","CAN","Canada","North America","56.130366","-106.346771","527287.1428571428","37742157.0","1.3970773924159736","1.40%"
"CVL3","Camden East / Varty Lake Airport","small_airport","44.409","-76.8051","CA","CAN","Canada","North America","56.130366","-106.346771","527287.1428571428","37742157.0","1.3970773924159736","1.40%"
