"flight_date","dayofweek","airplane_code","airport_source_code","airport_target_code","flights_count"
"2021-04-07","4","B744","KMIA","EHAM","2"
"2021-04-07","4","B77W","VOMM","OMDB","2"
"2021-04-07","4","SF34","EFHK","EETN","1"
"2021-04-07","4","","EBLG","LROP","1"
"2021-04-07","4","","WSSS","VVTS","1"
"2021-04-07","4","C525","LYBE","LIML","1"
"2021-04-07","4","","RJAA","YSSY","1"
"2021-04-07","4","A20N","LFPO","LPPT","2"
"2021-04-07","4","B738","EBBR","LTFJ","1"
"2021-04-07","4","A343","EDDF","SKBO","1"
"2021-04-07","4","","EGLL","KDFW","1"
"2021-04-07","4","B788","EIDW","OTHH","1"
"2021-04-07","4","E35L","LEMG","LIML","1"
"2021-04-07","4","","KROC","CYHM","2"
"2021-04-07","4","","KIAH","LTBA","1"
"2021-04-07","4","","LYBE","EDLW","1"
"2021-04-07","4","C25A","EPGD","EGLF","1"
"2021-04-07","4","","EGLC","EYVI","1"
"2021-04-07","4","B77L","KLAX","ELLX","1"
"2021-04-07","4","MD11","LFPG","EGSS","1"
"2021-04-07","4","A332","VHHH","RCTP","1"
"2021-04-07","4","B763","LEMD","LFPG","1"
"2021-04-07","4","B734","LPPR","EBLG","1"
"2021-04-07","4","B772","KCLT","EGLL","1"
"2021-04-07","4","","KIAH","OTHH","1"
"2021-04-08","5","B744","YSSY","WSSS","3"
"2021-04-08","5","B763","EDDK","EGNX","1"
"2021-04-08","5","","KJFK","GMMN","1"
"2021-04-08","5","A333","KJFK","LEMD","1"
"2021-04-08","5","B789","KDTW","EDDM","1"
"2021-04-08","5","","KSFO","RJAA","1"
"2021-04-08","5","B752","EBLG","LIMC","1"
"2021-04-08","5","C560","GMMN","EDDV","1"
"2021-04-08","5","A333","VHHH","RPUF","1"
"2021-04-08","5","B737","EIDW","EHAM","2"
"2021-04-08","5","E195","LOWW","EKCH","1"
"2021-04-08","5","B788","OTHH","EDDB","1"
"2021-04-08","5","B734","EGNX","EDDP","1"
"2021-04-08","5","E75L","EHAM","EPGD","1"
"2021-04-08","5","","EGAA","UKKK","1"
"2021-04-08","5","E75S","EDDF","EPWA","1"
"2021-04-08","5","","EDDL","LTFM","1"
"2021-04-08","5","B789","LFPG","CYVR","1"
"2021-04-08","5","A319","LROP","LFPG","1"
"2021-04-08","5","","EGLF","LFRJ","1"
"2021-04-08","5","C560","LIPQ","LOWS","1"
"2021-04-08","5","CL35","LEMG","ESSB","1"
"2021-04-08","5","C56X","LIRP","LEPA","1"
"2021-04-08","5","A319","LIRF","LMML","1"
"2021-04-08","5","B772","EGLL","KLAX","1"
"2021-04-08","5","B738","EVRA","LTFM","1"
"2021-04-08","5","B748","EGPK","ELLX","1"
"2021-04-08","5","B752","LHBP","LOWW","1"
"2021-04-08","5","A332","LTBA","EGNX","1"
"2021-04-08","5","B763","EGSS","KSDF","1"
"2021-04-08","5","MD11","EDDK","KDOV","1"
"2021-04-08","5","","LFPG","EDDP","1"
"2021-04-08","5","","KLAX","RJAK","1"
"2021-04-08","5","","VIDP","EHAM","1"
"2021-04-08","5","","LTFM","RCTP","1"
"2021-04-08","5","B738","MPTO","KJFK","1"
"2021-04-09","6","","GOBD","LFMY","1"
"2021-04-09","6","B744","VHHH","RCTP","3"
"2021-04-09","6","","KMIA","MPMG","3"
"2021-04-09","6","MD11","EBLG","OMDB","1"
"2021-04-09","6","","VIDP","EGLL","1"
"2021-04-09","6","","OMDB","LOWW","1"
"2021-04-09","6","","LCEN","LTAC","1"
"2021-04-09","6","A333","LTFM","EDDF","1"
"2021-04-09","6","B738","LTFJ","LFPG","1"
"2021-04-09","6","E190","EDDF","LFMN","1"
"2021-04-09","6","","LFPB","EDJA","1"
"2021-04-09","6","B738","EDDH","LEPA","1"
"2021-04-09","6","B789","RJAA","KSFO","1"
"2021-04-09","6","F2EX","EHAM","EGLF","1"
"2021-04-09","6","E190","EGLL","EFHK","1"
"2021-04-09","6","","OMDB","LFPG","2"
"2021-04-09","6","","EGSS","LKPR","1"
"2021-04-09","6","","UKBB","EPWA","1"
"2021-04-09","6","A333","EDDF","KIAD","1"
"2021-04-09","6","A20N","LCEN","LTFJ","1"
"2021-04-09","6","A319","EDDF","LPPT","1"
"2021-04-09","6","","CYND","KFXE","1"
"2021-04-09","6","B752","KDTW","MMUN","1"
"2021-04-09","6","D228","LFPB","EDFM","1"
"2021-04-09","6","C17","ENGM","LHPA","1"
"2021-04-09","6","C56X","LEIB","EHAM","1"
"2021-04-09","6","","LFPG","VHHH","2"
"2021-04-09","6","","UUWW","LTBA","1"
"2021-04-09","6","B737","KSTL","MMUN","1"
"2021-04-09","6","G200","LPPT","LEMD","1"
"2021-04-09","6","","RCTP","NZWP","1"
"2021-04-09","6","","EDDB","LFBD","1"
"2021-04-09","6","B738","LEMG","EBCI","1"
"2021-04-09","6","A319","EGLL","EFHK","1"
"2021-04-09","6","DH8D","ELLX","LIMC","1"
"2021-04-09","6","B77W","WMKK","OMDB","1"
"2021-04-09","6","DH8D","LOWW","ELLX","1"
"2021-04-09","6","B77L","EHAM","RKSI","1"
"2021-04-09","6","B762","LIPE","EDDK","1"
"2021-04-09","6","B738","MPTO","SBBR","1"
"2021-04-10","7","B789","KSFO","EGLL","1"
"2021-04-10","7","B789","KATL","EGLL","1"
"2021-04-10","7","A320","EDDL","LEPA","4"
"2021-04-10","7","B738","LEMD","EGKK","1"
"2021-04-10","7","A20N","EGGW","LEAL","1"
"2021-04-10","7","BE40","LKPR","LMML","1"
"2021-04-10","7","","LPPR","LEMD","1"
"2021-04-10","7","","EDDP","EGNX","2"
"2021-04-10","7","A319","EDDL","LEPA","1"
"2021-04-10","7","","EDDH","LSZH","1"
"2021-04-10","7","CRJ9","EDDF","EIDW","1"
"2021-04-10","7","","EKRK","EFTP","1"
"2021-04-10","7","B789","LFPG","VOBL","1"
"2021-04-10","7","C56X","EGLF","LEBL","1"
"2021-04-10","7","","LKPR","EDMA","1"
"2021-04-10","7","A359","EHAM","WSSS","1"
"2021-04-10","7","A359","EDDF","RCTP","1"
"2021-04-10","7","","LEMD","LTFM","1"
"2021-04-10","7","A319","EGCC","LFPG","1"
"2021-04-10","7","DIMO","EDPK","LOIK","1"
"2021-04-10","7","B738","MGGT","KMIA","3"
"2021-04-10","7","A320","EIDW","EDDF","1"
"2021-04-10","7","E75L","KSFO","CYVR","1"
"2021-04-10","7","B752","LIMC","EDDP","1"
"2021-04-10","7","B789","VOBL","LSGG","1"
"2021-04-10","7","","KORS","CYPK","1"
"2021-04-10","7","A343","MMUN","EDDF","1"
"2021-04-10","7","B77W","KJFK","LFPG","1"
"2021-04-11","1","B763","GOBD","KJFK","1"
"2021-04-11","1","","LFPG","LEMD","1"
"2021-04-11","1","AT75","EFHK","ESGG","1"
"2021-04-11","1","A319","LFPG","EPWA","1"
"2021-04-11","1","C560","LEPA","EDDV","1"
"2021-04-11","1","C425","EDTX","LESB","1"
"2021-04-11","1","A332","EGVN","LFMY","1"
"2021-04-11","1","E75L","EHAM","LDZA","2"
"2021-04-11","1","","KORD","RJAA","4"
"2021-04-11","1","B788","OLBA","OTHH","1"
"2021-04-11","1","","LIRF","LFPG","1"
"2021-04-11","1","E195","ENGM","LOWW","1"
"2021-04-11","1","B789","LIMC","CYYZ","1"
"2021-04-11","1","E55P","EDLW","LSZH","1"
"2021-04-11","1","A359","EFHK","RJAA","1"
"2021-04-11","1","","UKKK","EPWA","1"
"2021-04-11","1","C55B","EFHK","LOWI","1"
"2021-04-11","1","E55P","LEBL","LSGG","1"
"2021-04-11","1","DH8D","ELLX","LOWW","1"
"2021-04-11","1","","ENBR","EHAM","1"
"2021-04-11","1","E195","LOWW","LSGG","1"
"2021-04-11","1","A319","LOWW","EDDL","1"
"2021-04-11","1","B738","KMIA","MPMG","1"
"2021-04-11","1","A319","LFRS","LEBL","1"
"2021-04-11","1","A319","EDDL","LOWW","1"
"2021-04-11","1","B77W","KMIA","OMDB","1"
"2021-04-11","1","A359","KORD","EDDF","1"
"2021-04-11","1","T204","EDDP","UUEE","1"
"2021-04-05","2","B772","KJFK","EGLL","2"
"2021-04-05","2","B737","CYVR","EGSS","1"
"2021-04-05","2","PAY2","LHBP","LEAL","1"
"2021-04-05","2","B738","OMDB","OKBK","1"
"2021-04-05","2","A20N","UUDD","EDDF","1"
"2021-04-05","2","B744","VHHH","NZAA","1"
"2021-04-05","2","B789","EDDF","CYUL","1"
"2021-04-05","2","C650","LEIB","EHAM","1"
"2021-04-05","2","A320","LSZH","LPPR","1"
"2021-04-05","2","","EDDB","LEPA","4"
"2021-04-05","2","","OMDW","LKPR","1"
"2021-04-05","2","","OMDB","LLBG","1"
"2021-04-05","2","","EDDB","LEMD","1"
"2021-04-05","2","","EDDF","LTFJ","1"
"2021-04-05","2","E75S","LIML","EBBR","1"
"2021-04-05","2","A321","MMUN","KCLT","4"
"2021-04-05","2","A320","EDDB","LOWW","1"
"2021-04-05","2","","KORD","EBLG","1"
"2021-04-05","2","B77L","ZGSZ","PANC","1"
"2021-04-05","2","E35L","MMUN","KMMU","1"
"2021-04-05","2","CL61","KOPF","SKBO","1"
"2021-04-05","2","FA8X","KSEA","EHRD","1"
"2021-04-06","3","B77L","VHHH","OTHH","3"
"2021-04-06","3","","KSEA","CYVR","1"
"2021-04-06","3","E35L","LCLK","LGAV","1"
"2021-04-06","3","E190","EHAM","LPPR","1"
"2021-04-06","3","","SBGR","MPTO","1"
"2021-04-06","3","E170","LIML","LFPG","1"
"2021-04-06","3","A320","EBMB","EDDF","2"
"2021-04-06","3","","LSML","LIEA","1"
"2021-04-06","3","C55B","UUWW","LSZH","1"
"2021-04-06","3","A333","EDDF","KMIA","1"
"2021-04-06","3","DA42","UMMS","UUWW","1"
"2021-04-06","3","","WSAC","ZGGG","1"
"2021-04-06","3","C30J","EGVN","EGJB","1"
"2021-04-06","3","","MYCC","KBCT","1"
"2021-04-06","3","","LEMD","LSZH","1"
"2021-04-06","3","B738","UMMS","OMDB","2"
"2021-04-06","3","MD11","EDDF","LLBG","1"
"2021-04-06","3","A333","VHHH","RKSI","1"
"2021-04-06","3","B763","ZGGG","VVTS","1"
"2021-04-06","3","B748","ELLX","RJAK","1"
"2021-04-06","3","MD11","EGSS","KIND","1"
"2021-04-06","3","E145","UKLL","LHBP","1"
"2021-04-06","3","B752","EGNX","EBLG","1"
"2021-04-07","4","A21N","LTFM","LIPZ","1"
"2021-04-07","4","B77W","OTHH","LEMD","1"
"2021-04-07","4","A332","LTBA","UAAA","2"
"2021-04-07","4","A320","OMDB","VIDP","1"
"2021-04-07","4","","KBCT","MYGF","1"
"2021-04-07","4","A320","LEPA","EDDS","1"
"2021-04-07","4","B763","SKBO","KATL","1"
"2021-04-07","4","","EBLG","LTFM","1"
"2021-04-07","4","B77W","VVTS","OMDB","1"
"2021-04-07","4","B752","LMML","LIPE","1"
"2021-04-07","4","A320","MMUN","KEWR","1"
"2021-04-07","4","","LTBA","EGGW","1"
"2021-04-07","4","","LFBO","LPPT","1"
"2021-04-07","4","B77L","PANC","RJAA","1"
"2021-04-07","4","B77L","EBMB","OMDW","1"
"2021-04-07","4","","KBOS","LFPG","1"
"2021-04-07","4","","EKCH","EGNX","1"
"2021-04-07","4","","KORD","RJAA","1"
"2021-04-08","5","E75L","KSEA","CYVR","1"
"2021-04-08","5","","OTHH","VOBL","2"
"2021-04-08","5","A332","EDDK","LTBA","1"
"2021-04-08","5","A321","KPIE","CYYZ","1"
"2021-04-08","5","B789","RJTT","LFPG","1"
"2021-04-08","5","B764","KJFK","SBGR","1"
"2021-04-08","5","B762","EDDP","LIRA","1"
"2021-04-08","5","C56X","LSZH","UUWW","1"
"2021-04-08","5","E190","LSGG","LPPT","1"
"2021-04-08","5","","LGAV","LCLK","1"
"2021-04-08","5","B77W","OKBK","EHAM","1"
"2021-04-08","5","A332","EGSS","LHBP","1"
"2021-04-08","5","","EGLL","LLBG","2"
"2021-04-08","5","A320","LSGG","LPFR","1"
"2021-04-08","5","","LOWW","LTFM","1"
"2021-04-08","5","G650","VHHH","OA16","1"
"2021-04-08","5","","EHBK","LFXA","1"
"2021-04-08","5","B77W","VGZR","EGLL","1"
"2021-04-08","5","CL65","UUWW","OMDW","1"
"2021-04-08","5","","RKSI","6AK5","1"
"2021-04-08","5","B738","EHAM","LEIB","1"
"2021-04-08","5","A320","EGLL","LFPG","2"
"2021-04-08","5","A359","LIMC","WSSS","1"
"2021-04-08","5","","UUWW","UTTT","1"
"2021-04-08","5","","EHAM","LIPE","2"
"2021-04-08","5","","CYYZ","KFLL","1"
"2021-04-08","5","","WSSS","OTHH","2"
"2021-04-08","5","B763","RJAA","RKSI","1"
"2021-04-08","5","A3ST","EGNR","LFBO","1"
"2021-04-08","5","A20N","EGKK","LSGG","1"
"2021-04-08","5","","LPPT","EDDF","1"
"2021-04-08","5","A319","LPPR","LFPG","1"
"2021-04-08","5","","OKBK","OMSJ","1"
"2021-04-08","5","C525","KPBI","CYUL","1"
"2021-04-08","5","A320","MNMG","KMIA","1"
"2021-04-08","5","E195","ESSA","LOWW","1"
"2021-04-08","5","A306","EBMB","EDDP","1"
"2021-04-09","6","B738","MPTO","MMSM","1"
"2021-04-09","6","A333","WSAC","VOMM","1"
"2021-04-09","6","","EDDK","LTFJ","2"
"2021-04-09","6","B77L","EIDW","KIAD","1"
"2021-04-09","6","PC12","EGKB","LOAG","1"
"2021-04-09","6","C525","EDVE","LOWW","1"
"2021-04-09","6","B738","KIAD","MPMG","1"
"2021-04-09","6","C30J","LGRP","OKAS","1"
"2021-04-09","6","","LFPG","KATL","1"
"2021-04-09","6","E75L","LFPG","UMMS","1"
"2021-04-09","6","C550","LMML","LIPE","1"
"2021-04-09","6","","EGLL","WMKK","1"
"2021-04-09","6","","LEZL","EHAM","1"
"2021-04-09","6","A20N","KMIA","MMUN","1"
"2021-04-09","6","","UKLL","EPWA","1"
"2021-04-09","6","GL6T","EGLF","82FL","1"
"2021-04-09","6","","EDNY","LSZH","1"
"2021-04-09","6","B77W","KORD","RKSI","2"
"2021-04-09","6","LJ45","LROP","ESSB","1"
"2021-04-09","6","B738","ELLX","LTFM","1"
"2021-04-09","6","","EDLW","LEPA","1"
"2021-04-09","6","","VOMM","WSSS","3"
"2021-04-09","6","B738","LFPO","LEBL","1"
"2021-04-09","6","B77L","OTHH","VOBL","1"
"2021-04-09","6","BCS3","EDDM","EVRA","1"
"2021-04-09","6","A333","VIDP","WMKK","1"
"2021-04-09","6","C55B","LTBA","UAII","1"
"2021-04-09","6","","EGLF","UUWW","1"
"2021-04-09","6","","EGLC","EYVI","1"
"2021-04-09","6","","EGGW","LROP","1"
"2021-04-09","6","B789","KSFO","EHAM","1"
"2021-04-09","6","B77L","ZGGG","RJBB","1"
"2021-04-09","6","BE40","KOPF","MMUN","1"
"2021-04-10","7","","OMDB","KJFK","1"
"2021-04-10","7","E195","UMMS","LEBL","1"
"2021-04-10","7","A359","OTHH","LIMC","1"
"2021-04-10","7","A333","WMKK","VTBS","2"
"2021-04-10","7","B738","LEPA","ELLX","2"
"2021-04-10","7","TWEN","EDMF","LOLO","1"
"2021-04-10","7","E75L","EHAM","LSGG","2"
"2021-04-10","7","B748","KSDF","EDDK","1"
"2021-04-10","7","E75S","EHAM","LIML","1"
"2021-04-10","7","","LEMD","LFPO","1"
"2021-04-10","7","","LFKF","LSGG","1"
"2021-04-10","7","A333","EIDW","KJFK","2"
"2021-04-10","7","A343","EBBR","VABB","1"
"2021-04-10","7","","UMGG","UKBB","1"
"2021-04-10","7","B737","KSAT","MMUN","1"
"2021-04-10","7","E190","EBBR","EDDF","1"
"2021-04-10","7","","LFPG","CYUL","1"
"2021-04-10","7","","LEPA","EDFH","1"
"2021-04-10","7","B77W","EGLL","OMDB","2"
"2021-04-10","7","A306","RCTP","VHHH","1"
"2021-04-10","7","","KLAX","MMUN","3"
"2021-04-10","7","","LTFM","EGLL","1"
"2021-04-10","7","","EBLG","LFPG","1"
"2021-04-10","7","","LEBL","EVRA","1"
"2021-04-10","7","","LEPA","EKBI","1"
"2021-04-10","7","","LPPR","LFOB","1"
"2021-04-10","7","B738","MPTO","GA02","1"
"2021-04-10","7","","SKBO","57FA","1"
"2021-04-11","1","","RKSI","CYYZ","1"
"2021-04-11","1","B77W","SBGR","KJFK","1"
"2021-04-11","1","","RJGG","EFHK","1"
"2021-04-11","1","B788","CYYZ","EGLL","1"
"2021-04-11","1","B77L","OTHH","VHHH","1"
"2021-04-11","1","A319","UMMS","EDDF","1"
"2021-04-11","1","A320","VVVH","RCTP","1"
"2021-04-11","1","C25B","LOWW","EINN","1"
"2021-04-11","1","E195","LIRQ","EDDM","1"
"2021-04-11","1","E75L","EHAM","ENZV","1"
"2021-04-11","1","B788","RJAA","VTBD","1"
"2021-04-11","1","DV20","LSZR","EDNY","1"
"2021-04-11","1","","EDDH","LTFM","1"
"2021-04-11","1","","LEPA","EDDM","1"
"2021-04-11","1","F2EX","LEPA","ESSB","1"
"2021-04-11","1","A321","LOWW","EGGW","1"
"2021-04-11","1","AT75","ESSA","EFNS","3"
"2021-04-11","1","","OERK","OKBK","1"
"2021-04-11","1","B744","EHAM","RKSI","1"
"2021-04-11","1","B739","KDEN","MMUN","1"
"2021-04-11","1","A319","LTFM","LOWS","1"
"2021-04-11","1","CL65","LEIB","LFPB","1"
"2021-04-11","1","","LEMD","EDDL","1"
"2021-04-11","1","","WSSS","LTFM","1"
"2021-04-11","1","GLF5","EIDW","KBWI","1"
"2021-04-11","1","A332","EHAM","LTBA","1"
"2021-04-11","1","A343","EGLL","LSZH","1"
"2021-04-11","1","A20N","EKCH","ENGM","1"
"2021-04-11","1","BCS3","EVRA","EYVI","1"
"2021-04-11","1","A306","EDDP","LIMC","1"
"2021-04-11","1","B788","8TX7","EGLL","1"
"2021-04-11","1","B734","EDDP","LJLJ","1"
"2021-04-11","1","B763","EDDK","LFML","1"
"2021-04-05","2","B77W","OTHH","OEDR","2"
"2021-04-05","2","A320","EDDF","LEPA","1"
"2021-04-05","2","B739","LLBG","UKBB","1"
"2021-04-05","2","B738","OMDB","VGZR","1"
"2021-04-05","2","B789","EHAM","KSFO","1"
"2021-04-05","2","E75S","LSZH","EPWA","2"
"2021-04-05","2","GL6T","LMML","LTBA","1"
"2021-04-05","2","B789","EDDF","KDEN","1"
"2021-04-05","2","A319","LFBO","EBBR","1"
"2021-04-05","2","B06","CYKF","KIAG","1"
"2021-04-05","2","E55P","LEIB","EHTW","1"
"2021-04-05","2","A320","LDZA","OTHH","1"
"2021-04-05","2","","RCTP","PANC","2"
"2021-04-05","2","","SKBO","LEMD","1"
"2021-04-05","2","","KSFO","WSSS","1"
"2021-04-05","2","","RJTT","RPLL","1"
"2021-04-05","2","","EDDF","RKSI","1"
"2021-04-05","2","","EBMB","LEBL","1"
"2021-04-05","2","","LEIB","EDDL","1"
"2021-04-05","2","","SKBO","KMIA","4"
"2021-04-05","2","","EDDF","KIAD","1"
"2021-04-05","2","A319","EDDS","EGLL","1"
"2021-04-05","2","","LIRF","EDDM","1"
"2021-04-05","2","","KPMP","MMUN","1"
"2021-04-05","2","","EGKK","LEPA","1"
"2021-04-05","2","B752","LLBG","EDDP","1"
"2021-04-05","2","A20N","EGLL","EDDM","1"
"2021-04-05","2","AT72","EPWA","EDDK","1"
"2021-04-05","2","","KHKY","MNMG","1"
"2021-04-05","2","B763","ZGSZ","WSSS","1"
"2021-04-05","2","MD11","EDDK","KSDF","1"
"2021-04-05","2","","EBMB","EDDP","1"
"2021-04-05","2","A321","MMUN","KMIA","1"
"2021-04-05","2","","CYYZ","KDTW","1"
"2021-04-06","3","","KLCK","LPBJ","1"
"2021-04-06","3","","KPHL","OTHH","1"
"2021-04-06","3","","LFPG","LEMD","1"
"2021-04-06","3","","LTFM","EDDF","2"
"2021-04-06","3","A321","LOWW","LEMG","1"
"2021-04-06","3","A320","EPKT","EGGW","1"
"2021-04-06","3","A359","OTHH","LGAV","1"
"2021-04-06","3","B77L","EDDP","OBBI","2"
"2021-04-06","3","","KLAX","YSSY","3"
"2021-04-06","3","B738","LFOB","LEAL","1"
"2021-04-06","3","B737","EHAM","UKBB","1"
"2021-04-06","3","A320","SKBO","KJFK","1"
"2021-04-06","3","","UUDD","EDDB","1"
"2021-04-06","3","A318","LFPG","EIDW","1"
"2021-04-06","3","A321","LYBE","UUEE","1"
"2021-04-06","3","","MYGW","KOPF","1"
"2021-04-06","3","C56X","EDDB","EKRK","1"
"2021-04-06","3","B789","RJTT","KSFO","1"
"2021-04-06","3","A319","KDFW","CYUL","1"
"2021-04-06","3","B738","OMDB","OLBA","1"
"2021-04-06","3","B738","VOMM","WSSS","1"
"2021-04-06","3","E190","LMML","LIRF","1"
"2021-04-06","3","","MMUN","KMIA","1"
"2021-04-06","3","B788","EDDF","VOBL","1"
"2021-04-06","3","","SBGR","LPPT","1"
"2021-04-07","4","B77L","VVTS","OTHH","2"
"2021-04-07","4","B744","VHHH","PANC","1"
"2021-04-07","4","","OMDB","LTFJ","2"
"2021-04-07","4","B734","LFBO","LPPR","1"
"2021-04-07","4","E75L","LSGG","EHAM","2"
"2021-04-07","4","B77W","VVTS","WSSS","1"
"2021-04-07","4","B737","EGLL","EHAM","1"
"2021-04-07","4","","LTFJ","EDDV","1"
"2021-04-07","4","A319","LIRF","EGLL","2"
"2021-04-07","4","B738","LLBG","OMDB","1"
"2021-04-07","4","","OMDB","OLBA","2"
"2021-04-07","4","B77L","KDFW","CYVR","1"
"2021-04-07","4","","EHAM","LTFJ","1"
"2021-04-07","4","C680","LDZA","LFMN","1"
"2021-04-07","4","B77W","YMML","OMDB","1"
"2021-04-07","4","A333","EDDF","KEWR","1"
"2021-04-07","4","","WSSS","KLAX","1"
"2021-04-07","4","B739","LLBG","LCLK","1"
"2021-04-07","4","B788","EPWA","RKSI","1"
"2021-04-07","4","B77W","EHAM","OTHH","1"
"2021-04-07","4","B734","EFHK","ESOE","1"
"2021-04-07","4","A332","RCTP","WMKK","1"
"2021-04-07","4","","EHBK","LTBA","1"
"2021-04-07","4","","EDDL","LTFM","1"
"2021-04-07","4","","MPTO","KFXE","1"
"2021-04-07","4","","EDFH","EPGD","1"
"2021-04-08","5","","EBLG","LOWW","1"
"2021-04-08","5","","RJAA","EDDF","1"
"2021-04-08","5","B789","KBOS","EGLL","1"
"2021-04-08","5","","LTFM","EDDF","1"
"2021-04-08","5","","OMDB","GMMN","1"
"2021-04-08","5","B737","LEBL","EHAM","1"
"2021-04-08","5","B77W","OTHH","LEMD","1"
"2021-04-08","5","E190","EHAM","EGLC","1"
"2021-04-08","5","A319","EDDH","EBMB","1"
"2021-04-08","5","","LFMN","EHAM","1"
"2021-04-08","5","B738","LEMD","CYYZ","1"
"2021-04-08","5","E75L","LDZA","EHAM","1"
"2021-04-08","5","A320","EDDH","LEPA","2"
"2021-04-08","5","B738","LCLK","UUEE","1"
"2021-04-08","5","C510","LOWW","EDDF","1"
"2021-04-08","5","","EBKT","LPFR","1"
"2021-04-08","5","AN12","WMKK","YPPH","1"
"2021-04-08","5","B77W","FAOR","LTFM","1"
"2021-04-08","5","","ENGM","ESSA","1"
"2021-04-08","5","B734","UUWW","EDDN","1"
"2021-04-08","5","B763","NZRT","YSSY","1"
"2021-04-08","5","A333","KJFK","EDDF","1"
"2021-04-08","5","","KBOS","EIDW","1"
"2021-04-08","5","FA8X","TVSC","LIML","1"
"2021-04-09","6","B77L","RJAA","RKSI","2"
"2021-04-09","6","B77W","SBGR","KMIA","2"
"2021-04-09","6","","RJAA","WSSS","3"
"2021-04-09","6","A333","LLBG","LTFM","2"
"2021-04-09","6","B788","WSSS","YPPH","1"
"2021-04-09","6","","OLBA","EDDF","1"
"2021-04-09","6","B738","LEBL","LIME","1"
"2021-04-09","6","B77W","RPLL","RCTP","1"
"2021-04-09","6","B738","EHEH","LEAL","2"
"2021-04-09","6","","LPPT","LSGG","3"
"2021-04-09","6","","RJBB","RPLS","1"
"2021-04-09","6","","LEMD","EBBR","1"
"2021-04-09","6","B737","ETAR","LICJ","1"
"2021-04-09","6","","LTBA","KJFK","1"
"2021-04-09","6","","EHAM","LKPR","2"
"2021-04-09","6","","LTFJ","EDDS","1"
"2021-04-09","6","","EHAM","KJFK","1"
"2021-04-09","6","","LHBP","OMDW","1"
"2021-04-09","6","B738","LIMC","LTFJ","1"
"2021-04-09","6","A319","EDDF","ESSA","1"
"2021-04-09","6","A359","LFPG","KATL","1"
"2021-04-09","6","B77W","RCTP","OMDB","1"
"2021-04-09","6","E195","EDDB","UMMS","1"
"2021-04-09","6","LJ35","LOWW","LIPO","1"
"2021-04-09","6","B738","MGGT","KLAX","1"
"2021-04-09","6","CRJX","LEMD","LIPE","1"
"2021-04-09","6","A320","LFPO","EDDB","1"
"2021-04-09","6","CL65","LRCK","GMME","1"
"2021-04-09","6","B77W","GOBD","OMDB","1"
"2021-04-09","6","B77L","ZGGG","EDDK","1"
