"airport_id","airport_name","airport_type","airport_lat","airport_lng","country_iso_2_code","country_iso_3_code","country_name","continent_name","country_lat","country_lng","cases_per_week_14","population","covid19_percentage","covid19_percentage_label","report_year"
"85TX","Rutherford Ranch Airport","small_airport","30.077699661254883","-97.9655990600586","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KVLL","Oakland Troy Airport","small_airport","42.54290009","-83.17790222","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"K0C4","Pender Municipal Airport","small_airport","42.11389923","-96.72889709","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"1AL4","Elsanor Airport","small_airport","30.544700622558594","-87.55940246582031","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"ESSV","Visby Airport","medium_airport","57.662799835205","18.346200942993","SE","SWE","Sweden","Europe","60.128161","18.643501","7172.0","10099270.0","0.07101503375986581","0.07%","2020"
"KJXI","Fox Stephens Field Gilmer Municipal Airport","small_airport","32.699001","-94.948898","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"CBW8","Baldwin West Aerodrome","small_airport","44.2764","-79.3746","CA","CAN","Canada","North America","56.130366","-106.346771","9560.0","37742157.0","0.04174642164728423","0.04%","2020"
"3TE9","Pinoak Airport","small_airport","30.10580062866211","-94.95880126953125","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"24OH","Milburn Airport","small_airport","40.88059997558594","-81.29149627685547","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"2GA8","Shannon Flight Strip","small_airport","34.34980010986328","-85.07689666748047","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KLSE","La Crosse Municipal Airport","medium_airport","43.879002","-91.256699","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"84NC","Rooster Field","small_airport","35.273333","-79.248611","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"04VT","Lightning Bolt Field Airport","small_airport","44.4011001587","-72.26360321039999","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"OMAM","Al Dhafra Air Base","medium_airport","24.248199462900004","54.547698974599996","AE","ARE","United Arab Emirates","Asia","23.424076","53.847818","814.0","9890400.0","0.018189355334465744","0.02%","2020"
"NH17","Zim Airport","small_airport","42.72760009765625","-71.71759796142578","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"0PN6","Memmi Airport","small_airport","40.16899871826172","-77.99250030517578","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"YPAC","Pacific Haven Airport","small_airport","-25.2367000579834","152.54299926757812","AU","AUS","Australia","Oceania","-25.274398","133.775136","5687.0","25499881.0","0.022302064860616408","0.02%","2020"
"82IS","Landings Condominium Airport","small_airport","42.14310073852539","-88.40290069580078","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"4KS2","Ingels Aerodrome","small_airport","39.01860046386719","-94.95439910888672","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"NE53","Liesveld Airport","small_airport","40.59109878540039","-96.58889770507812","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"MDSB","Sabana de La Mar Airport","closed","19.061898","-69.385201","DO","DOM","Dominican Republic","North America","18.735693","-70.162651","901.0","10847904.0","0.01608605680876232","0.02%","2020"
"MS74","Lee's Field","closed","30.536301","-89.5112","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"MD19","Hybarc Farm Airport","small_airport","39.20320129394531","-76.02490234375","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"06TX","Diamond N Ranch Airport","small_airport","30.057919","-95.812489","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"FALA","Lanseria Airport","medium_airport","-25.938499450699997","27.9260997772","ZA","ZAF","South Africa","Africa","-30.559482","22.937506","1655.0","59308690.0","0.002790484834515819","0.00%","2020"
"K9F9","Sycamore Strip","small_airport","32.628501892089844","-97.35359954833984","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KGZH","Evergreen Regional Airport/Middleton Field","small_airport","31.4158","-87.043999","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"LEMD","Adolfo Suárez Madrid–Barajas Airport","large_airport","40.471926","-3.56264","ES","ESP","Spain","Europe","40.463667","-3.74922","95923.0","46754783.0","0.2815669147689125","0.28%","2020"
"EDOE","Böhlen Airport","small_airport","51.213890075683594","12.363611221313477","DE","DEU","Germany","Europe","51.165691","10.451526","96092.0","83783945.0","0.11950141521743815","0.12%","2020"
"YCDR","Caloundra Airport","small_airport","-26.799999","153.100006","AU","AUS","Australia","Oceania","-25.274398","133.775136","5687.0","25499881.0","0.022302064860616408","0.02%","2020"
"OEBQ","Abqaiq Airport","small_airport","25.911301","49.591202","SA","SAU","Saudi Arabia","Asia","23.885942","45.079162","2402.0","34813867.0","0.006899549538693877","0.01%","2020"
"04MI","Rapids Airway Airport","small_airport","42.53450012207031","-84.62830352783203","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"LSZO","Flugplatz Beromünster","small_airport","47.189999","8.20472","CH","CHE","Switzerland","Europe","46.818188","8.227512","21100.0","8654618.0","0.2438004773867547","0.24%","2020"
"9LL0","Krutmeier Airport","small_airport","39.81999969482422","-91.22100067138672","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"CMB7","Maxville (Bourdon Farm) Airport","small_airport","45.253","-74.807","CA","CAN","Canada","North America","56.130366","-106.346771","9560.0","37742157.0","0.04174642164728423","0.04%","2020"
"3TA2","Clark Sky Ranch Airport","small_airport","29.736489","-96.062679","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"CEZ3","Edmonton / Cooking Lake Airport","small_airport","53.427502","-113.115997","CA","CAN","Canada","North America","56.130366","-106.346771","9560.0","37742157.0","0.04174642164728423","0.04%","2020"
"VA56","Wells Airport","small_airport","37.003501892089844","-76.82749938964844","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"21OI","Clearwater Airpark","small_airport","39.12810134887695","-84.09269714355469","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"PA58","Rocktop Airport","small_airport","39.974998474121094","-77.55780029296875","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KTKI","McKinney National Airport","small_airport","33.177898","-96.5905","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"4II3","Oleo Airport","small_airport","39.73640060424805","-86.72969818115234","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"IS57","Wind Rose Farm Airport","small_airport","42.1796989440918","-88.63279724121094","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"UT99","West Desert Airpark","small_airport","40.243268","-112.092018","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KCDW","Essex County Airport","small_airport","40.875198364300005","-74.2814025879","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KUYF","Madison County Airport","small_airport","39.93270111","-83.46199799","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"FA80","Lost Horn Ranch Airport","small_airport","25.96809959411621","-81.08149719238281","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KFKA","Fillmore County Airport","small_airport","43.67679977","-92.17970276","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"K17J","Donalsonville Municipal Airport","small_airport","31.00690079","-84.87760162","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"ETIC","Grafenwohr Army Air Field","medium_airport","49.698699951171875","11.940199851989746","DE","DEU","Germany","Europe","51.165691","10.451526","96092.0","83783945.0","0.11950141521743815","0.12%","2020"
"K0L9","Echo Bay Airport","small_airport","36.311100006103516","-114.46399688720703","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KFXE","Fort Lauderdale Executive Airport","medium_airport","26.1972999573","-80.1707000732","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"K4B8","Robertson Field","small_airport","41.690399169921875","-72.86479949951172","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"5OI5","Hamrick Airport","small_airport","40.69340133666992","-84.78050231933594","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"EGKH","Headcorn Aerodrome","small_airport","51.156898","0.641667","GB","GBR","United Kingdom","Europe","55.378051","-3.435973","61422.0","67886004.0","0.09047814922203994","0.09%","2020"
"RCSS","Taipei Songshan Airport","medium_airport","25.069400787353516","121.552001953125","TW","TWN","Taiwan","Asia","23.69781","120.960515","363.0","23816775.0","0.0015241358244346684","0.00%","2020"
"YLEG","Leongatha Airport","small_airport","-38.493099212646484","145.86000061035156","AU","AUS","Australia","Oceania","-25.274398","133.775136","5687.0","25499881.0","0.022302064860616408","0.02%","2020"
"09IN","Gordon Airport","small_airport","41.12089920043945","-85.42500305175781","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"K60C","Elroy Municipal Airport","small_airport","43.70640182495117","-90.25759887695312","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"EPBA","Bielsko Biala Airport","small_airport","49.80500030517578","19.00189971923828","PL","POL","Poland","Europe","51.919438","19.145136","4102.0","37846605.0","0.010838488683463154","0.01%","2020"
"KYKM","Yakima Air Terminal McAllister Field","medium_airport","46.56819916","-120.5439987","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"52MO","Pleasant View Ultralightport","small_airport","37.96229934692383","-90.14430236816406","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"K2K9","Haskell Airport","small_airport","35.83290100097656","-95.66739654541016","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"TX97","Cade Field","small_airport","31.76490020751953","-97.79640197753906","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"EPST","Stalowa Wola-Turbia Airport","small_airport","50.626598","21.997848","PL","POL","Poland","Europe","51.919438","19.145136","4102.0","37846605.0","0.010838488683463154","0.01%","2020"
"IS94","Johnson Airport","small_airport","41.60559844970703","-88.66120147705078","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KN03","Cortland County Chase Field","small_airport","42.59260178","-76.21489716","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"35NY","Ciszak Airport","closed","42.512293","-78.734894","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KRIR","Flabob Airport","small_airport","33.9897","-117.411003","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"FABB","Brakpan Airport","small_airport","-26.23859977722168","28.301799774169922","ZA","ZAF","South Africa","Africa","-30.559482","22.937506","1655.0","59308690.0","0.002790484834515819","0.00%","2020"
"KEST","Estherville Municipal Airport","small_airport","43.40739822","-94.74639893","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"7IN2","Flying Crown Airport","small_airport","41.501399993896484","-84.87830352783203","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"EPLL","Łódź Władysław Reymont Airport","medium_airport","51.721900939899996","19.3980998993","PL","POL","Poland","Europe","51.919438","19.145136","4102.0","37846605.0","0.010838488683463154","0.01%","2020"
"56AK","Bechtol Field","small_airport","61.57500076293945","-149.6060028076172","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"08ID","Symms Airport","small_airport","43.56930160522461","-116.7770004272461","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"LSGL","Lausanne-Blécherette Airport","small_airport","46.5453","6.61667","CH","CHE","Switzerland","Europe","46.818188","8.227512","21100.0","8654618.0","0.2438004773867547","0.24%","2020"
"27XA","Arnett Landing Airport","small_airport","32.979389","-97.889917","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"VA46","Timber Ridge Airpark","small_airport","39.296199798583984","-78.36219787597656","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KHCO","Hallock Municipal Airport","small_airport","48.75270080566406","-96.94300079345703","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"MO78","Stickle Cattle Farms Airport","small_airport","38.315785","-91.780708","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KFOD","Fort Dodge Regional Airport","medium_airport","42.55149841","-94.19259644","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"MD73","Happy Landings Farm Airport","small_airport","39.45840072631836","-77.14800262451172","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"NE92","Thomsen Airport","small_airport","40.049400329589844","-96.66609954833984","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"KDKB","De Kalb Taylor Municipal Airport","small_airport","41.93370056","-88.70570374","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"1NC3","Fletcher's Airport","small_airport","36.18069839477539","-76.14910125732422","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"1MN8","Sky Harbor Residential Airpark","small_airport","44.52579879760742","-93.32689666748047","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"PN59","Stitt Airport","small_airport","40.83110046386719","-79.48690032958984","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"AZ85","Tonopah Airport","small_airport","33.533561","-112.960192","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"K63B","Limington Harmon Airport","small_airport","43.76300048828125","-70.67250061035156","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"MN20","Runke's Field","small_airport","44.910499572753906","-94.57140350341797","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"YYRK","York Airport","small_airport","-31.855100631713867","116.79900360107422","AU","AUS","Australia","Oceania","-25.274398","133.775136","5687.0","25499881.0","0.022302064860616408","0.02%","2020"
"II93","Bronson Airport","small_airport","39.4838981628418","-86.22689819335938","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"CAK3","Delta Heritage Air Park","small_airport","49.0774","-122.941002","CA","CAN","Canada","North America","56.130366","-106.346771","9560.0","37742157.0","0.04174642164728423","0.04%","2020"
"CRA2","Rollick Airpark","small_airport","44.1406","-79.484802","CA","CAN","Canada","North America","56.130366","-106.346771","9560.0","37742157.0","0.04174642164728423","0.04%","2020"
"08FA","Duda Airstrip","small_airport","26.57979965209961","-81.48370361328125","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"K3G3","Wadsworth Municipal Airport","small_airport","41.00310134887695","-81.75650024414062","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"SC39","Green Pond Airport","small_airport","34.808553284","-82.07737684250002","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"7CL0","Du Bois Ranch Airport","small_airport","36.7036018371582","-120.13500213623047","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
"MU12","Childress Airstrip","small_airport","37.14030075073242","-93.21549987792969","US","USA","United States","North America","37.09024","-95.712891","351354.0","331002647.0","0.10614839584651418","0.11%","2020"
