"flight_date","flight_dayofweek","airplane_code","airport_source_code","airport_target_code","flights_count"
"2020-03-31","3","A20N","EDDF","LPPT","1"
"2020-03-31","3","B429","VA16","VA16","2"
"2020-03-31","3","","KGRB","KYIP","3"
"2020-03-31","3","C510","EGKB","EDDL","1"
"2020-03-31","3","B762","KLAX","KSEA","1"
"2020-03-31","3","","CYYZ","CYUL","3"
"2020-03-31","3","","KX04","FA83","3"
"2020-03-31","3","BE58","LSZG","LSZG","1"
"2020-03-31","3","","KAKH","SC88","1"
"2020-03-31","3","","FD82","KGZH","1"
"2020-03-31","3","B762","CYVR","CYHM","1"
"2020-03-31","3","CRJ9","KCVG","KMSP","2"
"2020-03-31","3","CRJ9","KDTW","KIAD","2"
"2020-03-31","3","B737","KORD","KEWR","2"
"2020-03-31","3","","KSWF","3PA1","1"
"2020-03-31","3","A320","KCLT","7PS7","1"
"2020-03-31","3","","KSEE","KF70","2"
"2020-03-31","3","CRJ2","KDTW","VT01","1"
"2020-03-31","3","A333","KATL","KPHX","1"
"2020-03-31","3","B762","KSEA","KPDX","1"
"2020-03-31","3","","KFFZ","KA39","2"
"2020-03-31","3","A319","CYVR","CKA8","1"
"2020-03-31","3","B407","KHWO","KFLL","1"
"2020-03-31","3","","KLAX","KDCA","3"
"2020-03-31","3","E75L","KSJC","KPAE","1"
"2020-03-31","3","","53TX","K23R","1"
"2020-03-31","3","B737","KSJC","KU42","1"
"2020-03-31","3","B06","KSGR","KSGR","2"
"2020-03-31","3","","KVNY","KCMA","2"
"2020-03-31","3","B738","UWLL","UUWW","1"
"2020-03-31","3","BE30","67KY","KLUK","1"
"2020-03-31","3","BE18","PANC","6AK3","1"
"2020-03-31","3","","EDCT","EDOB","1"
"2020-03-31","3","","KPUB","K1V6","1"
"2020-03-31","3","","ENGM","ENHD","1"
"2020-03-31","3","A319","KLAX","KSEA","1"
"2020-03-31","3","PC12","KDFW","KATL","1"
"2020-03-31","3","B739","KOMA","KSEA","1"
"2020-03-31","3","F2LX","KFTY","KPVD","1"
"2020-03-31","3","","KO32","KMAE","1"
"2020-03-31","3","","KSKF","OI40","1"
"2020-03-31","3","","KMKE","60CO","1"
"2020-03-31","3","","KRAL","KMYF","1"
"2020-03-31","3","A319","CYVR","CO12","1"
"2020-03-31","3","","KNSE","7AL9","1"
"2020-03-31","3","E75S","7PS7","KBOS","1"
"2020-03-31","3","","OL03","OL03","1"
"2020-03-31","3","A306","LFLL","EDDP","1"
"2020-03-31","3","B739","KLAS","KSLC","1"
"2020-03-31","3","","KOXR","KCNO","1"
"2020-03-31","3","","KO70","80CA","1"
"2020-03-31","3","","K2R9","K5C1","1"
"2020-03-31","3","","WS91","KOVS","1"
"2020-03-31","3","A320","WIHH","WIPA","1"
"2020-03-31","3","BE99","4NY0","KSYR","1"
"2020-03-31","3","","ESCM","ESOW","1"
"2020-03-31","3","B738","KMDW","KSAN","1"
"2020-04-01","4","B752","MROC","KUTA","2"
"2020-04-01","4","A321","KLAX","KLAS","5"
"2020-04-01","4","MD11","KDEN","KSLC","1"
"2020-04-01","4","CRJ7","KCLT","KGRR","1"
"2020-04-01","4","C208","KOLS","KPHX","1"
"2020-04-01","4","B738","KBNA","KDAL","2"
"2020-04-01","4","B738","KTPA","KATL","1"
"2020-04-01","4","B739","KIAD","KSFO","1"
"2020-04-01","4","B752","KFWA","KSDF","1"
"2020-04-01","4","CRJ9","KDCA","KPVD","2"
"2020-04-01","4","B737","KSNA","KSMF","3"
"2020-04-01","4","B762","EDDP","LIRA","1"
"2020-04-01","4","A320","RJTT","RJFF","4"
"2020-04-01","4","A321","KPHX","KSAN","2"
"2020-04-01","4","B738","KSAN","KSMF","1"
"2020-04-01","4","B738","KDEN","KOAK","1"
"2020-04-01","4","PC12","KFWQ","KHEF","1"
"2020-04-01","4","B737","KLAX","KLAS","1"
"2020-04-01","4","BCS1","LSZH","EHAM","1"
"2020-04-01","4","B77L","OMDB","EGLL","1"
"2020-04-01","4","AS50","KHMT","KHMT","1"
"2020-04-01","4","B77L","OMDB","LFPG","1"
"2020-04-01","4","B06","KSAT","KSAT","1"
"2020-04-01","4","A321","KRDU","KCLT","2"
"2020-04-01","4","B738","KRDU","KDFW","2"
"2020-04-01","4","B752","KRSW","KATL","3"
"2020-04-01","4","E75S","KLGA","07KY","1"
"2020-04-01","4","CRJ2","KFAT","KFAT","1"
"2020-04-01","4","TEX2","KRND","KRND","14"
"2020-04-01","4","BE20","KK16","KIAG","1"
"2020-04-01","4","E75L","KEWR","KMSP","2"
"2020-04-01","4","SW4","KMIT","KSBP","1"
"2020-04-01","4","B763","EGSS","LFPG","1"
"2020-04-01","4","CRJ7","KCVG","KPHL","3"
"2020-04-01","4","AS50","K06C","K1C2","1"
"2020-04-01","4","A321","KORL","KPHL","2"
"2020-04-01","4","A319","EGLL","LDZA","1"
"2020-04-01","4","B06","KMOD","CA67","1"
"2020-04-01","4","B06","4XS1","KFTW","1"
"2020-04-01","4","A319","KCLT","KSAT","1"
"2020-04-01","4","CRJ9","KGRR","SC08","1"
"2020-04-01","4","A321","KMCI","SC08","1"
"2020-04-01","4","B06","CZBM","CYUL","1"
"2020-03-31","3","","KSEA","RJTT","1"
"2020-03-31","3","","KMSP","FL35","1"
"2020-03-31","3","","KMIA","1OA5","1"
"2020-04-01","4","","YMMB","YOLA","2"
"2020-04-01","4","","LPPR","LPPT","1"
"2020-04-01","4","","WSSS","ZGSZ","1"
"2020-04-01","4","","KHOU","KHOU","2"
"2020-04-01","4","","KDVT","26AZ","1"
"2020-04-01","4","","KDTW","KHPN","1"
"2020-04-01","4","","KFLL","KGYL","1"
"2020-04-01","4","","KMDW","KBED","1"
"2020-04-01","4","","KEIK","CO60","1"
"2020-04-01","4","","KGYY","K06C","1"
"2020-04-01","4","","FL57","KVNC","1"
"2020-04-01","4","","KJYO","KSHD","1"
"2020-04-01","4","","KPIT","KMCF","1"
"2020-04-01","4","","KTEB","KOPF","1"
"2020-04-01","4","","KGPM","1TE8","1"
"2020-04-01","4","","KLZU","4GA9","1"
"2020-04-01","4","","KMAN","KBOI","2"
"2020-04-01","4","","CPS4","CYKF","1"
"2020-04-01","4","","KADS","22TE","1"
"2020-04-01","4","","K4N1","KHPN","1"
"2020-04-01","4","","KCMH","9MI2","1"
"2020-04-01","4","B763","KRFD","KRIR","1"
"2020-04-01","4","","TS57","KT67","1"
"2020-04-01","4","","KTUL","II42","1"
"2020-04-01","4","","KPHL","KLAX","1"
"2020-04-01","4","A139","EIGN","EIME","1"
"2020-04-01","4","","KSCK","KRHV","1"
"2020-04-01","4","B738","KORD","KPHX","1"
"2020-04-01","4","","KFCM","MN69","1"
"2020-04-01","4","B752","LFPG","LEBL","1"
"2020-04-01","4","E145","KPHL","KJFK","1"
"2020-04-01","4","A319","KDTW","KDCA","1"
"2020-04-01","4","","KPVB","KC29","1"
"2020-04-01","4","E75L","KMCI","KMSP","1"
"2020-04-01","4","A321","KPHX","KLAX","1"
"2020-04-01","4","A169","YSLE","YMEN","1"
"2020-04-01","4","","KSFO","EHAM","1"
"2020-04-02","5","","KDVT","KDVT","121"
"2020-04-02","5","A320","KYIP","SC08","1"
"2020-04-02","5","E120","MMTJ","KRIR","1"
"2020-04-02","5","C208","50NE","KOMA","2"
"2020-04-02","5","BE9L","KSAC","KOAK","1"
"2020-04-02","5","A321","KRSW","9MI2","1"
"2020-04-02","5","","YBOG","YSBK","1"
"2020-04-02","5","B738","KMCI","KFLL","1"
"2020-04-02","5","B712","KMSP","KBNA","3"
"2020-04-02","5","B763","KMHR","4IL3","1"
"2020-04-02","5","","RK25","RKRB","1"
"2020-04-02","5","B738","KCLT","KORD","4"
"2020-04-02","5","B752","KDEN","KDFW","1"
"2020-04-02","5","B734","EGNX","LIMC","1"
"2020-04-02","5","BE9L","KDMA","KIWA","1"
"2020-04-02","5","B77L","OTHH","LSZM","1"
"2020-04-02","5","E55P","EDDM","UKBB","1"
"2020-04-02","5","B752","KSDF","KTYS","1"
"2020-04-02","5","","LIMC","LTBW","1"
"2020-04-02","5","A319","LIBD","LIRF","1"
"2020-04-02","5","B738","KJFK","KDCA","1"
"2020-04-02","5","B788","WSSS","VTBS","1"
"2020-04-02","5","EC45","EDSB","EDDS","2"
"2020-04-02","5","CRJ2","KBUF","KIAD","1"
"2020-04-02","5","B744","KCVG","EDDP","1"
"2020-04-02","5","","EGPE","EGQS","1"
"2020-04-02","5","","KMSP","KD39","1"
"2020-04-02","5","MD11","KEWR","KOAK","1"
"2020-04-02","5","E145","5MD5","KCLT","1"
"2020-04-02","5","R44","KHWO","KHWO","1"
"2020-04-02","5","","KMIA","KJFK","1"
"2020-04-02","5","E75L","KMIA","KCVG","1"
"2020-04-02","5","A319","KDTW","KLGA","1"
"2020-04-02","5","","EDDS","EDTM","1"
"2020-04-02","5","","KTKI","KTKI","1"
"2020-04-02","5","E170","KEWR","KMSP","1"
"2020-04-02","5","BE99","KPDX","4OR8","1"
"2020-04-02","5","C208","KOAK","KSTS","1"
"2020-04-02","5","A320","KCLE","KUZA","1"
"2020-04-02","5","EC30","KLAS","KLAS","3"
"2020-04-02","5","B737","KBNA","KNUN","1"
"2020-04-02","5","C208","KSTL","KEBS","1"
"2020-04-02","5","G650","KTKI","KATW","1"
"2020-04-02","5","","EDXI","EDVY","1"
"2020-04-02","5","","KHSV","AL72","1"
"2020-04-02","5","E45X","KIAD","KAID","1"
"2020-04-02","5","E75S","KTPA","KMIA","1"
"2020-04-02","5","C550","KHND","KCRQ","1"
"2020-04-02","5","","KIAH","KMCF","1"
"2020-04-02","5","AC90","KPUB","KPUB","1"
"2020-04-02","5","A359","OTHH","YPPH","1"
"2020-04-02","5","","KDVT","KHHR","1"
"2020-04-02","5","A320","LEAL","LEBL","1"
"2020-04-02","5","B737","KMDW","KLAX","1"
"2020-04-02","5","","94FL","FL88","1"
"2020-04-02","5","C750","KOAK","KIAD","1"
"2020-04-02","5","","KOJC","0KS2","1"
"2020-04-02","5","","KJNX","NC03","1"
"2020-04-02","5","E75L","CYEG","KSEA","1"
"2020-04-02","5","","KBED","34OI","1"
"2020-04-02","5","","KPIT","PN16","1"
"2020-04-02","5","C208","KMSP","KORD","1"
"2020-04-02","5","A320","KPHL","01FA","1"
"2020-04-02","5","","CNF3","CSA2","1"
"2020-04-02","5","","KEVB","8FA4","1"
"2020-04-02","5","","LOWW","EDDK","1"
"2020-04-02","5","C56X","KFLG","KCHD","1"
"2020-04-02","5","E145","KPHL","9PN7","1"
"2020-04-02","5","CRJ9","KORF","KPHL","1"
"2020-04-02","5","E45X","KIAD","KMDT","1"
"2020-04-02","5","","KLVK","2CA4","1"
"2020-04-02","5","B429","KTRL","KADS","1"
"2020-04-02","5","B738","KTPA","KSTL","1"
"2020-04-02","5","DH8D","KPDX","43OR","1"
"2020-04-02","5","A321","KMSP","KSAN","1"
"2020-04-02","5","","37CN","KSNS","1"
"2020-04-02","5","R22","1WA6","KBFI","1"
"2020-04-02","5","","0FL0","FL73","1"
"2020-04-03","6","A319","KSAN","KU42","1"
"2020-04-03","6","","YCDR","YCDR","17"
"2020-04-03","6","AS50","KHMT","54CL","1"
"2020-04-03","6","CRJ2","KORD","KRST","1"
"2020-04-03","6","B738","KMIA","KORD","3"
"2020-04-03","6","","KPDX","KTUS","1"
"2020-04-03","6","B738","KDCA","KATL","1"
"2020-04-03","6","EC35","KMCE","KMCE","2"
"2020-04-03","6","B737","KSAN","KAUS","1"
"2020-04-03","6","B752","KMKE","K2R2","1"
"2020-04-03","6","B737","KPHX","1WI6","2"
"2020-04-03","6","","LROP","EHAM","1"
"2020-04-03","6","B744","PANC","RCTP","2"
"2020-04-03","6","A319","EGLL","EFHK","2"
"2020-04-03","6","B752","KOAK","KBOI","1"
"2020-04-03","6","E75L","KCMH","KPHL","2"
"2020-04-03","6","E145","KGSO","KPHL","1"
"2020-04-03","6","E75L","UMMS","EFHK","1"
"2020-04-03","6","BE36","EDMA","EDFZ","1"
"2020-04-03","6","B738","LEMD","EGCC","1"
"2020-04-03","6","","OTHH","EDDT","1"
"2020-04-03","6","","KSJC","KSLC","1"
"2020-04-03","6","B77L","EDDK","EDDP","1"
"2020-04-03","6","AS50","KSMO","KVNY","2"
"2020-04-03","6","","97GA","02GA","1"
"2020-04-03","6","E75L","KTUL","KIAH","1"
"2020-04-03","6","","KMOD","KPSP","1"
"2020-04-03","6","","KPUB","KLHX","1"
"2020-04-03","6","","EDNX","EDNR","1"
"2020-04-03","6","B762","KONT","KBWI","1"
"2020-04-03","6","B738","KATL","KJFK","2"
"2020-04-03","6","","KBOS","KHHR","1"
"2020-04-03","6","EC35","K9G8","3PN9","1"
"2020-04-03","6","E145","KDFW","KSGF","1"
"2020-04-03","6","E75L","KSTL","KDEN","1"
"2020-04-03","6","","KBOI","KSNA","1"
"2020-04-03","6","C68A","KIAD","KROA","1"
"2020-04-03","6","","2IL7","7IS2","1"
"2020-04-03","6","","KMAE","49CL","1"
"2020-04-03","6","","KE63","KBXK","1"
"2020-04-03","6","","FD70","08FD","1"
"2020-04-03","6","B737","82PA","KATL","1"
"2020-04-03","6","CL65","KSDL","KSNA","1"
"2020-04-03","6","C56X","KTEB","KADS","1"
"2020-04-03","6","E75L","KBNA","KCMH","1"
"2020-04-03","6","E190","KBWI","KBOS","1"
"2020-04-03","6","B738","KDAL","KISM","1"
"2020-04-03","6","BE40","KSRQ","KPWK","1"
"2020-04-03","6","","KLNS","19PA","1"
"2020-04-03","6","","MD35","KDMW","1"
"2020-04-03","6","M600","KMIC","KUES","1"
"2020-04-03","6","A321","KRSW","KORD","1"
"2020-04-03","6","B77F","VHHH","OMSJ","1"
"2020-04-03","6","EC30","GA53","K4A7","1"
"2020-04-03","6","","IS41","KDPA","1"
"2020-04-03","6","","FL97","06FD","1"
"2020-04-03","6","AS50","UT08","KU77","1"
"2020-04-03","6","BE20","KABQ","NM63","1"
"2020-04-03","6","B77W","VIDP","VABB","1"
"2020-04-03","6","","OG44","OG44","1"
"2020-04-03","6","","OBBI","VHHH","1"
"2020-04-04","7","B737","KLAX","KSFO","3"
"2020-04-04","7","B738","KCLT","KMCF","1"
"2020-04-04","7","","KLAX","KU42","1"
"2020-04-04","7","","ZGSZ","ZGSZ","1"
"2020-04-04","7","","KPDX","KPDX","3"
"2020-04-04","7","","KDFW","KSGF","3"
"2020-04-04","7","B738","KSEA","KLAX","3"
"2020-04-04","7","B744","KIND","KLAX","1"
"2020-04-04","7","B738","KOAK","KPDX","1"
"2020-04-04","7","B737","KDEN","KSAN","3"
"2020-04-04","7","","KFCM","KAPA","1"
"2020-04-04","7","A320","YMHB","YMML","1"
"2020-04-04","7","","CYYC","CKA8","1"
"2020-04-04","7","EC35","CL56","KMYV","1"
"2020-04-04","7","B412","YPJT","YPJT","1"
"2020-04-04","7","S92","ENZV","ENZV","2"
"2020-04-04","7","AS50","AZ79","AZ32","1"
"2020-04-04","7","DH8D","EDDF","LDZA","1"
"2020-04-04","7","GLST","EHLE","EHLE","1"
"2020-04-04","7","E75L","KCLE","KLGA","1"
"2020-04-04","7","E75L","KCMH","KIAD","2"
"2020-04-04","7","CRJ9","KIND","KDTW","2"
"2020-04-04","7","","65NY","PN06","1"
"2020-04-04","7","","5NC3","5NC3","1"
"2020-04-04","7","","KDAL","KSEA","2"
"2020-04-04","7","C17","LHPA","YTBF","1"
"2020-04-04","7","","KTTA","KTTA","10"
"2020-04-04","7","","LZTR","LZTR","1"
"2020-04-04","7","","KBOW","KVNC","1"
"2020-04-04","7","B744","YMML","NZAA","1"
"2020-04-04","7","","KDFW","KDTW","1"
"2020-04-04","7","","KDAB","KEVB","2"
"2020-04-04","7","A319","KSTL","KBTF","1"
"2020-04-04","7","JK05","EDVM","EDVM","1"
"2020-04-04","7","CL30","KOPF","KHKY","1"
"2020-04-04","7","C172","EDHF","EDXF","1"
"2020-04-04","7","E75L","KDFW","TX97","1"
"2020-04-04","7","B739","KLAX","KEWR","1"
"2020-04-04","7","B739","KATL","02PR","1"
"2020-04-04","7","CRJ7","KBNA","KORD","2"
"2020-04-04","7","CRJ2","2MI3","KDTW","1"
"2020-04-04","7","","KCTJ","KFWA","1"
"2020-04-04","7","C206","KRDU","KRDU","1"
"2020-04-04","7","","KPDX","KLAS","1"
"2020-04-04","7","","KI17","K3I7","1"
"2020-04-04","7","B737","KMDW","KLAX","3"
"2020-04-04","7","B738","KLAS","KPDX","1"
"2020-04-04","7","B738","KDFW","KRSW","3"
"2020-04-04","7","B738","EGKK","EIDW","1"
"2020-04-04","7","","CT29","K8B5","1"
"2020-04-04","7","B738","KORD","KJFK","1"
"2020-04-04","7","C750","KSDL","KOMA","1"
"2020-04-04","7","C208","KFAT","KMHR","1"
"2020-04-04","7","","KEZS","WI60","1"
"2020-04-04","7","","0NJ5","KMMU","1"
"2020-04-04","7","","KSPG","FL40","1"
"2020-04-04","7","B737","KGRR","KBWI","1"
"2020-04-04","7","A320","KBNA","KIAD","1"
"2020-04-04","7","","MN20","KMIC","1"
"2020-04-04","7","","70MN","MN87","1"
"2020-04-04","7","","KOZR","5AL7","1"
"2020-04-04","7","T6","KN51","KN51","1"
"2020-04-04","7","H500","KS50","1WA6","1"
"2020-04-04","7","","KJVL","KC77","1"
"2020-04-04","7","","KMCF","KAGC","1"
"2020-04-04","7","B737","KECP","KDAL","1"
"2020-04-04","7","","KPAE","4WA9","2"
"2020-04-04","7","","KSBP","KPRB","2"
"2020-04-04","7","","KVUO","KKLS","1"
"2020-04-04","7","","36II","KORD","1"
"2020-04-04","7","CRJ9","KPHL","KDTW","1"
"2020-04-04","7","","KRFD","FL35","1"
"2020-04-04","7","B77L","KATL","VABB","1"
"2020-04-04","7","","0GA4","KLZU","1"
"2020-04-05","1","B738","KLAX","KU42","1"
"2020-04-05","1","B737","KHOU","02XS","2"
"2020-04-05","1","","KO27","KO32","1"
"2020-04-05","1","","KATW","KUES","1"
"2020-04-05","1","","97IA","KMLE","1"
"2020-04-05","1","","KSBD","KSNA","1"
"2020-04-05","1","","KCGZ","KCHD","4"
"2020-04-05","1","B737","KSTL","KFLL","2"
"2020-04-05","1","A319","KPHX","KMKE","2"
"2020-04-05","1","AS50","9CO2","9CO2","1"
"2020-04-05","1","SW3","YBCG","YSBK","1"
"2020-04-05","1","H500","KFAT","KFAT","1"
"2020-04-05","1","BE20","KOPF","KHOU","1"
"2020-04-05","1","A319","KLAX","CYVR","2"
"2020-04-05","1","B748","UUEE","LIMC","1"
"2020-04-05","1","A320","YMHB","YMML","1"
"2020-04-05","1","","KTPA","SC78","1"
"2020-04-05","1","A346","EDDF","FABA","1"
"2020-04-05","1","F9EX","LIRA","LIRF","1"
"2020-04-05","1","AT75","WMSA","WMKJ","1"
"2020-04-05","1","B77W","OTHH","ESSA","1"
"2020-04-05","1","","EPMR","EPMR","2"
"2020-04-05","1","B712","KCLT","KATL","2"
"2020-04-05","1","","ZGSZ","LIMC","1"
"2020-04-05","1","A320","KORL","KATL","1"
"2020-04-05","1","","EPWA","EIDW","1"
"2020-04-05","1","","EHHO","EHHO","1"
"2020-04-05","1","CRJ7","KCAK","KPHL","1"
"2020-04-05","1","S22T","EDFB","EDFB","1"
"2020-04-05","1","BCS1","ESSA","LSZH","1"
"2020-04-05","1","A306","KBOI","KUTA","1"
"2020-04-05","1","A319","KSFO","KLAX","3"
"2020-04-05","1","","KMVY","KBOS","1"
"2020-04-05","1","","KSMF","KATL","1"
"2020-04-05","1","CRJ9","KDTW","KSYR","2"
"2020-04-05","1","","KN87","KN87","3"
"2020-04-05","1","","KCPK","21VA","1"
"2020-04-05","1","CRJ9","CYUL","78MI","2"
"2020-04-05","1","","KSGS","7MN4","1"
"2020-04-05","1","AS50","KWHP","KWHP","1"
"2020-04-05","1","","TJAB","02PR","1"
"2020-04-05","1","B738","KBWI","KBNA","1"
"2020-04-05","1","","KMAC","SC32","1"
"2020-04-05","1","","KSBP","KLAX","1"
"2020-04-05","1","","KBUU","K02C","1"
"2020-04-05","1","","KFFZ","KBXK","1"
"2020-04-05","1","","07TS","KF53","1"
"2020-04-05","1","","38AR","KC77","1"
"2020-04-05","1","A320","KPGD","IN11","1"
"2020-04-05","1","","K14Y","KLXL","1"
"2020-04-05","1","","EDDP","EGNX","1"
"2020-04-05","1","A319","KLAX","7PS7","1"
"2020-04-05","1","","KPAE","89WA","1"
"2020-04-05","1","","KLBE","KFLL","1"
"2020-03-30","2","B744","VHHH","PANC","3"
"2020-03-30","2","B738","KDFW","KSNA","3"
"2020-03-30","2","CRJ7","KCLT","KPHF","2"
"2020-03-30","2","B738","KBNA","FL35","1"
"2020-03-30","2","AS50","AZ50","KVGT","1"
"2020-03-30","2","A320","KSEA","KSAN","3"
"2020-03-30","2","A320","KLAS","KDFW","1"
"2020-03-30","2","B744","VHHH","EDDP","1"
"2020-03-30","2","DH8D","YBBN","YWLM","1"
"2020-03-30","2","A320","EIDW","EGBB","2"
"2020-03-30","2","B739","KEWR","KSEA","4"
"2020-03-30","2","B737","KMKE","KPHX","1"
"2020-03-30","2","CRJ9","EDDM","LSZH","1"
"2020-03-30","2","E75L","KDFW","KDEN","1"
"2020-03-30","2","EC35","EDUF","EDDC","1"
"2020-03-30","2","CRJ2","CYOW","KORD","1"
"2020-03-30","2","B77L","ENGM","OTHH","1"
"2020-03-30","2","B752","KSLC","KDTW","1"
"2020-03-30","2","CRJ7","KOAK","KPHX","1"
"2020-03-30","2","E75S","KBOS","KORD","2"
"2020-03-30","2","E145","KGSO","KCLT","1"
"2020-03-30","2","CRJ7","KCLT","VT48","1"
"2020-03-30","2","BE33","EDRP","EDRP","1"
"2020-03-30","2","H500","KALN","KSET","1"
"2020-03-30","2","B738","KMKE","KBWI","1"
"2020-03-30","2","G550","KDAL","KSWF","1"
"2020-03-30","2","C560","FA37","MI45","1"
"2020-03-30","2","A320","LSZH","EDDF","2"
"2020-03-30","2","CRJ2","KSDF","KORD","2"
"2020-03-30","2","B773","RPLL","RKSI","1"
"2020-03-30","2","AT43","EDDH","EDDK","1"
"2020-03-30","2","C56X","KPMP","CYYZ","1"
"2020-03-30","2","EC30","KMKC","MU62","1"
"2020-03-30","2","B752","CYHM","KEWR","1"
"2020-03-30","2","A320","KSJC","KSEA","1"
"2020-03-30","2","A321","KORL","KPHX","1"
"2020-03-30","2","C55B","KARR","KPWK","1"
"2020-03-30","2","A320","TJIG","KJFK","1"
"2020-03-30","2","A320","KEWR","LS76","1"
"2020-03-30","2","A320","KIAH","KLAS","1"
"2020-03-30","2","B737","KPDX","KDEN","1"
"2020-03-30","2","B712","KMSN","KMSP","1"
"2020-03-30","2","BE20","NZCH","NZNV","1"
"2020-03-30","2","B748","VHHH","EHAM","1"
"2020-03-30","2","A320","KCMH","KSEA","1"
"2020-03-30","2","A320","KFLL","KPHX","1"
"2020-03-30","2","","KFUL","KSEE","1"
"2020-03-30","2","","KFTY","KFTY","4"
"2020-03-30","2","","UNNT","UUEE","3"
"2020-03-30","2","","EDRS","ETAR","1"
"2020-03-30","2","","EGPH","LFPG","1"
"2020-03-30","2","","7OH2","KORD","1"
"2020-03-30","2","","KVNC","KVNC","7"
"2020-03-30","2","","KORD","KFLL","1"
"2020-03-30","2","","LIML","LIED","1"
"2020-03-30","2","","KW40","KGWW","1"
"2020-03-30","2","","K4V1","KPUB","1"
"2020-03-30","2","","0NC8","K14A","1"
"2020-03-30","2","","CA66","CA66","1"
"2020-03-30","2","","KO08","CA18","1"
"2020-03-30","2","","KCCB","KCCB","1"
"2020-03-30","2","","KDWH","78TA","1"
"2020-03-30","2","","69IL","KLOT","1"
"2020-03-30","2","","KLGB","KCRQ","1"
"2020-03-30","2","","KSDL","KP08","1"
"2020-03-30","2","","KCNO","KSBP","1"
"2020-03-30","2","","AZ46","KPRC","2"
"2020-03-30","2","","KWHP","KPOC","1"
"2020-03-31","3","B77W","YSSY","VHHH","2"
"2020-03-31","3","A306","KSLC","KPHX","1"
"2020-03-31","3","B06","KVNY","KVNY","1"
"2020-03-31","3","","KMOD","K2O6","1"
"2020-03-31","3","CRJ9","KLGA","8KY6","1"
"2020-03-31","3","BE99","KPNM","KMSP","1"
"2020-03-31","3","","KPHX","KDEN","2"
"2020-03-31","3","B738","KDEN","KPHX","3"
"2020-03-31","3","B737","KRSW","IN01","1"
"2020-03-31","3","A320","YSSY","YMML","3"
"2020-03-31","3","B738","KOMA","KDEN","1"
"2020-03-31","3","B738","KLAX","KLAS","5"
"2020-03-31","3","","KSEE","CA76","1"
"2020-03-31","3","A321","KDFW","KSFO","3"
"2020-03-31","3","B77W","RJTT","KIAD","1"
"2020-03-31","3","A306","RCTP","VHHH","2"
"2020-03-31","3","B738","KPHX","KAUS","2"
"2020-03-31","3","BE20","YSBK","YSTW","1"
"2020-03-31","3","B77W","OMDB","EBBR","1"
"2020-03-31","3","B763","KORD","KCVG","1"
"2020-03-31","3","","YCFN","YBAF","1"
"2020-03-31","3","A319","EDDL","EDDH","1"
"2020-03-31","3","B77W","OTHH","OTHH","2"
"2020-03-31","3","C208","KDPA","MN74","1"
"2020-03-31","3","","YNTM","YPJT","1"
"2020-03-31","3","A320","KLAS","KAUS","1"
"2020-03-31","3","","EKYT","EKSV","1"
"2020-03-31","3","B763","RKSI","RCTP","1"
"2020-03-31","3","A306","20II","KIAD","1"
"2020-03-31","3","C172","ESML","ESME","1"
"2020-03-31","3","B737","RJOO","RJOM","1"
"2020-03-31","3","B738","TJIG","KMIA","2"
"2020-03-31","3","C68A","LTFJ","LTBA","1"
"2020-03-31","3","MD11","K7L8","EDDK","1"
"2020-03-31","3","E145","KMLI","KORD","2"
"2020-03-31","3","CL30","KSAT","KHOU","1"
"2020-03-31","3","B350","CNV9","CYHU","1"
"2020-03-31","3","","KCAK","KORD","1"
"2020-03-31","3","DH8D","KYKM","KSEA","2"
"2020-03-31","3","CRJ9","KRDU","KMSP","1"
"2020-03-31","3","EC30","KCMI","KDPA","1"
"2020-03-31","3","","KLGA","K7L8","1"
"2020-03-31","3","A320","KCOS","KATL","1"
"2020-03-31","3","","SBMT","SBSJ","2"
"2020-03-31","3","","EDQB","EDQB","7"
"2020-03-31","3","SW4","YSBK","YMML","1"
"2020-03-31","3","B739","KDCA","KORD","1"
"2020-03-31","3","","GA04","GA04","1"
"2020-03-31","3","A320","KLAS","7PS7","1"
"2020-03-31","3","B752","EKCH","LFPG","1"
"2020-03-31","3","B738","KBNA","KEWR","1"
"2020-03-31","3","CRJ7","KPHL","KDAY","3"
"2020-03-31","3","A320","KLAS","KSAN","1"
"2020-03-31","3","","KCPM","64CL","1"
"2020-03-31","3","B737","KSAT","KMCI","1"
"2020-03-31","3","C208","2PN5","KAGC","1"
"2020-03-31","3","","KE98","KAEG","4"
"2020-03-31","3","C208","7PS7","6PN5","1"
"2020-03-31","3","EC45","KDCA","KBWI","1"
"2020-03-31","3","","EIDW","EGPF","1"
"2020-03-31","3","","KANE","MY47","2"
"2020-03-31","3","","KDLO","KVIS","1"
"2020-03-31","3","","KFFZ","KE95","3"
"2020-03-31","3","EC35","EDHL","EDHW","1"
"2020-03-31","3","C560","KAGC","1FD4","1"
"2020-03-31","3","A321","LICC","LIRF","1"
"2020-03-31","3","","KILG","VG64","1"
"2020-03-31","3","B736","CYQQ","CYYC","1"
"2020-03-31","3","EC30","OK21","KRVS","1"
"2020-03-31","3","","KGKJ","KBTP","1"
"2020-03-31","3","","43OA","1OH8","1"
"2020-03-31","3","","KCPS","K3LF","1"
"2020-03-31","3","C208","64NY","KROC","1"
"2020-03-31","3","B772","EGLL","KDFW","1"
"2020-03-31","3","B77L","LFPG","VHHH","1"
"2020-03-31","3","B762","SKBO","KLAX","1"
"2020-03-31","3","EC35","09CO","KPVU","1"
