"flight_date","flight_dayofweek","airplane_code","airport_source_code","airport_target_code","flights_count"
"2020-03-30","2","E75L","KSFO","KMCI","1"
"2020-03-30","2","B738","KEWR","FL35","1"
"2020-03-30","2","B737","KATL","02XS","1"
"2020-03-30","2","B737","KBWI","KBUF","3"
"2020-03-30","2","B738","YBCG","YSSY","2"
"2020-03-30","2","CRJ9","KCLT","3NK5","1"
"2020-03-30","2","B763","ESMS","ENGM","1"
"2020-03-30","2","B762","KGSO","KCVG","1"
"2020-03-30","2","GL6T","RJTT","VHHH","1"
"2020-03-30","2","B762","1OA3","KCLT","1"
"2020-03-30","2","B738","KSEA","8AN6","1"
"2020-03-30","2","B772","LIRF","KJFK","1"
"2020-03-30","2","A320","EGLL","EKCH","1"
"2020-03-30","2","E75S","KCLE","KBOS","1"
"2020-03-30","2","B737","KBNA","KMCI","1"
"2020-03-30","2","B744","4OH4","KSEA","1"
"2020-03-30","2","B77L","OTHH","OTHH","1"
"2020-03-30","2","E75S","CYUL","KIAH","1"
"2020-03-30","2","E75L","KDFW","KBKL","1"
"2020-03-30","2","A319","ULLI","ULLI","1"
"2020-03-30","2","E75S","KLGA","KBNA","2"
"2020-03-30","2","B463","YSSY","YBBN","2"
"2020-03-30","2","B762","KSEA","KPDX","1"
"2020-03-30","2","H500","KNEL","KNEL","1"
"2020-03-30","2","CRJ9","KMSP","KCVG","4"
"2020-03-30","2","A321","KORD","KUZA","1"
"2020-03-30","2","A319","KSAN","KIAH","1"
"2020-03-30","2","E75L","KSEA","KSFF","1"
"2020-03-30","2","B77L","EDDF","KATL","1"
"2020-03-30","2","B738","EIDW","EGKK","1"
"2020-03-30","2","B739","KSEA","4AZ0","1"
"2020-03-30","2","B712","KJFK","KSGS","1"
"2020-03-30","2","E75L","KRSW","KIAH","1"
"2020-03-30","2","E75S","KSRQ","KDCA","1"
"2020-03-30","2","E45X","KLNK","KORD","1"
"2020-03-30","2","AS50","KBWI","KBWI","1"
"2020-03-30","2","CRJ9","KDFW","NC16","1"
"2020-03-30","2","E120","ENZV","ENUL","1"
"2020-03-30","2","B77L","KDFW","EDDF","1"
"2020-03-30","2","B738","EIDW","EGGD","1"
"2020-03-30","2","E190","KBOS","KEWR","1"
"2020-03-30","2","C680","KCLE","KDTW","1"
"2020-03-30","2","B738","KORD","KFTG","1"
"2020-03-30","2","CL30","KTYS","KECP","1"
"2020-03-30","2","A319","KDEN","KDFW","1"
"2020-03-30","2","B739","KSTL","KSEA","1"
"2020-03-30","2","A306","KSDF","02PR","1"
"2020-03-30","2","B752","KRSW","KMSP","1"
"2020-03-30","2","CRJ9","KPIA","KDFW","1"
"2020-03-30","2","B739","KSFO","KJFK","1"
"2020-03-30","2","C208","KCVG","51OI","1"
"2020-03-31","3","C208","KVIS","KOAK","4"
"2020-03-30","2","","WT24","UT13","1"
"2020-03-30","2","","KSAN","KSFF","1"
"2020-03-30","2","","KVNY","KTTN","1"
"2020-03-30","2","","CYYZ","CYOW","1"
"2020-03-30","2","","CYYZ","CYYC","2"
"2020-03-30","2","","SSNP","SSJC","1"
"2020-03-30","2","","KDPA","81WI","1"
"2020-03-30","2","","16FD","KX50","1"
"2020-03-30","2","","KJVY","KLOU","2"
"2020-03-30","2","","KJYO","VG07","1"
"2020-03-30","2","","FL57","KX04","1"
"2020-03-30","2","","KRYV","KRYV","3"
"2020-03-30","2","","0GE0","KFTY","1"
"2020-03-30","2","","KTMB","KPGD","1"
"2020-03-30","2","","KPWK","9WI8","2"
"2020-03-30","2","","KMCO","KFLL","1"
"2020-03-30","2","","MN15","KFCM","1"
"2020-03-30","2","","KRNM","CA76","1"
"2020-03-30","2","","KIAH","KMSP","1"
"2020-03-30","2","","KPWK","22IN","1"
"2020-03-30","2","","KCCR","KBUR","1"
"2020-03-30","2","","KGSO","9NC9","1"
"2020-03-30","2","","EDDF","VTBS","1"
"2020-03-30","2","","KWDR","KWDR","1"
"2020-03-30","2","","YSBK","YBTH","2"
"2020-03-30","2","","KOMN","34FD","2"
"2020-03-30","2","","KRAL","KWHP","1"
"2020-03-30","2","","UT99","UT13","1"
"2020-03-31","3","","EGSS","EGAA","2"
"2020-03-31","3","","KFQD","88NC","1"
"2020-03-31","3","B737","KDAL","KHOU","4"
"2020-03-31","3","","KSBD","KCMA","1"
"2020-03-31","3","","KMSP","KSAT","1"
"2020-03-31","3","CRJ9","KDFW","9CA0","1"
"2020-03-31","3","B738","KDFW","CYYZ","1"
"2020-03-31","3","","KISM","KLAX","1"
"2020-03-31","3","FA50","KIAD","KFCM","1"
"2020-03-31","3","B744","WSSS","YSSY","1"
"2020-03-31","3","","36AZ","KSDL","1"
"2020-03-31","3","B739","KPSP","KSEA","1"
"2020-03-31","3","B738","KPHX","KSJC","2"
"2020-03-31","3","B763","KONT","4IL3","1"
"2020-03-31","3","","KPHX","II25","1"
"2020-03-31","3","A320","KSFO","KLAS","5"
"2020-03-31","3","B752","CYYZ","CYYC","2"
"2020-03-31","3","AS50","KCHD","KPHX","1"
"2020-03-31","3","E75L","KSAN","KSMF","3"
"2020-03-31","3","","YMMB","YMNG","1"
"2020-03-31","3","","KU42","FL35","1"
"2020-03-31","3","","KCGZ","KCGZ","2"
"2020-03-31","3","B752","KPHL","KAGC","1"
"2020-03-31","3","B752","KRFD","KSTL","1"
"2020-03-31","3","B748","PANC","2OH8","1"
"2020-03-31","3","CRJ7","CYUL","KORD","2"
"2020-03-31","3","B739","KJFK","KLAX","2"
"2020-03-31","3","B739","KTPA","KSEA","1"
"2020-03-31","3","CRJ9","KCLT","16FL","1"
"2020-03-31","3","P28T","LSGC","LSGC","1"
"2020-03-31","3","B712","KDTW","KMSP","1"
"2020-03-31","3","H500","KATL","0GE0","1"
"2020-03-31","3","","KSAF","KIWA","1"
"2020-03-31","3","","KMOD","KHWD","1"
"2020-03-31","3","","KSMF","FL35","1"
"2020-03-31","3","","KORD","KCVG","2"
"2020-03-31","3","","KPHL","KGRR","1"
"2020-03-31","3","B738","KDAL","KLGA","1"
"2020-03-31","3","CRJ7","KIAH","KIAD","1"
"2020-03-31","3","B738","KU42","KLAX","1"
"2020-03-31","3","E145","KPHL","KRVL","1"
"2020-03-31","3","","KFME","KANP","1"
"2020-03-31","3","CRJ7","KFWA","SC08","1"
"2020-03-31","3","","KSPI","K3K6","1"
"2020-03-31","3","DH8D","KSEA","43OR","2"
"2020-03-31","3","","MY82","WS77","1"
"2020-03-31","3","","KBFI","KPWT","1"
"2020-03-31","3","","KLXT","1MO2","1"
"2020-03-31","3","AS50","KNZY","CA75","1"
"2020-03-31","3","B738","KSFO","KLAS","2"
"2020-03-31","3","","KPRB","KSNA","1"
"2020-03-31","3","","KLVJ","93XS","1"
"2020-03-31","3","","KI69","10TN","1"
"2020-03-31","3","E75S","KDCA","CYYZ","1"
"2020-03-31","3","A319","KIAH","KDCM","1"
"2020-03-31","3","B738","KMKE","KATL","1"
"2020-03-31","3","CRJ9","KCLT","24FL","1"
"2020-03-31","3","","MU12","K3DW","1"
"2020-03-31","3","","KTOA","0CA4","1"
"2020-03-31","3","CRJ7","KBMI","KATL","1"
"2020-03-31","3","","KDFW","KPNS","1"
"2020-03-31","3","B737","KPVD","KBWI","1"
"2020-03-31","3","","KFTY","80GA","1"
"2020-03-31","3","B77L","EDDF","KATL","1"
"2020-03-31","3","PC12","KISP","KTYS","1"
"2020-03-31","3","B744","SBKP","KMIA","1"
"2020-03-31","3","B744","PANC","KDFW","1"
"2020-03-31","3","B739","KATL","KGRR","1"
"2020-04-01","4","C208","7PS7","PS52","1"
"2020-04-01","4","BE99","KCWA","0WI5","1"
"2020-04-01","4","B738","KATL","KMDW","1"
"2020-04-01","4","B752","KMIA","KDFW","1"
"2020-04-01","4","B739","KSFO","KSAN","3"
"2020-04-01","4","B752","KPHX","KDFW","1"
"2020-04-01","4","B407","KRNT","KBFI","2"
"2020-04-01","4","B752","KRFD","KSDF","1"
"2020-04-01","4","B763","RKSI","RCTP","1"
"2020-04-01","4","B763","KCVG","KPHX","1"
"2020-04-01","4","CRJ9","KTYS","SC08","2"
"2020-04-01","4","B762","KAFW","KPHX","1"
"2020-04-01","4","CRJ9","KROA","KATL","1"
"2020-04-01","4","E145","KUNV","KPHL","1"
"2020-04-01","4","A320","KDCA","KATL","1"
"2020-04-01","4","B77W","RKSI","VTBS","1"
"2020-04-01","4","A320","KATL","KAUS","1"
"2020-04-01","4","B737","KMDW","KATL","7"
"2020-04-01","4","C56X","KSGF","KVNC","1"
"2020-04-01","4","B77W","WSSS","YSSY","1"
"2020-04-01","4","BE20","KAPF","KTPA","1"
"2020-04-01","4","E75S","KDCA","MI53","1"
"2020-04-01","4","B789","VIDP","RJTE","1"
"2020-04-01","4","CL30","KSAT","73TA","1"
"2020-04-01","4","C208","KFOD","KMCW","1"
"2020-04-01","4","CRJ9","KCLT","KDAB","1"
"2020-04-01","4","A320","KBNA","32LS","1"
"2020-04-01","4","E170","KDTW","KORD","1"
"2020-04-01","4","B737","KDCA","1WI6","1"
"2020-04-01","4","A306","RCTP","VHHH","1"
"2020-04-01","4","E75L","KLAX","KXNA","1"
"2020-04-01","4","C25A","EKCH","EDDP","1"
"2020-04-01","4","EC35","KFAY","NC22","1"
"2020-04-01","4","C680","LKPR","EDDF","1"
"2020-04-01","4","F2EX","KGKY","0TX0","1"
"2020-04-01","4","A319","KCLT","KBWI","2"
"2020-04-01","4","C680","EDDF","LKPR","1"
"2020-04-01","4","C208","K61B","K61B","1"
"2020-04-01","4","C17","KPOB","EGUN","1"
"2020-04-01","4","","YSWG","YSWG","23"
"2020-04-01","4","","EBLG","LIPZ","1"
"2020-04-01","4","","KSEA","KOAK","1"
"2020-04-01","4","","KFRG","KIAD","1"
"2020-04-01","4","","RPLL","RJTT","1"
"2020-04-01","4","","OTBD","OTBD","1"
"2020-04-01","4","","LEMH","LEPA","1"
"2020-04-01","4","","KDEC","KDEC","5"
"2020-04-01","4","","04FL","KDAB","4"
"2020-04-01","4","","KSEA","KSTS","1"
"2020-04-01","4","","KSGR","KPDK","1"
"2020-04-01","4","","KDAY","KDFW","1"
"2020-04-01","4","","KVNC","00FA","1"
"2020-04-01","4","","K2K9","KRVS","3"
"2020-04-01","4","","K2H2","KASG","1"
"2020-04-01","4","","TN96","41TN","1"
"2020-04-01","4","","03CO","1CD2","1"
"2020-04-01","4","","CTF4","CNC3","1"
"2020-04-01","4","","KSMO","KOXR","1"
"2020-04-01","4","","KW32","KADW","1"
"2020-04-01","4","","KPIB","KHBG","1"
"2020-04-01","4","","KPGD","KTYS","1"
"2020-04-01","4","","KFES","KCPS","1"
"2020-04-01","4","","KIGQ","89LL","1"
"2020-04-01","4","A306","KSDF","KASH","1"
"2020-04-01","4","","KSMQ","KLNS","1"
"2020-04-01","4","GLEX","KPDK","KBUR","1"
"2020-04-01","4","E45X","KXNA","60CO","1"
"2020-04-01","4","B789","CYYZ","EDDF","1"
"2020-04-01","4","S2P","KAUN","KMCC","1"
"2020-04-01","4","CRJ7","KCLT","KORD","1"
"2020-04-01","4","","KCOE","KCOE","1"
"2020-04-01","4","","KAHQ","K0C4","1"
"2020-04-01","4","","KFFC","KMAC","1"
"2020-04-01","4","B772","KJFK","KDFW","1"
"2020-04-01","4","B737","KABQ","KMCI","1"
"2020-04-01","4","","KRDU","KPDK","1"
"2020-04-01","4","","KBUU","K3CK","2"
"2020-04-01","4","C208","KONX","KORF","1"
"2020-04-01","4","A320","KCLE","KATL","1"
"2020-04-01","4","","KSNC","KSNC","1"
"2020-04-01","4","","MI68","KBEH","1"
"2020-04-01","4","","KBOS","02PR","1"
"2020-04-02","5","E75L","KDFW","KMDT","1"
"2020-04-02","5","CRJ7","KDCA","KSPA","2"
"2020-04-02","5","A321","KORD","FD83","2"
"2020-04-02","5","C208","KNOW","KSEA","1"
"2020-04-02","5","","KMYF","KMYF","15"
"2020-04-02","5","B738","RJTT","RJOI","2"
"2020-04-02","5","BE20","KMYF","KTRM","1"
"2020-04-02","5","AT76","RCQC","RCKH","1"
"2020-04-02","5","A319","KCLT","7PS7","2"
"2020-04-02","5","B738","KPHX","KSAN","2"
"2020-04-02","5","B737","KSFO","34CO","1"
"2020-04-02","5","","KVIS","KPTV","1"
"2020-04-02","5","","KFUL","KFUL","14"
"2020-04-02","5","CRJ9","KCLT","KPLR","2"
"2020-04-02","5","CRJ2","KATL","KC15","2"
"2020-04-02","5","B737","KBNA","KPIE","1"
"2020-04-02","5","CRJ7","KCLT","KSPA","1"
"2020-04-02","5","E75L","KLAX","KSJC","2"
"2020-04-02","5","","KHYI","KAUS","2"
"2020-04-02","5","CRJ2","KPHX","KSGU","1"
"2020-04-02","5","B738","YSCB","YMML","1"
"2020-04-02","5","B737","KMDW","KSDF","1"
"2020-04-02","5","B737","KLAX","KU42","1"
"2020-04-02","5","PC12","KLZU","KGSO","1"
"2020-04-02","5","B738","KLAX","KOAK","2"
"2020-04-02","5","PC12","KHJO","KSFO","1"
"2020-04-02","5","A321","KDEN","KFLL","1"
"2020-04-02","5","E190","EDDF","EKCH","1"
"2020-04-02","5","B737","KPIT","KFLL","1"
"2020-04-02","5","PC12","KBUY","KTYS","1"
"2020-04-02","5","","VHHH","VTBS","1"
"2020-04-02","5","B738","KBWI","KDFW","3"
"2020-04-02","5","B737","KSTL","KRSW","1"
"2020-04-02","5","CL64","EDDM","LSGG","1"
"2020-04-02","5","MD11","EDFH","KMIA","1"
"2020-04-02","5","A320","KDTW","KBWI","1"
"2020-04-02","5","","KJYO","20VA","1"
"2020-04-02","5","A319","KSAT","KPHX","1"
"2020-04-02","5","B763","KOAK","KDFW","1"
"2020-04-02","5","CL30","KDPA","KOPF","1"
"2020-04-02","5","CRJ2","VT48","KIAD","1"
"2020-04-02","5","C208","KPHX","KSEZ","1"
"2020-04-02","5","BE99","KPDX","43OR","2"
"2020-04-02","5","","EGLF","EHAM","1"
"2020-04-02","5","","LCLK","LGAV","1"
"2020-04-02","5","B738","KIAH","KIAH","1"
"2020-04-02","5","","LIRF","LIED","2"
"2020-04-02","5","B738","KDFW","KIAD","2"
"2020-04-02","5","B738","KRDU","KMIA","1"
"2020-04-02","5","A319","KLAX","KCMH","1"
"2020-04-02","5","B06","KFCM","KFCM","1"
"2020-04-02","5","AS50","KWHP","KVNY","1"
"2020-04-02","5","","KN57","KN57","1"
"2020-04-02","5","","KIXD","KCRQ","1"
"2020-04-02","5","","50OR","5OR5","1"
"2020-04-02","5","","CA35","KC83","1"
"2020-04-02","5","","KFFZ","KDVT","2"
"2020-04-02","5","B407","KPHX","KTUS","1"
"2020-04-02","5","EC45","EDBZ","EDDC","1"
"2020-04-02","5","B752","VOMM","VOBL","1"
"2020-04-02","5","B738","KBNA","KBWI","2"
"2020-04-02","5","B737","KOAK","KPAE","1"
"2020-04-02","5","","KFFZ","2AZ1","1"
"2020-04-02","5","","5II1","3IN2","1"
"2020-04-02","5","","CA35","CA35","3"
"2020-04-02","5","C25B","KMCO","KFLL","1"
"2020-04-02","5","","KDAL","86TA","1"
"2020-04-02","5","","KDTS","KDNN","1"
"2020-04-02","5","GLF4","KVNY","KPTV","1"
"2020-04-02","5","DH8C","NZWN","NZCH","2"
"2020-04-02","5","","KAKQ","KORF","1"
"2020-04-02","5","CRJ9","KDTW","KEYE","1"
"2020-04-02","5","CL35","KPHX","CYYC","1"
"2020-04-02","5","","II82","50II","1"
"2020-04-02","5","E170","KORD","24PA","1"
"2020-04-02","5","CRJ2","KIAD","NC03","1"
"2020-04-02","5","","KCMA","KSMO","1"
"2020-04-02","5","B752","EGNX","EBLG","1"
"2020-04-02","5","B737","CYYC","CKJ7","1"
"2020-04-02","5","","MI88","K9D9","1"
"2020-04-02","5","B738","KLAX","KMDW","1"
"2020-04-02","5","B738","KALB","KDEN","1"
"2020-04-02","5","CRJ2","KBOI","KLAX","1"
"2020-04-02","5","","6XS3","KADS","1"
"2020-04-02","5","EC45","KXLL","8PA3","1"
"2020-04-02","5","","KO70","KPAO","1"
"2020-04-02","5","","27MT","KU42","1"
"2020-04-03","6","B429","KJFK","KJFK","4"
"2020-04-03","6","B737","KPHL","KMDW","1"
"2020-04-03","6","","KDAL","KPHX","1"
"2020-04-03","6","DH8D","KSEA","KYKM","2"
"2020-04-03","6","B737","KATL","KRSW","2"
"2020-04-03","6","","FL57","FL47","2"
"2020-04-03","6","A21N","KORL","KLAX","1"
"2020-04-03","6","B737","KMKE","KBNA","1"
"2020-04-03","6","A319","KORD","KPHX","1"
"2020-04-03","6","","KDVT","AZ00","2"
"2020-04-03","6","","EDDK","EIDW","2"
"2020-04-03","6","B407","KFAT","6CL6","1"
"2020-04-03","6","B77W","NZAA","CYVR","1"
"2020-04-03","6","","KSAN","KLAS","2"
"2020-04-03","6","S22T","EPKK","LKPR","1"
"2020-04-03","6","A320","KPDX","KSEA","1"
"2020-04-03","6","B788","OTHH","LGAV","1"
"2020-04-03","6","A333","VHHH","WMKK","2"
"2020-04-03","6","","EBLG","LCLK","1"
"2020-04-03","6","MD11","KSDF","KPHL","1"
"2020-04-03","6","CRJ9","KCVG","SC08","1"
"2020-04-03","6","A306","KONT","KMHR","1"
"2020-04-03","6","","EINN","EINN","1"
"2020-04-03","6","CRJ7","KSYR","KIAD","1"
"2020-04-03","6","D228","EDMO","EDMO","2"
"2020-04-03","6","B737","KMKE","KBWI","1"
"2020-04-03","6","","KTYQ","KJVY","1"
"2020-04-03","6","AC95","KDWH","KPUB","1"
"2020-04-03","6","","KDAB","0FD0","4"
"2020-04-03","6","","CYOO","CYTZ","1"
"2020-04-03","6","B738","KATL","KBNA","1"
"2020-04-03","6","LJ60","KTEB","TXKF","1"
"2020-04-03","6","A21N","EDDM","EDDF","1"
"2020-04-03","6","A320","LIRF","EBBR","1"
"2020-04-03","6","","VT48","KSPI","1"
"2020-04-03","6","B738","KATL","KSJC","1"
"2020-04-03","6","A321","KATL","KSAN","1"
"2020-04-03","6","","KSRQ","KTPF","1"
"2020-04-03","6","B77W","EHAM","RCTP","1"
"2020-04-03","6","","KMSP","KSEA","1"
"2020-04-03","6","","3IN6","KLOU","2"
"2020-04-03","6","E75S","KMIA","KSAT","1"
"2020-04-03","6","","9II2","4IN9","1"
"2020-04-03","6","EC20","K05C","0II8","1"
"2020-04-03","6","A319","KSEA","KIAD","1"
"2020-04-03","6","B763","KMIA","KIAH","1"
"2020-04-03","6","A332","EBLG","LTBA","1"
"2020-04-03","6","","KTYS","SC08","1"
"2020-04-03","6","","KSVH","K14A","2"
"2020-04-03","6","E75L","KDFW","KSRQ","1"
"2020-04-03","6","PC12","KSRQ","KLUK","1"
"2020-04-03","6","","KBJC","KDAL","1"
"2020-04-03","6","","KFFZ","88AZ","1"
"2020-04-03","6","A319","KSEA","KSAN","1"
"2020-04-03","6","A320","KCLT","KTPA","1"
"2020-04-03","6","","KAFW","0TS2","3"
"2020-04-03","6","","KX50","8FA4","2"
"2020-04-03","6","A109","KAUN","KHWD","1"
"2020-04-03","6","","KFCH","KVIS","1"
"2020-04-03","6","","CA66","KWVI","1"
"2020-04-03","6","B737","KHOU","KSAN","1"
"2020-04-03","6","CRJ2","KATL","KATL","1"
"2020-04-03","6","","KAJO","KTRM","1"
"2020-04-03","6","","KGOO","KPVF","1"
"2020-04-03","6","","KSQL","CL36","1"
"2020-04-03","6","B734","LEMD","EBLG","1"
"2020-04-03","6","","KLVJ","KF46","1"
"2020-04-03","6","B712","KDTW","KGRR","1"
"2020-04-03","6","C510","KGYR","KHIO","1"
"2020-04-03","6","E75L","KCLE","KEWR","1"
"2020-04-03","6","A319","KJFK","KORD","1"
"2020-04-03","6","","KYIP","UT13","1"
"2020-04-03","6","B762","UUWW","EIDW","1"
"2020-04-03","6","A139","YBBN","YBCM","1"
"2020-04-04","7","E55P","KBNA","K4B8","1"
"2020-04-04","7","","RJTT","RCSS","1"
"2020-04-04","7","B738","KBWI","KMCI","1"
"2020-04-04","7","B737","KPHX","KLAS","3"
"2020-04-04","7","A321","KCLT","KBWI","2"
"2020-04-04","7","A109","KLVN","KMSP","1"
"2020-04-04","7","B748","KLCK","ELLX","1"
"2020-04-04","7","B744","VHHH","VIDP","1"
"2020-04-04","7","PC12","KORL","KLZU","1"
"2020-04-04","7","","RJBB","RKSI","1"
"2020-04-04","7","B737","KHOU","KMCI","1"
"2020-04-04","7","","08FL","KLAL","1"
"2020-04-04","7","C208","KPTK","KDPA","1"
"2020-04-04","7","AS50","KMCC","KMCC","1"
"2020-04-04","7","AS50","KCCB","KPOC","1"
"2020-04-04","7","B744","VHHH","ELLX","1"
"2020-04-04","7","MD11","KSDF","KMCI","1"
"2020-04-04","7","T204","UUWW","UNCC","1"
"2020-04-04","7","A306","KSDF","KIAH","1"
"2020-04-04","7","B772","RJTT","RJOO","1"
"2020-04-04","7","A332","EGLL","LIRF","3"
"2020-04-04","7","B738","KDCA","KJFK","1"
"2020-04-04","7","A321","KDEN","KDFW","3"
"2020-04-04","7","","KATL","KBOS","2"
"2020-04-04","7","E75L","KSAT","KBTF","1"
"2020-04-04","7","C25A","46TX","KPUB","1"
"2020-04-04","7","B77W","EDDM","OTHH","1"
"2020-04-04","7","P46T","PN40","PN40","1"
"2020-04-04","7","BE99","KONT","KTLR","1"
"2020-04-04","7","EC35","EHGG","EHGG","1"
"2020-04-04","7","","EGKK","UGSB","1"
"2020-04-04","7","C441","6MI6","KMSN","2"
"2020-04-04","7","E75L","KIAH","KIAD","1"
"2020-04-04","7","","EDXR","EDHL","1"
"2020-04-04","7","","KRHV","KWVI","2"
"2020-04-04","7","U21","KSLI","KSLI","3"
"2020-04-04","7","B752","BIKF","KIAD","1"
"2020-04-04","7","","KCOE","75DC","2"
"2020-04-04","7","CRJ7","KECP","KORD","1"
"2020-04-04","7","B738","KMIA","KBNA","1"
"2020-04-04","7","R66","MN91","MY66","1"
"2020-04-04","7","","KFMY","K1A3","1"
"2020-04-04","7","","PN14","KFKL","1"
"2020-04-04","7","B738","KTUL","KPHX","1"
"2020-04-04","7","","KMCF","KMSP","1"
"2020-04-04","7","CRJ7","KCOS","60CO","1"
"2020-04-04","7","","KX06","FA27","1"
"2020-04-04","7","","4NY1","5NY5","1"
"2020-04-04","7","","4SC4","KLQK","2"
"2020-04-04","7","","MN24","9MN6","1"
"2020-04-04","7","R66","K9A1","54GA","1"
"2020-04-04","7","","KCPM","KTOA","1"
"2020-04-04","7","E75S","KPHL","0NC1","1"
"2020-04-04","7","","KPDK","KLZU","1"
"2020-04-04","7","E190","KBOS","VG64","1"
"2020-04-04","7","EC45","KLOM","KLOM","1"
"2020-04-04","7","A319","KMSP","KMIA","1"
"2020-04-04","7","","KCOE","ID25","1"
"2020-04-04","7","A333","KJFK","EIDW","1"
"2020-04-04","7","","KIAD","KCVG","1"
"2020-04-04","7","A319","KIAH","02XS","1"
"2020-04-04","7","B763","K7L8","KBOS","1"
"2020-04-04","7","B736","CYYC","CAM3","1"
"2020-04-04","7","","KRYV","KUES","1"
"2020-04-04","7","","KSUE","KATW","1"
"2020-04-04","7","","04CL","KOKB","1"
"2020-04-04","7","","KFCM","KSTP","1"
"2020-04-04","7","","KAPV","KCCB","1"
"2020-04-05","1","","KBTP","KBTP","9"
"2020-04-05","1","A319","KDTW","KBNA","1"
"2020-04-05","1","B738","KRSW","KMKE","1"
"2020-04-05","1","B412","YBMC","YCXA","1"
"2020-04-05","1","B739","KLAX","KSEA","3"
"2020-04-05","1","","KOPF","KFXE","1"
"2020-04-05","1","B763","KILN","KSEA","1"
"2020-04-05","1","CRJ2","KSFO","OG21","1"
"2020-04-05","1","","LSZB","LFBD","1"
"2020-04-05","1","","ENZV","ENHD","2"
"2020-04-05","1","A332","LHBP","LKPR","1"
"2020-04-05","1","B77L","RKSI","KLAX","2"
"2020-04-05","1","B738","KSTL","KFLL","1"
"2020-04-05","1","","KCJR","4VG2","1"
"2020-04-05","1","A20N","KMCO","49OH","1"
"2020-04-05","1","PC12","KJFK","KN69","1"
"2020-04-05","1","","KDVN","KDVN","2"
"2020-04-05","1","A320","EIDW","LFRS","1"
"2020-04-05","1","A319","EDDM","LIRF","1"
"2020-04-05","1","CRJ7","KCLT","AL72","1"
"2020-04-05","1","A319","KTPA","KDCA","1"
"2020-04-05","1","B752","KMCO","KEWR","1"
"2020-04-05","1","C130","KMGE","KSPG","1"
"2020-04-05","1","","ENUL","ENBO","1"
"2020-04-05","1","A321","KBOS","KRSW","1"
"2020-04-05","1","A321","KAKH","KSAN","3"
"2020-04-05","1","","KCOS","KSLC","2"
"2020-04-05","1","","KBUY","KBUY","6"
"2020-04-05","1","","KORH","KORE","1"
"2020-04-05","1","","KDVT","KPAN","4"
"2020-04-05","1","","KHBI","KHRJ","1"
"2020-04-05","1","","KOQU","KUUU","1"
"2020-04-05","1","B737","KDCA","KMCO","1"
"2020-04-05","1","C208","KORD","KMSP","1"
"2020-04-05","1","","KDTW","KISM","2"
"2020-04-05","1","E190","KIAH","CYYZ","1"
"2020-04-05","1","B738","KMDW","KISM","1"
"2020-04-05","1","","KCGE","KHEF","1"
"2020-04-05","1","LJ35","KPNE","KBED","1"
"2020-04-05","1","","WA96","61WA","1"
"2020-04-05","1","A319","KCLT","20II","1"
"2020-04-05","1","B77W","EHAM","WSAP","1"
"2020-04-05","1","","KGPI","2MT0","1"
"2020-04-05","1","","NC56","KRDU","1"
"2020-04-05","1","B738","KBWI","KOAK","1"
"2020-04-05","1","B744","ZGSZ","LFQK","1"
"2020-04-05","1","","XA65","KT31","1"
"2020-04-05","1","C25C","KSAF","KHHR","1"
"2020-04-05","1","CRJ2","KIAD","3PN3","1"
"2020-04-05","1","","K47N","K3N6","1"
"2020-04-05","1","DH8C","NZCH","NZWN","1"
"2020-04-05","1","","24FL","8FL6","1"
"2020-04-05","1","E75L","KGRR","KORD","1"
"2020-04-05","1","G450","KCMA","KSJC","1"
"2020-04-05","1","CRJ9","KPHX","KSTS","1"
"2020-04-05","1","E75L","KDCA","KCLT","1"
"2020-03-30","2","DH8D","KSEA","KSFF","2"
"2020-03-30","2","E45X","KEWR","KIAD","4"
"2020-03-30","2","A319","KDFW","KMFE","2"
"2020-03-30","2","B752","KMSP","KATL","2"
"2020-03-30","2","C510","YSBK","YWLM","1"
"2020-03-30","2","E75S","KORD","KBOS","3"
"2020-03-30","2","E75S","KLGA","KSTL","1"
"2020-03-30","2","B737","KAUS","KLAS","1"
"2020-03-30","2","B737","SBGL","SBGR","1"
"2020-03-30","2","B752","KATL","35MN","2"
"2020-03-30","2","B737","KDEN","KATL","1"
"2020-03-30","2","A320","KATL","KBWI","2"
"2020-03-30","2","A319","KPHX","KSFO","1"
"2020-03-30","2","B738","KFLL","KATL","3"
"2020-03-30","2","B737","KLAX","KHOU","1"
"2020-03-30","2","CRJ7","KORD","MO88","1"
"2020-03-30","2","A320","RJTT","RJFF","1"
"2020-03-30","2","EC45","EDFE","EDFE","1"
"2020-03-30","2","E75L","KBOI","KORD","2"
"2020-03-30","2","A319","EDDL","LEVC","1"
"2020-03-30","2","B738","KFLL","KBNA","3"
"2020-03-30","2","A169","EGCL","EGXW","1"
"2020-03-30","2","MD90","KIAH","KATL","3"
"2020-03-30","2","B738","KMIA","KBOS","2"
"2020-03-30","2","C208","KFOD","KMCW","1"
"2020-03-30","2","C212","KNZY","KNUC","2"
"2020-03-30","2","B739","KPHX","KSEA","1"
"2020-03-30","2","A359","ENGM","OTHH","1"
"2020-03-30","2","LJ31","KOPF","KOPF","1"
"2020-03-30","2","BE20","EGPD","EGPA","1"
"2020-03-30","2","A332","VHHH","RCTP","2"
"2020-03-30","2","B752","LSZM","LFPG","1"
"2020-03-30","2","CL65","KBED","KAPA","1"
"2020-03-30","2","MD88","20SC","KATL","1"
