"Source","Target","flights_count"
"VHHH","UUEE","6.0"
"ENGM","ESSA","23.0"
"RKSI","KYIP","4.0"
"EGMC","LEMD","14.0"
"SBGR","SAEZ","4.0"
"SBGR","OMDB","1.0"
"LSZH","VTBS","6.0"
"LEBL","EGGW","1.0"
"VABB","LTBA","4.0"
"EDDF","GOBD","6.0"
"EDVK","EGSJ","1.0"
"CYOW","FL35","1.0"
"ESML","EKRK","1.0"
"EDDT","EIDW","3.0"
"EBOS","LIMC","1.0"
"EGNM","EHAM","1.0"
"KDAL","MDBA","1.0"
"KIAD","RJTT","1.0"
"ELLX","LFEU","1.0"
"VHHH","OMAA","3.0"
"CYUL","KPWK","1.0"
"KPHL","EGNX","5.0"
"CNP7","NY59","1.0"
"OTHH","YPPH","10.0"
"YBBN","RCTP","5.0"
"UUEE","ENGM","2.0"
"LCLK","EGLF","1.0"
"GOBD","LTBA","2.0"
"UMMS","LKPR","5.0"
"EHBK","OTHH","5.0"
"EDDP","LZIB","7.0"
"BIKF","EIDW","5.0"
"LEPA","EDDH","5.0"
"EDDL","LHBP","1.0"
"EDDL","LDZA","1.0"
"EBLG","BIKF","7.0"
"LGAV","EBLG","4.0"
"EGJJ","LFPB","1.0"
"LEMD","LPPT","2.0"
"CYYC","EHAM","2.0"
"EFHK","EHAM","1.0"
"VABB","OMSJ","2.0"
"EDSB","LHBP","1.0"
"EDDF","KIAH","2.0"
"EDDF","VIDP","1.0"
"VHHH","WSSL","3.0"
"LSZH","KMIA","2.0"
"FABB","OMDB","1.0"
"VHHH","EHAM","10.0"
"EDDF","SBGR","5.0"
"UAAA","EDDF","1.0"
"LFPG","EGLL","11.0"
"RKSI","LKPR","1.0"
"EDDW","LOWS","1.0"
"UAAA","LEZG","1.0"
"LEMD","EIDW","5.0"
"ELLX","RKSI","1.0"
"RJBB","ZGGG","3.0"
"EDVE","LOWK","1.0"
"LMML","EDDP","2.0"
"EETN","EHAM","1.0"
"EDTF","LSZV","1.0"
"KSFO","VIDP","3.0"
"LROP","EGPH","2.0"
"OMDB","LFML","1.0"
"LHBP","ELLX","3.0"
"UKKK","EPWA","5.0"
"RPLL","VHHH","21.0"
"EGLL","KDFW","14.0"
"KATL","EBOS","2.0"
"RKSI","VIDP","2.0"
"EBLG","EDDB","4.0"
"LEBL","EDDP","4.0"
"YMML","WMKK","4.0"
"KCVG","RJAA","1.0"
"EDDF","KCMH","1.0"
"RJBB","KUTA","3.0"
"ESSA","LEMU","1.0"
"KAFW","EGVA","1.0"
"EGLF","LFEJ","1.0"
"CYUL","KLGA","1.0"
"CYOW","KBUF","1.0"
"MDPC","KPWK","1.0"
"EDDF","LEMG","1.0"
"EDDM","LSGG","1.0"
"ELLX","VHHH","9.0"
"EBLG","LPPR","4.0"
"LEMD","SKBO","1.0"
"KPWK","CYHM","5.0"
"VAJJ","VHHH","1.0"
"EDDF","MDPC","1.0"
"LGAV","LFPG","1.0"
"LEMD","EGMC","13.0"
"EDDN","LIME","4.0"
"ULLI","LFLB","2.0"
"CYUL","KONZ","2.0"
"LKPR","EDDK","5.0"
"LERT","ETAR","4.0"
"KJFK","RJTT","5.0"
"LSZR","LOWW","1.0"
"EDDS","EGKB","2.0"
"LFLY","LSGG","1.0"
"LOWW","OMDB","2.0"
"RPLL","OBBI","2.0"
"EBAW","LOWW","1.0"
"RKSG","KSEA","1.0"
"CKJ2","KHCO","1.0"
"LSZH","ESSB","1.0"
"WSSS","NZAA","1.0"
"TBPB","CYYZ","1.0"
"CYYZ","01FL","1.0"
"EIDW","EGPF","2.0"
"KJFK","EBLG","13.0"
"EDDF","EIDW","10.0"
"WBKL","VHHH","1.0"
"LIPE","EHAM","2.0"
"EDDF","EBLG","1.0"
"LTFJ","EBLG","6.0"
"EVRA","EDDF","2.0"
"EBMB","LFMY","1.0"
"RKSI","OMDB","1.0"
"EDDK","UUWW","2.0"
"ESSA","RKSI","3.0"
"LIPE","EDDL","1.0"
"LLBG","UUWW","1.0"
"KORD","LIMC","2.0"
"UDYZ","UUDD","3.0"
"LGSM","EDDH","1.0"
"EHBK","KBOS","1.0"
"EGSS","LEMG","1.0"
"EBLG","OTHH","17.0"
"EGLL","CYUL","3.0"
"VHHH","KHHR","3.0"
"EBLG","LTFJ","5.0"
"EYKA","EVRA","2.0"
"UUWW","LKPR","1.0"
"KFLL","SBKP","3.0"
"LOWW","UUWW","1.0"
"OMDB","YMML","4.0"
"LROP","EGMC","2.0"
"LEVC","EGLL","2.0"
"OMDB","OE53","1.0"
"EDFH","KSPA","1.0"
"EFTU","EDWF","1.0"
"KTUS","MMNG","1.0"
"ELLX","UAAA","2.0"
"UUWW","EETN","1.0"
"LHBP","EBLG","6.0"
"NZAA","YSSY","20.0"
"KEWR","EGLL","9.0"
"EDDF","CYYZ","17.0"
"EGLL","VHHH","20.0"
"LFBO","EGLL","2.0"
"KIAD","GOBD","1.0"
"OTHH","EGCC","11.0"
"EGLL","EDDV","1.0"
"EGGW","EDDK","3.0"
"YBCG","RCSS","1.0"
"LSZH","CYYZ","2.0"
"UUEE","EVRA","1.0"
"KLAX","WSAP","3.0"
"LPPT","SBGR","4.0"
"EGGW","BIKF","1.0"
"LEMG","EGSS","1.0"
"KIAH","LTBA","3.0"
"EPGD","EDDM","1.0"
"KEVB","CYKZ","1.0"
"EGLD","EDDH","1.0"
"KFMY","CYYZ","1.0"
"EFTU","EYVI","1.0"
"LFPG","OTHH","31.0"
"SBKP","SKMA","10.0"
"OERK","OMDW","6.0"
"UUWW","LZIB","1.0"
"KIAH","EDFH","4.0"
"UUEE","UMMS","3.0"
"KMIA","SLVR","2.0"
"OTBD","LPPT","1.0"
"EGCC","VHHH","2.0"
"EDDP","LFMY","2.0"
"EGNX","EIDW","7.0"
"RPLL","PANC","1.0"
"KJFK","CYHM","3.0"
"EGVN","GOBD","3.0"
"EGGW","EHAM","3.0"
"WSSS","YMML","4.0"
"EGSS","LIRF","1.0"
"EBBR","LIDF","2.0"
"LSZG","LFOK","1.0"
"EDDT","EFHK","1.0"
"ENZV","EDDF","1.0"
"35AZ","MM69","1.0"
"EKOD","LKKL","1.0"
"EIDW","EGGD","5.0"
"KATL","EHAM","13.0"
"LPPT","EGSS","8.0"
"EDDH","LEPA","4.0"
"WSSS","EKCH","5.0"
"EGJB","EGKK","7.0"
"ESKN","EKRN","1.0"
"KORD","EIDW","8.0"
"EHAM","EGBB","4.0"
"NZAA","YMML","5.0"
"RJBB","05IN","2.0"
"YSSY","RCTP","5.0"
"VTBD","WMKK","1.0"
"ESGG","EDFH","1.0"
"KDCA","CYYZ","7.0"
"EKOD","EDDN","1.0"
"EGNX","EINN","4.0"
"LFPG","EGSS","16.0"
"EDDW","EBKT","1.0"
"LFBO","EGNR","6.0"
"RCTP","KLAX","24.0"
"RCTP","ZGSZ","8.0"
"VHHH","RJGG","1.0"
"LKPR","LQBK","2.0"
"OMSJ","EGLF","1.0"
"SKMA","KMIA","1.0"
"LEMG","EBAW","1.0"
"RPLL","LPBJ","1.0"
"UNNT","LIRP","1.0"
"UUWW","ESTA","1.0"
"LKPR","EGSS","1.0"
"RKSO","RJTA","1.0"
"EDDF","RJTE","1.0"
"OMDB","GOBD","1.0"
"WMKK","LTBW","1.0"
"LEZG","UKKM","1.0"
"EDDF","YSSY","1.0"
"CYYZ","KMIA","3.0"
"LGAV","EDDP","1.0"
"EGPH","EPWA","2.0"
"KOPF","MROC","1.0"
"UAAA","6AK2","1.0"
"WSSL","YPPH","1.0"
"UUEE","LKPR","1.0"
"KTPA","BIKF","1.0"
"LHBP","LKPR","8.0"
"LOWW","ELLX","2.0"
"VHHH","PANC","116.0"
"YSSY","VHHH","28.0"
"LFMI","ELLX","1.0"
"EGCN","EBLG","1.0"
"EDDP","EYVP","2.0"
"CYVR","KLAX","13.0"
"KCVG","CYMX","9.0"
"KSFO","NZAA","2.0"
"EVRA","EYVP","1.0"
"KBOS","CYYZ","10.0"
"EHAM","LSGG","3.0"
"VHHH","EBOS","2.0"
"EBLG","LROP","5.0"
"EDDM","EYVI","1.0"
"VTBS","UUEE","3.0"
"VABB","EBLG","2.0"
"RJTT","KSFO","1.0"
"LTAC","EGCC","1.0"
"EPKK","EDDL","1.0"
"EGGW","LGAV","1.0"
"UKBB","LSGG","1.0"
"LKPD","LJLJ","1.0"
"LKPR","EDDL","1.0"
"EDDF","VHHH","6.0"
"LEBL","KJFK","1.0"
"CYMX","4NY0","1.0"
"RCTP","WSSS","11.0"
"EGSS","VHHH","4.0"
"LEBL","EGLL","8.0"
"RJBB","YSSY","1.0"
"EGSS","EBBR","2.0"
"VHHH","KIAH","1.0"
"KLAX","EBLG","3.0"
"EGGW","KJFK","1.0"
"FABB","EHAM","1.0"
"LDZA","LIRA","1.0"
"RJTT","EDDF","1.0"
"EGCC","LFBD","1.0"
"EPWA","LIMA","1.0"
"LOWW","LSZR","1.0"
"VGTJ","WSSL","1.0"
"CYVR","KPDX","1.0"
"LDZA","EDDK","5.0"
"RJTT","KIAD","1.0"
"UUEE","EDDP","10.0"
"CEB8","12MI","1.0"
"LOWW","EGSS","1.0"
"LTBA","LEBL","3.0"
"EBMB","EDDP","2.0"
"EHAM","EGNT","3.0"
"LFST","EDLN","1.0"
"BIKF","EGCN","1.0"
"RJGG","RKSI","4.0"
"CYUL","EGLL","3.0"
"EHAM","EDDH","1.0"
"WMKJ","RKSI","1.0"
"VCBI","UDYZ","2.0"
"KJFK","EDDP","1.0"
"EDDP","EGAA","1.0"
"CYYZ","KPHL","9.0"
"EGLL","OMDB","7.0"
"CYYZ","KLGA","13.0"
"OMDB","LFPG","13.0"
"SAEZ","SBKP","7.0"
"RCTP","EHAM","4.0"
"EGSS","EDDB","5.0"
"EHAM","SBKP","4.0"
"LEMD","EGLL","18.0"
"EDDK","LFMY","3.0"
"LEMG","EDDF","1.0"
"EPGD","EDDP","5.0"
"SLVR","LFPG","1.0"
"LIBD","LFLY","1.0"
"KPHX","CYVR","2.0"
"LTBA","LKVO","1.0"
"EGGW","LJLJ","1.0"
"RJBB","EDDF","1.0"
"LFBO","EBBR","1.0"
"VTBS","NZCH","1.0"
"LEMD","RKSI","1.0"
"LEMD","LPIN","1.0"
"CYVR","KSEA","35.0"
"VTBS","RJTT","8.0"
"OTHH","YMML","14.0"
"UDYZ","VCBI","1.0"
"PANC","RKSI","59.0"
"EGLF","EGJJ","1.0"
"VABB","OTHH","10.0"
"EDDP","EKBI","5.0"
"LSZH","LIRF","5.0"
"SAEZ","EDDF","2.0"
"EGGW","LROP","19.0"
"LOWW","EDFH","1.0"
"CYYZ","KHPN","1.0"
"EIDW","LPPT","4.0"
"KSEA","CYYC","7.0"
"LFPG","UMMS","5.0"
"EHRD","EICK","1.0"
"UNNT","PANC","2.0"
"UDYZ","LSZH","1.0"
"CYUL","KLCK","1.0"
"KCVG","CYVR","3.0"
"EKCH","WSAP","3.0"
"LTBA","VHHH","2.0"
"LOWW","LEVC","1.0"
"EIDW","EGAC","2.0"
"EDDF","EVRA","2.0"
"VGZR","LTBA","1.0"
"OMDW","EHBK","1.0"
"TVSA","KMIA","1.0"
"ELLX","KSEA","1.0"
"LFML","EDDL","1.0"
"LROP","EHAM","3.0"
"EDDP","WSSS","4.0"
"KMIA","SBGR","13.0"
"VTBS","EBOS","1.0"
"EGPH","OTHH","3.0"
"VHHH","ZUCK","4.0"
"WSSS","VOMM","1.0"
"BIKF","KMIA","1.0"
"EGGW","EHRD","1.0"
"EBBR","EGSS","1.0"
"VHHH","EGCC","1.0"
"LFPB","LJLJ","1.0"
"LOWL","EKBI","1.0"
"48II","CYHM","1.0"
"UMMS","EETN","2.0"
"GOBD","KHPN","1.0"
"ESSA","EKBI","1.0"
"EPGD","EKRK","1.0"
"EDDP","EGGW","13.0"
"LFTW","ELLX","2.0"
"EVRA","LEBL","1.0"
"LSZH","ENGM","1.0"
"LOWW","LEMD","2.0"
"LFPB","LSGG","4.0"
"VCBI","VHHH","2.0"
"LHBP","EHEH","7.0"
"ESSB","LSZH","1.0"
"LFPG","LPBJ","1.0"
"KIAD","EGKB","1.0"
"UNNT","ZGGG","1.0"
"CYUL","KDCA","5.0"
"LFPG","OMSJ","2.0"
"LMML","OMDB","1.0"
"EDSB","LSGG","1.0"
"EHAM","EFHK","1.0"
"UUWW","EDDB","1.0"
"KORD","VHHH","1.0"
"SAEZ","KHHR","1.0"
"ESOW","LKPR","1.0"
"EDDK","LJLJ","1.0"
"LCLK","EGGW","1.0"
"RKSI","UUEE","9.0"
"LSGG","LCLK","1.0"
"EDDK","EYKA","1.0"
"RJTT","RPLL","5.0"
"EGAA","KBOS","3.0"
"ESSA","EFHK","24.0"
"UUWW","LMML","1.0"
"CYVR","RKSI","8.0"
"LROP","LSZH","1.0"
"LIMC","EDDV","7.0"
"LSZB","LFLY","1.0"
"EDDL","LEPA","5.0"
"RPLL","OTBK","1.0"
"CYHM","OI41","3.0"
"KCXY","CYOW","1.0"
"LDZA","EBBR","2.0"
"LFPG","SBGR","3.0"
"EDDT","EHAM","3.0"
"CYVR","KPHX","2.0"
"BIRK","KORD","1.0"
"KSDL","CYLS","1.0"
"WN35","CYNJ","10.0"
"EDDP","ESSA","5.0"
"LIMC","OTHH","7.0"
"VTBS","UNNT","5.0"
"EGLL","RJTT","11.0"
"LTBA","OTHH","4.0"
"LIRF","EDDF","13.0"
"LFPG","KORD","6.0"
"OMAM","OTBH","2.0"
"EPWA","EGPK","1.0"
"EHAM","KLAX","4.0"
"EFHK","LEPA","1.0"
"EBLG","LEMD","4.0"
"EBLG","LEBL","5.0"
"KBLI","CYPK","1.0"
"KDOV","EGVN","1.0"
"RJTT","WSSS","6.0"
"VTBS","OMDW","2.0"
"EPWA","RKSI","1.0"
"PANC","RJGG","1.0"
"OTHH","VECC","1.0"
"FACT","EDDM","1.0"
"KAKR","CYHM","3.0"
"KMIA","EGLL","8.0"
"EGKK","UMMS","4.0"
"CYYZ","KTEB","5.0"
"NC63","MDSB","1.0"
"LOWS","EDDL","3.0"
"YMML","WSAP","4.0"
"EDDK","EBBR","4.0"
"SBGR","KORD","1.0"
"PANC","WSAP","1.0"
"LIMC","EDDL","2.0"
"LFBD","LEMD","1.0"
"VTBD","RCTP","1.0"
"EDDK","EPPO","1.0"
"VTBD","EDDN","1.0"
"OTHH","LKVO","1.0"
"EDDF","LEJR","1.0"
"KNGU","EDFH","2.0"
"LSGG","EHAM","4.0"
"OMDB","EHAM","7.0"
"MROC","CYYZ","3.0"
"LFPG","EINN","1.0"
"OMSJ","LGIR","1.0"
"KEWR","EBBR","3.0"
"ELLX","LGAV","1.0"
"LKMT","LFPG","1.0"
"LFPG","KPHL","1.0"
"EETN","EGWU","1.0"
"EBBR","KEWR","2.0"
"EBAW","EGKB","1.0"
"OMSJ","VABB","1.0"
"EDDM","BIKF","1.0"
"EGLL","ENGM","2.0"
"UMMS","EHAM","3.0"
"RCTP","RKSI","31.0"
"LROP","EHEH","6.0"
"EGLF","LEMG","2.0"
"EDDF","LEBL","7.0"
"RPLL","RJAA","2.0"
"EGLL","LHBP","5.0"
"OMDW","EDJA","1.0"
"EGLL","EDDK","1.0"
"OMAF","EDFH","1.0"
"EGKB","LEMG","1.0"
"RJTT","VHHH","1.0"
"FABB","EBMB","1.0"
"LFPG","VHHH","3.0"
"EDDF","LTBA","10.0"
"EKCH","EGNX","4.0"
"EGJJ","EPWA","1.0"
"KMCI","EHAM","1.0"
"YMML","VCBI","3.0"
"KLAX","EDDF","8.0"
"OTHH","EINN","1.0"
"RKSI","UUDD","9.0"
"EDDK","LTBA","5.0"
"KBWI","ETAR","3.0"
"VHHH","VECC","2.0"
"LSZH","LICJ","1.0"
"KHSV","EGSS","1.0"
"EGGW","UUWW","1.0"
"LEVC","LFNR","2.0"
"EDDF","EGNX","1.0"
"ESSA","KEWR","2.0"
"KJFK","EBMB","1.0"
"VHHH","KJFK","1.0"
"EPWA","UKBB","1.0"
"KPOB","EGUN","1.0"
"EGNX","EBLG","6.0"
"EGSS","LFPB","1.0"
"LSZH","LKPR","1.0"
"OMDB","OBBI","23.0"
"EDDK","EGNX","25.0"
"EDDK","LPPR","5.0"
"EDDL","LFPB","2.0"
"CYVR","KSDF","5.0"
"EBOS","VHHH","1.0"
"LIRF","SBGR","2.0"
"LEMD","VIDP","1.0"
"LICJ","LTBA","1.0"
"OMDB","VTBS","1.0"
"LFPG","LDZA","1.0"
"LEBL","SBGR","2.0"
"EPWA","VTBS","1.0"
"EGNX","LHBP","1.0"
"EHBK","OMDB","1.0"
"LIME","LFML","1.0"
"LFPG","RCTP","4.0"
"LIRF","EHAM","1.0"
"PANC","CYYZ","1.0"
"LOWW","EDDL","7.0"
"OMDB","EBBR","4.0"
"KEWR","CYYZ","13.0"
"EVRA","EYKA","1.0"
"KLAX","CYYZ","8.0"
"KORD","EBOS","1.0"
"KONT","RCTP","1.0"
"EDDM","EKCH","1.0"
"EGKK","LEBL","2.0"
"LROP","OTHH","3.0"
"OTHH","EBBR","7.0"
"LSPF","EDSI","1.0"
"CYYZ","FA37","2.0"
"OTBD","LSGG","1.0"
"LEBL","ESSB","1.0"
"EGLL","EDDH","2.0"
"EGLF","SBGL","1.0"
"LOWS","LEBL","1.0"
"LTBA","LOWL","1.0"
"EINN","ENGM","1.0"
"EYVI","EHAM","1.0"
"EGCC","EKBI","1.0"
"EDDC","LFEU","1.0"
"YMML","NZAA","6.0"
"KDTW","CYUL","6.0"
"WMKK","ZGGG","9.0"
"LFPG","LROP","1.0"
"LIMC","EDDP","5.0"
"EBBR","OBBI","2.0"
"LEBL","EDDL","4.0"
"LSGG","EDDN","1.0"
"EGSS","07KY","1.0"
"LEMD","KMIA","5.0"
"EGSS","K7L8","2.0"
"EDFH","LEZG","2.0"
"EDDK","EKCH","4.0"
"EBLG","EINN","1.0"
"KSRQ","TBPB","1.0"
"NZAA","KSFO","1.0"
"OTHH","LROP","3.0"
"LLBG","LBWV","1.0"
"EYVI","LKPR","1.0"
"EDDP","LSZH","1.0"
"KLAX","RKSI","43.0"
"LLBG","LPBJ","1.0"
"LSZH","EPGD","1.0"
"EGLL","KJFK","25.0"
"UNNT","VTBS","7.0"
"CYVR","KPIE","1.0"
"EKRK","EGPH","1.0"
"EGSS","UAAA","1.0"
"OA16","RKSI","1.0"
"MMTJ","KORD","1.0"
"RJTT","KSEA","1.0"
"DAAG","EDDM","1.0"
"EGLF","KBOS","2.0"
"LIPE","UUWW","1.0"
"OTBH","EDFH","1.0"
"GOBD","OMDB","1.0"
"UKBB","LHBP","2.0"
"LOWW","LFPG","2.0"
"DAAG","EGKR","1.0"
"EPWA","EGJJ","1.0"
"EKRK","EDXJ","1.0"
"VTBS","LSZH","4.0"
"KJFK","EBBR","3.0"
"RKSS","RJTE","1.0"
"LSGG","LROP","2.0"
"ELLX","KJFK","2.0"
"EGKB","EDDS","1.0"
"EDDK","LIMC","6.0"
"LMML","LIME","2.0"
"ETNW","EYRU","1.0"
"VTBD","RJAA","1.0"
"ZGSZ","VIDP","1.0"
"EFHK","RKSI","2.0"
"LPPR","LEMD","4.0"
"RCTP","YBBN","5.0"
"EGJJ","EGHI","1.0"
"CYYZ","OTHH","1.0"
"LSGG","LFLO","1.0"
"VIDP","EDDP","1.0"
"EGLL","EPWA","29.0"
"EGLL","LDZA","4.0"
"SKBO","KLAX","7.0"
"UMMS","LFPG","6.0"
"LRBS","LKPR","1.0"
"LKPR","VTBT","1.0"
"UUWW","ESSA","6.0"
"KMSP","CYWG","3.0"
"SAEZ","UT13","1.0"
"EGCC","LEMG","1.0"
"EPWA","LSZH","3.0"
"LEMD","LMML","1.0"
"EDDK","LFNR","2.0"
"RKSI","LIMC","1.0"
"CYOW","KHPN","1.0"
"KBED","CYUL","1.0"
"EBKT","LFPB","1.0"
"EPPO","ETAR","1.0"
"EDDL","EBMB","1.0"
"CYHM","KBKL","1.0"
"EDDB","EPWR","1.0"
"CYYZ","EDDF","9.0"
"EIDW","LSZH","3.0"
"WSSS","VMMC","1.0"
"LPPT","EHAM","3.0"
"EDDP","LROP","5.0"
"EDDK","ESMS","9.0"
"UUEE","LFPG","1.0"
"LJLJ","EBLG","1.0"
"VCBI","UUEE","1.0"
"RJTT","KJFK","1.0"
"UMMS","LSZH","1.0"
"EDFH","SC32","1.0"
"SKBO","LEMD","2.0"
"EHAM","EGPG","1.0"
"ESSA","VTBD","1.0"
"EHAM","EDRY","1.0"
"EDDK","20II","3.0"
"LIMC","EGNX","11.0"
"LYBE","LROP","1.0"
"LEMD","LFPG","13.0"
"EIDW","LPPR","3.0"
"CYYZ","KDCA","7.0"
"35AZ","MMNG","1.0"
"MMNG","KTUS","1.0"
"EHAM","EGCC","5.0"
"YBBN","EDDF","1.0"
"CYVR","KDEN","1.0"
"ESSA","LPPT","1.0"
"SKBO","SBKP","1.0"
"EDDL","LIMC","2.0"
"EGSS","LIRA","1.0"
"RPLC","ZGSZ","4.0"
"LEMU","EPWA","1.0"
"RPLL","WBSB","2.0"
"LTBA","EDLP","1.0"
"EDDM","EHAM","1.0"
"EDLN","EHGG","1.0"
"LTBA","EBMB","2.0"
"NZAA","WSAP","2.0"
"LROP","LTBW","3.0"
"EDDK","LDZA","5.0"
"LOWZ","LFMN","1.0"
"EGGD","LFML","1.0"
"YBBN","WSAP","1.0"
"LPFR","EGKK","1.0"
"LKPR","EKCH","1.0"
"EGKK","LEMG","1.0"
"UAAA","OTHH","1.0"
"EFHK","EGLL","14.0"
"VHHH","YMML","6.0"
"LFML","EDDP","6.0"
"LFOT","LSGG","1.0"
"LTBA","KJFK","4.0"
"KSDL","CYYJ","1.0"
"LPFR","EDDL","2.0"
"OTBH","OMAF","1.0"
"LFPG","SBGL","1.0"
"EBCI","EIDW","1.0"
"EGKB","LPPT","1.0"
"RPLL","RJTT","4.0"
"KJFK","EGLL","24.0"
"LKMT","LFPO","1.0"
"ESSB","EFHK","1.0"
"EDDF","OTHH","31.0"
"RJGG","WSSS","1.0"
"CYEG","WN35","1.0"
"KBOS","LSZH","1.0"
"RKSI","RJBB","19.0"
"EDDP","OTBH","1.0"
"LIME","LFBO","1.0"
"LYBE","UUWW","1.0"
"MMTJ","KSAN","3.0"
"DAAG","LSZH","1.0"
"LOWL","LSGG","1.0"
"LSZH","EBAW","1.0"
"CYYZ","KSAN","1.0"
"KEWR","LLBG","1.0"
"SBKP","SKBO","2.0"
"LSZH","EFHK","1.0"
"KORD","BIKF","1.0"
"LIPL","LSZA","1.0"
"LFRS","EIDW","2.0"
"LFLL","EDDP","6.0"
"UUDD","EHAM","2.0"
"EFHK","UMMS","1.0"
"EBBR","OMDW","3.0"
"OMSJ","LSGG","1.0"
"VAJJ","EDDK","1.0"
"PANC","EDDK","2.0"
"BIKF","LFPO","1.0"
"ELLX","EGNS","1.0"
"EDDL","LPPT","3.0"
"89IN","EGSS","1.0"
"EBLG","KORD","1.0"
"LSGG","LGAV","1.0"
"EDDC","LFJL","1.0"
"RKSI","KIAD","3.0"
"LSGG","EGGW","1.0"
"WSSS","WBSB","2.0"
"EBLG","LHBP","1.0"
"OTHH","KATL","1.0"
"CYUL","KIAH","2.0"
"LIMC","KORD","3.0"
"EBBR","EGNX","10.0"
"EGKK","EGJB","6.0"
"CYHM","OI32","5.0"
"EICK","EGLL","6.0"
"OBBI","EDDF","2.0"
"EFHK","EPWA","1.0"
"KSFO","EDDF","1.0"
"KCVG","EBBR","7.0"
"LFPG","LSZH","3.0"
"WN08","CKA8","1.0"
"KMIA","SBRJ","1.0"
"WSSS","OMAA","2.0"
"EBMB","EHAM","2.0"
"LTBA","LLBG","1.0"
"EIDW","EDDM","3.0"
"KLAX","LTBW","1.0"
"LYBE","LQJL","1.0"
"EDDK","EPKT","6.0"
"CYYZ","MROC","1.0"
"UNNT","LIRF","2.0"
"UUEE","WSAP","1.0"
"UDYZ","LKKL","1.0"
"KDFW","EGPK","1.0"
"VIDP","WMKK","1.0"
"EINN","OEDR","1.0"
"CYYZ","KMZJ","1.0"
"LTBA","LICJ","1.0"
"LEAL","EDDL","2.0"
"CYOO","K76G","1.0"
"EGLF","EDDW","1.0"
"LSZH","RKSI","1.0"
"LEMG","UUEE","1.0"
"VHHH","ELLX","11.0"
"LFPG","EDDK","21.0"
"OBBI","LFPG","1.0"
"EDDM","LEMU","2.0"
"KFXE","TBPB","1.0"
"EDDL","LIRF","1.0"
"EHAM","EBBR","4.0"
"CYYC","KSEA","6.0"
"LIMC","LZIB","1.0"
"CYYZ","KBKL","2.0"
"KJFK","LFPG","5.0"
"LFPG","LOWW","2.0"
"RKSI","EDFH","1.0"
"K7L8","CYHM","5.0"
"EDDK","KMIA","3.0"
"EINN","EDDN","2.0"
"VTBD","VCBI","2.0"
"EFTP","EDDN","1.0"
"EBAW","LEJR","1.0"
"WBKK","RKSI","1.0"
"LSZH","EGCC","2.0"
"UUDD","LIMC","2.0"
"LHBP","UAAA","1.0"
"RJTT","RCSS","9.0"
"ENGM","OTHH","10.0"
"EGNX","EDDP","43.0"
"LFPG","KLAX","5.0"
"EPWA","EIDW","4.0"
"OMDB","LEMD","3.0"
"EDDF","OMAA","1.0"
"KCVG","RKSI","11.0"
"RKSI","WSSS","11.0"
"EFHK","ENGM","1.0"
"EIDW","LEVC","2.0"
"VHHH","CYVR","5.0"
"EGNX","EHAM","4.0"
"KSEA","CYYJ","4.0"
"EPWA","BIKF","2.0"
"EDFH","KPSM","1.0"
"EGVN","KLSV","1.0"
"RCTP","RJAA","2.0"
"CYUL","KGRB","1.0"
"LGAV","LSGG","1.0"
"SLVR","KTMB","1.0"
"EGGD","LEBL","1.0"
"YSSY","WSSS","15.0"
"LIRF","LFPG","10.0"
"ELLX","KEYE","1.0"
"LFPG","LIMC","6.0"
"OMDW","VHHH","18.0"
"ESSA","LFPG","7.0"
"TXKF","KEWR","5.0"
"EHAM","EGPH","4.0"
"KATL","EBLG","3.0"
"VABB","OMAA","1.0"
"EGSS","KSDF","4.0"
"SBGL","KATL","1.0"
"LFPO","LEMD","4.0"
"YSSY","EDDF","1.0"
"BIKF","KOPF","1.0"
"EGGW","ESSB","1.0"
"CYVR","KHHR","1.0"
"EIME","LSZH","1.0"
"EFHK","LZIB","1.0"
"KBLM","CYYZ","1.0"
"LEBL","EGKB","1.0"
"RJTT","KYIP","1.0"
"CYHM","73OI","1.0"
"EPWA","EYRU","3.0"
"EDDS","BIKF","1.0"
"EHAM","EGPK","1.0"
"EHAM","EGKB","4.0"
"CYYZ","KBOS","10.0"
"EYVP","EDDP","1.0"
"LFBO","EDDW","3.0"
"KSEA","EGLL","7.0"
"LSGG","LFPG","2.0"
"KDTW","CHF2","3.0"
"EBLG","FAGM","1.0"
"VCBI","OMDB","1.0"
"KATL","LTBA","2.0"
"EIDW","LEMD","4.0"
"EDDN","LEBL","2.0"
"LEZG","KJFK","1.0"
"LSZH","EDDV","1.0"
"EKSB","EGLF","1.0"
"UKKM","UAAA","1.0"
"OTHH","VHHH","25.0"
"KSEA","CYVR","34.0"
"YPPH","OTHH","11.0"
"MM38","KMFE","1.0"
"VTBS","WMKK","2.0"
"UUEE","EHAM","6.0"
"CYYZ","KSFO","8.0"
"UKBB","EDDS","1.0"
"VOBL","OTHH","6.0"
"LEBL","OTHH","4.0"
"KCVG","EGLL","2.0"
"CYVR","60CO","3.0"
"LFPB","LOWW","1.0"
"RPLL","RJFF","1.0"
"LPFR","EDDM","1.0"
"LROP","EDDF","1.0"
"LTBA","KORD","3.0"
"EDDK","KATL","1.0"
"LIRF","OMDM","1.0"
"GMMN","OTHH","1.0"
"EDDL","EGLL","7.0"
"ZGSZ","LEMD","2.0"
"LFPG","LEBL","9.0"
"MROC","EDDF","2.0"
"CYHM","KSDF","6.0"
