"Source","Target","flights_count"
"EDDF","WSAP","4"
"LJLJ","EFHK","3"
"VHHH","VABB","2"
"EETN","LMML","1"
"KBNA","EGLL","2"
"OLBA","LSZH","2"
"EFLP","LIME","2"
"EDDK","ZGSZ","2"
"EDTY","EGKB","1"
"LRCV","EDDK","1"
"EDDF","VMMC","1"
"OMDB","KLDJ","3"
"ESKN","LROP","1"
"EBBR","LLSD","1"
"WIII","VTBD","5"
"EETN","EGPH","2"
"KHPN","EDNY","1"
"LIBD","EPGL","1"
"LEMG","EDWQ","1"
"EDDB","LFHN","1"
"RKSS","RJTK","26"
"RKTN","RJFF","1"
"LEMD","KFLL","2"
"LSZH","LOWW","74"
"CYYZ","EGLL","38"
"EPWA","LHTM","2"
"EIDW","LPFR","35"
"EPGD","LILV","1"
"LEBL","LTBW","5"
"KORD","CYYZ","80"
"VOMM","VMMC","1"
"LIRF","VIDP","10"
"EBCI","LFMU","2"
"LFBD","EGKK","26"
"EDDT","ELLX","14"
"EPWA","LFBD","2"
"EDDS","UUEE","12"
"EGGW","LLSD","1"
"K9X1","EGLL","1"
"KJFK","SAEZ","17"
"LFPG","EETN","3"
"EDPK","LOIK","1"
"LPFR","EGPF","7"
"UUWW","EDDF","1"
"LFOT","LSGS","1"
"LIRF","KPHL","7"
"KJFK","OTHH","11"
"EBBR","LIML","33"
"UUDD","OMDW","4"
"EGPK","LFPG","2"
"YBBN","VHHH","8"
"LOLO","EDDF","10"
"LEMD","LIDW","1"
"EDLV","LFMU","1"
"EIDW","LIDH","1"
"VHHH","RJTK","8"
"EDLW","LOWW","6"
"EIDW","LIMB","1"
"DAAG","CYHU","3"
"WMKK","PANC","1"
"CYYZ","ZBAA","2"
"OMSJ","EDDF","1"
"EDDB","LEAL","3"
"OTHH","ULLP","2"
"LRBS","LTBA","1"
"EBKT","EGLF","1"
"EHRD","EDDM","1"
"OMAA","LTBA","3"
"LEBB","LPPT","4"
"EBBR","DAAG","3"
"LZIB","LWSK","1"
"EINN","KSFM","1"
"CYYZ","KPWK","1"
"EGKK","LTBS","3"
"CYUL","KDAL","1"
"LCLK","EGLL","1"
"LEMP","EGBB","2"
"LKPR","LGAV","4"
"KFTY","EHAM","1"
"LEMD","LIPS","1"
"CYVR","VMMC","1"
"RPLL","RJTT","3"
"LZIB","EGBB","3"
"EGNX","LFPB","1"
"ESKN","EBCI","3"
"LFRS","DAAG","2"
"LZIB","LIML","1"
"DAAG","EDBL","1"
"RJTK","EHAM","1"
"RKSG","KSUU","1"
"LFPG","LILV","1"
"KDEN","EGKK","3"
"LLBG","EFHK","1"
"OMDB","EDCT","1"
"OMAA","YBBN","1"
"LWSK","OTHH","1"
"LGRP","EBMB","1"
"LFLS","EGGD","1"
"LEMG","EBLG","2"
"LFLY","LEMD","1"
"EPKK","EDDM","2"
"LFMI","EHEH","1"
"KORL","EIWT","1"
"EDDN","EPWR","1"
"EDFH","KGSP","1"
"EGLL","8TX7","1"
"EBCI","LILV","1"
"EKGR","ENGM","1"
"FATA","EHAM","1"
"LFPO","LPPT","47"
"EKCH","LFBD","3"
"ELLX","LIML","11"
"KEWR","EGCC","8"
"EDDV","LOWW","24"
"RJBB","WMKK","17"
"UUEE","EPWA","30"
"LZIB","EDCT","4"
"LHBP","LIBD","5"
"CYUL","KBED","1"
"ENVA","EHAM","5"
"LFPO","LIML","23"
"LIRF","LKKL","12"
"EGSS","EDDH","14"
"YBBN","WIDD","15"
"EBCI","LDPL","1"
"LSGG","EGGD","19"
"EDDM","LSZH","38"
"FABA","OMDB","13"
"EHAM","ESCF","1"
"EBAW","LOIR","1"
"EGLL","EDDK","19"
"EGLL","VOMM","7"
"LPPT","EGCC","18"
"RKSI","EDDM","5"
"EGWU","LE85","1"
"EGLL","LHBP","31"
"EDDS","EGKK","10"
"OERK","OMAA","5"
"BIKF","EPCH","1"
"LSPL","EDTF","1"
"SBGL","EHAM","4"
"OMSJ","OEDR","6"
"EGNT","LFPG","4"
"LFLL","EDDK","5"
"EDDF","KHHR","6"
"OMDB","OEAH","1"
"CYYZ","4GA6","7"
"LIEA","EDFH","2"
"EGKK","KLAX","2"
"LICZ","LEMD","1"
"LSGG","LFLP","1"
"ZBAA","LFPG","1"
"EIWT","EBMB","1"
"LIRP","EDDF","3"
"LFLY","EBCI","1"
"LFRN","LEMD","3"
"LIBD","LROP","6"
"LEBL","LIRU","1"
"EGGW","EPKM","2"
"EGPH","KPHL","5"
"LIMB","LSGG","1"
"EVRA","EIDW","5"
"LFPB","KSAV","1"
"LEMD","EGVN","1"
"LEBL","LFRI","1"
"EGHH","EHRD","1"
"UUDD","LFNR","1"
"LKPR","ZBNY","1"
"LMML","EICK","1"
"LEMD","LFMY","6"
"LFBD","KHPN","1"
"VOBL","EHRD","1"
"VHHH","EDDM","1"
"ESOW","EGSS","4"
"LFEJ","UKKM","1"
"LFPG","DTTJ","1"
"KLAX","EIDW","4"
"LPPT","LIRE","1"
"SLLP","KIAD","1"
"EBKT","LSGS","1"
"EIWT","LHBP","1"
"EGPH","OTBD","1"
"ETAR","ENVA","1"
"ZBAA","LTBA","1"
"LHBP","LIPS","2"
"EBLG","LIML","1"
"LCLK","ULLP","1"
"EIDW","EDDH","14"
"LIMC","EDDB","14"
"EHAM","LPPT","29"
"LGIR","EPKT","1"
"VOBL","OTBK","2"
"EHAM","LSGG","35"
"EGCC","EIWT","27"
"LIML","EGGW","4"
"LIRF","EPWA","16"
"LPFR","EGBB","16"
"EGJJ","EGCN","1"
"LEBL","LIPM","7"
"LPFR","EIDW","21"
"UUEE","LEMG","8"
"VIDP","UTTT","2"
"ESGG","EDDS","3"
"EPWR","EDDF","4"
"LFPG","EGGD","7"
"KPBI","EGLF","2"
"LFPG","ENGM","10"
"EGNV","LSGG","1"
"LMML","LIRF","5"
"EDDF","DTTA","1"
"VTBD","WMKJ","1"
"ESSB","LMML","1"
"EDVR","EPWA","1"
"LMML","LHBP","1"
"CYHM","OA16","1"
"CEF4","KLAX","1"
"VOBL","VHHH","15"
"LIPV","LEMD","1"
"EGKK","OTHH","8"
"EDFH","LIRP","1"
"KDWH","NZAA","1"
"LOLE","EDDF","5"
"EHAM","LIMN","3"
"EHAM","CYHU","4"
"EPWA","ULLI","1"
"EPKT","EGPF","1"
"LFPO","LOWW","4"
"ENGM","EPGD","3"
"ETNL","EFTU","1"
"LSZH","LICJ","2"
"EPMO","LIRU","3"
"LPPT","EDAM","1"
"LMML","LFPG","2"
"OPKC","OERT","1"
"LSGG","EDDK","2"
"LIMC","LPFR","2"
"LHBP","ULLP","1"
"VOBL","EDAM","4"
"CYVR","ZBAA","2"
"EINN","KLDJ","2"
"LLBG","KSFO","1"
"TBPB","KTEB","1"
"LIRP","LEAP","1"
"LZIB","ELLX","1"
"EHAM","EDVL","1"
"LBSF","EBMB","1"
"LDZD","EHEH","1"
"LGIR","EINN","1"
"EDDF","LDPL","1"
"KDAL","ESSB","1"
"EGCN","EPGD","1"
"EFHK","LPFR","1"
"LEAL","LGAV","1"
"EBAW","LFST","1"
"UUWW","LEMD","1"
"EPGD","EDDM","1"
"UKBB","LSGG","1"
"CYVR","RKSI","17"
"LEMG","UUEE","11"
"LRCV","LEBL","1"
"LIRA","EDLV","3"
"EGCC","EIDW","44"
"RKSI","VIDP","12"
"UUEE","KORD","7"
"EGBB","EIDW","47"
"EGCC","LEBL","30"
"EGLL","KDEN","14"
"LKRA","LOLE","1"
"LIRP","EGGD","4"
"KJFK","CYUL","20"
"EGPF","LEAL","14"
"LEZL","EGSS","9"
"KMDW","EGSS","1"
"EHAM","KSAT","1"
"LMML","LWSK","1"
"EDDF","CYUL","5"
"EDDH","LIMC","11"
"LIML","EGLL","56"
"ESGG","EGSS","9"
"EHAM","UKBB","14"
"UKKK","EDDK","3"
"OTBH","OMDW","3"
"EGGD","EIME","1"
"LROP","EDDK","4"
"LFOB","LIRP","4"
"LBSF","LEBL","1"
"EDDL","OMAA","3"
"EYVI","LFPG","1"
"LEZL","LPPT","11"
"EDDL","KPHL","1"
"KEWR","OMDB","4"
"EPKK","LEMD","1"
"LIMC","SBGR","7"
"RJBB","KLAX","6"
"EHRD","EDDF","1"
"LBWN","EFHK","1"
"UKBB","LKHV","2"
"LSGG","BKPR","1"
"LIMC","EGGP","3"
"EGNX","LIQL","1"
"KSEA","VMMC","1"
"LPFR","LFOB","4"
"ETSI","LEBL","1"
"EKCH","LDZA","4"
"KLAS","CYMX","1"
"EIDW","OTBD","3"
"CYOW","EGGW","1"
"KHND","CYVR","1"
"LSZH","LIME","1"
"TXKF","KOWD","1"
"EDFM","LOLW","1"
"VTBD","LGAV","1"
"EHAM","OERK","1"
"EDCT","VTBS","1"
"LFRS","EHAM","7"
"LKPR","EIWT","3"
"VHSK","VMMC","2"
"EVRA","EPGD","1"
"LWSK","EDJA","1"
"EGNX","LGKR","1"
"EBBR","LIPV","4"
"UUWW","LKPD","2"
"LEMP","EBCI","2"
"EGJJ","LFHN","1"
"ESSA","LOWS","1"
"LPAR","GOBD","2"
"CYUL","KIAH","2"
"EGLL","LFMN","1"
"EDDB","LFPB","3"
"EGNM","LIMA","1"
"LEZL","LFER","1"
"CEF4","KHHR","1"
"LIMC","LKBU","1"
"UKHH","EDLW","1"
"EGLF","LIRQ","1"
"YWLM","KLFI","1"
"LSZH","ESMT","1"
"LOWW","EBBR","19"
"LSZH","EDDS","15"
"ZGSZ","WMKK","32"
"LEBL","CYYZ","4"
"EDDH","LOWW","64"
"EGNS","EIDW","7"
"OMDW","VOBL","2"
"KBAK","EDDM","1"
"EBCI","LPAR","4"
"CYYC","KJFK","5"
"OLBA","LTBA","14"
"CYUL","KDFW","11"
"LEMG","EGGD","23"
"71KY","EDAM","9"
"SAEZ","KORD","1"
"EGLF","LSGG","4"
"EHTW","EGWU","1"
"EPMO","EIDW","5"
"CYOO","KTEB","2"
"KIAH","EBLG","1"
"LIMC","EGCC","8"
"MMMX","KIAH","8"
"CYOW","EGLL","6"
"LIRQ","LEMD","3"
"02XS","EGKK","2"
"LZIB","EPWR","1"
"UKBB","LKKL","5"
"ESGG","LIRA","2"
"LEMG","LFMV","1"
"LPFR","LFBO","3"
"EICK","LEAL","1"
"LSGG","OLBA","5"
"VIDP","VNKT","16"
"LEBL","EGPK","6"
"EDDM","LE85","1"
"KMCI","CYYZ","8"
"LFBD","EGCC","4"
"LIEO","UUWW","2"
"CYUL","KMSP","2"
"EDDB","UUWE","1"
"LEMG","LKKL","3"
"EGKB","LFPB","7"
"EDDF","LFPB","2"
"ESMH","EKOD","2"
"LGAV","EDTB","1"
"LKHK","EPZB","1"
"LSZA","EDDM","1"
"LEVT","EGNX","1"
"OMDW","EDDS","1"
"KFLL","TBPB","6"
"CYKF","KBKL","1"
"LBWN","UUDD","2"
"UKKK","LYBT","1"
"BIKF","EHGG","1"
"BIKF","EGPT","1"
"EHAM","OERT","1"
"LGAV","EFHK","1"
"LIPH","EBCI","2"
"LIRQ","EGKK","2"
"EHBK","LEBL","2"
"FAGM","OMDB","2"
"MA43","CYYZ","1"
"LSZL","EDTD","1"
"LKMH","ESSE","1"
"EGNX","BIKF","4"
"KBLI","CCI9","1"
"EPWA","LFPG","40"
"EVRA","EFHK","25"
"EDDF","OERK","6"
"KSFO","CYVR","39"
"EDDF","LEBL","62"
"UUEE","LEAL","6"
"EGGW","LFNR","3"
"EGKK","LFLS","19"
"EGGW","LFPB","9"
"EDFH","RKSI","3"
"LRCK","ETOU","1"
"UUDD","LPAR","3"
"EDAQ","EPWA","2"
"EDDF","EGLC","31"
"LHBP","EHAM","28"
"EDDT","LGPZ","1"
"LHBP","UKKK","4"
"LIRQ","EDDF","6"
"ENVA","ESSA","13"
"EGGW","EPGD","3"
"BIKF","CYYZ","7"
"EDDV","EPWA","10"
"EHAM","BIKF","7"
"EHEH","LEMG","11"
"KIAH","CEF4","2"
"EBCI","LGAV","6"
"LIME","LHBP","8"
"EGKK","LFRZ","1"
"EDDK","EGGD","4"
"LIRP","UUWW","1"
"KLAS","SBGR","1"
"LOWW","ZGSZ","1"
"EBBR","KLDJ","3"
"YMML","VIDP","3"
"EFTP","ESSA","14"
"LBSF","EDDF","6"
"EDDM","OMDW","1"
"VOBL","VNKT","1"
"EPWR","EGAA","1"
"EDDF","LTAB","1"
"LJLJ","EDDB","2"
"UAAA","LSGG","1"
"LFMA","LTFJ","1"
"LIRF","SBRJ","1"
"LIEO","EGLF","1"
"LKPR","LFOB","3"
"SUMU","KOPF","1"
"LHBP","EKVD","3"
"EDTZ","LSZV","1"
"LEAL","LIPU","1"
"LKPD","ULLP","1"
"EBCI","EDRZ","1"
"EPRJ","EGCC","1"
"KSJC","RJTK","1"
"54II","CYHM","1"
"EHEH","EYVI","1"
"KIAD","SLLP","1"
"LEZG","LFOB","1"
"KRYY","CLB2","1"
"LHBP","OTBD","2"
"LYBE","EDJA","1"
"EGGW","BKPR","1"
"LGKN","KLDJ","1"
"RPLL","RCDI","1"
"YMML","LKSN","1"
"EGNX","LMML","1"
"LIRP","ENGM","1"
"LFPV","EGTR","1"
"OMAA","UUDD","1"
"LIMC","LPAR","17"
"KSMO","CYVR","1"
"LOAV","EDMV","1"
"LPFR","EGCC","35"
"EBBR","RKSI","4"
"ESGG","EGLL","20"
"UUEE","EDDM","28"
"EKCH","LIPU","6"
"LEMD","KOPF","15"
"EFHK","LSGG","6"
"LKVO","EFHK","9"
"LSZH","LKPR","6"
"LDZA","EBMB","4"
"LEBL","EICL","1"
"LTFJ","UGTB","1"
"LRCV","LIRA","2"
"RKSI","EDDK","4"
"KLAS","CYUL","6"
"EIDW","EBMB","17"
"EGSS","LTBW","4"
"OBBI","EGGW","2"
"VHSK","WMKK","3"
"EGKB","LIML","3"
"LOWS","LTBW","3"
"EDDV","OMDW","2"
"LDZA","EDDS","5"
"LKVO","EPKT","1"
"ESSA","VIDP","3"
"EGSS","OTBD","1"
"RPLC","OTHH","4"
"EHRD","LPFR","9"
"LJLJ","UUEE","7"
"LROP","EKCH","4"
"LIME","EDCT","6"
"EDDV","LTFJ","6"
"LDSR","ENSI","1"
"LFBO","EGSS","14"
"ESKX","LEAL","2"
"LFMV","EDMO","1"
"LEZL","ELLX","2"
"VHHH","EIDW","2"
"EDAM","LFLL","3"
"EGAA","LILV","1"
"EGNX","EPLE","1"
"LIMC","LKPR","5"
"EDJA","EIDW","1"
"LKPR","LILV","1"
"LOWW","LKKL","1"
"EPKK","EGSS","3"
"EDTU","LOLW","1"
"RJTT","LSGG","1"
"VHHH","LIRF","1"
"RJOO","8TX7","2"
"ZBAA","LIMC","1"
"LSZH","OMAA","1"
"EBBR","EYVI","2"
"EPMO","EGNP","1"
"EBAW","EGGP","1"
"EDJA","LIEA","2"
"EGKK","LIAU","1"
"VOBL","OMAD","2"
"EIME","LIRA","1"
"EBBR","LFFI","1"
"CYPK","WN08","1"
"LIRF","KFLL","1"
"EHAM","LIMJ","1"
"LOWW","LICC","1"
"CYYC","KSUS","1"
"EGGW","EDNY","1"
"EDQO","EHBD","1"
"VHHH","KSEA","1"
"EGLC","LFHN","2"
"EDDS","LGTL","1"
"EBKT","LPCS","1"
"EGNX","LFEB","1"
"LEJR","EDDL","7"
"LIRF","EFHK","18"
"LIRF","EBBR","21"
"EINN","KEWR","4"
"LFPG","EGGP","7"
"EPWA","LDZA","8"
"LOWW","EDDM","54"
"EGBB","EDDF","23"
"LIME","ESKN","5"
"EGBB","EGJB","2"
"UUDD","LGAV","4"
"RJTT","VTBS","12"
"DAAG","LEAL","14"
"LIML","EDDF","44"
"EHAM","EPWA","37"
"RJTT","RKSI","15"
"EGKK","EDDS","10"
"EDDV","LHBP","4"
"VHHH","RPLL","30"
"KIAH","SBGR","2"
"OMDB","LOWW","14"
"YMEN","RCSS","1"
"EDAM","LGAV","4"
"LFBD","EGGD","5"
"VTBD","VHHH","8"
"LGIR","LSGG","3"
"EDDM","EGBB","18"
"LEMG","EIWT","16"
"LIDW","EHAM","1"
"KSEA","BIKF","7"
"EBBR","LROP","12"
"RCTP","YMML","3"
"KDFW","YSSY","6"
"LDSR","EGKK","6"
"EHAM","FAGM","2"
"LKVO","EDDH","4"
"KPWK","CYYZ","1"
"LFBD","LKRY","1"
"LPAR","KOPF","1"
"VABB","LFPG","8"
"SAAR","KORD","1"
"EDDM","K9X1","4"
"KDTW","CYOW","1"
"EDDS","LTAB","1"
"CYYT","KHWO","1"
"EDDF","ULLI","12"
"EBCI","GMTT","4"
"RKSS","KSJC","1"
"EGKK","CYYC","3"
"YBBN","VMMC","1"
"EBLG","LIPU","1"
"LIMC","LCLK","1"
"EGKK","LOWK","1"
"LSMD","EDTD","1"
"EDDM","OERK","1"
"LGIR","UUDD","1"
"EHAM","SBKP","5"
"LILC","OERY","1"
"KTPA","BIKF","1"
"EGNM","LIRF","1"
"KLAX","EGLF","1"
"CYYC","PANC","2"
"ENGM","OTBD","1"
"VABB","KEWR","3"
"LSZH","LIPB","1"
"LGAV","CYYZ","1"
"YSBK","EYKS","1"
"RJTT","KRIR","1"
"6MN9","CAY5","1"
"EDDV","ESSA","2"
"VAJJ","LTBA","1"
"RKSI","RJAK","1"
"OMDW","VOMM","1"
"EIDW","RI07","1"
"EDDK","LRCV","1"
"LEGE","LIML","1"
"LDSR","LEBL","1"
"EBBR","LCRA","1"
"EDTB","URRP","1"
"EGNT","EPWA","1"
"EHAM","EDWQ","2"
"EGSS","EIRT","1"
"LOWW","K06C","1"
"YBBN","OMAA","1"
"CYUL","LOWW","1"
"EGGD","LPFR","22"
"KJFK","LIRF","28"
"LKVO","LFPG","18"
"EDDS","LHBP","12"
"OTHH","EDDM","8"
"LIME","LKHV","2"
"EIDW","EHAM","68"
"LSZH","EDDV","27"
"UUEE","ESGG","7"
"EGGD","LEMG","14"
"EPWA","UUEE","25"
"LPPT","LIRF","32"
"OMDB","KORD","7"
"OLBA","EBMB","3"
"LTBA","LROP","21"
"LTBA","LSGG","14"
"LGAV","LSZH","4"
"KDEN","CYYC","16"
"EPPO","EGSS","10"
"EBCI","LFMK","7"
"EKCH","EVRA","19"
"EBCI","LKKL","5"
"EVRA","ENKJ","15"
"LIRF","EIDW","8"
"RPLC","VHSK","4"
"OMDB","KHHR","4"
"EDDB","EGKK","14"
"LEMD","EDDB","10"
"ESSA","KLDJ","2"
"LOWI","EHAM","5"
"LFML","EHAM","12"
"LROP","LOWW","49"
"ZBAA","UTTT","1"
"KPHL","LPAR","2"
"EHRD","EDDV","1"
"EBBR","OMDB","13"
"ULLI","LSZH","6"
"LKVO","EPWA","2"
"LEAL","EHRD","3"
"LEBL","25GA","1"
"RJFF","VHSK","11"
"EGLC","UUWW","1"
"EDDL","LIBD","2"
"LIPZ","EGPH","6"
"EDDF","OTBK","2"
"OMDB","LTBW","5"
"KLCQ","CYUL","1"
"SDAM","LPPT","1"
"EGCC","LIRU","2"
"LSZH","LPAR","17"
"EGPF","EDDM","5"
"LELH","EGCC","4"
"ENGM","LDSR","2"
"LSZR","LKHV","1"
"EPKT","ESSP","1"
"OMDB","EPKK","1"
"RJOT","VHHH","1"
"LIME","EPPO","2"
"LDSR","LFFI","1"
"EGSS","LILQ","1"
"EDLW","EGGW","7"
"SUMU","KORD","1"
"EHAM","EGHH","1"
"OERK","LIRF","3"
"UUEE","LBSF","2"
"EGCC","LIPU","2"
"EBMB","EGKK","1"
"KEWR","VIDP","4"
"EGSS","UUWW","1"
"LTBA","OMSJ","2"
"EGWU","EIWT","1"
"EGHH","LSZC","1"
"LIML","LFMV","2"
"LZPE","EDQA","1"
"EDSB","LIRU","1"
"EDMK","LOIH","1"
"EGCN","EPZB","1"
"EPKK","EGGW","1"
"KMMU","EGGW","1"
"KCVG","CYVR","1"
"EBCI","LIPU","2"
"OLBA","EIWT","1"
"MMHO","KT27","1"
"LIMF","EGPH","1"
"EGBB","LPMA","1"
"BIKF","KIAD","6"
"VIDP","WMKK","31"
"LDZA","EGLL","12"
"EICK","EGPH","10"
"UUWW","EDSB","4"
"LFPG","LEMD","76"
"EBMO","LFAT","1"
"OTBD","EKCH","6"
"RJTT","CYYZ","7"
"CYYC","KLAS","23"
"RKSI","VHSK","54"
"EKCH","LPMA","2"
"EGGW","LIPM","3"
"LOWG","EDDF","28"
"UAII","UUEE","3"
"CYVR","KSEA","56"
"EGGW","LEBL","25"
"CYVR","EDDF","7"
"RKSI","RCSS","2"
"LSZH","EBBR","14"
"LROP","EDDM","33"
"LDZA","UUEE","7"
"BKPR","LSZH","2"
"LIRF","EGLL","71"
"EDDP","LFRS","1"
"EKCH","KEWR","6"
"EDDP","LZIB","2"
"LFLS","EGPF","1"
"LPPT","EHEH","8"
"KTEB","CYHU","6"
"OEDF","OMDB","19"
"KEWR","LFPO","12"
"UTTT","UUDD","3"
"EBCI","LGSA","2"
"OLBA","OTBK","3"
"LHBP","OTBK","1"
"LEMG","EGKR","1"
"EBBR","GOBD","6"
"SBGR","KOPF","1"
"ESSA","EDAM","3"
"OPKC","OETH","2"
"ESMS","EFHK","4"
"LFOB","EIWT","5"
"KIAD","LOWW","6"
"LKVO","EDMS","1"
"LTBW","DAAG","1"
"LFPG","57FA","1"
"LFML","LTFJ","6"
"LKPR","ULLP","1"
"ULLI","LEAL","3"
"LKPR","LFHN","1"
"KTEB","CST7","1"
"KBKL","CZBA","1"
"EBBR","KJFK","11"
"EGLF","KTEB","4"
"LIRP","LEZL","2"
"LGAV","LIRU","1"
"EGGW","LFBD","8"
"RKPK","VHHH","3"
"RJBB","EHAM","7"
"KJFK","RJAK","3"
"CYYZ","02ME","1"
"LEMD","LDSR","1"
"LKPR","EDAM","1"
"LCLK","OBBI","1"
"EBBR","LYBE","1"
"LEVT","EBLG","1"
"MMMX","PANC","3"
"OMDB","EBLG","1"
"LPPT","EPLE","1"
"LEMD","EGKR","2"
"LOWS","EGAA","1"
"EPKT","LEBL","1"
"VTBS","RJFF","2"
"EGLF","UUEE","1"
"KIAH","CYVR","1"
"EFTU","EPGD","1"
"LFML","LE85","1"
"EFHK","UKBB","1"
"EBBR","LIDC","1"
"EIKN","EGGW","8"
"KJFK","EDDF","32"
"LIRA","EGLC","1"
"EGGW","EDAM","2"
"EGSS","EPLE","5"
