"Source","Target","flights_count"
"LTFM","UKBB","26"
"FAOR","OMDB","10"
"UAAA","UUDD","4"
"ME26","EGAA","1"
"WMKK","EGLL","11"
"EPMO","ESGG","2"
"ELLX","LFLI","1"
"LEMD","KDFW","7"
"KBED","CYYZ","4"
"MGGT","KIAH","2"
"EFHK","UKLL","1"
"EHAM","LPFR","9"
"LIMP","LFOK","1"
"OTHH","LROP","7"
"CYYC","9SD8","3"
"KMIA","SBCB","1"
"EDDS","LEBL","3"
"ULLI","LCLK","1"
"UKLL","EKRK","1"
"UUWW","LSZR","1"
"LEIB","EDDM","8"
"VGTJ","KMCC","1"
"ELLX","RKSI","1"
"EGJJ","EGTK","1"
"LFPB","EGGW","4"
"LPPT","UUEE","1"
"LLBG","EBBR","5"
"EGCC","OMDB","4"
"LFBO","EBTY","5"
"EBMB","EKCH","7"
"VHHH","LSZH","3"
"NZAA","RKSI","1"
"VHHH","KLAX","3"
"LFPB","EDDW","1"
"OTHH","KMIA","2"
"LFPG","EINN","1"
"EGJJ","EGNR","1"
"RCTP","RPLL","4"
"ENGM","UUEE","1"
"KBCT","MPHO","1"
"KSFO","NZWP","2"
"OMDB","EPKT","1"
"LSZB","EDAZ","1"
"UUEE","EGCC","1"
"EPWR","ENJB","1"
"EDDL","EGGW","1"
"LIPZ","GMMN","1"
"EBLG","EETN","1"
"0GE0","CLA4","1"
"EBCI","LSTS","1"
"KTEB","LEPA","1"
"KOPF","SKBO","1"
"EGKK","LSGG","8"
"SBGR","KJFK","15"
"VHHH","RJBB","25"
"LEPA","LSGG","8"
"RKSI","VHHH","77"
"EGLL","CYHM","4"
"LTFM","LFHC","1"
"EDDM","LFPG","16"
"EINN","KTEB","2"
"KDFW","CYYC","7"
"LPPT","LFPB","1"
"LMML","LSZH","2"
"EGKB","EDXW","1"
"RCTP","KJFK","6"
"VOBL","OTHH","14"
"LTFJ","OKBK","7"
"OIAW","OKBK","1"
"ESMS","ENGM","4"
"LTAC","EDDL","7"
"TBPB","TVSC","1"
"CYHM","KBNA","1"
"ZGSZ","EDDF","5"
"OMDB","SBKP","1"
"ESOW","LEMG","1"
"EBLG","LHBP","2"
"OLBA","OERK","1"
"LGAV","EGLL","2"
"LOWL","LTBA","2"
"LICZ","EDDL","1"
"EGSS","EPWR","2"
"UUEE","EBMB","1"
"USPP","OMSJ","1"
"WMKK","NZPI","1"
"EGTK","LIAT","1"
"ULLI","LSZH","1"
"LIBD","EDDF","3"
"LEMD","UUEE","1"
"VOBL","EKCH","1"
"LFBO","EDDK","1"
"LEZL","EGKR","1"
"ENGM","EGSS","1"
"EPPO","EDLA","1"
"LTBA","LYBT","1"
"EGKB","LFOZ","1"
"EDTX","LOIH","1"
"LSZH","EIDW","1"
"LYBE","LIML","4"
"EKRK","EFTP","1"
"LIRQ","EDDM","4"
"EHAM","UKBB","19"
"LLBG","LFPG","17"
"LTFM","LDZA","9"
"OMDW","VIDP","6"
"EDDF","ESGG","14"
"EBLG","OTHH","6"
"LFMN","ELLX","5"
"EGGW","EPKT","4"
"EBMB","LEMD","18"
"LRCK","ETOU","2"
"EDDF","KSEA","4"
"EDDV","LSZH","1"
"OLBA","OBBI","3"
"LFMQ","EDMA","1"
"LIRF","KORD","3"
"LFMN","LSGG","11"
"LSZH","LOWS","4"
"ESSA","LEBL","5"
"LEBL","EDDS","3"
"EBCI","LICJ","1"
"EPWR","UKBB","1"
"WSSS","OMDW","1"
"LFRD","EETN","1"
"OMSJ","VGZR","9"
"EDDB","LGAV","4"
"LZIB","UKKK","1"
"EFHK","EIDW","1"
"UUDD","UAFL","1"
"EHRD","LYBT","1"
"UAFL","USSK","1"
"EDTL","LPCS","1"
"EDDB","LIPZ","2"
"EGLF","OLBA","1"
"KMKY","CYKF","1"
"LIRF","UMMS","3"
"EBMB","LYBE","1"
"SBGR","CYYZ","2"
"LEMD","LFPB","2"
"EDDK","LFRN","2"
"LFML","EDDK","4"
"LGAV","KTEB","1"
"LFBP","EDME","1"
"LKPR","LZTT","1"
"LPAZ","KFLL","2"
"KTUS","CYYC","1"
"LFPB","LOWS","1"
"OMDB","RPUF","2"
"EBBR","KEWR","1"
"CYHU","KFRG","1"
"ENGM","EETN","1"
"OLBA","OMDW","1"
"8TX7","LTFM","1"
"UKBB","EGSS","1"
"LEMP","EGCC","1"
"LYBE","EDLW","3"
"GOBD","LFMY","2"
"KORD","RJAA","30"
"TJSJ","KPHL","45"
"WSSS","LTFM","4"
"UUEE","EBBR","3"
"EDDB","EBLG","3"
"VTBS","EDDF","2"
"LEMD","KJFK","9"
"YBBN","NZAA","4"
"LCLK","OEDF","1"
"LEMD","SBGR","10"
"KLAX","EDDP","5"
"EDDM","LTFM","11"
"UUEE","VIDP","3"
"LEBL","LPPR","3"
"FAOR","VMMC","1"
"KACY","EGSS","1"
"KAUS","MMUN","7"
"LIRP","UUDD","1"
"OTHH","LOWW","5"
"TGPY","KMMU","1"
"LPPR","EBCI","3"
"LTFJ","UUDD","10"
"KMIA","TBPB","8"
"CYUL","KATL","7"
"RJTT","KIAD","9"
"TVSA","TLPL","1"
"OMRS","LKPR","1"
"EDDG","EHGG","1"
"LFPG","LDZA","6"
"LEAL","ENGM","2"
"ELLX","FAOR","3"
"TBPB","TGPY","3"
"EHGG","ELLX","1"
"EDLV","LPFR","2"
"VGTJ","WSSS","3"
"LIPX","UUDD","2"
"LOIJ","LKRO","1"
"EBMB","LSZH","1"
"LETO","EYVI","1"
"EGVN","OMDM","1"
"KLNK","CYYC","1"
"CYYZ","MPMG","2"
"GMMN","UUWW","1"
"WMKK","FAWK","1"
"EDDP","LIME","5"
"EDDF","LOWZ","1"
"EGGW","EDDK","1"
"LPPR","LFHC","1"
"EGLL","KLAX","24"
"KBOS","LFPG","4"
"LEAL","LSZR","1"
"RJBB","RCTP","39"
"EPGD","LKMK","1"
"LIPE","OMDB","3"
"UUEE","EHAM","18"
"EDLN","EGNS","1"
"OTBD","LTAC","1"
"SKBO","MMUN","7"
"LPPR","LFBO","4"
"LEZL","EGSS","1"
"EFHK","OTHH","7"
"EDDK","EGKB","1"
"EGPH","LFRN","4"
"KMIA","SBGL","8"
"FAGC","EHAM","2"
"LIRQ","EHAM","4"
"WBKK","RPUX","1"
"LEMG","ENGM","2"
"LFPG","VOMM","1"
"KORD","CYVR","5"
"TLPC","TBPB","4"
"LFPN","LIML","1"
"LFTW","EDDN","1"
"LTFM","LHBP","7"
"LPMA","EDDB","2"
"EDDS","LSZR","1"
"LPFR","EHEH","3"
"RJGG","WSSS","4"
"UUWW","LTAC","3"
"LOWL","EDDB","1"
"KFTY","TJSJ","1"
"EGKB","LOWW","2"
"EKCH","EYVI","3"
"EBBR","CYUL","1"
"LSZH","EGCC","1"
"LHBP","LZIB","1"
"LSZA","EGGD","1"
"RJFF","VHHH","1"
"EDLN","LFMN","1"
"TJSJ","KCLT","20"
"KPBI","CPN8","1"
"SKBO","KFLL","14"
"RCTP","6AK5","20"
"CYYZ","LTFM","7"
"LEMD","LROP","14"
"EGLL","LOWW","11"
"RCTP","LFPG","4"
"LEMG","LSZA","1"
"LDZA","LTFM","6"
"LPPT","EDDH","2"
"LTFM","EGBB","6"
"OTBD","OMDB","1"
"ESGG","EPWA","6"
"VTBS","OM11","1"
"EBBR","EGNX","2"
"TXKF","KCLT","5"
"LFPG","RKSI","10"
"LSZR","EDDB","3"
"USSS","EGLF","1"
"LEMD","EBMB","10"
"LYBE","ESGG","1"
"EKCH","KTEB","1"
"LEIB","LOWW","1"
"MGGT","CYUL","3"
"OMDW","VOMM","2"
"OTBD","LFPB","1"
"CNE9","MGGT","1"
"LHBP","EBBR","1"
"EBBR","EDDM","3"
"VTBS","VOMM","1"
"LEZG","ELLX","1"
"LPPT","KORD","1"
"RJTT","LFPB","1"
"LEBL","OMDW","1"
"01FA","TJSJ","4"
"LESB","ETND","1"
"ETNW","LIRE","1"
"LSGG","OMDW","2"
"EIDW","EFNS","1"
"GOBD","LFML","1"
"EDDL","EFNS","1"
"EGLF","ESSA","1"
"LSGG","EDDW","1"
"KORS","CYPK","1"
"LEPA","ESSB","4"
"SKBO","KMIA","124"
"LSGK","EGKB","1"
"LFML","LMML","11"
"LOWW","EFNS","1"
"UTTT","UUWW","3"
"EHAM","LOWW","19"
"EDDV","UMMS","1"
"EDDB","UUEE","4"
"MMUN","KLAX","20"
"CYYZ","LEZG","2"
"EHEH","LROP","1"
"LEMD","EBLG","5"
"MPTO","CYUL","2"
"VABB","RCTP","2"
"LERT","ETAR","3"
"EPKK","EDDF","7"
"CYUL","KSRQ","1"
"YSSY","RPLS","5"
"LIRA","EDDP","4"
"EGGW","LIMC","9"
"ZGSZ","WBKK","2"
"LOWW","EDFM","2"
"CYYZ","LIMC","5"
"LFPG","EDDB","21"
"EPKK","LSGG","1"
"EDDN","UUWW","1"
"LOWL","EBBR","2"
"EDLW","LYBE","2"
"LEBL","LIRP","1"
"VT25","CHD4","1"
"EDDM","LIMC","8"
"EIDW","EVRA","3"
"UKKK","OMDW","3"
"ETAR","LBLS","1"
"LPPR","LFLY","1"
"LIML","EDDS","1"
"KWRI","EDFH","4"
"OKBK","ZGGG","1"
"LFBD","LSZH","1"
"LEZL","EBMB","1"
"CYYZ","EIDW","1"
"UUEE","LEMD","2"
"LIRA","EDJA","1"
"EGNT","EHRD","1"
"LFJL","EBTY","1"
"RJAA","RCTP","63"
"OMDB","LFPG","28"
"EBMB","EPWA","8"
"CYVR","ZGGG","1"
"LTFM","UMMS","13"
"LIML","LKMT","1"
"LSGG","LPPR","25"
"EDDM","LFMD","1"
"LTBA","LEMD","5"
"EDDK","EBBR","3"
"LIRA","LEIB","1"
"LLBG","KJFK","15"
"LFOZ","EHAM","2"
"LIML","ELLX","2"
"MYBS","KFLL","10"
"KMCO","CYUL","4"
"EDDP","UUDD","10"
"EPWA","VABB","2"
"EHAM","EGSH","1"
"LSMP","KSDL","1"
"ETHN","LHBP","1"
"EKBI","UKKK","2"
"OMRK","UUEE","1"
"EDDF","RJBB","2"
"EGLF","LIRP","2"
"LFOK","LIMP","1"
"EGSS","UKBB","1"
"EGBB","EINN","1"
"LPMA","EDDL","1"
"OBBI","OPMT","1"
"UKBB","EYVI","6"
"LSGG","EGKR","2"
"EGNR","EDHI","2"
"OMDB","VGTJ","5"
"OMDW","LDZA","1"
"LEPA","EGSX","1"
"RJTT","K9X1","8"
"CNS8","KPTD","1"
"LFKF","EBBR","1"
"KJFK","EGHH","2"
"EHAM","KHPN","1"
"RPLL","LTFM","2"
"KYIP","CYQG","1"
"EBMB","GOBD","1"
"EDDB","LSZR","1"
"UAFL","UUBW","1"
"LFML","EBOS","1"
"LEBL","EGTK","1"
"EPPO","EIDW","1"
"LOWL","EBMB","1"
"EGJJ","EGBJ","1"
"LFMN","OMDB","1"
"EDDB","LROP","1"
"EGLL","LFPG","24"
"EBLG","LEZG","7"
"OBBI","EGLF","2"
"KMIA","EDDF","6"
"LEPA","EDMO","5"
"ZGSZ","RCTP","8"
"EGLF","EDDV","2"
"OERK","OMDW","7"
"WN51","CYVR","1"
"WSSS","RJBB","7"
"MGGT","KIAD","5"
"EDDL","LEBL","6"
"EBMB","EGCC","5"
"UAAA","UKBB","4"
"KLAX","EIDW","1"
"LKMT","LIML","1"
"LFMN","EBMB","2"
"YMML","OTHH","10"
"EGJB","EGHI","5"
"LFRH","EGPE","1"
"SUJL","SADF","1"
"WSSS","FABA","1"
"ZGSZ","UUEE","2"
"LSZR","LFPD","1"
"LKPD","UKKK","1"
"OLBA","EBBR","1"
"UKLL","LOWW","1"
"LSZH","LEBL","9"
"LOWW","EPKA","1"
"KDAL","MMUN","3"
"UUEE","UMMS","7"
"KSBM","LIML","1"
"OLBA","LEMD","1"
"EDLN","LHBP","1"
"EPGD","LEPA","1"
"WSSL","VMMC","1"
"LEMD","OLBA","1"
"EPWA","LGAV","1"
"VTBD","EDDM","1"
"EGNX","67KY","2"
"OMDW","LEPA","1"
"CYUL","KMCO","2"
"EDDB","LIMC","3"
"LTFM","LFXA","2"
"LSZC","EDLA","1"
"LHBP","UMMS","1"
"UAAA","WMKK","1"
"LIPE","LROP","1"
"LEMG","ESSB","8"
"ZGGG","VVTS","5"
"CYYZ","EHAM","11"
"YBBN","WSSS","6"
"LYBE","LSGG","6"
"ELLX","KHSV","3"
"MMUN","KISP","1"
"LTFM","LROP","14"
"ENGM","EFHK","4"
"LROP","EKBI","2"
"SBGL","KMIA","7"
"MGGT","KFTW","1"
"ESMS","EBLG","4"
"OMDB","YSSY","10"
"OBBI","OLBA","3"
"UUWW","LSGG","9"
"LEMD","SKBO","10"
"EDDP","EHAM","13"
"EHAM","AL72","1"
"EPWA","LSZH","11"
"CYYZ","LSZH","6"
"VHHH","WMSA","11"
"LOWW","LSZR","2"
"EGKK","LIPZ","2"
"WSAC","RPLS","3"
"EPKK","LFPG","2"
"LTFM","WMKK","8"
"OMDB","ORMM","10"
"ENTO","EPWS","2"
"EFHK","VHHH","2"
"OTHH","UAAA","2"
"ENGM","LEMG","2"
"LEMG","LIPE","1"
"OMDW","OERK","2"
"CYKF","KYIP","1"
"UAAA","LGAV","1"
"UAAA","LSGG","1"
"EDLW","LBSF","1"
"LROP","EGBB","2"
"ESOE","EBLG","1"
"OMSJ","VOBL","4"
"EFHK","EDDH","4"
"LSGG","LIPZ","1"
"OEDF","RPLS","1"
"LLBG","LEPA","1"
"EDME","LFBH","1"
"LFPB","EBMB","2"
"VGTJ","EDDV","1"
"LFMD","LSGB","1"
"EIDW","ESSA","3"
"EGLD","EBCI","1"
"LPMA","LEIB","1"
"LEMD","DAAG","1"
"EDDK","OMDM","1"
"LIRE","ETNW","1"
"KFCM","TXKF","1"
"LOWS","LKPD","1"
"LFPB","LSZS","1"
"ELLX","TJSJ","1"
"LFPO","LCLK","1"
"ETNH","LFSO","1"
"VIDP","EGLL","17"
"EIDW","EDDF","10"
"LEBL","EVRA","2"
"ETAR","LICJ","1"
"LFPG","WSSS","10"
"EDDF","KBOS","5"
"EGSS","LOWW","2"
"EDTF","ESMP","1"
"LPPT","EDDM","9"
"VHHH","LEMD","2"
"LSGG","LFLY","2"
"ETOU","LRCK","2"
"SBGR","LSZH","5"
"OMDB","YPPH","3"
"EGLL","EDDP","9"
"EHAM","K9X1","3"
"OTBH","OBBI","3"
"VIDP","VGZR","6"
"CYCD","KBLI","1"
"LIPZ","EBLG","3"
"LSZH","ESSA","6"
"LTFJ","EDDM","12"
"CYYZ","EDDF","24"
"LFOV","LIMJ","1"
"LTFM","EDDN","5"
"LOWW","EGSS","2"
"CYYZ","LLBG","2"
"FAOR","LFPG","5"
"CYXU","KDTW","1"
"EDBJ","EGTF","1"
"NZCH","KHHR","1"
"ESSB","EDVE","4"
"LFQQ","EBCI","1"
"ELLX","KEYE","1"
"LIMC","EPKT","1"
"UAAA","VHHH","8"
"EDDN","LEMG","1"
"LFMN","LEPA","1"
"EBCI","LFCH","2"
"RJTT","OMDB","2"
"ZUCK","WSSS","2"
"TXKF","KFXE","1"
"LFQQ","EBOS","1"
"OMDB","LBLS","6"
"EDCM","LKCH","1"
"YSSY","WSAC","2"
"OMDB","LIRF","4"
"DAAG","LYBE","1"
"EGTE","EGJJ","1"
"KGSB","LEMO","1"
"LCLK","UWKD","1"
"MMUN","49OH","1"
"ZGSZ","UAAR","1"
"EGLC","EYVI","6"
"LMML","LIPE","5"
"EHBK","LTBA","9"
"KSEA","RCTP","10"
"EGGW","EPWA","6"
"UUWW","LCLK","10"
"EBLG","EFHK","3"
"LKPR","LEMG","6"
"OBBI","OERK","7"
"EINN","EGKB","2"
"KPVD","CYUL","1"
"KVLL","CYHM","1"
"ZGSZ","LIMC","3"
"VHHH","EFHK","2"
"EGVN","CYYC","1"
"EPWA","LOWW","4"
"LCLK","LGRP","3"
"EDPR","LOAN","1"
"EDDE","EBLG","2"
"OMDW","OLBA","2"
"MYBS","33FL","1"
"LFSN","EBTY","1"
"TVSC","TBPB","4"
"EPKT","UKBB","1"
"DAAG","LEBL","4"
"EINN","LIMG","1"
"EGLL","RJGG","1"
"LSZG","LEAP","1"
"CYHM","MYGW","1"
"KMSP","CYYZ","1"
"LFLY","LKPR","1"
"EIDW","EYKA","2"
"EDDS","LIPO","1"
"EGLF","KATL","1"
"ULLI","EDDL","1"
"ESSA","EGVN","1"
"UUDD","EDDL","1"
"LPAZ","LOWW","1"
"EGNX","ELLX","1"
"UKBB","UAAA","4"
"RJBB","WSAC","1"
"MPTO","SSJC","2"
"EKCH","EGVN","1"
"LEZL","GMTT","1"
"EPWR","EDDL","1"
"CYYZ","KEYE","2"
"OMDW","VOBL","1"
"LKPR","LSGG","5"
"UUBW","EYVI","1"
"LEPA","EKRK","1"
"EBLG","EKCH","1"
"RJTT","RKSI","1"
"WSSL","VABB","1"
"EDDB","GMMY","1"
"WIII","RJTT","1"
"OMDB","OKBK","37"
"ESSA","LOWW","7"
"EBBR","VABB","1"
"CYYZ","EGLL","18"
"EPWA","EDDK","5"
"LIRF","EGLL","18"
"MMUN","KSLC","10"
"VOBL","WMKK","4"
"EGAA","LIRP","1"
"MPTO","SBGR","5"
"LEGE","LIRP","1"
"EDDN","EBLG","7"
"KORD","LTFM","7"
"EDDN","LOWG","1"
"UUWW","UAAA","1"
"EDDM","LEIB","6"
"OKBK","OLBA","4"
"EFHK","OMDB","1"
"LZIB","ESSA","1"
"LIRP","LFML","1"
"LFMQ","LSGG","1"
"OTBD","LTAD","2"
"LOWS","EDDH","2"
"MMUN","60CO","1"
"LROP","OKBK","1"
"LFPG","K9X1","1"
"KSFO","CYYC","1"
"UUWW","EDTB","1"
"LFPG","MPMG","3"
"KRFD","EDFH","1"
"LJPZ","LOWW","1"
"MPMG","KFLL","2"
"EDDL","LDSR","1"
"LSGG","EDDK","2"
"CNJ3","KGVQ","1"
"RCSS","OMDW","1"
"EETN","ENGM","1"
"UUEE","EETN","1"
"EIDW","LSZH","1"
"LIEE","EDDN","1"
"EGCC","LEAP","1"
"LFHJ","GOBD","1"
"LYBE","LIPE","1"
"LEGE","EHAM","1"
"KFLL","SBVT","1"
"ESMS","LEPA","1"
"EPWA","RJAA","1"
"ELLX","LIML","1"
"OTHH","ENGM","5"
"EKCH","KIAD","10"
"KSFO","CYVR","11"
"LEPA","EKBI","2"
"SKBO","KJFK","19"
"LSZH","LEAL","3"
"LTFM","LSZH","11"
"ENGM","EKCH","25"
"EDDM","LROP","8"
"EDDK","LEAL","2"
"WMSA","WSSL","1"
"LTBA","LFPG","3"
"LFOB","EPMO","2"
"SBGR","LFPG","7"
"EDTD","LSMD","1"
"UKBB","LTAD","1"
"ENGM","LSZH","1"
"EKCH","LFMN","1"
"KTEB","TJSJ","4"
"LELL","LPPM","1"
"LTFM","GMMN","4"
"VHHH","YMML","8"
"EPKK","LIME","2"
"RKSI","KIAD","1"
"EPKK","EHEH","1"
"LFPO","LEIB","3"
"MPMG","KOPF","6"
"LLBG","EPKK","2"
"WN51","CZBB","1"
"EETN","LOWW","2"
"OLBA","LSZA","1"
"LEIB","EDLN","3"
"EDLP","EGSS","1"
"EYVI","UKBB","5"
"EGCC","EDDS","1"
"EDDL","ESSA","4"
"LEBL","LFLY","1"
"EDDP","USSS","1"
"EHBK","EKCH","1"
"LEBL","EDLW","1"
"EHAM","SEQM","2"
"UUDD","OMRK","1"
"KEWR","RPLS","1"
"EDTX","LFPB","1"
"OLBA","EKCH","2"
"KHPN","TVSC","1"
"KOAK","NZAA","1"
"VOMM","EHAM","1"
"ESMS","EPGD","1"
"LTFM","LPPT","4"
"CYSN","KAPF","1"
"RJAA","ZUCK","1"
"LHBP","ESMS","1"
"EDLW","EYVI","1"
"OERK","OMAL","1"
"EPKK","LMML","1"
"EGLL","LSZH","17"
"NZAA","KHHR","3"
"VOBL","EGLL","5"
"TJIG","KFLL","2"
"LFPG","LLBG","15"
"EGHH","RKSI","6"
"LTFJ","ESSA","7"
"EDDF","LFPG","30"
"EGKK","CYYZ","2"
"PANC","RJOS","3"
"LYBE","LTFJ","4"
"KFXE","LPPD","1"
"EDDF","UUEE","12"
"EBLG","LFXA","3"
"LSZH","EDJA","1"
"LLBG","OMRK","1"
"VGTJ","VEAT","1"
"TJSJ","KDCA","3"
"EIDW","LDZA","2"
"KPHL","EHAM","7"
"LKPR","LHBP","6"
"LSGG","OMDB","6"
"LTFM","GOBD","5"
"EDLN","LOWG","1"
"EGPK","LGRP","1"
"LIMF","EDDM","1"
"EIDW","EGLL","21"
"OMDW","EHAM","6"
"EDDH","VHHH","1"
"NZAA","CYVR","1"
"KLAX","RJBB","4"
"EDLN","LDRG","1"
"MMML","KDFW","2"
"LPPR","EDLN","1"
"KATL","SBGR","7"
"LLBG","GMMN","1"
"ZGGG","LTFM","1"
"TJSJ","KC20","1"
"LIMG","EDDM","1"
"LROP","LPPT","2"
"LYBE","GMME","1"
"UUMO","EVRA","1"
"EBCI","LFAV","1"
"EPGD","ENJB","1"
"EGCC","EFHK","1"
"ZGSZ","CYVR","1"
"EKCH","EVRA","4"
"EBMB","LHBP","1"
"LEMD","KOPF","1"
"LIRA","ULLI","1"
"EDDB","EPGD","1"
"EDMJ","LIDT","1"
"LPPD","KMMU","1"
"KIAH","OTHH","1"
"KMIA","MPMG","47"
"EDDK","LTBA","6"
"EDDP","LIRA","6"
"KDFW","CYVR","9"
"KLAX","RCTP","60"
"OLBA","LTBA","4"
"LFLY","EDDF","1"
"EVRA","LMML","1"
"OMDW","LOWW","3"
"LSZH","EDDM","11"
"LTFJ","LLBG","14"
"LEPA","LSZR","1"
"EGUN","ETAR","3"
"EPWA","UUEE","7"
"KTTN","EBBR","1"
"LIMC","UKLL","1"
"LSZB","EGTK","1"
"EGGW","EIDW","1"
"OTHH","KJFK","13"
"KPOV","CYHM","2"
"LEZG","OMDB","2"
"MYBS","KXFL","1"
"LIRF","EDDL","3"
"KSWF","TXKF","1"
"EGGW","EDDN","1"
"YMML","WBSB","2"
"EPWR","EHAM","3"
"EHAM","OEDF","1"
"SAEZ","MPTO","1"
"LGAV","LEMD","1"
"UMMS","LIMC","4"
"LOWZ","LSZR","1"
"OTHH","OERT","1"
"EPWR","EDDK","3"
"LFLY","LEMD","1"
"LIML","EINN","1"
"LSGC","LIRA","1"
"LFPO","LKMT","1"
"UUMU","OSLK","1"
"LLBG","EPWR","1"
"LPCS","EGLF","1"
"VIDP","OLBA","1"
"TJSJ","KFTY","1"
"EPGD","EGKB","1"
"LHBP","EDHL","1"
"SKBO","SEAS","1"
"LEBL","EPKT","1"
"LEAL","EGSS","1"
"LIPD","LJDI","1"
"LIPV","ETHM","1"
"LEPA","EGBJ","1"
"LSGG","LEMD","19"
"LKPR","LMML","1"
"LIRF","UUEE","3"
"LSGG","UUEE","4"
"RJTT","VTBS","4"
"LFPG","LPPT","23"
"LLBG","LFPB","2"
"SBKP","SKMA","4"
"FAOR","EDDF","3"
"EDDL","LTAC","6"
"RJAA","KDFW","6"
"LKPR","EPWA","6"
"LEPA","EGSS","2"
"EDDF","LFHS","2"
"KDFW","ELLX","5"
"8KY6","OBBI","7"
"LIME","LHBP","2"
"FAOR","WSSS","3"
"LSGG","EPMR","2"
"LEBL","KMIA","7"
"EDQG","LSZR","1"
"EPKT","LKPR","1"
"KJFK","VIDP","3"
"EGHI","EGJB","1"
"NZCH","YBBN","1"
"EDDK","EGUL","2"
"LEMG","EFHK","6"
"LFBD","EGVN","1"
"EDML","LEMP","1"
"EDTX","EFKU","1"
"ESSB","EGLF","2"
"KBED","EGWU","1"
"LEIB","EDDV","1"
"EPMO","LFOB","2"
"UUDD","LFPO","1"
"LIPH","LSZH","1"
"WMKK","OMDW","2"
"LTFM","VGZR","1"
"LOWG","EDNY","1"
"LTBA","EYVI","2"
"LIRP","LOWI","1"
"EHBK","LOWW","2"
"EBMB","LFOJ","1"
"LEPA","EGKR","1"
"WMKK","RPLS","1"
"KIAH","MPMG","1"
"EGPH","LFPG","1"
"LTBA","KOPF","1"
"LKHK","EDFC","1"
"RKSI","ZUCK","1"
"UKKM","LTFM","1"
"LSGG","LFTW","1"
"RJTT","KSFO","8"
"LPPT","EIDW","4"
"USSK","UAFL","1"
"EFHK","EGPH","1"
"LFPG","KDTW","6"
"ESGG","LFPG","4"
"EGLL","KSEA","14"
"CYYJ","KBFI","1"
"RJTT","RCTP","2"
"KLAX","RJTK","4"
"KSEA","RKSI","16"
"OTHH","LYBE","2"
"LDZA","EDDM","3"
"CYLS","KERI","1"
"ESMS","EPWA","2"
"EGSS","OMDW","2"
"KFLL","MPTO","3"
"LCLK","EDDB","2"
"LIRP","KTEB","1"
"EGGW","LSGG","4"
"RJTT","KDTW","5"
"CYHM","TXKF","1"
"TJSJ","KBCT","2"
"LFMQ","LSMP","1"
"EHAM","SBGL","5"
"KARB","CNJ3","1"
"EDRK","LIPV","1"
"LSZR","LOAN","1"
"LFPG","LTFM","10"
"LIRF","VIDP","2"
"OTHH","RJAA","4"
"LSZH","EDTG","1"
"LIBD","ELLX","2"
"UUDD","LCLK","2"
"LPPT","EBBR","9"
"ETAR","RKSI","2"
"UUEE","LIPZ","1"
"LIRA","EGCC","1"
"LEIB","EDDN","2"
"EDDM","LHKE","1"
"LSZH","LFRN","1"
"EIDW","EGLF","2"
"MMUN","KTUS","2"
"KATW","CNS8","1"
"EPGD","EGSS","2"
"KUES","CYUL","1"
"LEAL","EPMO","2"
"UUWW","KFXE","1"
"EIDW","EPLE","1"
"EDVE","LOWS","1"
"LPPR","LEZL","1"
"LDPL","EDDF","1"
"LEGE","LSGB","1"
"EPWA","EGBB","1"
"LTFM","OBBI","1"
"EVRA","EYVI","14"
"LHBP","EIDW","3"
"KJFK","RKSI","26"
"EDDM","LPPT","8"
"KORD","LTBA","4"
"LTFM","LMML","5"
"LEMD","LFBD","6"
"RJBB","OMDB","7"
"EGTK","LSGG","1"
"EGKB","EIDW","4"
"EPWA","EVRA","3"
"RKSI","RCTP","33"
"UMMS","EHAM","6"
"OLBA","LTFM","25"
"OLBA","LTFJ","7"
"KBUF","CYHM","4"
"KVNY","LIPZ","1"
"EDMS","LKKT","1"
"UWKD","LIPE","1"
"LMML","LICZ","4"
"UKLL","EDDB","2"
"EDDH","OMDB","4"
"LTBA","EDDF","7"
"YMML","NZCH","4"
"OBBS","OMAL","1"
"LIMC","LKPR","1"
"EHEH","EPMR","1"
"LICB","EDDM","1"
"EVRA","LETO","1"
"LGAV","OMDB","3"
"EKCH","EGLL","4"
"EHAM","KDTW","7"
"EPWA","ESMS","2"
"LROP","EDDN","1"
"KTEB","LEMD","1"
"TVSC","GMMN","1"
"WIII","RKSI","1"
"LHBP","LIRQ","1"
"VTBS","RJTT","1"
"OTBD","LETO","1"
"LSGG","LIML","3"
"EDDV","EGVN","1"
"LIRP","LDPM","1"
"ESMS","LROP","2"
"LFMN","EDLW","1"
"EDDF","DTTA","1"
"LFHC","LEMD","3"
"EGLF","KSAT","1"
"ESSA","EFMA","2"
"LMML","LDZA","1"
"EHAM","LIMJ","3"
"LFPB","EKBI","1"
"EGLF","EHRD","1"
"LHFP","LOKW","1"
"LTFE","OBBI","1"
"LZKZ","EDRY","1"
"KSBA","MMPB","1"
"OLBA","OTHH","30"
"LEPA","EDDM","50"
"EDDP","LJLJ","5"
"KLAX","YSSY","33"
"EHAM","LEMD","26"
"LSZH","EDDL","13"
"UUEE","EYSI","2"
"LYBE","LRBS","1"
"LHBP","ELLX","5"
"LOWW","LLBG","8"
"OTHH","RKSI","12"
"LEMD","EGLF","2"
"LFPG","FAOR","5"
"OMSJ","VIDP","26"
"LEMD","KTEB","1"
"KEWR","SBGR","8"
"NZCH","YMML","3"
"LBWV","EDLW","2"
"MMTJ","KLAX","1"
