"Source","Target","flights_count"
"LFRO","EDDN","1"
"EDDF","PN37","1"
"KMLB","MYBS","2"
"UTTT","UUDD","1"
"EDDK","CYQQ","1"
"LFPG","DAOL","1"
"LSZB","LHBP","1"
"KPTK","CEB8","1"
"LBLS","LLBG","1"
"LFPG","VHHH","2"
"RKSI","6AK5","16"
"LEBL","LIME","2"
"LIPZ","EHAM","13"
"LEMD","EDDM","15"
"EKCH","LYBE","2"
"EDDF","CYYZ","22"
"VHHH","RJGG","15"
"KEWR","EDDF","15"
"UUDD","EYSI","8"
"EDDV","GMMN","2"
"LFPB","LEMD","4"
"TXKF","KIAD","2"
"EKBI","EGGW","1"
"LCLK","UMMS","1"
"KTMB","CYYZ","1"
"LTFJ","LYBE","4"
"WMKK","RJBB","5"
"KBUF","CYOW","1"
"LFPG","LMML","4"
"VGZR","WMKK","4"
"EGSS","EHEH","2"
"LFPB","EBAW","1"
"LOWW","LFHS","1"
"RJTT","UUEE","2"
"EHBK","LROP","1"
"LGRP","EKKA","1"
"EGGW","EHAM","2"
"RCTP","YMML","1"
"GMME","KLAX","1"
"ESSB","LOKW","1"
"LEIB","EHGG","1"
"EDTM","EGSS","1"
"EDDW","LIRA","1"
"EKSB","LFPB","1"
"LLBG","VABB","1"
"LIRZ","EHAM","1"
"EGGW","LZIB","1"
"EGCC","UUEE","1"
"EHEH","LTBA","1"
"LEMG","EDMO","1"
"LTFJ","LFML","1"
"CYVR","MMSM","1"
"EDDM","UUWW","1"
"KSFO","EDDF","9"
"KEWR","VIDP","11"
"OMDB","EDDP","6"
"SKBO","KIAD","1"
"KBFI","EGGW","1"
"KORD","EHAM","22"
"KATL","LFPG","20"
"RJBB","PANC","15"
"KBDL","TJSJ","11"
"ZGGG","RJAA","2"
"EGBB","LSGG","2"
"EHEH","LSGG","1"
"LHBP","EFHK","1"
"LSGG","LIMF","2"
"GOBD","GVNP","5"
"EBCI","LHBP","3"
"GMMN","LFPG","8"
"LEAL","EBMB","3"
"EBBR","OTHH","4"
"LMML","LFLS","2"
"EGLL","LIPZ","2"
"RJFF","RPLS","1"
"OERK","RPLS","3"
"WSSS","EDDM","3"
"LIMC","LHPR","1"
"EFHK","LHBP","1"
"LKBE","LZDV","1"
"TVSA","TBPB","3"
"6FD7","MPMG","1"
"ENJB","EYVI","1"
"SBKP","KDFW","1"
"LPMA","EDDM","1"
"LSGC","EDTD","1"
"ELLX","FATA","1"
"KGRR","CYYZ","2"
"LFBD","LICZ","1"
"ESTA","EGLF","1"
"EGLC","LFBO","1"
"OMDB","LSGG","7"
"LOWW","LTFJ","14"
"LROP","EDDH","1"
"LFPG","LEBL","28"
"RJAA","LIRF","1"
"EDDF","EGCC","9"
"EDDH","LEBL","1"
"ESOE","EKCH","3"
"EICK","EGLL","3"
"VHHH","KJFK","3"
"KMSP","TJSJ","6"
"KIAD","EBBR","6"
"UAAA","OMDW","5"
"OA16","CYHM","4"
"EIDW","EGPG","3"
"ESSB","EETN","3"
"LLBG","ZGSZ","3"
"EGCC","LEPA","3"
"UKBB","EDDP","6"
"LMML","EPKK","1"
"LOWW","LEPA","7"
"WSAC","RKSI","4"
"EDDM","LHBP","5"
"ELLX","SBGR","3"
"EBLG","EPWA","3"
"ULLI","EFHK","1"
"EKCH","EFHK","9"
"EVRA","LPPT","2"
"EDDF","LFJD","1"
"OMDW","GMMN","1"
"KEWR","EDDM","4"
"CYYZ","KVNY","2"
"SBCO","MPTO","2"
"LEIB","EBAW","2"
"EBBR","LOWI","1"
"EBMB","EGSS","1"
"KFLL","MYCC","2"
"LIML","EDTB","1"
"MGGT","FD38","1"
"EGLF","EDDF","1"
"EDDS","LSGG","1"
"RJGG","RPLS","2"
"VVTS","WSSS","29"
"ENBR","EHAM","7"
"EDDK","ZGSZ","4"
"KLAX","MMSM","5"
"RJAA","KSAN","5"
"LTBA","DAAG","1"
"KPWK","TJSJ","1"
"ULLI","EDTB","1"
"LTFM","EIDW","6"
"EGNX","LEMD","5"
"UMMS","ESSA","4"
"LYBE","EDDB","6"
"VHHH","OMSJ","2"
"LKPD","UKLL","1"
"KFLL","TJSJ","59"
"EFHK","EDDB","5"
"LEBL","OMDB","5"
"KBCT","CYXU","1"
"ZGGG","NZWP","1"
"EVRA","ESSA","6"
"EDDB","EHRD","2"
"LEIB","EDDW","1"
"EBCI","LIEA","1"
"UMMS","ULLI","2"
"LGSA","EDDK","1"
"EGKB","EDMA","1"
"OKBK","HE15","1"
"EBLG","UUEE","2"
"LIPE","UWKD","1"
"LIPO","LSZH","1"
"LSZH","LOLW","1"
"UUWW","ESSB","1"
"LIML","EDDK","1"
"LFPG","ULLI","1"
"EDFE","LOAN","1"
"LFOZ","EGKB","1"
"ENJB","EPWA","1"
"VHHH","EGNX","1"
"LSGK","EDMA","1"
"ESSA","EDDL","4"
"LEMH","LFPB","1"
"LIME","LEBL","2"
"EDDB","UUWW","2"
"MMUN","KBNA","1"
"MNMG","KFLL","1"
"GMMN","UUDD","1"
"LTBA","EHBK","1"
"EGKB","LFBD","1"
"LIME","EETN","2"
"YMML","EIDW","1"
"ENVA","ESGG","1"
"GABS","LIMC","1"
"LKPR","EDMA","1"
"EDPK","LOIK","2"
"LIMC","CYYZ","5"
"PANC","ZGSZ","7"
"VHHH","EGLL","20"
"LIMC","UKKK","1"
"SKBO","KDFW","7"
"KSRQ","CYHM","1"
"VOMM","OTHH","22"
"CYHM","OA16","12"
"OMDB","OEDR","8"
"ESGG","EKBI","5"
"LEPA","LSZA","1"
"KMIA","TJCP","2"
"LYBE","EGKB","2"
"TLPL","KFLL","1"
"KMQS","CYYZ","1"
"LFPB","EDTL","1"
"ESMS","LHBP","1"
"LEPA","EDDE","1"
"LEIB","LKPR","1"
"KMIA","SPOL","3"
"LIRF","LOWW","6"
"LTFM","LFMY","1"
"EHEH","LEMG","7"
"EDBM","EKRK","1"
"TLPL","TJSJ","1"
"CYYZ","KMKY","2"
"OBBI","LTFM","1"
"KPBI","CYYC","1"
"KMLB","MYGW","1"
"LEMD","EHLE","1"
"EDDB","EGKK","1"
"OMDW","EBBR","1"
"USSK","OMRK","1"
"EGPK","KLAX","1"
"LEMG","EBFN","1"
"RPLC","RCTP","1"
"LESB","EDDS","2"
"EDDH","EKCH","3"
"LEMG","EPWA","1"
"SUAN","SADF","1"
"KSDL","LSMP","1"
"LYBE","EDJA","1"
"CYQG","KAZO","1"
"VVTS","LTFM","1"
"LSGG","LMML","1"
"LOWW","EDDH","13"
"VVTS","OMDB","9"
"WSSS","OTHH","10"
"RJTT","RPLL","1"
"KMIA","TJSJ","64"
"OKBK","VOMM","8"
"WIII","VVTS","5"
"ETNL","LSZB","1"
"KIND","ELLX","2"
"ESSA","EPWA","8"
"KBCT","TJSJ","1"
"LTAC","EDDH","1"
"LOWW","LDZA","5"
"VIDP","LTFM","2"
"LIMC","EDDM","8"
"MGGT","MMSM","1"
"EBMB","LFPG","4"
"CYUL","KORD","7"
"EBBR","LFJD","1"
"LIRF","LSGG","9"
"UKKK","EGGW","2"
"KFXE","MYGW","12"
"LFPB","LIMP","2"
"RJAA","CYYZ","6"
"UUEE","LIRF","3"
"LSZH","LFMN","1"
"EDJA","LPPR","2"
"TJIG","KJWN","1"
"EDDM","LICZ","1"
"LSZH","EBMB","2"
"KSBA","LSGG","1"
"EHAM","EDNY","1"
"KBUF","CYYZ","2"
"EDDP","LFNR","2"
"GGOV","GOBD","3"
"EBCI","LOIH","1"
"KLAX","NZWP","4"
"LSZR","EDFC","2"
"CYYZ","SBGR","1"
"EGGW","KLAX","1"
"LDPL","LIPE","1"
"LSZV","LOIH","1"
"EKBI","EBKT","1"
"EGBB","EPKT","3"
"LYBE","EBBR","3"
"VVTS","ZGGG","2"
"LFPB","OLBA","2"
"YPED","WSAP","1"
"LFLP","LTBA","1"
"TJIG","KBNA","1"
"UAAA","LEZG","1"
"EHKD","EBZU","1"
"EHAM","EDDB","23"
"KIAD","MGGT","5"
"LOWW","LCLK","5"
"RCTP","KLAX","65"
"OTHH","OKBK","37"
"EDDF","LOWW","31"
"KMIA","SBGR","18"
"EKCH","LFPG","18"
"EHAM","LIMC","26"
"LSGG","EGKK","6"
"CYYZ","KCLT","15"
"EPKT","LKMT","1"
"LOWS","LTFM","4"
"EDDP","ESSA","5"
"EGGW","LSZH","3"
"EGGW","EPKK","8"
"LEBL","EGSS","3"
"EHAM","LFXA","2"
"LIMC","EGLF","1"
"OMSJ","USPP","1"
"LHPR","EDDN","1"
"LEMG","EKCH","8"
"UKBB","EDDF","12"
"OMDB","OPMT","5"
"ZGSZ","WMKK","11"
"OMDB","LCRA","1"
"EHAM","EGNX","3"
"EDDL","EGCC","3"
"EGGW","LBWV","3"
"ELLX","KDFW","1"
"LEPA","EDDN","5"
"LFMN","EGLF","9"
"OMSJ","OKBK","9"
"KJFK","VHHH","3"
"LPFR","EBBR","2"
"ENTO","EPSC","1"
"OMDB","ENGM","3"
"LIMC","LGAV","3"
"LFPO","LIRF","5"
"UUEE","LYBT","2"
"GBYD","GVNP","1"
"CYYC","KLAX","1"
"EGNX","KORD","1"
"26MI","CYYZ","1"
"UUWW","EYVI","2"
"OTHH","LCLK","3"
"OKBK","OMAA","1"
"EDDK","EPPO","1"
"LIPO","EBBR","1"
"EGBJ","LSZA","1"
"VHHH","UKBB","1"
"EBBR","ZUCK","1"
"EBBR","0ME4","1"
"EHLE","LEMD","1"
"OMDB","GABS","2"
"LEBL","LSGG","10"
"VHHH","WMKK","21"
"EPKK","ENJB","1"
"EBBR","EKBI","1"
"ZGGG","RCTP","3"
"LFPB","KISP","1"
"WBSB","VHHH","1"
"KJFK","RJTT","11"
"ZGSZ","LLBG","3"
"LEAL","EDDF","5"
"EPWA","ENGM","8"
"VHHH","UUWW","4"
"CYVR","YSSY","3"
"LFPG","KMIA","4"
"LTFM","EDDV","10"
"LIMC","LPPT","11"
"LIPZ","LOWW","7"
"KEWR","VABB","10"
"VIDP","KIAD","3"
"EDDN","LTFM","5"
"SKBO","MPTO","4"
"LEMG","LTFM","4"
"RPLL","OTHH","7"
"LTFJ","OMSJ","6"
"KHWO","MGGT","1"
"EGLF","LFQQ","1"
"EBCI","LIME","4"
"LOWS","EDRY","1"
"LFBO","LEZL","2"
"CYHM","KYIP","1"
"EKCH","CYYZ","2"
"LEIB","OMDW","1"
"KATL","MPTO","2"
"EDFH","KORD","1"
"SBGL","KFLL","1"
"LFTW","LEPA","1"
"OBBI","OERY","2"
"KIAH","TJSJ","3"
"KOPF","EGTK","1"
"EIKH","EGTR","1"
"EBBR","LPPT","4"
"EBBR","KADW","1"
"LDPL","LOWL","1"
"EGLL","VGSY","1"
"LMML","UUWW","1"
"YSSY","NZAR","1"
"LIMC","EVRA","2"
"LKPR","EVRA","1"
"RK25","KSEA","2"
"UUEE","ESSA","2"
"ENGM","LOAN","1"
"EDDV","LTAC","1"
"EDTX","LFGC","1"
"EVRA","LFBO","1"
"EYKA","ETND","1"
"LTAC","EBMB","1"
"EGSS","LTBA","1"
"EGVN","LFMY","1"
"EDDF","KMIA","4"
"EDVE","LOWW","1"
"LTFJ","EDDS","13"
"VABB","OMDB","65"
"EFHK","LKMT","1"
"KCLT","TJSJ","15"
"KATL","ELLX","4"
"KTEB","SBGR","2"
"KFLL","SKBO","15"
"LPPR","EDDK","6"
"LLBG","EGLF","1"
"EDDK","LFXA","2"
"KMIA","LEBL","5"
"ELLX","KHHR","1"
"EYVI","LTFM","5"
"EPWA","KJFK","7"
"LPPT","EPWA","4"
"OTBD","OKBK","2"
"LTFM","LFJD","2"
"LFPG","ENGM","4"
"OTHH","YBBN","3"
"UKBB","EGKK","4"
"LOAN","EDMS","1"
"KEWR","EBBR","4"
"EDDP","LIRP","5"
"8TX7","MPTO","1"
"LLBG","LPPT","1"
"SBKP","ELLX","1"
"LOWS","EDDL","2"
"LLBG","VTBS","1"
"CYRQ","OA16","1"
"WSSS","RJAK","1"
"UUDD","EBBR","1"
"EGKB","LCLK","1"
"EDDS","LTAB","1"
"LFOB","LPPT","2"
"8KY6","CYMX","6"
"LKMT","LEMG","1"
"UTTT","LTFM","5"
"KBUF","CYUL","1"
"LEBL","LICJ","1"
"SBGL","KEYQ","1"
"SBGR","SEQM","3"
"WIII","OMDB","1"
"EDFH","LBWV","1"
"WSAC","LFPG","1"
"LFBF","EGPG","1"
"LHSM","EDDH","1"
"EGGW","EIKY","1"
"VGZR","OEDR","1"
"EDSN","LSZX","1"
"EDDF","ZGSZ","1"
"CYVR","VHHH","2"
"CYHM","KFXE","1"
"LIRF","LMML","10"
"UUWW","LSZH","10"
"OMDB","VIDP","73"
"CYKF","KIAG","1"
"LRCK","GMME","1"
"LFMN","EDDF","9"
"VIDP","EDDF","16"
"LFQM","LIPO","1"
"LKPR","LTFM","4"
"TJSJ","KIAD","7"
"EGLL","RJTT","19"
"EDDK","LLBG","4"
"ESSA","EDRZ","1"
"VTBS","WMKB","4"
"WIHP","WSSS","3"
"LSGG","OLBA","2"
"EGLL","KLAS","1"
"LTBA","LLBG","11"
"VHHH","YPPH","3"
"KSAN","CYYC","1"
"ENGM","EGLL","4"
"CYUL","KPWK","1"
"LFPB","LIMC","2"
"EKRK","EDFM","2"
"KATL","EBLG","6"
"EGPC","EDDH","1"
"EPKK","EGCC","2"
"LEIB","LSGG","9"
"OBBI","OMAA","1"
"RCTP","KSEA","6"
"UKBB","LKPR","9"
"OMDB","LEZG","3"
"LPPT","LEZL","9"
"EGLL","KHHR","3"
"EHRD","EBBL","1"
"LIMC","UKBB","7"
"EHLE","LEMU","1"
"TXKF","KATL","3"
"LTFM","ULLI","10"
"EGKK","EDDB","4"
"CYYZ","FL35","4"
"UUEE","LEBL","3"
"LIRF","LROP","2"
"ELLX","ESSA","2"
"EBMB","ZUCK","1"
"LDZA","EGLL","1"
"KSEA","RJAK","1"
"EPLL","LRBS","1"
"KEWR","LIRF","3"
"LLBG","LHBP","5"
"CYQG","AL16","1"
"EGSS","LEPA","3"
"LDZA","EKCH","4"
"LOWW","LFTW","1"
"LJLJ","LTFM","1"
"ULLI","LOWW","1"
"LEPA","LSZG","1"
"KJFK","RPLS","1"
"KFXE","MYCC","1"
"KIAH","LFPG","1"
"WIII","VIDP","1"
"EGKK","LIRF","1"
"EBLG","KHHR","1"
"EHEH","EGLF","1"
"EGSS","LEMG","1"
"EBLG","EDDK","1"
"LFQB","LIPX","1"
"EHAM","LIQL","1"
"LSGG","LFKJ","1"
"EIDW","EGKB","2"
"CYYZ","KOMA","1"
"KFTY","EGLF","1"
"OMSJ","EBBR","1"
"OMDB","VGZR","25"
"EBMB","LEBL","11"
"EDDB","OTHH","4"
"LEMG","EIDW","4"
"LEMG","LFPO","4"
"EDDP","LOWL","4"
"UKBB","LCLK","1"
"KSFO","RCTP","25"
"RCTP","RJFF","13"
"8KY6","EBBR","9"
"EGSS","EGJB","2"
"EINN","K9X1","1"
"LHBP","EBCI","3"
"EBMB","UKKK","1"
"LIRA","LOWI","2"
"EDTL","LFPB","1"
"EGGW","UAAA","1"
"EFHK","LIMC","2"
"EGLL","MMSM","1"
"EHBK","LEAL","1"
"WBSB","EGLL","1"
"EPWA","EGKK","1"
"LFPG","KPHL","1"
"EKCH","LTFM","5"
"KMQS","CYHM","1"
"LSZH","EDVY","1"
"KMDW","MMUN","7"
"EDDK","EGLL","2"
"LFDP","LSGG","1"
"KEWR","CYUL","14"
"SKBO","KORL","3"
"LEZL","LFPG","2"
"KFXE","SEQM","1"
"UUEE","LIMC","5"
"LIRA","GABS","1"
"LOWL","LSZR","1"
"LIMF","KAUS","1"
"LIML","LEPA","1"
"EPGD","LIME","1"
"LIMF","LFPT","1"
"LEBL","LOWS","1"
"ELLX","LFGC","1"
"LDPN","LSZH","1"
"SBGR","EBBR","1"
"LPPT","LEMD","41"
"EDTX","LESB","1"
"TJSJ","KVDF","6"
"UKLL","LHBP","1"
"EKCH","EGNX","3"
"OTHH","LTAC","4"
"8TX7","SBGR","5"
"OERK","OBBI","11"
"KDEN","CYYC","7"
"LTFM","ESSA","9"
"UUDD","LIRF","1"
"LSZH","LICZ","1"
"KORD","EDDM","4"
"LSZH","OMDB","12"
"OKBK","OMDB","30"
"LIME","LROP","5"
"KJFK","EGNX","4"
"EKCH","LROP","3"
"ELLX","LFMN","3"
"VABB","LFPG","5"
"RPLL","RJAA","2"
"OEDF","OTHH","6"
"LFPG","EBLG","4"
"EDFM","LFPB","2"
"LYBE","EDDS","1"
"LSGK","EGLF","1"
"LSZH","CYUL","2"
"EDDC","LKMO","1"
"ESSA","LKPR","4"
"RKSI","OTHH","2"
"EGFE","EIDW","2"
"LTFM","SBGR","6"
"LDPL","LSZH","1"
"LOWL","EDMF","2"
"EDDF","EBMB","2"
"SEQM","KIAD","1"
"SKMA","MPMG","1"
"EDDB","LTAC","2"
"EBCV","KADW","1"
"EDDM","LPPR","3"
"KAFW","MPMG","1"
"ESKN","LROP","1"
"FAGM","OMDB","1"
"SKBO","KMCO","2"
"LFLB","LEGE","1"
"KJFK","LYBE","2"
"EKSB","LSGG","1"
"OERY","OLBA","1"
"LPPT","UUDD","1"
"EBBE","ELNT","1"
"LESL","LFPB","1"
"FABA","LFPG","1"
"ESSA","EGCC","1"
"RPLL","WIDD","1"
"KMIA","CYYC","1"
"LHPR","EDDW","1"
"EGBB","EYVI","1"
"EGKB","LLBG","1"
"LMML","EGSC","1"
"GBYD","GOOY","1"
"KBTV","CYHU","1"
"EGKB","LEBL","2"
"EDMA","UUMO","1"
"UUDD","EHAM","2"
"LLBG","OM11","1"
"WBKK","WSSL","1"
"ETNW","OJAM","1"
"EGNX","LIRP","1"
"MPTO","SEQM","1"
"FARA","OMDB","1"
"KAPA","MPMG","1"
"EVRA","LEBL","2"
"CYQG","KRDU","1"
"KMIA","EHAM","17"
"LHBP","LOWW","4"
"KSFO","RKSI","28"
"LFMN","EDDM","4"
"EGLF","LKPR","1"
"LSGG","EDDG","1"
"LOWW","EDDB","18"
"TJSJ","KBWI","23"
"TBPB","PR20","2"
"LIMC","LEMD","14"
"EDDF","LPPR","9"
"ELLX","EPWA","1"
"EGLL","LEMG","2"
"EBBR","ETNL","1"
"EBLG","LEBL","4"
"LSGG","LFPG","23"
"LDZA","LIMC","4"
"EGSS","LIRP","1"
"EFHK","EDDP","6"
"CYYZ","PANC","2"
"EBLG","ENGM","4"
"UMMS","EBCI","2"
"LMML","LTFM","4"
"CYKF","KORD","1"
"EIDW","KBOS","3"
"LTFJ","UUMO","2"
"LOWL","EDVE","2"
"SBGL","EBMB","1"
"91OI","TLPC","1"
"EDDS","LELH","1"
"LEMH","EGLF","1"
"EDDP","EGSS","5"
"EDDK","OMSJ","1"
"EGLK","LSZH","1"
"EIDW","EPPO","1"
"LTAD","OTBD","1"
"LIMJ","EDMO","1"
"VVTS","VOMM","2"
"LFLP","LKTB","1"
"LIPB","LZIB","1"
"EGNX","KI67","1"
"LEMD","OERK","1"
"TJSJ","72FL","1"
"EKCH","EGLF","2"
"LHPR","LKTB","1"
"EBBR","LTBY","2"
"EBMB","ELLX","1"
"EDDB","LCLK","1"
"LSZA","EDDP","1"
"WSSS","NZPI","1"
"SD99","CYUL","1"
"KORD","EBFN","1"
"LIRA","LFLS","1"
"LIRP","LEPA","1"
"UKLL","EPWA","5"
"EDDB","LTFM","11"
"EFHK","LOWW","3"
"LKMH","EBAW","1"
"EDTM","LEPA","1"
"RCTP","VTBS","23"
"WSSS","WMKB","11"
"LEMG","EGLF","1"
"CYYC","KPSP","8"
"LIRF","OMDB","5"
"EBBR","OMDB","6"
"EGKB","LSGG","3"
"UUWW","LYBT","7"
"LOIH","EBAW","1"
"OTHH","FAOR","10"
"RJBB","WSSS","6"
"EDDM","LEBL","12"
"MGGT","KHOU","5"
"LFRS","LSGG","5"
"UAAA","LTBA","11"
"EHSE","EBAW","3"
"EDDF","EGPH","5"
"VHHH","UUEE","7"
"GMMN","LEMD","7"
"ELLX","LEMD","4"
"KHWD","CAM3","1"
"LEMG","LSGS","1"
"LOLW","LSGC","1"
"EDDK","KEWR","5"
"TLPL","KMIA","5"
"RJTT","KORD","7"
"KIND","LFPG","8"
"EBCI","LPFR","2"
"EDDG","LPFR","1"
"KBOS","CYUL","1"
"EGKB","LEPA","1"
"LFRB","EICK","1"
"OERK","EBLG","1"
"LIBD","EHAM","2"
"LECU","LFPN","1"
"ENTC","ESSA","1"
"EDMA","LKPR","1"
"LSGL","LFSN","1"
"KISP","LFPB","1"
"MI15","CYQG","1"
"ENTO","EPPO","1"
"OTBH","OMSJ","1"
"EGPK","CNU4","1"
"LICJ","EDDF","1"
"UUWW","LKPR","1"
"WSAC","KOAK","1"
"EDSB","LEIB","1"
"LSZL","EDMV","1"
"EDDH","LOWW","14"
"EHAM","LEBL","28"
"LTBA","EGGW","4"
"VHHH","OA16","2"
"KMIA","MMUN","28"
"LTBA","UAII","1"
"KSDF","EDDK","12"
"OMDB","OLBA","31"
"LEIB","LFPO","3"
"EBBR","EDDP","10"
"KVNY","EHAM","1"
"OMDW","EPWA","1"
"ENGM","EFNS","1"
"LFLI","EDMQ","1"
"EDDL","EPWA","4"
"EGKB","LPFR","1"
"WSSS","6AK5","1"
"KBOS","LPPD","2"
"KCMH","MMUN","1"
"EDDM","LPFR","2"
"KORD","ZGSZ","3"
"EKEB","EDXW","1"
"PR27","KFLL","1"
"EDDV","LFMN","1"
"EDHL","LOWS","1"
"EPGD","EDDP","4"
"EYVI","EKCH","4"
"SAEZ","LEMD","1"
"LETO","OTBD","1"
"VIDP","LFPG","8"
"LGAV","LLBG","1"
"EDMO","LIDF","1"
"EGLF","EIDW","4"
"LFPG","KSFO","3"
"LBWN","EDJA","1"
"LSZC","EBAW","2"
"EDLP","LSZC","1"
"LSGG","EDEG","1"
"OH07","CYHM","1"
"EDLS","EHBK","1"
"LLBG","VT01","1"
"EPKT","LIRA","1"
"ELLX","LEZG","1"
"EGGW","KBED","1"
"EHAM","KORD","26"
"KCLT","EGLL","7"
"LIPQ","LOWS","1"
"LFBO","EBBR","4"
"EGLL","EBMB","7"
"LEMG","LPPT","10"
"LEAL","LFPO","6"
"KLAX","RKSI","79"
"EGNS","EGNV","2"
"KPHL","EDDK","6"
"EDDF","LTFM","15"
"EDDW","LFPB","1"
"EDLP","LEPA","2"
"LKTB","EGKB","1"
"EDML","LOWZ","2"
"LPPT","LEMG","10"
"LYBE","LOWS","2"
"KPBI","CYYZ","6"
"KDFW","EGLL","14"
"LFST","EBTY","2"
"EFHK","LDZA","1"
"OMDB","RKSI","8"
"VOTR","WMKK","3"
"LTBA","FAOR","1"
"LTBA","UUEE","2"
"KSFO","LFPG","3"
"LIRA","EKCH","2"
"EDDG","EGKB","1"
"EDDK","EIDW","4"
"EDDF","LFRN","1"
"EPSW","ENJB","1"
"VGZR","OMSJ","5"
"LSGG","LICZ","3"
"EBBR","LEMD","6"
