"Source","Target","flights_count"
"BE","QA","33"
"US","DK","1"
"KZ","PL","3"
"TR","HK","2"
"PL","NO","5"
"KR","JP","22"
"GB","GR","2"
"IS","GB","18"
"LU","KZ","2"
"CA","PL","1"
"FI","BY","1"
"SE","NO","29"
"TH","LK","2"
"PL","TR","2"
"US","JP","73"
"TR","BH","2"
"BH","FR","1"
"NL","HR","5"
"AR","CH","2"
"QA","ZA","2"
"CH","FI","1"
"FR","ES","45"
"CN","TH","5"
"BE","HU","6"
"SE","BY","3"
"IS","PT","1"
"GB","EE","1"
"IS","CZ","2"
"TW","CN","15"
"TR","DE","27"
"BE","IT","28"
"GR","CH","3"
"SI","AT","1"
"GB","SK","2"
"DE","SN","6"
"CH","IT","14"
"RS","RO","1"
"DK","QA","7"
"FR","IN","8"
"GB","LT","3"
"MT","NL","2"
