"Source","Target","flights_count"
"CA","DK","4"
"UY","AR","15"
"MY","RU","1"
"FI","IT","37"
"GR","CH","16"
"JP","CN","19"
"NO","TR","9"
"FI","LV","35"
"UZ","TR","1"
"CZ","BG","3"
"MY","NO","1"
"US","UY","2"
"SK","IT","11"
"TR","FR","100"
"US","DZ","1"
"KZ","KR","10"
"MY","TR","5"
"CH","MT","1"
"CH","CA","20"
"IN","AT","22"
"QA","BH","6"
"LV","MT","1"
"IS","CH","9"
"BE","IL","5"
"IN","HK","64"
"IT","DK","88"
"ES","MX","29"
"TR","PH","4"
"HR","GR","1"
"QA","MO","1"
"HU","PL","14"
"KR","JP","501"
"CY","BH","1"
"SE","IE","10"
"CH","RU","60"
"KR","ID","2"
"FR","RU","113"
"CA","TW","26"
"PT","CH","84"
"MA","GB","2"
"IE","AE","15"
"PK","CN","1"
"US","GR","8"
"KZ","FR","2"
"SE","AE","8"
"TR","TW","5"
"ES","TR","40"
"HK","MO","2"
"CH","CZ","32"
"PH","SA","17"
"BE","JP","1"
"CY","IT","1"
"AT","TH","12"
"AE","IT","51"
"AE","US","88"
"HU","RU","43"
"CA","AE","10"
"IT","LB","16"
"IS","BE","8"
"PT","LV","2"
"SI","FR","3"
"BE","SK","5"
"ES","DE","652"
"FR","NL","172"
"SA","IT","9"
"RU","QA","26"
"TR","NO","14"
"EE","DE","22"
"IN","LU","2"
"ES","DK","102"
"KZ","UZ","7"
"IN","BE","5"
"CV","FR","1"
"CZ","LB","1"
"BE","NL","33"
"AT","CZ","13"
"RO","CZ","16"
"NL","ZA","11"
"TR","AE","75"
"AE","HK","43"
"GB","MO","4"
"MY","GB","22"
"GR","RO","2"
"CA","IL","2"
"AT","XK","1"
"TR","LV","5"
"RU","ZA","1"
"CH","IN","13"
"MT","HU","2"
"IE","QA","8"
"CA","DE","62"
"DE","LV","79"
"LB","UA","1"
"LV","AT","12"
"JE","GG","3"
"PM","CA","4"
"RU","UA","1"
"IN","CN","1"
"TR","SN","5"
"IS","US","66"
"GR","IE","1"
"HU","QA","11"
"HR","GB","23"
"NZ","PH","2"
"BH","TH","7"
"BH","PK","8"
"PK","QA","9"
"IT","AR","15"
"HR","SE","6"
"HK","LU","1"
"IS","FI","13"
"IN","DE","82"
"LT","FR","1"
"UY","US","6"
"AT","IN","4"
"EE","AT","2"
"GB","HR","22"
"NL","HK","11"
"MX","GB","14"
"SG","TH","3"
"ZA","ES","3"
"LV","IS","2"
"NO","PL","29"
"GB","IS","64"
"NO","QA","7"
"IE","FI","5"
"ES","AT","76"
"RU","RS","2"
"US","HU","5"
"NL","PT","119"
"DK","HR","6"
"RU","BG","8"
"DK","PT","22"
"CZ","UA","13"
"HU","AT","13"
"NL","CZ","40"
"SA","TR","36"
"LU","BH","3"
"AT","SA","5"
"CZ","BE","44"
"GE","UA","3"
"RS","NO","1"
"IL","IE","1"
"GM","BE","2"
"GE","LV","1"
"UA","AE","20"
"TR","BR","2"
"US","ID","5"
"AE","IN","356"
"CH","IE","37"
"LV","GR","4"
"IN","CH","14"
"NO","UA","1"
"US","PL","26"
"FR","KR","19"
"NL","TW","11"
"LV","LT","9"
"TR","EE","6"
"SE","CA","1"
"ES","EE","1"
"GB","CH","509"
"DE","GR","161"
"TR","DZ","19"
"PH","CN","6"
"BH","BE","1"
"LU","AT","18"
"SI","XK","1"
"AT","HR","19"
"GR","UA","1"
"QA","CZ","13"
"LU","DK","10"
"RU","CN","7"
"IL","FI","1"
"TH","NP","4"
"KZ","GE","1"
"KR","MY","74"
"DE","JP","29"
"CY","MT","1"
"XK","HU","1"
"AE","CY","2"
"BN","GB","6"
"CZ","FR","78"
"LT","PL","4"
"FI","US","17"
"AE","BH","157"
"DK","GR","12"
"BR","UY","27"
"QA","FI","12"
"DZ","RU","1"
"QA","CH","22"
"RS","CH","15"
"CA","DZ","3"
"SA","AU","1"
"SK","NL","3"
"IE","GG","1"
"SE","IL","1"
"NL","JE","1"
"SA","BH","92"
"IN","QA","54"
"PT","IE","89"
"IN","FR","49"
"IN","TH","98"
"QA","SE","18"
"LV","GB","52"
"HU","AE","9"
"RU","SA","1"
"LU","ZA","4"
"HK","BE","3"
"UZ","IL","1"
"DE","MA","2"
"PE","BO","1"
"NL","US","195"
"AT","PT","23"
"QA","RU","28"
"SK","MK","1"
"SE","DE","263"
"RU","KR","15"
"LU","QA","8"
"HU","CA","3"
"GB","ES","1164"
"US","IS","68"
"HU","NL","43"
"DE","HU","179"
"QA","CN","1"
"NO","TH","2"
"KZ","TH","3"
"SK","ES","2"
"IN","FI","3"
"ZA","BE","4"
"LT","NO","1"
"RO","LB","3"
"KR","KZ","9"
"PL","MO","1"
"IT","NO","27"
"NO","CH","9"
"NL","PL","71"
"CZ","IT","76"
"DK","QA","18"
"MY","JP","44"
"HK","FR","6"
"NL","AE","43"
"GR","HU","2"
"QA","HU","15"
"UA","QA","13"
"DE","BR","19"
"HK","CH","6"
"IE","LU","9"
"QA","KZ","2"
"CH","BG","1"
"IE","MO","1"
"FI","TH","8"
"QA","NZ","5"
"DK","IN","4"
"IS","LT","1"
"MT","FR","6"
"US","AT","33"
"IT","IL","10"
"HU","FR","47"
"PL","NL","58"
"BB","CA","9"
"GE","GR","1"
"BH","HK","11"
"DK","TR","23"
"IN","MO","2"
"IT","GB","830"
"RO","PL","18"
"BE","CA","13"
"BR","GB","21"
"IN","DK","4"
"EE","UA","4"
"XK","GB","2"
"SG","MY","1"
"RO","AE","13"
"IT","RO","92"
"GB","TR","103"
"IT","HR","15"
"BH","IS","1"
"IT","CA","13"
"CA","IE","16"
"SG","IN","1"
"PL","HK","2"
"TW","AT","8"
"LU","MX","4"
"RS","GB","9"
"AT","ES","84"
"NL","GR","44"
"FR","BR","29"
"HK","GB","23"
"IE","NO","13"
"TH","IN","18"
"CH","SI","6"
"US","PH","33"
"QA","LB","31"
"KR","IL","1"
"IM","GG","1"
"DZ","BR","1"
"IT","BR","28"
"AT","BE","61"
"SI","RU","8"
"JP","HK","159"
"AU","CN","4"
"TW","ID","5"
"DE","IN","65"
"CA","CZ","1"
"EE","FI","7"
"RS","RO","1"
"CZ","TR","13"
"RU","SK","6"
"LU","SG","2"
"DE","DZ","11"
"FI","BE","27"
"AR","BE","3"
"PH","CA","16"
"AR","IT","13"
"DE","ES","688"
"FI","CH","17"
"RO","IT","96"
"IE","FR","124"
"DK","CH","42"
"FI","RU","43"
"NZ","ID","7"
"QA","KR","9"
"TR","SA","32"
"NO","AT","14"
"PH","TR","3"
"PH","BN","10"
"KR","MO","27"
"US","TW","129"
"GB","HU","152"
"FR","ES","655"
"KR","DE","38"
"SE","GB","202"
"CN","JP","33"
"FR","SN","20"
"BE","TR","37"
"CN","IN","4"
"NL","ID","4"
"ES","MO","1"
"CH","AT","142"
"BE","HR","15"
"NL","ES","286"
"LV","FI","37"
"US","BR","86"
"BE","SN","8"
"CA","FR","52"
"SI","IT","6"
"GB","GI","3"
"FR","QA","21"
"DE","BH","15"
"JP","SG","1"
"MY","SA","4"
"LB","RU","2"
"KR","HK","148"
"UZ","RU","13"
"IT","LU","50"
"GB","PH","5"
"QA","JP","7"
"FI","GB","76"
"RO","BE","40"
"AE","SN","6"
"AE","IR","4"
"HR","CZ","2"
"UA","BE","10"
"RS","NL","7"
"NP","TH","4"
"AE","GE","2"
"GE","IL","2"
"DZ","LB","1"
"IE","BE","38"
"UA","CH","7"
"GR","IT","21"
"CN","AE","5"
"BE","DK","58"
"ZA","BR","14"
"LU","TW","5"
"CZ","NO","14"
"SN","BE","10"
"LU","KZ","2"
"RS","TR","8"
"BE","ZA","2"
"RS","LU","1"
"FI","SE","207"
"ES","GB","1220"
"US","AR","48"
"DE","TN","2"
"PK","SA","7"
"ES","RU","80"
"RS","FR","12"
"HR","CH","19"
"RU","IT","161"
"GB","NO","127"
"QA","HK","7"
"FR","BG","3"
"NZ","AE","11"
"FR","IS","8"
"QA","AU","17"
"AU","GB","23"
"DE","XK","4"
"BE","FI","26"
"NL","DK","100"
"HU","BE","38"
"RO","GR","21"
"MK","AT","3"
"NL","RU","59"
"SK","TR","1"
"IE","IM","12"
"SE","LT","4"
"PL","HU","15"
"TH","MY","107"
"NP","IN","51"
"BE","BA","2"
"CA","TR","3"
"CZ","BH","1"
"ES","RO","43"
"PL","US","25"
"HK","CN","20"
"KR","GB","21"
"HR","AT","16"
"GB","MK","1"
"CA","PT","16"
"ZA","NL","16"
"UY","ES","9"
"GB","GM","6"
"AE","MK","1"
"QA","ZA","11"
"ZA","AU","3"
"BH","US","1"
"GG","JE","4"
"PL","MT","1"
"LV","TR","4"
"AE","SG","8"
"GR","RS","1"
"RU","DK","13"
"BR","TR","1"
"JP","QA","4"
"CH","GB","555"
"GR","BE","8"
"IL","US","11"
"RU","HR","7"
"NZ","HK","15"
"IE","TR","4"
"GB","JE","119"
"BO","CA","1"
"CA","LU","2"
"LT","AT","2"
"ES","CZ","46"
"PL","HR","9"
"GB","GG","64"
"RU","HK","13"
"TR","ES","54"
"NL","SG","5"
"AU","ZA","3"
"FI","AE","8"
"QA","PL","14"
"AT","DZ","2"
"KZ","ES","3"
"JE","DE","1"
"KR","US","209"
"QA","LU","11"
"MY","IT","3"
"RO","NL","39"
"GB","HK","48"
"RS","DK","2"
"ID","NL","2"
"SN","IN","1"
"CZ","SA","1"
"AU","IT","6"
"ZA","HK","8"
"QA","US","56"
"FI","CZ","19"
"FR","TR","74"
"HK","IT","5"
"IT","IE","72"
"DK","US","46"
"GB","JP","24"
"GB","BE","163"
"CN","IE","2"
"IT","SI","6"
"CZ","LU","5"
"UA","RU","2"
"SK","BG","1"
"LB","DE","10"
"ES","NL","243"
"IS","ES","13"
"IN","CA","10"
"CA","IN","11"
"ES","AE","31"
"MK","MT","1"
"BN","TW","3"
"CH","JP","1"
"AT","MK","3"
"FR","TH","12"
"CY","GB","6"
"AT","CN","2"
"BE","US","65"
"CH","AE","44"
"RU","KZ","54"
"NL","BE","34"
"IT","DZ","21"
"HK","ZA","1"
"BH","MY","3"
"RS","SE","9"
"KZ","CN","2"
"TR","LU","6"
"AE","TR","77"
"PL","SE","59"
"PT","NL","108"
"IT","GR","92"
"LV","UA","28"
"DE","BB","5"
"ES","GM","2"
"CY","NO","1"
"NZ","DE","1"
"IM","ES","1"
"GB","NL","595"
"CH","DK","50"
"SE","MT","3"
"IT","EE","7"
"MK","AE","1"
"FI","BG","2"
"GR","LU","1"
"ES","SA","6"
"TW","CN","28"
"MY","MO","12"
"PT","HU","12"
"HK","KZ","2"
"NZ","MO","2"
"LT","FI","2"
"TW","TR","2"
"BN","MY","40"
"BN","PH","10"
"TW","PH","89"
"CH","ID","1"
"FI","ES","47"
"BE","CN","1"
"DK","RO","4"
"TR","MT","1"
"HK","TW","84"
"QA","GB","108"
"CA","GB","115"
"NO","SE","141"
"GR","CA","1"
"CH","JE","2"
"CZ","DK","35"
"FR","SE","60"
"FR","AE","46"
"LV","ES","13"
"NL","JP","7"
"AT","TW","11"
"IT","UZ","1"
"SA","LB","17"
"PL","LT","3"
"RU","TH","15"
"NO","GR","5"
"GE","BH","1"
"QA","IL","1"
"UA","FR","27"
"BG","PL","1"
"PL","GB","270"
"RU","US","39"
"CZ","DE","108"
"GB","RU","89"
"BH","GE","1"
"PK","TR","5"
"DK","TH","7"
"ES","IN","1"
"PH","AU","36"
"EE","LT","3"
"CH","NO","20"
"IE","AU","1"
"ES","IT","579"
"BE","GR","34"
"HR","DE","114"
"FI","EE","5"
"BB","LC","9"
"FI","HU","16"
"CH","US","105"
"GB","UA","29"
"UA","EE","3"
"CH","RS","3"
"UA","SE","6"
"ID","TW","4"
"CH","CY","1"
"CA","HU","3"
"US","DE","383"
"NL","UA","14"
"QA","AE","4"
"SE","NO","148"
"PT","CA","18"
"US","BM","48"
"UA","GR","8"
"SN","GM","6"
"US","RO","3"
"TR","LT","2"
"KZ","TR","26"
"BR","US","100"
"MY","KZ","3"
"MY","NP","9"
"JP","ES","1"
"CA","PH","14"
"BG","DK","1"
"US","NO","18"
"JE","AT","1"
"IS","LV","4"
"CN","UA","1"
"FI","NL","34"
"RS","AT","2"
"CA","QA","4"
"LT","NL","1"
"DZ","DE","8"
"CH","NL","103"
"SE","PL","51"
"PT","ES","216"
"IL","IT","9"
"HU","SE","22"
"ES","BR","32"
"US","RU","33"
"FR","ZA","7"
"DE","CY","2"
"SN","SE","1"
"LT","SE","4"
"KR","NL","11"
"FI","IE","4"
"SA","CH","4"
"US","MX","454"
"DE","ID","6"
"PT","NO","13"
"RS","LB","1"
"UA","GB","28"
"PT","IL","2"
"SE","CZ","25"
"RO","RU","14"
"FI","KR","7"
"DE","IT","915"
"ES","FR","676"
"EE","IT","7"
"LB","RO","3"
"CA","GR","3"
"MY","DE","9"
"MY","QA","15"
"FR","SI","2"
"CZ","RO","12"
"AU","TH","25"
"AT","IE","13"
"LV","SE","31"
"LT","DE","8"
"BM","GB","7"
"US","KR","224"
"SK","GB","30"
"LV","PL","6"
"RU","CH","55"
"CZ","SK","10"
"UA","IL","6"
"CN","TH","9"
"HK","AT","1"
"BR","CA","8"
"RO","MT","1"
"CA","KR","29"
"AR","UY","18"
"SK","CZ","10"
"PT","CV","11"
"CZ","NL","48"
"AR","US","44"
"CA","ES","11"
"PH","IT","2"
"TN","FR","9"
"IE","PL","41"
"CN","KR","35"
"NP","SA","6"
"DK","AT","37"
"SE","RU","38"
"SN","FR","23"
"GR","ES","10"
"BN","HK","6"
"BH","DE","13"
"TW","MO","64"
"EE","FR","3"
"AT","DE","698"
"NL","CH","82"
"DE","FI","154"
"IT","HU","54"
"GB","EE","17"
"TW","DE","9"
"UA","LT","4"
"LB","GB","18"
"MT","PL","2"
"MX","BR","18"
"HK","ID","7"
"SN","SA","1"
"BH","IN","50"
"MX","US","505"
"AE","AT","14"
"MT","GB","22"
"HU","DE","167"
"LT","GR","2"
"IT","KR","21"
"IE","CH","33"
"IS","DK","22"
"PT","UA","3"
"NZ","GB","4"
"HU","IT","57"
"CN","FR","4"
"TR","GE","2"
"DE","MK","4"
"TR","IT","99"
"IN","SA","35"
"CY","CH","2"
"TR","XK","3"
"BB","BM","1"
"SA","PH","15"
"AE","QA","2"
"IT","CZ","77"
"GG","IM","2"
"TR","GR","31"
"TR","HK","1"
"SE","QA","17"
"RS","AE","4"
"IT","NL","207"
"TR","AT","43"
"NO","DK","161"
"IS","AT","4"
"CH","HU","29"
"AU","QA","19"
"LT","ES","1"
"IL","HK","2"
"PH","BR","1"
"GB","FR","857"
"GR","DE","47"
"US","JP","144"
"AT","TR","44"
"FI","GR","10"
"SA","QA","1"
"IN","PT","1"
"CV","SN","2"
"CH","CN","2"
"AT","NO","19"
"AU","AR","1"
"AE","MO","5"
"MT","EE","1"
"SI","RS","1"
"BG","CY","1"
"AR","MX","9"
"ES","LV","11"
"CH","FI","18"
"PT","IS","1"
"PL","CA","8"
"HR","MK","1"
"RU","RO","12"
"DE","SN","4"
"BR","HK","1"
"FI","HR","5"
"NO","RU","13"
"BH","CH","1"
"AE","BN","4"
"QA","BG","2"
"LU","TR","2"
"LV","DE","72"
"PH","JP","76"
"DE","TR","305"
"AU","LT","1"
"JP","PH","65"
"CA","BB","14"
"SI","HU","2"
"RO","HU","10"
"FI","IN","4"
"JP","IT","1"
"AE","ZA","23"
"GR","TR","1"
"DE","SG","9"
"FR","EE","3"
"AU","CZ","1"
"GB","TW","9"
"PH","SG","1"
"QA","UA","12"
"HU","ES","34"
"IT","HK","10"
"LU","RU","1"
"ID","QA","3"
"TW","SG","1"
"KR","CZ","7"
"NL","FR","201"
"FI","PT","17"
"CZ","SE","26"
"TR","PT","8"
"IL","HU","5"
"US","IL","9"
"QA","GE","1"
"MX","NL","18"
"MT","IL","1"
"IL","IN","1"
"AT","KR","4"
"JP","KR","499"
"AU","PH","36"
"PL","BG","1"
"ES","IS","9"
"GM","ES","1"
"PT","GR","7"
"GM","GB","5"
"HK","TH","16"
"GB","SG","6"
"BG","AE","1"
"IT","RS","4"
"CA","US","2336"
"SE","HR","7"
"TH","HK","31"
"QA","IT","51"
"LB","AE","45"
"RS","RU","15"
"KZ","AE","20"
"CZ","HR","2"
"US","LU","27"
"DK","BE","58"
"QA","NL","14"
"CH","LV","13"
"NL","MO","3"
"QA","BR","5"
"IT","PL","89"
"NL","CA","49"
"PH","QA","25"
"RU","SE","35"
"TR","MY","5"
"QA","PK","11"
"MA","BE","13"
"MT","AE","1"
"FR","SK","6"
"IT","MK","1"
"TR","ZA","4"
"HK","NZ","5"
"MO","KR","1"
"LV","NO","25"
"DE","IL","13"
"ES","AR","38"
"KR","CA","25"
"NZ","TW","2"
"NL","FI","38"
"GB","US","828"
"NL","IT","251"
"IM","IE","12"
"CN","UZ","1"
"ES","PL","50"
"ZA","GB","41"
"PH","TH","19"
"FI","LT","2"
"CY","TR","21"
"IN","NZ","1"
"JP","DE","35"
"MT","DE","7"
"EE","IE","2"
"JP","AE","11"
"LT","IT","4"
"SA","MY","4"
"AT","JE","1"
"BE","PT","81"
"PH","TW","78"
"AU","DE","6"
"HK","BN","3"
"GB","DK","250"
"TR","NL","53"
"RO","RS","1"
"IS","IE","12"
"TW","MY","62"
"NZ","JP","1"
"BR","CH","8"
"EE","DK","12"
"MO","CN","2"
"GW","ES","1"
"IL","ZA","1"
"HK","NP","1"
"AT","GB","169"
"MK","DE","5"
"BE","CZ","33"
"MA","FR","13"
"QA","MY","19"
"IL","NL","5"
"GB","CN","4"
"DE","KZ","10"
"DK","UA","7"
"HR","QA","12"
"QA","CA","2"
"LB","GR","4"
"HK","AE","16"
"MY","TW","52"
"DE","LB","16"
"GM","SE","1"
"US","NL","185"
"DK","LV","21"
"KR","TW","141"
"LU","DE","72"
"UA","HU","13"
"SE","FR","60"
"GE","RU","12"
"PL","CH","38"
"SI","SK","2"
"GB","LT","10"
"IT","LV","16"
"CH","HK","11"
"HR","TR","7"
"TW","LU","1"
"HK","IN","23"
"IE","HU","16"
"BG","BE","4"
"IL","DE","9"
"LU","HK","6"
"AT","HU","13"
"NL","RO","41"
"GR","PT","2"
"FI","RO","3"
"BE","IT","233"
"RU","ES","97"
"CN","MY","42"
"FR","IE","119"
"BE","PL","57"
"PL","LU","1"
"LB","ES","4"
"SN","ES","10"
"MA","NL","5"
"GG","DE","1"
"CH","UA","9"
"TR","TH","6"
"NL","IL","6"
"IT","BE","205"
"CH","TR","42"
"GB","IL","11"
"AU","TW","24"
"FR","CZ","55"
"NO","GB","83"
"IL","CA","3"
"HU","FI","18"
"IE","CA","23"
"RU","GE","13"
"ID","SG","3"
"AE","KZ","22"
"GB","AU","7"
"UZ","AE","1"
"US","SN","4"
"AR","NL","6"
"CV","CZ","1"
"GB","CV","2"
"BM","ES","1"
"ID","SA","1"
"CA","SE","1"
"DK","DE","287"
"AT","IT","135"
"AT","FR","97"
"NZ","TH","7"
"CN","MO","8"
"IT","CN","2"
"FR","IN","45"
"AE","CZ","19"
"BR","ES","30"
"MT","AT","2"
"LT","LV","5"
"FR","DZ","184"
"BE","CH","98"
"IN","NP","17"
"HU","GR","10"
"NO","FR","30"
"LB","SA","11"
"FR","RO","53"
"SK","RU","7"
"GE","TR","4"
"AT","IL","6"
"IL","SE","1"
"BE","MT","3"
"DE","CZ","87"
"CZ","AE","19"
"GB","DZ","11"
"US","UA","7"
"QA","DZ","6"
"CH","IT","192"
"FR","TW","9"
"NO","AE","5"
"IE","CZ","10"
"SN","DZ","5"
"US","DK","44"
"AR","NZ","4"
"TH","CN","5"
"DK","LB","4"
"BR","MX","14"
"GE","AE","2"
"KR","AT","10"
"HU","UA","11"
"SE","IN","3"
"IE","NL","93"
"CZ","KR","5"
"AE","LB","43"
"LV","NL","15"
"TH","ID","11"
"PL","KR","5"
"ID","DE","1"
"KZ","IN","9"
"RS","BA","3"
"CN","AT","4"
"PL","LB","1"
"FR","HK","8"
"DK","GB","228"
"DE","CN","10"
"MY","US","2"
"IE","US","156"
"BG","RU","6"
"DK","ES","86"
"MY","NZ","7"
"IN","BH","48"
"IE","GR","9"
"NO","IE","9"
"BG","IT","8"
"RO","FI","2"
"TR","SI","7"
"SN","GW","4"
"AT","LV","11"
"MA","DE","2"
"GB","PL","310"
"UA","DE","93"
"DE","QA","45"
"UA","ES","23"
"DZ","QA","7"
"NO","LT","3"
"SN","TR","7"
"LV","DK","24"
"SE","KR","3"
"NL","TR","57"
"IN","SE","3"
"AT","FI","13"
"KR","ES","11"
"RO","IL","4"
"HR","PL","9"
"DE","US","420"
"AR","DE","7"
"BH","AE","145"
"KR","DK","1"
"KZ","QA","1"
"AE","NP","12"
"MK","NL","1"
"UA","DK","6"
"ES","CY","1"
"IN","SG","34"
"AT","SI","9"
"MK","SI","1"
"RU","IE","8"
"DK","FI","64"
"BB","US","18"
"TH","GR","1"
"GR","RU","2"
"HR","RU","8"
"AE","TW","8"
"NL","HU","48"
"ES","ZA","3"
"NZ","QA","4"
"RU","JP","2"
"SI","MK","1"
"TR","NP","4"
"IT","ID","1"
"IT","CH","180"
"US","QA","41"
"CZ","IE","14"
"ES","HR","9"
"IT","QA","52"
"DE","BA","4"
"BE","LV","15"
"JP","GB","30"
"BR","ZA","11"
"ID","HK","5"
"FR","UA","27"
"CN","TR","1"
"SK","LU","1"
"US","AE","79"
"SK","PL","3"
"CZ","PL","15"
"DE","RO","119"
"PL","CZ","18"
"PK","DZ","1"
"CZ","HU","11"
"AU","SG","4"
"NL","KR","8"
"BE","GM","2"
"ID","AE","3"
"CA","MO","3"
"BB","VC","24"
"LV","BE","15"
"ES","SK","5"
"SN","US","5"
"JE","DK","1"
"FI","DK","65"
"CY","LB","3"
"LT","BE","1"
"CN","ES","2"
"BE","HK","5"
"FI","ID","4"
"AE","RS","1"
"PT","DE","256"
"PL","PT","22"
"TR","QA","57"
"MY","KR","75"
"FI","IS","13"
"BR","LU","3"
"PK","GB","3"
"PL","ID","2"
"DK","NO","168"
"MY","HK","67"
"BG","AT","12"
"KR","LU","1"
"CY","GR","8"
"MK","BE","1"
"TR","LY","2"
"IS","NL","8"
"SI","DE","24"
"IT","SN","3"
"LU","NL","27"
"PT","AE","14"
"IE","HK","3"
"GM","TR","1"
"GB","ID","12"
"ES","US","160"
"GB","DE","1179"
"AE","SA","240"
"DK","IE","18"
"HR","DK","6"
"TW","RU","1"
"HU","IE","17"
"AR","CA","3"
"KR","CH","1"
"AR","BO","10"
"LV","AE","1"
"TW","HK","208"
"DK","HU","15"
"DK","EE","12"
"PL","EE","4"
"TW","AE","6"
"TR","SG","3"
"CA","NL","44"
"SI","AT","11"
"UA","NL","12"
"TR","UA","25"
"TR","IL","18"
"DK","RU","14"
"DZ","IT","21"
"RU","IN","17"
"IE","LB","1"
"UA","TH","1"
"HK","US","71"
"DE","PL","229"
"MT","MK","1"
"US","PT","45"
"BR","AR","151"
"GR","AT","9"
"QA","TH","36"
"TR","BH","23"
"EE","LV","24"
"AT","GR","22"
"CH","FR","279"
"HK","DE","11"
"MT","SE","2"
"IN","ES","1"
"BR","AE","13"
"GW","PT","1"
"CH","TN","1"
"IT","MO","4"
"ES","FI","49"
"AU","US","102"
"CZ","FI","18"
"SE","CH","49"
"NO","RO","3"
"ES","DZ","43"
"ZA","QA","9"
"SK","FR","6"
"IN","KR","13"
"KR","MX","4"
"GB","BN","5"
"BE","DE","180"
"GB","QA","95"
"NL","SA","3"
"AU","IN","14"
"SE","GR","13"
"MX","KR","3"
"QA","RO","11"
"FR","GG","3"
"ID","PH","5"
"MY","NL","7"
"TR","CH","45"
"US","CN","17"
"IM","GB","40"
"IE","RO","7"
"MY","SG","46"
"NZ","CA","6"
"IL","CH","3"
"ZA","PT","1"
"IE","SE","11"
"IT","US","164"
"HK","IE","3"
"BE","LT","2"
"IT","AT","130"
"CV","PT","8"
"SA","HK","2"
"SE","TR","28"
"GB","BH","22"
"GR","LB","1"
"IN","TW","2"
"FR","GB","778"
"IS","CA","11"
"DE","SK","14"
"JP","TW","265"
"TH","AT","1"
"TR","CY","13"
"SN","DE","5"
"PT","RO","4"
"US","GB","805"
"DE","KR","52"
"US","AU","116"
"AU","AE","73"
"QA","DE","45"
"ZA","TR","5"
"BG","FR","1"
"KR","FI","5"
"IE","LV","10"
"RO","IE","8"
"TW","TH","24"
"AT","EE","2"
"DE","MO","2"
"IT","IN","15"
"TW","AU","30"
"GB","CZ","96"
"PT","SE","23"
"AT","BG","11"
"IL","PL","6"
"MT","TR","1"
"TR","BG","7"
"ES","IL","4"
"SN","PT","8"
"BE","GB","163"
"FR","CA","51"
"RO","NO","2"
"IL","FR","11"
"AT","UA","37"
"NO","CZ","13"
"SE","CN","1"
"CN","NZ","3"
"CH","KZ","1"
"QA","AT","15"
"ES","UY","9"
"CY","AE","1"
"XK","CH","3"
"SA","DE","17"
"CA","CN","5"
"BR","IT","31"
"AT","DK","39"
"EE","ES","1"
"AT","QA","16"
"LB","BH","10"
"CN","ZA","2"
"VC","US","1"
"SI","DK","1"
"MY","AE","24"
"MO","US","2"
"TR","UZ","4"
"GB","MX","13"
"CH","DE","603"
"JE","GB","123"
"BO","AR","12"
"GR","CZ","1"
"GB","SI","14"
"BR","DE","15"
"AE","NL","35"
"CV","GB","1"
"IT","ES","571"
"PT","IT","110"
"HR","BE","14"
"IT","FI","37"
"CA","AT","7"
"NL","NO","52"
"RU","GB","89"
"ES","SE","105"
"AU","MY","112"
"ES","MA","27"
"BE","RU","35"
"ES","KR","11"
"JE","CH","4"
"RO","BG","1"
