"Source","Target","flights_count"
"GR","AE","5"
"QA","ES","33"
"IN","PL","5"
"QA","PL","4"
"TR","FR","44"
"CH","IT","69"
"HR","DE","51"
"RU","LV","32"
"PL","FR","33"
"JP","CH","4"
"JE","FR","3"
"KR","JP","39"
"IE","HR","2"
"CY","PL","2"
"RU","SK","1"
"JE","CH","2"
"FI","DK","10"
"AT","DK","8"
"MO","MY","4"
"PT","BE","37"
"SE","ES","48"
"IT","SI","7"
"RO","LT","1"
"MO","AE","1"
"CH","LU","4"
"IL","AU","1"
"BE","HR","4"
"GB","KW","2"
"EC","US","12"
"CZ","TR","10"
"FR","BY","4"
"PL","LT","14"
"GR","ES","4"
"EE","PT","1"
"SG","GB","20"
"IE","JE","1"
"US","FI","4"
"GB","IT","107"
"IT","CA","5"
"US","LU","46"
"IL","RU","12"
"ML","SN","14"
"TW","NZ","5"
"LU","MX","2"
"GB","IQ","1"
"JE","ES","1"
"BY","NO","1"
"AE","DE","74"
"SG","PH","30"
"TR","DK","9"
"LU","IT","25"
"GB","MT","6"
"BE","PL","16"
"HR","CH","12"
"RO","FR","18"
"DE","SI","13"
"LT","NL","4"
"HK","VN","18"
"DK","NO","40"
"MO","JP","2"
"HR","NL","19"
"BG","AT","5"
"US","NL","156"
"BE","IT","71"
"GB","CZ","9"
"BY","BE","2"
"EE","RU","3"
"DZ","AT","1"
"AT","JO","3"
"TW","CA","13"
"RU","TR","124"
"ZA","NL","22"
"ZA","CH","4"
"KZ","DE","1"
"MX","TR","1"
"CH","KR","1"
"LV","PT","2"
"CZ","UA","12"
"US","BR","121"
"IL","GB","23"
"CZ","DK","1"
"SK","GB","5"
"IN","KR","7"
"SA","BD","13"
"MY","BN","2"
"SA","MY","3"
"PA","CA","6"
"RU","SG","10"
"NL","BH","2"
"FI","TH","2"
"SG","NL","14"
"MY","IT","1"
"HK","LU","6"
"PR","LC","1"
"HU","FR","5"
"DK","GB","18"
"UA","HU","4"
"US","SE","1"
"QA","KR","12"
"RU","BH","1"
"ML","ES","1"
"SE","BY","4"
"BH","RS","1"
"NO","KR","5"
"ZA","TR","9"
"UA","CY","7"
"FI","HK","2"
"JP","FI","13"
"TR","VN","1"
"MA","SN","10"
"DE","TW","7"
"SA","GB","4"
"AE","BE","14"
"GW","SN","4"
"DK","TR","10"
"NL","CO","5"
"AE","KZ","20"
"QA","HU","6"
"MT","LT","1"
"NL","CZ","12"
"TH","BD","2"
"BR","US","93"
"CZ","GB","11"
"AE","CN","12"
"RO","IT","19"
"DE","SA","6"
"NZ","KR","1"
"CA","IE","1"
"PL","HU","4"
"KZ","GB","3"
"VC","IT","1"
"VN","KR","25"
"NL","VN","1"
"IT","UA","15"
"TH","MY","5"
"CZ","RU","8"
"ES","MX","5"
"AT","BG","5"
"DE","TN","1"
"PT","GW","2"
"TN","MT","1"
"QA","NL","29"
"NO","LV","4"
"GT","PA","16"
"IE","MT","1"
"RS","DE","34"
"CN","TW","12"
"NL","US","145"
"QA","SG","17"
"AR","PA","1"
"BR","TR","5"
"AU","AE","13"
"EE","MT","1"
"VN","TR","3"
"GB","FI","18"
"CH","NL","41"
"NL","IE","24"
"RS","TR","22"
"TH","DE","3"
"BR","CH","5"
"IT","CY","3"
"CY","FI","1"
"HR","SE","1"
"TR","EG","1"
"US","CZ","1"
"FR","GB","124"
"GB","EE","2"
"SG","MY","48"
"NO","DE","28"
"MT","RU","1"
"IL","HU","5"
"US","EC","18"
"NO","HU","1"
"RO","AT","11"
"NL","JP","6"
"RU","GR","5"
"SK","CZ","8"
"BE","FI","8"
"CH","TR","44"
"CA","KR","27"
"NO","RO","2"
"DZ","ML","1"
"CO","EC","10"
"SE","CH","12"
"CH","PL","22"
"LV","IT","4"
"QA","BD","21"
"NL","EE","2"
"AT","PT","3"
"BD","RU","1"
"BY","GB","4"
"BE","SI","1"
"BR","SN","2"
"HK","NL","3"
"IE","US","60"
"MR","FR","1"
"AE","TR","57"
"US","DE","260"
"DE","RU","87"
"GB","IE","103"
"CZ","FR","15"
"DK","UA","3"
"US","SN","6"
"SN","CH","2"
"PK","AE","12"
"HU","PL","4"
"TW","GB","4"
"HR","IT","14"
"PT","PL","7"
"ES","MT","6"
"BY","ES","3"
"BE","IN","3"
"SA","HK","4"
"IL","AT","8"
"LU","GB","8"
"AT","NL","25"
"DK","AE","6"
"IL","RO","5"
"EC","CO","3"
"RU","SI","2"
"US","MY","1"
"SG","KR","26"
"CN","IL","3"
"GB","AT","27"
"FR","GR","13"
"ES","FI","7"
"PL","LU","2"
"MX","DE","5"
"KR","LU","1"
"LU","NL","12"
"CN","MO","3"
"KW","ES","4"
"QA","BH","5"
"HR","TR","7"
"BR","QA","9"
"LU","DE","15"
"LU","CA","1"
"IN","IL","2"
"QA","SE","9"
"RS","CY","4"
"DE","SN","1"
"VN","NL","1"
"NL","TR","50"
"DZ","FR","28"
"US","NI","19"
"PT","DK","4"
"CA","PL","2"
"RO","PT","2"
"HU","CH","3"
"NL","RU","16"
"MX","PA","24"
"LV","PL","6"
"SG","LU","1"
"DE","AR","1"
"PH","MY","2"
"FR","CN","6"
"BH","MY","1"
"CY","RS","2"
"US","CA","629"
"GB","ES","116"
"US","GT","131"
"LU","SE","2"
"ZA","AE","12"
"DE","IN","37"
"AT","PL","7"
"EE","DK","1"
"TW","FR","4"
"MA","TR","2"
"DK","BG","2"
"LT","AE","1"
"BE","SA","3"
"FI","AT","4"
"US","PT","20"
"GB","IM","9"
"NL","MX","1"
"DK","GR","2"
"NO","CH","1"
"GB","SA","3"
"AR","BR","2"
"KR","NL","8"
"BG","TR","1"
"QA","CA","8"
"CN","PH","5"
"SK","HR","1"
"BE","CH","24"
"HU","FI","1"
"IT","EE","3"
"CA","HK","4"
"BH","AE","78"
"MY","ZA","1"
"HK","ES","2"
"IL","MA","1"
"TW","DE","9"
"BB","LC","3"
"LU","KZ","1"
"QA","TH","4"
"HR","QA","2"
"IT","BG","1"
"TR","BG","4"
"JP","IT","2"
"KG","RU","5"
"BM","CA","3"
"GB","MY","8"
"JP","IN","18"
"CH","LV","5"
"BH","QA","7"
"TR","SA","1"
"SE","DE","78"
"VN","SG","32"
"CA","BR","1"
"ES","US","46"
"FR","IL","21"
"EE","ES","2"
"HK","IN","44"
"LV","AT","2"
"HK","BD","12"
"BE","FR","74"
"NL","ES","127"
"BB","PR","5"
"FI","HR","1"
"VN","MY","11"
"TR","ES","41"
"CY","GR","37"
"IT","LB","2"
"AE","RS","8"
"BH","CN","3"
"GB","BY","4"
"TR","LB","45"
"MX","ES","3"
"BE","BR","3"
"DE","CZ","38"
"BD","AE","56"
"RO","CH","5"
"KZ","NL","1"
"ES","BH","1"
"LB","AE","36"
"CA","TR","11"
"NO","ES","4"
"FR","SG","10"
"SE","FR","23"
"NO","TR","9"
"DK","QA","12"
"GB","SN","2"
"DE","IT","304"
"SA","ES","1"
"IT","IN","2"
"RO","BG","12"
"UZ","CZ","1"
"SA","IE","1"
"KW","DE","1"
"SG","TH","28"
"KZ","ES","1"
"IN","DE","48"
"CH","AE","27"
"HU","AT","8"
"DK","SE","41"
"GB","JE","30"
"TR","HR","9"
"KZ","GR","1"
"ZA","SG","4"
"IN","JP","17"
"ES","IN","1"
"SE","QA","12"
"LV","DK","4"
"BD","BH","6"
"JE","BM","1"
"LU","LB","1"
"CH","RU","21"
"ZA","MO","1"
"ZA","IN","1"
"QA","FI","4"
"NO","QA","15"
"MA","RU","2"
"BE","ML","1"
"BH","DE","13"
"GB","EG","1"
"NO","AE","7"
"PH","CN","6"
"TR","SG","7"
"PT","DE","94"
"CZ","DE","36"
"PL","RO","6"
"GR","IL","1"
"KR","PH","12"
"CY","FR","2"
"FR","MA","11"
"KZ","MY","1"
"LC","GD","1"
"EG","IT","1"
"NL","CN","1"
"CZ","NO","1"
"PA","GT","14"
"ES","GB","116"
"GB","SK","6"
"IT","RO","18"
"LU","ES","19"
"IT","TR","47"
"ES","MA","8"
"QA","HK","22"
"CZ","SE","3"
"TW","KR","35"
"NL","BG","2"
"CZ","QA","6"
"KR","AE","1"
"US","TW","160"
"LT","FR","2"
"IE","ES","11"
"CZ","SI","2"
"IT","SN","6"
"LV","EE","12"
"GR","CY","13"
"MA","BH","2"
"NL","CY","2"
"PR","US","710"
"AE","GB","36"
"LT","DK","4"
"CH","JP","3"
"SG","TR","4"
"AE","AT","9"
"ID","KR","1"
"TH","JP","5"
"TR","FI","7"
"RO","CY","2"
"SG","MA","1"
"ES","CZ","23"
"KZ","AE","21"
"DK","CH","17"
"FR","CZ","19"
"NL","LV","8"
"TH","IN","6"
"SG","RU","4"
"MY","KR","24"
"ES","UA","3"
"RS","LU","1"
"IN","ZA","2"
"RU","KZ","6"
"ES","GR","6"
"HK","DE","26"
"SI","NL","1"
"PH","IN","1"
"CA","EC","1"
"DE","DK","70"
"GB","TR","60"
"HU","ES","8"
"AE","BH","75"
"QA","SA","19"
"RS","SI","2"
"KZ","RU","15"
"QA","DK","9"
"RS","RU","15"
"QA","IL","1"
"QA","PH","18"
"AE","LT","1"
"CO","PE","2"
"BE","IL","15"
"CA","PF","1"
"SE","EE","8"
"DE","JP","33"
"LC","BB","4"
"CY","RU","20"
"IN","LB","1"
"RS","NL","4"
"MY","TR","7"
"BH","KW","30"
"DE","SG","16"
"AT","UA","10"
"VN","QA","10"
"IT","DE","298"
"KR","ID","1"
"BG","IL","1"
"BM","US","48"
"MT","PL","1"
"LU","FR","20"
"NL","LB","2"
"IN","SA","15"
"CA","CH","7"
"FR","CY","2"
"MQ","FR","1"
"GW","PT","1"
"HR","ES","1"
"ES","IT","156"
"IT","CH","66"
"MX","US","482"
"IN","CN","13"
"IT","IL","6"
"ES","LT","1"
"LB","CH","2"
"AU","TW","21"
"RU","BD","1"
"NO","GB","15"
"IN","HK","39"
"US","MA","7"
"LV","DE","21"
"SE","LU","2"
"EE","IT","3"
"FI","US","5"
"NO","IL","1"
"SN","AE","4"
"CZ","IE","1"
"AE","IL","32"
"CY","LV","2"
"US","PH","16"
"RO","AE","13"
"SK","DE","8"
"PL","AE","9"
"CY","DE","13"
"JP","FR","23"
"MY","MO","5"
"HU","RO","2"
"CH","BY","1"
"FR","LV","3"
"GB","CH","88"
"ES","BE","93"
"US","PA","141"
"SA","LB","4"
"ES","KZ","2"
"US","UA","3"
"MO","TW","17"
"IL","CA","2"
"IL","CY","25"
"CH","PR","1"
"GR","AT","3"
"HK","IL","8"
"CH","AT","42"
"RS","GB","5"
"RO","GB","37"
"FI","RO","1"
"DZ","MA","1"
"PT","IE","7"
"SG","VN","25"
"DE","LT","14"
"ID","TH","4"
"ES","GT","3"
"BH","MA","2"
"UZ","BY","1"
"CA","US","588"
"DE","NL","136"
"NL","PL","53"
"RU","RS","18"
"IT","RS","7"
"IQ","BG","1"
"CN","BE","1"
"NO","EE","1"
"HU","SK","1"
"DZ","ES","7"
"BR","FR","11"
"PA","NL","5"
"GB","HU","14"
"MY","BD","7"
"PR","BB","2"
"SE","GR","1"
"SE","DK","43"
"QA","BE","17"
"GB","LT","15"
"LV","ES","5"
"NO","FI","5"
"SE","NL","30"
"SN","ES","11"
"PT","SE","4"
"GG","IE","2"
"CZ","GR","1"
"TR","ML","4"
"BE","HK","6"
"US","GB","340"
"DE","CH","176"
"RU","ES","17"
"DE","FI","44"
"AE","RU","78"
"SI","FR","3"
"IE","FR","22"
"PT","AT","3"
"BN","PH","1"
"ES","EC","1"
"LV","IE","2"
"LU","ZA","4"
"TR","KZ","19"
"IT","LU","27"
"GR","PL","1"
"CH","GD","1"
"DE","BR","20"
"CY","UA","7"
"HU","IE","3"
"SA","IT","2"
"LV","CH","4"
"MA","CZ","1"
"FR","DZ","15"
"BE","KR","2"
"LT","SE","4"
"RU","US","14"
"AT","FI","3"
"CA","IL","2"
"JP","TR","4"
"UA","SK","1"
"CV","SN","4"
"GT","PR","1"
"MY","QA","14"
"BR","NI","1"
"JE","GG","3"
"IN","PH","5"
"BE","RU","5"
"ID","AE","1"
"PT","BR","13"
"PT","TR","8"
"GB","UA","16"
"NL","ZA","17"
"CN","GB","4"
"FI","BY","4"
"UZ","RU","9"
"AE","ML","2"
"SE","KR","2"
"PA","CO","23"
"LB","GR","3"
"UA","BG","3"
"UA","ES","3"
"ES","ML","1"
"SN","GB","3"
"KR","TH","4"
"CH","IE","2"
"MT","FR","16"
"SE","HU","4"
"IN","FR","19"
"CH","SI","1"
"NL","SI","1"
"RU","PT","2"
"CN","DE","9"
"BE","MA","6"
"HK","KR","87"
"UA","NO","2"
"BB","GB","1"
"PL","BG","5"
"PL","SK","1"
"BY","UA","33"
"GR","FR","2"
"AE","LV","2"
"TR","CA","4"
"BH","PH","6"
"DK","PL","14"
"NZ","SG","8"
"CH","HU","4"
"PL","IE","9"
"SI","GB","1"
"DE","KR","46"
"CZ","HU","6"
"CY","AE","9"
"JP","GB","23"
"AT","US","10"
"SA","EG","1"
"FR","TH","1"
"BH","TR","1"
"ES","HR","1"
"CA","CN","3"
"SG","BH","5"
"MX","CO","2"
"US","CH","28"
"GM","CV","1"
"IT","US","66"
"US","RS","2"
"DE","NO","32"
"CZ","US","2"
"NL","UA","19"
"IN","GB","40"
"NL","QA","19"
"TW","MO","18"
"VN","PH","1"
"VN","RU","4"
"MA","FR","10"
"BE","QA","21"
"MT","IT","26"
"AE","ZA","12"
"MT","MA","1"
"CA","PT","5"
"MT","CH","2"
"IN","BD","11"
"SI","AT","4"
"AT","SE","11"
"TW","TR","7"
"BD","HK","11"
"RU","IE","2"
"PL","LV","4"
"US","MX","546"
"GB","FR","125"
"BY","RU","21"
"KR","DE","15"
"CH","FI","8"
"JP","AU","13"
"CV","PT","7"
"IR","KW","1"
"CZ","NL","15"
"SA","CH","1"
"AE","RO","14"
"MY","IN","31"
"LU","BR","10"
"ES","AE","19"
"BE","PT","33"
"RU","BE","10"
"FR","ML","7"
"FI","GB","17"
"DE","BY","15"
"SA","IN","8"
"MO","CN","5"
"TW","AT","4"
"CY","BY","1"
"NL","GB","104"
"HR","GB","4"
"IT","AE","22"
"AE","SE","6"
"MT","US","2"
"LT","CZ","2"
"CO","MX","7"
"RS","CH","16"
"QA","CN","5"
"RU","DE","89"
"UA","PL","40"
"RO","LB","1"
"AU","HK","27"
"GB","IN","39"
"QA","RS","3"
"IT","SG","3"
"QA","MY","16"
"NZ","HK","4"
"RS","BG","1"
"AE","CA","5"
"TR","DE","260"
"GR","DK","1"
"DK","FI","11"
"LV","FR","5"
"UA","FR","9"
"RS","IT","10"
"PT","SN","3"
"RU","KR","8"
"DK","AT","8"
"DE","CO","3"
"SE","AE","5"
"JP","US","300"
"LC","VC","6"
"US","QA","76"
"VC","LC","4"
"QA","IN","89"
"PL","FI","5"
"LB","ES","1"
"BE","CZ","5"
"IT","FI","4"
"CA","TW","13"
"AU","DE","1"
"IL","CZ","1"
"HK","HU","3"
"CO","NL","8"
"NO","NL","22"
"VN","IN","4"
"RS","SE","7"
"BE","BH","3"
"FR","RO","18"
"HK","IT","2"
"US","BG","4"
"US","HK","44"
"US","CO","154"
"DK","RO","5"
"DE","SK","7"
"IT","PL","23"
"IE","LT","2"
"PT","LV","2"
"SN","US","6"
"LU","RO","2"
"US","PR","715"
"AU","NZ","37"
"LU","US","27"
"BR","EC","5"
"BE","IE","11"
"PT","US","27"
"AE","LU","7"
"FR","AT","24"
"RU","SY","1"
"CA","RU","1"
"PT","LU","30"
"NL","ML","1"
"FR","LU","22"
"AT","DE","169"
"NO","SE","20"
"HK","UA","1"
"HU","CZ","10"
"GR","RS","2"
"IT","SE","4"
"AT","CA","1"
"ES","HU","5"
"EE","PL","8"
"PL","TR","11"
"RU","PL","14"
"VC","CA","1"
"MA","IT","1"
"HR","UA","1"
"AT","LU","9"
"CH","DK","12"
"BN","GB","1"
"PT","HU","1"
"UA","IE","1"
"PH","SG","18"
"PH","MO","2"
"AT","JP","1"
"DE","IM","1"
"CN","VN","15"
"JP","NZ","1"
"AT","GR","5"
"TR","CN","1"
"ID","SG","16"
"BY","SE","4"
"US","JP","273"
"SG","FR","10"
"IT","MT","17"
"AT","BE","24"
"CZ","AT","11"
"TR","RO","21"
"UZ","AE","3"
"AT","QA","6"
"LU","SG","3"
"JP","PL","1"
"SA","PH","4"
"RU","IT","29"
"TW","MY","37"
"PL","MX","1"
"JE","BE","1"
"HK","TH","14"
"HU","GB","12"
"IN","TW","4"
"PL","JP","1"
"PT","MA","1"
"CH","DE","175"
"BE","TR","35"
"ES","SE","58"
"LV","BE","4"
"HK","AT","1"
"GT","ES","2"
"LB","KW","6"
"QA","UA","8"
"IL","LV","2"
"SI","RS","1"
"LC","US","23"
"BE","CN","4"
"GM","SN","11"
"TR","GB","75"
"CZ","AE","12"
"AT","BY","5"
"LU","BE","6"
"CA","GT","2"
"TR","JO","19"
"SN","MR","3"
"PT","CA","4"
"EE","BY","5"
"NO","UA","2"
"CY","LB","3"
"NO","BE","1"
"RO","IL","4"
"IL","UA","18"
"QA","CY","3"
"AE","TH","3"
"NL","CA","18"
"IE","NL","25"
"SK","UA","1"
"HU","SE","3"
"ML","TR","4"
"FR","HU","7"
"KR","FI","1"
"HK","SA","5"
"BE","CY","3"
"ES","SN","8"
"RU","GB","32"
"CN","US","25"
"MA","GM","1"
"NL","HR","19"
"PH","AE","10"
"AE","IT","23"
"BD","DE","1"
"RO","KW","1"
"PH","BH","3"
"NZ","CN","1"
"ID","MY","1"
"QA","GB","56"
"LV","UA","5"
"UA","GB","16"
"DE","SE","88"
"SI","TR","1"
"SA","BH","20"
"DE","EE","7"
