"Source","Target","flights_count"
"PA","TR","2"
"CA","ES","5"
"US","AT","9"
"KW","NL","1"
"SA","TR","2"
"AU","BE","1"
"KW","PH","1"
"KZ","BE","2"
"QA","KW","41"
"GB","RO","34"
"FR","AE","30"
"KW","IT","3"
"BB","CA","1"
"MX","IE","1"
"PK","BH","1"
"GR","CH","7"
"TW","VN","32"
"NO","FR","7"
"BR","ES","10"
"PA","US","133"
"VN","AE","9"
"PL","IT","23"
"IQ","QA","8"
"SK","GR","1"
"UA","LT","11"
"BR","NL","14"
"TW","NL","11"
"CV","MA","1"
"EC","NL","1"
"KZ","UZ","4"
"US","BE","89"
"HR","DK","4"
"BB","US","7"
"KR","CA","7"
"SN","GM","7"
"HU","NO","1"
"RS","MA","1"
"IE","CA","4"
"JP","AT","1"
"MA","BE","4"
"KW","TR","15"
"KR","AU","2"
"KZ","BR","1"
"IT","BE","72"
"DE","US","258"
"TR","NL","44"
"TW","TH","23"
"BE","AE","22"
"IL","BY","4"
"TR","BH","4"
"LT","IE","2"
"LV","BY","7"
"PR","VC","1"
"HR","LU","1"
"SE","PL","46"
"UA","CZ","11"
"ES","AT","30"
"MY","TW","29"
"MY","AE","15"
"IM","DE","1"
"CA","LV","1"
"TH","HK","15"
"CY","TR","24"
"BH","BD","7"
"SN","BR","1"
"RS","NO","2"
"TR","CY","26"
"BN","AU","2"
"US","JO","1"
"BY","AT","4"
"BE","ES","97"
"IN","AE","273"
"LT","TR","5"
"IL","AE","30"
"BG","DE","11"
"RS","FR","7"
"BE","JP","5"
"AE","SG","21"
"IL","ES","8"
"CN","KZ","5"
"MT","ES","2"
"SA","US","1"
"CH","MX","1"
"MY","ID","1"
"SI","CZ","1"
"FR","DE","224"
"IT","GR","13"
"ID","IN","1"
"AE","TW","8"
"RU","FR","14"
"SE","IT","4"
"BH","PK","1"
"TR","CZ","9"
"KR","FR","6"
"NL","PA","7"
"KR","QA","2"
"SA","BE","2"
"PL","NL","53"
"JP","VN","29"
"CH","PT","95"
"GB","SG","18"
"HK","CH","3"
"LB","SA","2"
"GB","LB","4"
"NL","LU","15"
"IL","NL","6"
"RS","GR","6"
"JP","CN","13"
"KW","QA","27"
"BR","LU","1"
"SA","QA","15"
"ES","PT","109"
"PT","NL","43"
"AU","PH","9"
"PL","IN","5"
"AT","IT","38"
"FR","CO","3"
"RO","CZ","1"
"IN","CH","4"
"BE","LV","2"
"NL","RS","4"
"PL","CH","23"
"MT","HR","1"
"MY","TH","8"
"CO","BR","1"
"SG","DK","3"
"DZ","CH","2"
"AU","JP","10"
"DZ","RU","2"
"IE","GG","2"
"KZ","IL","1"
"SG","BD","8"
"IL","JO","1"
"DZ","TR","3"
"FI","DE","44"
"CA","BE","2"
"HK","AE","49"
"PA","MX","25"
"KR","HK","77"
"FR","IN","21"
"TR","CH","50"
"SE","FI","37"
"RS","AE","8"
"VN","TW","27"
"SN","BE","7"
"AE","PL","13"
"FR","RS","4"
"PL","QA","4"
"VN","HK","20"
"LU","GR","2"
"MX","GT","2"
"IT","MQ","2"
"NL","TH","3"
"LV","CY","1"
"KZ","KR","3"
"AT","CH","44"
"GB","IL","20"
"BN","MY","5"
"US","RU","19"
"LB","BH","3"
"PL","GR","1"
"NL","BY","6"
"TR","IQ","5"
"UZ","IN","1"
"DE","LB","15"
"TH","CN","3"
"LB","IQ","3"
"ES","DE","673"
"FR","CH","123"
"GB","LV","11"
"AT","AE","8"
"SI","HR","1"
"TR","PT","5"
"LB","QA","30"
"IL","CH","5"
"BG","GB","3"
"FI","ES","7"
"HK","SE","1"
"RO","IE","5"
"AU","KR","7"
"IE","AE","5"
"GR","LT","1"
"SG","NZ","6"
"IT","HR","10"
"ES","BR","11"
"FR","SN","14"
"SA","KW","13"
"BM","GB","2"
"CO","GB","1"
"TW","US","184"
"TR","SE","24"
"UA","TR","57"
"NL","DK","31"
"AE","GR","4"
"ES","EE","1"
"FI","KR","4"
"IL","GR","8"
"BB","ZA","1"
"MY","SA","2"
"HR","FR","8"
"DK","LB","2"
"ES","PL","19"
"GB","BG","3"
"GB","JP","21"
"US","BH","9"
"PF","CA","2"
"IL","FR","23"
"MY","ES","1"
"FI","EE","21"
"US","BM","44"
"SE","LV","6"
"AE","JP","12"
"AE","BR","10"
"HU","BY","1"
"CZ","PT","4"
"TH","AU","1"
"KW","EG","1"
"HK","AU","26"
"BY","LV","5"
"BD","ES","3"
"SA","NL","4"
"HK","FI","2"
"IE","KW","1"
"CH","IL","6"
"HK","CN","3"
"RU","LT","48"
"FR","MT","20"
"TW","AU","20"
"SG","DE","15"
"IT","HU","5"
"LT","DE","15"
"IN","MY","33"
"TR","US","36"
"AT","MT","3"
"CN","KR","16"
"DK","HR","4"
"QA","MO","2"
"RO","DE","46"
"AT","HR","8"
"GT","MX","6"
"BH","IT","3"
"SK","AE","1"
"BE","SG","2"
"HU","TR","11"
"CZ","FI","3"
"FR","EE","3"
"UA","KZ","4"
"CH","CZ","9"
"RO","NO","1"
"PA","ES","2"
"CA","AT","3"
"MA","QA","4"
"HK","BN","1"
"GB","BH","16"
"GB","DE","301"
"US","AE","72"
"DE","MA","3"
"US","IN","55"
"SN","CV","5"
"CN","SG","24"
"NL","IN","6"
"IN","BH","10"
"RU","IN","8"
"ES","PA","2"
"FI","NL","15"
"UA","QA","8"
"CY","IT","1"
"BE","DE","103"
"MT","BE","4"
"FI","IE","1"
"GD","US","1"
"AE","CZ","15"
"NO","CZ","1"
"LC","CA","2"
"BD","GB","2"
"GG","DE","1"
"CH","SN","2"
"ES","KW","1"
"AE","MT","1"
"RU","AE","60"
"SG","AE","18"
"IE","BG","1"
"HU","QA","5"
"CO","FR","3"
"LV","NO","5"
"LU","MY","6"
"FR","PH","1"
"IT","ES","149"
"GB","PL","85"
"TR","AE","60"
"QA","TR","40"
"RU","QA","5"
"IN","MT","1"
"ES","LV","4"
"NL","AT","30"
"NL","EC","3"
"NZ","AU","49"
"FI","FR","8"
"IQ","AE","9"
"LU","CH","5"
"BE","BY","2"
"BR","MX","1"
"GB","BB","1"
"GB","RU","16"
"FI","CZ","2"
"BR","DE","12"
"IT","QA","36"
"FI","LV","6"
"BH","GR","1"
"AT","NO","7"
"QA","RU","3"
"IL","HK","9"
"TR","EE","3"
"BR","BB","1"
"DE","QA","37"
"AE","PH","19"
"SA","AE","38"
"CA","PH","1"
"AR","US","8"
"QA","CH","8"
"IE","RO","5"
"ML","AE","1"
"AE","DK","20"
"ES","TR","35"
"US","IL","43"
"NL","IL","4"
"LB","BE","1"
"SG","IN","61"
"VN","JP","15"
"AE","CY","7"
"KW","MY","1"
"MA","DE","2"
"IT","SK","1"
"GB","QA","47"
"AU","MY","25"
"GR","TR","5"
"FR","HR","8"
"KW","LB","4"
"FR","IT","161"
"US","FR","116"
"PL","US","13"
"LV","FI","7"
"MO","RU","2"
"CN","CA","4"
"LT","RU","6"
"AT","HU","7"
"LT","IT","5"
"FR","KW","1"
"FR","VC","1"
"AE","VN","9"
"CH","BE","31"
"IT","LV","3"
"DE","IE","29"
"BY","RS","6"
"DE","BH","17"
"MY","CN","15"
"PL","UA","42"
"TW","IN","5"
"MY","PH","5"
"SI","DE","9"
"TN","FR","2"
"KZ","IN","1"
"PT","FR","133"
"CA","GB","28"
"RU","CY","23"
"GB","BN","1"
"RS","CZ","3"
"BN","DE","1"
"PL","CA","2"
"FR","BR","11"
"MX","PL","1"
"ES","AR","1"
"SK","PL","1"
"CH","FR","111"
"BE","LU","5"
"DE","RS","26"
"IE","FI","1"
"LU","PR","1"
"HK","QA","27"
"VC","PR","1"
"CH","IN","2"
"ZA","IT","2"
"UA","NL","19"
"DE","IL","32"
"TR","BR","6"
"TR","ZA","10"
"DE","LU","14"
"BE","RS","2"
"CA","CO","3"
"SG","FI","1"
"CH","ZA","4"
"EG","DE","1"
"CO","US","199"
"HU","DE","46"
"UA","BY","32"
"AT","CZ","13"
"UA","AT","12"
"DK","LT","3"
"AU","BN","2"
"MA","AE","6"
"MT","AT","3"
"PL","BY","13"
"NL","LT","4"
"UA","US","2"
"BE","AT","22"
"ID","VN","5"
"AE","NO","3"
"PT","RU","3"
"CH","RS","6"
"MY","NZ","6"
"GT","NI","2"
"SN","FR","19"
"ES","RO","25"
"KZ","CH","1"
"CN","FR","4"
"HU","KR","1"
"CN","AU","1"
"RU","DZ","1"
"LU","SA","2"
"AT","SI","1"
"BE","NL","35"
"PL","DE","109"
"LB","DE","16"
"HR","IE","2"
"BE","MO","1"
"BE","LB","1"
"CZ","CH","13"
"NL","BR","19"
"LU","KW","2"
"IN","KZ","1"
"AE","BY","4"
"FR","LT","2"
"BN","SG","7"
"NI","US","24"
"CZ","BE","5"
"BE","ZA","2"
"BD","US","2"
"ES","CO","11"
"HU","RS","5"
"KR","RU","5"
"FR","TN","4"
"BD","KW","11"
"CH","HK","3"
"CY","AT","6"
"FI","BE","4"
"ES","IL","10"
"CA","LU","1"
"US","KR","307"
"MX","PT","3"
"NO","RU","1"
"AU","QA","31"
"TW","AE","9"
"IE","CH","2"
"LT","UA","8"
"KR","AT","4"
"PT","LT","2"
"PH","KR","2"
"US","PL","13"
"UA","EE","3"
"DE","KW","4"
"FR","LB","13"
"IT","GB","94"
"MY","SG","37"
"SE","RU","10"
"IT","IE","4"
"SI","BE","1"
"ES","BY","3"
"FI","RU","8"
"LB","CY","3"
"CY","RO","2"
"QA","MA","5"
"IN","US","54"
"FR","NO","4"
"RU","NL","22"
"RS","BA","1"
"QA","US","67"
"AU","TH","3"
"ES","NO","4"
"RU","HR","1"
"DK","ES","31"
"CH","GG","1"
"RU","HU","3"
"CZ","BY","4"
"KW","GR","1"
"SG","IT","3"
"UA","CH","5"
"CY","JO","2"
"BE","GB","64"
"IL","TH","1"
"FI","IT","4"
"CN","IT","4"
"CA","BS","1"
"IE","BE","9"
"ES","KR","2"
"BE","GM","5"
"CN","AE","4"
"IE","GB","98"
"SE","AT","11"
"AU","IE","1"
"IT","AT","39"
"DE","HR","50"
"GB","TW","4"
"LV","NL","8"
"ES","IM","1"
"JP","MY","22"
"SA","CN","1"
"AT","LV","2"
"BD","MY","9"
"UA","DE","48"
"CO","PA","37"
"BH","SA","18"
"GR","GB","5"
"CH","SE","12"
"BM","CH","1"
"PT","AE","4"
"RU","DK","2"
"BB","VC","6"
"AE","IN","258"
"SN","ML","16"
"SI","IT","6"
"CN","TH","6"
"BH","GB","10"
"SG","MO","1"
"NL","MT","4"
"PL","RS","1"
"KW","IR","1"
"QA","IT","31"
"RO","US","1"
"GM","ES","1"
"PL","EE","8"
"FR","SI","1"
"AE","QA","31"
"MY","JP","18"
"QA","AE","36"
"IE","SE","3"
"GM","TR","1"
"TR","CO","1"
"IL","ZA","1"
"TR","LU","3"
"KR","GB","7"
"US","BS","141"
"KR","US","122"
"HK","GB","21"
"ZA","FR","8"
"PA","EC","1"
"CA","FR","23"
"GB","LU","14"
"HU","LU","5"
"HU","MT","3"
"TH","GB","3"
"RO","UA","1"
"CA","LC","1"
"KR","VN","26"
"JP","PH","36"
"PH","AU","1"
"KW","CN","1"
"AT","IL","8"
"MA","GB","1"
"EE","DE","11"
"UZ","KZ","5"
"SE","PT","4"
"RO","HU","1"
"UY","AR","3"
"PH","QA","8"
"CH","LB","2"
"FR","IE","21"
"US","RO","1"
"BH","IN","10"
"HU","IL","6"
"IE","IT","4"
"RU","EE","3"
"IE","TR","8"
"MT","NL","2"
"BG","NL","2"
"JP","TW","136"
"IT","NL","86"
"MT","GB","7"
"KW","SA","4"
"CA","JP","15"
"PA","BR","11"
"GT","CA","3"
"KR","TW","34"
"GB","RS","2"
"LB","IT","2"
"ML","LB","1"
"PA","FR","3"
"BY","CZ","3"
"SE","RO","3"
"BY","DE","13"
"GR","IE","1"
"RS","HU","1"
"RU","SE","3"
"KW","BD","4"
"KZ","UA","4"
"AE","AU","23"
"TR","HK","3"
"SN","PT","3"
"FR","TW","3"
"RS","BE","4"
"CA","AU","4"
"EE","LV","10"
"DK","IN","1"
"FI","NO","7"
"EE","SE","6"
"CH","GR","13"
"CA","GR","1"
"FR","BE","89"
"AE","CH","25"
"CN","NZ","3"
"DK","CA","2"
"CZ","ES","17"
"RU","KG","4"
"FR","KR","10"
"CH","HR","7"
"SI","RU","3"
"IN","SN","1"
"PL","IL","2"
"PT","RO","2"
"GB","BE","57"
"AE","HK","38"
"RO","MA","1"
"BR","BE","4"
"AR","ES","1"
"NL","FI","16"
"ZA","LB","1"
"ZA","BE","2"
"GB","LC","1"
"SI","CH","1"
"TW","LU","1"
"FI","SE","32"
"NL","KR","16"
"MA","DZ","1"
"CH","MA","1"
"EE","NL","2"
"IL","CN","3"
"ES","SA","2"
"GB","GR","14"
"LU","KR","1"
"PH","TR","2"
"IN","KW","21"
"BY","TR","11"
"HK","KZ","5"
"MT","PT","1"
"RU","HK","15"
"ES","NL","128"
"FI","HU","1"
"HK","US","96"
"KW","AE","44"
"SG","JP","34"
"ES","QA","29"
"AE","KR","10"
"ES","LU","19"
"BE","GR","8"
"MY","GB","11"
"TH","AE","3"
"GR","BH","3"
"RO","LU","2"
"MT","IE","1"
"IL","BH","1"
"IN","TR","15"
"TR","BE","38"
"QA","AU","29"
"DE","GR","41"
"JP","TH","14"
"PL","RU","10"
"NL","NO","28"
"LV","RU","29"
"AT","TW","4"
"RS","UA","7"
"UA","AE","33"
"HK","TR","5"
"SA","DE","7"
"FR","UA","10"
"LB","RO","1"
"DK","EE","3"
"IE","QA","9"
"GB","US","336"
"RU","CH","31"
"PH","JP","5"
"TR","QA","47"
"IN","RU","6"
"TR","BY","16"
"PT","GB","7"
"US","IE","43"
"EE","TR","2"
"CH","CY","2"
"CO","ES","16"
"KR","MY","15"
"CA","DK","2"
"VN","AU","3"
"FR","FI","7"
"LU","AT","5"
"FR","JE","3"
"US","ES","44"
"AE","NL","36"
"BE","CA","2"
"FI","CH","7"
"AT","RU","17"
"GB","TH","2"
"AE","IE","4"
"MT","PH","1"
"CH","QA","8"
"CZ","IT","8"
"IL","TR","41"
"CN","IN","13"
"AR","EC","1"
"IN","TH","6"
"CH","NO","2"
"DZ","QA","3"
"EC","PA","3"
"AU","IN","1"
"TH","QA","4"
"DE","TR","249"
"TR","RU","124"
"AT","FR","26"
"CN","JP","16"
"VC","BB","7"
"BN","HK","1"
"TW","HK","126"
"TR","HU","8"
"DK","LV","4"
"RO","GR","8"
"PL","DK","13"
"SE","RS","5"
"UA","RS","5"
"ES","GM","1"
"UA","IL","19"
"AT","TR","31"
"RS","AT","22"
"CZ","RS","2"
"BE","MT","4"
"GB","DK","15"
"CA","NL","18"
"JP","NL","15"
"KW","GB","5"
"LU","QA","11"
"PH","HK","12"
"BH","SG","1"
"GB","NL","105"
"CA","MX","1"
"AE","BD","46"
"IT","ML","2"
"DE","BE","104"
"ID","AU","2"
"US","TR","53"
"DK","PT","3"
"BB","GD","3"
"CY","IL","28"
"MT","LV","1"
"SN","MA","9"
"SK","AT","1"
"IN","ES","1"
"NL","SG","17"
"CH","ES","159"
"SE","GB","18"
"AT","CY","5"
"TR","IL","43"
"PT","IT","27"
"ES","LB","3"
"KR","CN","13"
"TR","IN","16"
"AU","CA","2"
"IN","BE","1"
"NO","RS","1"
"DE","EG","1"
"BD","BE","1"
"PL","ES","21"
"TW","PH","23"
"DZ","RS","1"
"TR","MA","6"
"HU","IT","5"
"AU","VN","3"
"GR","NL","6"
"TH","VN","2"
"RU","CN","1"
"LV","IL","2"
"RU","IL","12"
"RO","PL","4"
"MY","HK","43"
"IT","KR","11"
"BH","IL","1"
"DK","DE","64"
"TH","KR","9"
"GB","AE","32"
"BE","SN","1"
"PR","PA","3"
"QA","BR","9"
"CZ","PL","11"
"EE","GB","2"
"US","CN","19"
"US","LC","9"
"SG","HK","74"
"SG","AU","90"
"NI","PA","3"
"US","VC","2"
"TR","LV","3"
"DE","PL","122"
"IN","CA","17"
"MA","US","9"
"RO","BE","12"
"CH","UA","6"
"SG","CN","18"
"SE","LT","2"
"BY","UZ","1"
"MT","CY","1"
"IN","LU","4"
"BY","EE","4"
"AE","SN","4"
"PL","KR","2"
"HR","BE","4"
"HR","RS","2"
