Source,Target,Weight
MA,GM,4
QA,FI,19
MY,NZ,27
BD,MY,27
IT,BH,6
VN,TW,123
NO,ES,3
SI,RU,2
RO,PT,2
GR,BE,14
BE,CY,12
IL,BE,76
GB,BY,13
US,CO,792
BY,NL,26
KZ,ES,10
RS,BH,5
MY,BH,1
QA,DK,44
KZ,GB,1
BD,FR,1
QA,RS,13
CO,CO,321
DZ,DZ,13
PT,CH,288
PK,SA,2
CZ,RO,4
QA,NL,131
AE,MT,14
SK,SI,1
TW,PH,98
RO,AE,31
ZA,SG,21
ZA,ZA,1609
FI,ES,12
FR,IL,47
BY,IL,4
EE,NO,6
CV,SN,1
IS,NL,13
ES,SG,1
UA,BH,1
AE,CH,108
AE,OM,1
PT,IT,85
JP,DE,125
HK,DE,115
RO,DE,180
TR,QA,198
MT,AE,8
HK,PH,156
QA,PL,19
BH,PL,1
PL,KR,12
IS,LV,9
TW,SG,198
IT,CH,187
SA,LB,12
GB,CA,111
TR,EE,1
GG,FR,2
MY,SA,5
SE,UA,2
AE,BR,38
JE,NL,2
TR,DK,44
NO,CZ,1
MA,CV,1
MA,CA,21
LT,ES,3
SI,NL,1
PT,FR,540
AT,DE,408
NL,NL,459
GT,PH,2
GB,PT,202
RU,PL,22
TH,DE,20
TR,UA,208
TR,SN,9
IT,CA,9
HU,CH,21
VC,BM,1
BH,IT,12
GB,BG,23
LU,LB,4
DE,EE,43
CZ,BE,33
BB,US,7
CO,GT,13
ES,CO,36
SK,SE,3
KW,TR,2
NZ,ID,1
CH,AT,137
AE,DZ,2
SE,IS,7
PT,HU,4
RO,BE,56
TH,BH,3
SG,BE,1
SE,RS,12
BE,GB,378
BY,FR,27
QA,KW,3
JP,JP,5366
CN,JP,35
NL,BG,8
TR,DZ,5
DE,DZ,2
GB,BB,6
RU,BR,3
IE,IS,14
IL,GB,57
NL,UA,82
BN,TH,1
GT,CR,56
SA,AE,215
BD,QA,87
ES,QA,90
DK,TR,44
TR,IS,1
IL,IS,1
FI,US,20
SE,PL,112
HR,BE,11
BR,SN,2
SN,LU,1
RS,US,9
EE,LV,61
AT,GB,62
NO,SE,131
KR,SG,68
QA,DZ,1
IT,PL,71
GB,ZA,21
FI,UA,2
SN,GM,6
US,SN,4
SN,NL,1
BH,PH,25
MY,SG,128
ES,MX,79
DZ,IT,3
IN,BY,1
MT,SE,1
NO,RO,7
KR,AE,45
RS,HR,19
ES,US,117
SE,TR,94
RO,GR,4
CY,HU,1
KR,NL,68
IN,MO,2
SE,CH,50
BH,CN,4
AE,RS,26
BE,SE,82
TR,LT,21
AE,RU,321
AE,QA,53
FI,JP,37
TH,SG,54
SK,SK,59
CH,RU,123
DE,VN,5
BE,BG,4
UA,NO,6
BY,SE,17
MT,RO,1
HR,CH,19
AT,AE,24
GR,QA,7
BH,HK,52
KR,GB,18
CA,PE,5
EC,MX,2
MX,NL,44
FI,NL,96
DK,CZ,12
IT,RO,61
TR,CH,149
IL,RU,29
VN,RU,7
KR,MY,34
IN,CY,2
SG,AT,2
VN,US,1
US,PE,41
RU,JP,18
DK,CH,64
JP,AU,103
LU,NL,45
LU,EE,1
NL,CA,90
MA,MA,31
FI,BE,23
IS,NO,5
KZ,NL,7
ZA,SE,7
NL,SK,2
KR,FI,10
CH,TW,1
RU,MT,2
CH,SI,6
CA,QA,34
IT,IE,30
ID,ID,529
IN,LB,2
GB,IM,41
IN,IL,5
GR,IL,6
QA,BR,44
ZA,TH,2
PH,KR,53
MO,SG,1
TH,FI,7
BH,SK,1
RU,RS,51
IT,GB,356
CH,PL,109
BE,SA,6
VN,TH,36
GR,NL,47
IT,CZ,14
CV,PT,5
HR,LV,1
IM,NL,1
PT,DE,248
CL,CL,109
IN,TR,65
KR,AU,7
DE,GR,51
CH,BE,109
DK,IT,26
AE,SE,20
ID,TH,24
LU,ZA,11
IN,PL,8
HR,DE,107
AE,HK,194
BD,HK,21
SA,BD,41
HR,GB,8
GB,SK,64
LB,UA,1
IT,AU,1
KR,GT,1
GR,US,2
JP,CN,50
ZA,RU,1
GR,FR,33
NO,LT,31
FR,IN,86
KZ,UZ,4
RU,UZ,1
MY,TR,20
QA,CH,34
US,IS,20
ZA,IE,5
ES,SA,7
AE,RO,40
MT,CH,10
HU,UA,3
TR,RS,83
LB,CY,18
EE,FI,79
DK,EE,11
DK,BY,1
BE,KZ,1
NO,KR,14
PH,TW,105
PR,DE,1
BY,RO,1
PH,SG,105
HR,SI,3
CY,CH,4
IL,HK,40
CN,HK,9
PE,US,1
RU,SE,25
CH,LU,25
SI,ES,2
CO,PT,3
JE,ES,1
CN,ZA,4
AT,AT,326
SN,FR,13
IN,AT,17
BE,CH,115
US,CH,85
PT,DZ,2
BY,UA,102
UA,IT,25
KZ,CN,21
CH,BY,2
HK,ES,1
SG,NZ,40
TR,JP,9
BY,CY,7
HU,HR,6
TR,ZA,33
GB,CH,294
LU,CH,24
RS,RS,1
EE,BE,4
BE,KR,13
BD,CN,4
MT,UA,1
US,LT,2
IS,AT,3
SK,AT,13
PL,DE,474
LU,JP,3
SG,GB,70
PH,ZA,1
AE,IL,70
RS,UA,13
AE,BH,402
RU,ES,50
CO,BE,7
KZ,KZ,347
FR,DK,89
HR,DK,12
TR,CO,8
UA,SK,6
GR,LV,1
KZ,US,1
MY,MY,803
LV,CY,5
IE,DZ,1
CR,DE,7
LB,IT,9
FR,MA,413
PL,RO,33
ES,KZ,10
TR,NL,184
PL,LU,10
NL,LU,58
PF,CA,13
SA,MT,1
DZ,BE,1
BY,LT,34
BD,SG,22
SA,SA,281
AE,ZA,77
CH,IE,22
QA,TR,177
BE,CZ,35
QA,HK,99
EE,EE,30
SI,IT,21
CA,IL,4
QA,GR,9
LU,SA,11
KR,UA,1
HK,LU,23
BD,LU,1
FR,KR,37
MY,KR,45
LT,DK,16
FR,ID,1
GB,IL,61
US,NI,70
ES,GR,5
NL,SA,19
SK,UA,6
AT,SI,28
NL,SE,162
EE,CH,5
PL,MT,5
LT,CY,3
TR,SI,11
DK,US,88
BR,BR,10225
HR,IT,32
CZ,DE,168
FR,DE,731
FI,QA,29
RO,NO,10
FR,TR,244
DE,CV,1
AE,AU,127
ES,LB,7
NI,NI,4
DE,MX,45
LB,BY,1
GB,SA,7
GB,KZ,1
EE,NL,9
SN,SE,1
GR,LU,5
QA,RO,23
QA,BH,8
ES,SI,1
PA,US,536
NL,AE,188
JP,QA,25
UA,PL,141
SK,IE,5
KR,HU,7
AE,VN,56
HK,VN,114
KR,VN,79
MA,DK,1
IL,MT,3
ES,ES,3235
LV,FR,22
IL,AT,18
FR,IE,106
VN,IN,22
BG,CH,1
MY,HK,184
IN,SA,119
BH,ES,3
CH,SE,50
KR,KZ,4
BE,DK,50
NZ,KR,8
GR,RU,12
MT,FR,62
US,CA,3048
NO,DE,97
US,QA,264
HK,QA,136
GG,ZA,1
RU,TR,485
BE,TR,146
FR,PT,511
SG,AU,350
ES,EE,4
SE,NO,138
BE,GR,22
AE,UA,166
CZ,HU,34
PL,US,40
BY,IT,26
QA,BY,1
BY,BY,1
CA,PA,34
VN,MY,30
LU,AE,39
CA,BE,11
PA,PA,303
PH,QA,52
CA,HK,41
CA,IS,4
QA,SA,30
IL,JO,1
IE,NL,128
TW,CA,52
BH,TH,3
UA,CZ,61
SE,PT,14
NO,QA,77
CZ,SE,13
EC,PA,67
LB,ES,6
LU,RO,3
NO,GG,1
IN,KR,16
LU,IS,1
IT,LV,14
QA,AT,22
FI,NO,41
CN,US,56
SG,TR,15
LB,GB,27
CZ,BY,14
CA,NL,89
BM,PA,1
AE,LU,18
AE,MY,117
HK,RU,74
DE,MT,62
ID,AE,8
IT,SG,8
CH,LB,12
MX,NI,1
AE,ES,83
SG,VN,122
RS,NO,9
RU,KR,19
FR,ES,701
CY,IT,7
IN,DE,224
KR,IN,23
PH,AU,6
GB,EE,18
CN,MX,1
TW,DE,35
TR,BY,65
SG,BN,36
BH,BG,1
BE,BH,17
CZ,US,2
UA,KR,1
DE,EG,1
GR,TR,5
AT,DZ,1
RU,DZ,1
CN,KZ,26
TR,PA,3
TW,NZ,24
CA,PL,9
SE,RU,26
UA,CY,11
IN,ID,8
MX,FR,57
NL,QA,90
IL,TR,141
LT,FI,1
TR,GR,9
BR,DE,53
IS,SE,7
SE,KR,5
MT,DK,1
PT,SK,2
GB,DE,1017
CH,CH,1183
CA,MX,109
UZ,KZ,7
IT,NL,283
TH,TW,92
GB,MT,39
US,US,610771
IT,HR,34
KR,DE,174
VN,VN,793
UA,TR,164
QA,GB,320
KZ,RU,33
CH,UA,38
LU,GR,1
ZA,BR,1
CA,CR,9
SK,CH,7
FR,CY,4
CZ,CZ,424
KZ,QA,1
CZ,ES,34
RU,HK,80
MO,AE,1
SK,RO,1
ES,GT,18
TW,LU,6
DZ,PT,3
AU,MT,1
TW,ID,45
DE,RS,61
BG,DE,19
TR,KW,1
IL,IN,5
FR,EE,3
HR,TR,17
GB,UA,58
PT,GT,1
CN,BD,2
NL,FI,98
ES,PA,18
CO,CA,28
RU,CA,1
GR,BH,1
VC,GB,1
IL,ES,4
CY,DK,2
TW,CN,44
LB,AE,191
FI,CH,33
IE,BB,1
GB,LU,42
ES,EC,11
ZA,GB,30
RO,UA,2
QA,JO,1
CA,CO,25
CH,KZ,2
JP,NL,51
ES,BH,4
MY,TW,93
IE,SK,5
US,LV,2
LT,FR,13
ES,LT,5
IN,HR,1
CY,AE,33
TR,HK,28
MT,HK,2
BE,EE,6
IT,IS,2
BD,GB,4
AR,CL,1
GM,SN,8
IE,SE,13
IL,CZ,4
PL,BH,1
GB,KR,20
BG,AE,1
SK,AE,1
NL,ID,5
FR,RS,25
CH,HR,15
CZ,BG,3
LT,TR,17
MA,HK,1
CZ,SK,24
SA,NL,13
FI,HU,8
CA,PF,14
TR,BD,3
HK,KZ,26
CH,SK,9
NL,TW,43
ZA,PT,1
DK,LV,27
RO,CY,3
HU,SI,1
MY,AT,1
HU,SE,16
AT,IE,4
PK,BH,2
RS,ES,1
GR,ES,5
ES,RS,2
US,BS,61
DK,CO,1
SA,IN,77
NL,HR,51
CN,IN,31
DE,CA,128
FR,PE,5
AT,HU,33
KR,BE,2
FR,NO,21
BD,ES,7
AE,KR,49
LU,DK,3
PK,TR,3
DE,FR,809
SE,DE,275
LT,DE,72
FR,RU,77
DE,AE,325
NZ,JP,4
PL,CH,115
VN,AU,10
IE,BE,37
PT,NO,1
SE,LV,28
ZA,MY,1
DK,AT,25
AU,AE,100
AE,IN,1390
BE,IN,16
RU,QA,4
IS,PL,21
QA,BE,87
LU,KZ,6
QA,ES,108
BG,NL,1
LB,BE,9
RO,IT,88
VN,AE,58
AE,HR,1
PT,GB,217
RS,IL,2
CY,UA,12
PA,CA,22
BR,LU,11
JP,RU,19
CA,KR,81
IL,CN,16
GR,CY,19
IE,IE,361
TW,AT,16
AE,TR,199
JP,GB,77
NL,BY,25
SK,BY,1
RU,BD,2
GT,CO,14
CR,PA,127
AE,PT,17
DE,KR,179
DK,LT,15
FI,DE,181
FI,FI,659
NO,CH,11
JE,PT,1
PA,NI,13
IL,HU,6
IE,ES,78
NO,UA,5
ES,BY,9
AT,DK,25
PA,GT,55
RU,FI,41
GT,CH,1
RO,PL,32
CH,KR,4
AE,DK,45
BE,CA,11
PR,IT,1
US,FR,379
ES,DE,842
RS,QA,13
NO,TR,32
CY,IN,2
LT,EE,3
SK,PT,1
RS,IS,1
GR,IE,3
LV,IT,15
EC,CA,1
RO,FI,2
GG,CY,1
GR,HR,1
RS,FR,39
CH,DE,570
VN,QA,49
PH,JP,110
DZ,TR,3
UA,IL,41
IT,EE,3
NO,IS,9
CA,GB,105
PH,VN,13
GM,MA,4
GT,ES,10
BH,JP,1
BY,LV,2
MT,RU,2
AE,AT,30
CA,JP,26
DE,BG,43
GR,CH,48
QA,AU,123
IE,PT,53
CA,IE,8
SE,HU,14
HR,UA,4
PL,BY,50
IN,VN,4
BR,CA,22
RS,KZ,1
ID,MY,47
SE,SK,4
HK,AE,231
FR,AE,185
DE,JP,93
VC,BB,4
LB,SA,13
US,JO,1
RU,BE,34
CH,BR,21
TH,ES,1
CY,RU,34
HU,PT,3
SI,RO,1
BH,RU,1
JP,US,1195
HR,FR,29
MA,AE,32
IL,SG,1
CA,PT,29
MY,AU,75
HK,HK,106
RS,PL,1
HU,IE,14
PT,MA,21
LV,FI,26
NZ,CA,11
SA,EG,1
PH,US,18
HK,CN,20
PT,UA,2
RS,IT,12
US,DE,1013
QA,JP,26
CH,JP,7
TH,TR,11
NL,IN,40
IL,AE,79
VN,GB,1
BR,MX,56
IE,IT,31
HR,LU,2
PT,BM,2
CA,PR,2
SE,BA,1
IT,AT,45
IS,DE,17
BE,BE,172
RS,GB,21
IS,IE,20
IT,DK,28
TW,VN,133
IT,SN,4
NO,NL,145
PA,ES,7
PH,BH,23
SN,BE,3
SI,BA,1
BE,ES,298
AU,JP,55
PH,GB,1
IT,BR,4
FR,CA,146
SG,FI,9
AT,ES,60
TR,US,220
CO,US,941
PL,JP,2
MY,JP,21
BY,TR,45
SE,LB,2
NO,PL,172
PL,FI,17
PA,EC,41
NL,CR,18
IT,KR,22
ES,KR,5
SE,IT,14
DE,GB,1008
DE,PL,508
CZ,TR,43
CY,GB,39
NL,IL,11
IM,IE,1
IN,IT,14
ES,BD,2
AU,BD,1
RU,TH,8
LU,US,128
PL,AT,40
IT,DE,849
ES,GB,529
RS,IN,1
AE,BE,62
BE,LB,10
SA,HK,16
TR,PL,34
CZ,NO,2
BB,CA,4
DK,LU,5
PT,DK,15
KZ,PH,1
NZ,TW,21
QA,SG,72
NL,BR,70
NL,IS,9
EE,PL,48
HR,BA,1
BH,VN,4
TR,BE,142
AT,NO,14
IE,LU,6
LU,TR,8
CR,ES,14
AT,CY,15
GB,NL,479
PT,PT,845
GB,DZ,1
RU,US,44
BE,RU,25
QA,NO,31
CR,CA,10
FI,TH,7
LV,CZ,7
SG,KR,85
BY,ES,4
BM,FR,1
CA,FI,1
BE,SI,8
BG,TR,2
IN,AU,6
DK,LB,8
PL,IS,17
DE,SI,51
UZ,BY,8
HU,RO,5
DE,MA,26
FR,SA,5
PR,CO,11
AE,TH,67
BD,KR,1
NO,DK,214
BY,GB,15
FR,TW,24
SE,ES,93
BR,US,368
CH,QA,34
MT,HR,1
TH,JP,57
HK,TR,24
RO,LB,3
EE,UA,6
PH,SA,37
ES,UA,5
TR,BR,21
NL,DK,157
GB,BH,53
IN,TW,17
SN,PT,1
BH,RS,5
GB,GB,4913
DE,SG,66
TR,GB,206
TR,NO,22
EE,GB,19
NO,LU,1
TR,LU,8
CY,BG,1
TR,PH,24
FI,MT,2
CY,RS,9
RU,RU,5782
SG,QA,63
LU,IE,10
BE,IE,40
AU,GB,1
EC,NL,4
CH,CZ,41
RO,CZ,7
MX,KR,13
PL,RU,21
TW,MY,88
AT,IT,72
US,AE,242
HU,QA,18
RU,HR,1
MX,JP,1
SI,AE,3
PL,EE,44
DK,IS,17
ES,BE,274
QA,HU,23
DK,HU,2
US,VC,3
ZA,US,2
MT,PT,2
PL,DK,46
GB,GI,8
SG,ES,1
RS,RO,1
RU,FR,68
IN,IN,15301
GG,DE,1
BR,ZA,1
MT,ZA,2
FR,UA,33
IT,BY,26
QA,KZ,11
PT,CA,26
US,CN,38
NL,CN,18
US,BM,151
HU,FI,7
CO,FR,12
PH,AE,97
KR,JP,136
BD,BD,106
TR,MX,10
FR,NL,379
PR,IE,1
AT,US,28
MA,PT,22
SG,BD,15
GB,FI,56
IL,NL,10
HR,RO,1
BG,FR,1
AE,LV,3
MY,ZA,1
TR,MY,35
AE,CY,39
IN,CH,11
AU,ID,17
BR,FR,50
LV,LT,60
FR,PL,112
IE,AE,32
RS,GR,2
ID,VN,13
US,SA,5
KZ,CA,1
BM,CA,4
DE,CR,8
MO,PH,13
IM,GG,1
LT,LV,63
DK,CY,2
RS,CH,64
BE,HK,31
MX,PE,1
BR,PE,24
IL,ZA,1
SE,NL,163
ES,CV,1
NL,MY,1
DK,DK,994
SG,AE,96
RO,HR,3
IT,IN,16
AT,CH,149
BY,EE,14
AT,GR,4
CH,GR,19
UZ,UA,2
PH,BN,4
KZ,KR,5
IE,BM,2
LU,MT,3
CH,LV,15
CN,MY,35
AT,FR,83
FR,LB,73
QA,LB,105
AT,EE,3
LB,JO,1
UZ,GB,1
SN,GB,2
AU,AU,20512
TR,TR,1303
DK,AE,22
FI,RU,30
IL,UA,35
FI,IT,23
LU,NO,3
ES,SN,8
BY,DK,1
TH,DK,1
IT,CY,3
MO,US,1
GB,PL,359
CH,AE,101
ES,AE,93
ES,JE,2
VN,DE,7
SA,US,11
LU,UA,1
UA,BG,21
MY,NL,3
GG,GG,17
SE,MT,2
JE,GG,1
JP,MY,69
MO,JP,16
TH,AU,3
MX,HK,2
EC,CO,45
MA,IN,1
LV,PT,1
CA,DK,5
AE,IR,1
PR,US,2361
BH,AE,410
US,JP,619
BE,PT,128
ES,DZ,12
BM,PT,3
IT,ZA,2
DK,PL,48
CN,BE,4
FR,SN,14
KR,CA,65
IT,RS,9
MY,CN,50
HK,BD,22
CN,IL,17
TR,SA,7
SA,DK,1
BG,CZ,1
AE,EG,1
CN,MO,4
SE,QA,49
PT,TR,23
ES,CH,310
MA,DZ,7
US,EC,204
LV,GB,52
LV,GR,1
TH,HU,2
IN,JP,44
DK,BE,52
BE,NL,99
PT,SE,14
US,NZ,78
VN,PH,12
CR,US,613
SE,FR,95
CR,CR,24
UZ,RU,29
BE,AE,91
RS,TR,78
HU,PL,39
FR,HK,9
SE,FI,213
FR,MX,65
GB,GR,24
PL,GR,1
IE,HU,13
BR,ES,50
AT,FI,13
GM,TR,1
PL,LV,10
FR,HR,24
LU,FR,85
DK,IE,7
MO,CN,3
CY,DE,27
BH,SA,43
RS,SE,29
BB,VC,7
UA,DK,13
HU,MT,6
CA,CN,9
ID,QA,11
SA,GB,11
CH,DK,60
BH,MA,3
TR,FI,26
AT,NL,101
CH,CA,31
BD,BH,11
TW,KR,128
BN,ID,3
JP,FR,97
NZ,AU,255
IT,LT,6
HK,JP,301
RS,SI,14
MX,DE,30
FR,SE,99
AU,VN,12
BY,FI,18
KZ,PL,1
LU,ES,48
TW,US,647
FI,AE,8
CH,NL,192
PL,UA,144
UA,FI,3
DE,LU,62
LV,LU,1
BB,GB,3
SA,TR,9
JE,CA,1
AE,SK,9
AT,TW,16
LB,MT,3
PT,RU,3
GB,ES,514
EE,LT,2
BD,AE,175
PT,US,85
DE,BH,68
CN,VN,32
CH,FI,30
IE,NO,2
KR,BR,1
ES,CR,16
GB,LT,99
HU,AT,41
QA,DE,182
SG,TH,97
BR,NL,52
US,RO,1
BE,PL,79
PT,CZ,1
MT,FI,1
GB,BR,1
IL,RS,3
LV,RS,2
IE,DE,129
AE,JP,40
IT,BG,2
CH,TR,150
ID,IN,6
LU,HK,7
SE,EE,25
ES,RO,55
BH,DE,48
SE,BY,16
RU,KZ,18
TH,PH,36
HU,KR,3
AT,MT,8
TR,ID,10
SA,IT,12
RU,IT,51
SI,EE,1
FI,GB,47
AT,IM,1
BE,MA,65
NL,CZ,105
HR,AE,1
CH,MT,20
TW,FR,23
CZ,IT,15
DE,KW,1
QA,CY,11
BD,TR,27
MO,IN,7
NL,HK,46
SE,GB,103
CZ,GB,44
MX,MX,1015
CA,GR,1
EE,SE,20
NO,RU,4
FR,PR,3
IN,FI,1
FR,MT,84
ES,MT,13
GT,US,506
PL,ES,40
TH,IN,87
AE,UZ,2
LT,US,1
GR,AE,17
TR,AE,222
AT,CZ,17
HU,CZ,43
CA,AU,15
NL,IE,125
UA,HU,15
RS,BY,18
NO,FI,37
HU,LU,16
LU,TH,4
ID,TR,2
HR,SK,1
IS,ES,1
SI,RS,6
DE,RU,269
DK,QA,48
BE,JO,3
NL,CH,182
FI,EE,91
HU,SK,3
EE,DK,9
BY,CZ,14
CV,BR,1
NL,RS,14
ES,FR,678
SE,LT,8
SA,KW,1
MT,QA,1
GB,HR,8
BS,US,17
AE,GB,431
LV,LV,2
RU,PT,2
ES,IS,2
LV,IS,6
CN,DE,20
AU,CN,41
CA,MA,21
IL,RO,4
GR,RO,9
KR,RO,1
JP,NZ,19
VN,MO,1
AU,MO,2
RS,MT,1
AE,PH,107
SI,FR,8
IT,IT,3508
HU,GB,63
MA,DE,25
NI,GT,11
BG,GB,13
PL,SK,4
CY,AT,15
UA,DE,144
PL,PT,20
AE,BD,135
LV,RU,94
MY,VN,41
DK,ES,58
AE,KZ,68
PH,NL,8
DK,TH,2
US,BH,42
BN,PH,5
US,FI,17
AT,LT,1
GB,IN,126
IL,IL,100
FR,GR,16
AU,SA,2
MA,SN,4
PT,LU,107
SA,RO,1
NL,RO,101
MA,RU,3
AE,ID,21
