Source,Target,Weight
NL,NL,244
GB,PT,1132
TR,UA,41
TH,DE,1
TR,SN,43
HU,CH,107
IT,CA,2
RU,PL,117
MA,MY,3
GE,FR,1
GB,BG,279
NZ,ID,10
LU,LB,6
BH,IT,8
DE,EE,79
LU,RU,5
CZ,BE,169
QA,BG,33
SK,SE,2
HR,SE,1
AT,CV,1
CH,AT,491
RO,BE,127
AE,DZ,27
SE,IS,33
LK,GB,41
PT,HU,35
SK,DK,2
JP,JP,5291
NL,BG,55
TR,DZ,91
DE,DZ,27
IE,IS,70
IL,GB,133
BE,GB,623
CN,JP,5
BN,TH,1
FI,US,63
SA,AE,648
ES,QA,167
SE,PL,233
DK,TR,118
EE,LV,61
FI,AU,1
TR,IS,2
IL,IS,1
BR,SN,16
HR,BE,26
BE,MK,6
ES,BM,1
AT,GB,822
IT,PL,358
GB,ZA,162
GE,TR,64
QA,DZ,19
BH,PH,24
NO,SE,496
SN,GM,44
US,SN,17
CZ,SN,2
SN,NL,5
DE,GG,1
MY,SG,322
TR,GE,21
ES,MX,1
LT,IL,10
DZ,IT,55
NO,RO,4
MT,SE,3
ES,US,545
HU,BG,8
SE,TR,143
SE,CH,214
MO,AU,3
RO,GR,69
AT,GE,1
TN,FR,1
BR,SE,1
ZA,BH,1
IN,MO,11
SK,SK,75
TR,LT,20
AE,QA,6
BE,SE,258
CH,RU,262
AE,RU,400
HR,CH,46
FI,JP,29
BE,BG,42
BH,LU,1
MT,RO,2
RO,MK,1
IL,RU,131
GR,QA,40
TR,CH,193
AT,AE,57
BR,IL,9
BH,HK,27
HR,GR,1
FI,NL,113
IT,RO,331
DK,CZ,54
KR,MY,28
MX,NL,1
JP,AU,122
FI,BE,76
IS,NO,67
NL,CA,139
RU,JP,10
DK,CH,206
MA,MA,48
KZ,NL,1
LU,NL,69
HK,SE,4
RU,MT,5
CH,SI,19
NZ,IT,3
IT,IE,267
CA,QA,12
IL,BG,56
ID,ID,619
IN,LB,3
PH,KR,41
GB,PH,20
GB,IM,156
IN,IL,18
GR,IL,47
DK,MA,1
QA,BR,28
CH,AR,10
IT,GB,2910
BE,SA,3
CH,PL,215
IT,CZ,254
CV,PT,34
GR,NL,40
MT,LV,1
DK,IT,222
CL,CL,102
PT,DE,749
IN,TR,88
CH,BE,415
DE,GR,410
AE,NP,97
AE,SE,87
LU,ZA,12
HR,DE,280
LK,IN,459
IT,AU,1
MO,KR,17
AE,HK,208
HR,GB,40
GR,US,20
GB,SK,138
BG,GR,36
JP,SA,1
MY,ES,2
ZA,RU,2
JP,CN,1
GR,FR,73
NO,LT,23
ES,SA,25
FR,IN,180
RU,UZ,7
KZ,UZ,7
MY,TR,29
US,IS,333
US,AR,268
MT,CH,12
FR,BG,24
AE,RO,69
SI,MK,3
QA,CH,90
VE,ES,2
FR,AU,1
RO,SI,1
AE,JO,1
DK,EE,44
PH,TW,278
LK,LK,5
SN,CZ,4
TW,LT,1
EE,FI,11
DE,MY,13
LB,CY,28
BE,KZ,1
XK,SI,1
PH,SG,65
IL,HK,23
CN,HK,1
HR,SI,1
BE,XK,1
RU,SE,122
CH,LU,107
CY,CH,10
JE,ES,1
AT,AT,474
SN,FR,84
IN,AT,28
XK,AT,5
PL,BR,1
PT,DZ,5
AR,BO,46
BE,CH,391
HR,IS,1
US,CH,424
SG,NZ,5
CA,NZ,27
ID,NZ,1
CH,MO,3
HK,ES,24
TR,JP,2
NP,IN,177
HU,HR,1
GB,CH,2741
EE,BE,15
TR,ZA,32
LU,CH,108
IS,AT,12
SK,AT,23
PL,DE,1066
TR,LV,29
RU,ES,277
SG,GB,2
AE,IL,1
TW,IL,1
AE,BH,644
FR,DK,272
KZ,KZ,60
HR,DK,21
FR,TN,2
UA,SK,1
IM,CH,1
MY,MY,2635
DZ,BE,25
LB,IT,44
FR,MA,158
ES,KZ,1
TR,NL,293
NL,LU,123
PL,LU,9
PL,RO,45
LV,CY,1
LT,DK,76
SA,SA,373
LU,SA,7
AE,ZA,113
QA,TR,273
BE,CZ,171
MY,KR,35
QA,HK,74
EE,EE,15
SI,IT,28
QA,GR,70
CA,IL,26
LU,CA,5
CH,IE,132
HK,LU,6
SN,CV,6
FR,ID,2
AT,SI,26
NL,SA,18
GB,IL,142
SK,UA,2
HU,IS,8
ES,GR,73
NL,SE,305
MY,DE,54
EE,CH,1
PL,MT,25
GR,MT,6
LT,CY,4
TR,SI,41
BR,BR,14243
HR,IT,40
CZ,DE,418
FR,DE,2383
GB,SA,60
FI,QA,55
FR,TR,385
DE,CV,4
AE,AU,327
ES,LB,15
ES,SI,1
RO,NO,4
DK,US,140
DE,MX,1
NO,GR,2
QA,BH,16
AT,BA,1
ES,VE,5
NP,JP,4
EE,NL,16
QA,RO,58
BO,CH,1
BG,SK,11
IN,SK,2
IN,LV,1
NL,AE,196
JP,QA,23
IE,HK,14
QA,GE,7
IN,PH,12
FI,IL,6
SK,IE,27
UA,PL,25
BO,ES,36
MA,DK,3
IL,MT,6
ES,ES,6738
LV,FR,49
IL,AT,62
FR,IE,385
IN,SA,259
MY,HK,335
DE,MD,2
CH,SE,226
GR,RU,30
CH,BG,19
BE,DK,194
FR,MK,6
BG,CH,17
US,CA,7865
MT,FR,26
NO,DE,343
HK,QA,68
US,QA,266
BG,QA,32
SE,NO,599
RU,TR,396
BE,TR,163
FR,PT,716
SG,AU,29
PL,US,84
EC,BO,1
BE,GR,75
CZ,HU,56
LU,AE,25
CA,BE,31
PH,QA,114
AT,IN,12
SE,PT,54
CA,HK,140
CA,IS,93
QA,SA,3
IE,NL,305
TW,CA,75
ID,DK,1
BH,TH,1
NL,CV,2
DK,CV,1
NO,QA,27
CZ,SE,46
IT,LV,52
LU,RO,1
LB,ES,11
QA,AT,55
HK,RU,63
FI,NO,171
LB,GB,51
FI,PT,56
LB,MA,2
CA,NL,132
AE,LU,14
AE,MY,110
HU,MK,6
DE,MT,147
QA,SK,1
CA,BS,2
AR,AR,365
ID,AE,66
CH,LB,22
LU,MA,1
SG,LK,2
IT,SG,12
AE,ES,133
BR,NZ,1
BO,AW,1
IN,DE,309
FR,ES,2023
PH,AU,123
GE,IL,18
GB,EE,51
TW,DE,25
CY,IT,3
CZ,US,1
DE,EG,1
LT,MT,3
GM,FR,6
GR,TR,51
IN,ID,39
AT,DZ,6
RU,DZ,3
CV,BE,8
TW,NZ,31
RU,BH,31
CA,PL,25
SE,RU,115
NL,QA,58
IL,TR,176
BN,AE,13
LT,FI,6
TR,GR,146
BR,DE,63
IS,SE,32
MT,DK,3
GB,DE,4965
CH,CH,1457
IT,NL,610
CA,MX,66
IN,SN,6
UZ,KZ,7
GM,PL,4
PT,FI,48
TH,TW,2
GB,MT,218
US,US,444728
KZ,RU,75
IT,HR,44
UA,TR,35
GB,CV,3
SK,CH,5
QA,GB,448
SE,GM,4
UY,UY,11
TR,LK,27
HK,BR,2
ZA,BR,64
FR,CY,6
CZ,CZ,374
SN,QA,1
KZ,QA,1
TW,ID,54
GE,DE,22
RU,HK,57
GB,XK,7
CZ,ES,118
DZ,PT,6
HK,LK,29
GB,LK,38
TW,LU,6
SK,RO,4
NP,BH,1
LK,ES,1
BE,TN,1
BG,DE,242
HR,TR,25
IL,IN,18
DE,RS,1
FR,EE,8
IL,ES,92
TW,CN,58
GR,BH,8
GB,UA,3
CY,DK,5
NL,FI,158
NP,MY,53
KZ,MY,5
LB,AE,193
ES,EC,5
ZA,GB,176
MY,TW,213
MK,RU,2
CH,KZ,1
JP,NL,35
GB,LU,202
MY,LU,4
ES,BH,1
FI,CH,76
RO,UA,1
IE,SK,27
GE,SK,1
LT,FR,24
ES,LT,22
BG,AE,18
NL,ID,23
SK,AE,15
CY,AE,17
TR,HK,26
BE,EE,2
IT,IS,10
NP,BR,1
GB,MA,34
GM,SN,30
PL,KZ,1
IE,SE,34
LK,SE,4
MY,SE,2
IL,CZ,30
GM,PT,2
IL,FI,4
CH,HR,36
CZ,SK,33
RO,CY,16
LT,TR,20
UY,AR,144
FI,HU,55
CZ,BG,18
HK,KZ,8
SA,NL,6
IL,SE,8
LK,BH,41
NZ,ES,2
NL,TW,44
ZA,PT,1
CH,SK,7
DK,LV,58
HU,SI,4
VE,FR,1
AT,IE,88
HU,SE,60
PH,IE,2
US,UY,48
CA,AW,4
EE,MT,3
GM,IT,1
US,BS,168
AT,HU,59
SA,IN,172
NL,HR,38
DE,CA,221
FR,NO,108
CZ,LU,2
LU,DK,42
GR,ES,44
AU,ES,12
DE,FR,2459
LT,DE,118
SE,DE,1045
DE,AE,526
PT,NO,21
SE,LV,114
FR,RU,426
LV,SK,3
IE,BE,148
NZ,JP,14
DK,MK,6
PL,CH,206
DK,AT,189
AU,AE,382
RU,QA,112
AE,IN,1768
BE,IN,5
IS,PL,35
LK,RU,30
QA,ES,177
QA,BE,76
LU,KZ,4
BG,NL,60
LB,BE,7
RO,IT,355
AE,HR,29
PT,GB,1061
BR,LU,2
GR,CY,62
CA,CZ,2
JP,RU,1
TW,AT,31
IE,IE,233
DE,UZ,1
AE,TR,337
JP,GB,129
DE,GM,1
AE,PT,57
PL,CY,16
MK,RO,2
GM,CH,1
GE,BE,1
AT,DK,198
DK,LT,72
FI,DE,526
FI,FI,539
DE,GE,5
IL,HU,44
NO,CH,48
IE,ES,371
BE,CA,38
AE,DK,44
JE,PT,3
RO,PL,45
RU,FI,151
US,FR,938
ES,DE,2629
GR,HR,2
NO,TR,43
LT,EE,36
LV,IT,54
AU,DE,37
GR,IE,9
CY,IN,1
RO,FI,7
EC,CA,1
CH,DE,2278
PH,JP,267
DZ,TR,62
IT,EE,17
NO,IS,40
CA,GB,409
BH,JP,1
CH,GE,1
MR,SN,1
ID,SE,1
KZ,TH,2
MT,RU,4
AE,AT,61
CA,JP,53
DE,BG,244
QA,AU,133
MK,AE,6
ID,MY,645
CA,IE,40
SE,HU,62
IE,PT,122
BR,CA,33
GR,CH,82
LB,RU,8
SE,SK,3
XK,BE,2
LB,SA,50
FR,AE,212
HK,AE,171
DE,JP,104
TR,AU,4
CH,BR,32
HU,PT,35
AR,UY,186
RU,BE,103
AR,PT,1
BH,RU,27
CY,RU,35
HR,FR,31
JP,US,507
GG,AT,1
MA,AE,33
MY,AU,454
PH,US,84
HK,HK,15
LV,FI,58
NL,AR,25
HU,IE,57
LK,IT,16
PT,MA,29
CA,PT,31
BG,RO,18
NZ,CA,28
HK,CN,4
AU,BE,3
IE,IT,278
US,DE,1539
NL,IN,117
QA,JP,28
IL,AE,1
BR,MX,1
SE,BA,3
BO,BR,50
CH,JP,1
SA,CZ,1
FR,MO,1
US,MO,39
RS,IT,1
IT,AT,402
BE,BE,300
IS,DE,137
IS,IE,70
IT,SN,17
NO,NL,106
IT,DK,246
PH,BH,25
GB,MO,9
SN,BE,35
SI,BA,2
BE,ES,838
IT,BR,115
FR,CA,179
PH,GB,26
AU,JP,80
TR,XK,46
ES,ZA,12
AR,ES,150
LK,TW,2
TR,US,230
SA,AT,13
IE,SA,3
MY,JP,124
AT,ES,288
PL,FI,61
EE,IE,1
PL,JP,1
MA,BR,1
NO,PL,111
GG,US,1
MR,FR,1
SE,IT,143
DE,GB,4981
DZ,SA,1
DE,PL,1102
MK,HR,12
LK,TR,39
CZ,TR,86
NL,IL,73
CY,GB,33
BG,HU,7
IN,IT,100
IM,IE,39
RU,TH,18
BG,MT,4
BG,IT,85
PL,AT,121
IT,DE,3047
ES,GB,3886
UY,BR,128
BR,CV,1
BE,LB,6
SA,HK,9
CZ,NO,26
LU,US,102
AE,BE,114
DK,LU,40
PT,DK,64
TR,PL,55
NZ,TW,13
EE,US,1
QA,SG,26
LU,TR,20
NL,BR,44
GB,AU,38
AT,NO,40
NL,IS,56
TR,BE,196
IE,LU,18
AT,CY,22
EE,PL,14
GB,NL,2222
RU,US,138
FI,IN,29
PT,PT,611
HU,LB,1
GB,DZ,26
QA,NO,34
BE,RU,96
SE,LK,4
LV,CZ,15
PT,GW,2
CA,FI,1
BE,SI,15
NO,DK,568
FR,SA,33
BG,TR,57
IN,AU,36
DK,LB,7
PL,IS,32
IE,GR,11
DE,SI,96
DE,MA,15
CY,SA,1
HU,RO,38
AE,TH,1
FR,TW,29
NL,DK,457
PH,SA,60
CH,QA,88
BR,US,752
SE,ES,252
HK,TR,23
RO,LB,8
SN,PT,38
TR,BR,26
GB,BH,79
IT,MO,4
IN,TW,13
GB,GB,11149
EE,GB,69
DE,SG,50
CY,BG,9
TR,NO,61
TR,GB,545
TR,PH,29
TR,LU,20
MO,GB,1
CV,GW,4
IS,BM,1
BR,BE,1
BE,IE,160
RU,RU,6037
SG,QA,2
TW,MY,223
AU,GB,121
PL,RU,110
LU,IE,21
PL,GM,4
EC,NL,4
CH,CZ,118
RO,CZ,31
MO,RU,1
CH,GG,1
VE,AR,2
AT,IT,425
US,AE,398
HU,QA,55
RU,HR,28
PL,EE,20
DK,IS,90
DK,HU,50
QA,HU,61
ES,BE,929
ZA,US,48
AU,CZ,1
NZ,MO,5
PL,DK,223
MD,IT,2
GB,GI,3
RU,FR,461
IN,IN,13233
PT,CA,35
HU,FI,59
BR,ZA,57
SK,GR,8
HK,IE,11
NL,CN,1
LU,GE,1
QA,KZ,4
US,BM,238
RU,GG,1
SK,LV,2
US,CN,9
AT,US,89
BG,FR,24
PH,AE,162
AE,CY,20
AU,ID,170
SK,RS,1
GR,LB,13
FR,NL,545
KR,JP,285
MA,PT,7
SN,ZA,8
IL,NL,40
IN,CH,60
DZ,CA,10
GB,FI,285
TR,MY,30
AE,LV,8
GE,GB,1
MX,AR,1
MO,PH,91
BR,FR,109
LV,LT,85
US,SA,46
IE,AE,68
FR,PL,269
AU,TR,6
BM,CA,8
LT,LV,68
DK,CY,3
IM,GG,3
US,CV,4
BG,DK,11
MT,CY,8
CA,PM,10
ES,CV,1
BE,HK,17
IL,ZA,6
ZA,SN,11
SE,NL,219
CV,DK,1
HU,LV,9
CH,CN,3
NL,MY,27
DK,DK,1207
CV,DE,4
IT,IN,74
AT,CH,439
NZ,PH,11
AT,GR,47
CH,GR,127
PH,BN,41
MO,TH,10
LU,MT,3
CH,LV,46
AT,FR,317
QA,LB,88
FR,LB,69
AT,EE,7
SN,GB,4
TW,BN,10
DZ,SE,2
GE,RO,1
AU,AU,33969
MO,US,4
TR,TR,5292
DK,AE,48
IL,UA,1
LU,NO,2
MA,GB,39
FI,IT,107
ES,SN,36
IT,CY,4
LB,PH,1
FI,RU,141
CZ,CV,2
GB,PL,1567
CH,AE,176
ES,AE,130
SA,US,31
CY,EE,1
ES,JE,1
AR,DE,25
MY,NL,25
MO,ID,1
JE,GG,1
JP,MY,115
MT,BM,1
US,MT,2
SE,MT,7
GG,GG,1
MO,JP,35
IT,XK,1
LV,PT,9
AE,IR,22
CA,UY,1
CA,DK,18
BG,PL,10
SN,RU,1
IL,SA,2
BH,AE,583
US,JP,431
IT,ZA,17
BE,PT,222
ES,DZ,121
DK,PL,212
FR,SN,73
HR,MK,12
SI,DK,4
TR,SA,148
MK,HU,6
AW,UY,1
MY,CN,50
BG,CZ,16
AE,EG,1
CN,MO,1
SA,DK,1
SE,QA,76
BE,NL,126
NP,TR,4
PT,TR,43
BE,CV,2
DK,BE,161
DZ,LB,2
MA,DZ,12
US,EC,11
ES,CH,798
JE,IM,1
IN,JP,7
LV,GB,181
PT,SE,45
US,NZ,202
BE,BA,5
AR,BR,514
SE,FR,197
BE,AE,111
GM,TR,7
PL,LV,28
FR,HK,57
SE,FI,712
MY,NO,3
GB,GR,267
PL,GR,66
FR,MX,1
GE,GR,2
UZ,RU,21
IE,HU,54
FI,CY,1
QA,NZ,28
HU,PL,53
BR,ES,126
AT,FI,68
RS,TR,1
LU,FR,104
CY,DE,26
DK,IE,52
BH,SA,254
FR,HR,31
GW,PT,2
MO,CN,3
HU,MT,13
CA,CN,2
LK,ID,23
ID,QA,59
BG,IL,56
TW,KR,133
CH,CA,67
SA,GB,61
CH,DK,244
BH,MA,3
AT,NL,429
MK,DK,7
SA,ZA,2
MK,NL,6
TR,FI,66
IL,SK,2
BN,ID,10
AU,FR,22
JP,FR,131
NZ,AU,1576
IT,LT,49
LK,AE,275
FR,SE,208
HK,JP,706
SA,DZ,2
BO,UY,2
HK,CZ,1
TW,US,405
SA,TR,113
FI,AE,41
PL,UA,27
DE,LU,176
AR,EC,3
CH,NL,345
LU,ES,79
BH,GE,2
ID,MO,6
CY,PL,9
KZ,SG,1
NL,AW,5
PT,RU,46
AT,TW,30
AE,SK,14
EE,LT,38
ID,AT,5
NP,QA,101
GB,ES,3304
IE,NO,27
PT,US,137
DE,BH,61
BR,MA,3
CH,FI,84
GB,LT,165
HU,AT,54
QA,DE,206
LK,SA,46
BE,PL,211
DE,ID,8
CA,DZ,7
GB,BR,72
BR,GB,73
US,RO,15
BR,NL,56
PT,CZ,36
IT,TW,5
EE,RO,1
ES,CN,4
TH,PH,6
IE,DE,626
BH,DE,41
CH,TR,173
ID,IN,5
TR,ID,24
FR,AR,26
LU,HK,20
SE,EE,127
SA,NP,1
ES,RO,157
IT,BG,87
AE,JP,57
RU,KZ,88
AT,MT,25
RU,IT,686
HR,AE,27
FI,GB,279
SE,BR,1
SA,IT,32
BE,MA,71
NL,CZ,188
CH,MT,23
GE,LV,6
TW,FR,38
CZ,IT,244
MO,IN,3
CZ,GB,573
EE,SE,127
NL,HK,53
MX,MX,181
SE,GB,761
MY,KZ,5
NO,RU,41
IN,FI,31
FR,MT,72
ES,MT,38
QA,CY,8
NL,IE,377
TR,AE,344
GR,AE,29
PH,IN,8
AE,UZ,1
ID,TR,21
PL,ES,156
CA,AU,86
TH,IN,2
KZ,IT,1
AT,CZ,84
HU,LU,8
HU,CZ,70
IS,ES,27
US,AW,67
VE,AW,4
UA,HU,1
NO,FI,118
LV,MT,6
RO,US,14
CV,FR,1
DK,QA,64
FI,EE,10
NL,CH,388
DE,RU,1354
HK,NO,1
HU,SK,3
EE,DK,44
AT,CN,4
ES,FR,2148
LK,FR,4
SE,LT,64
LV,LV,27
BS,US,111
FR,JO,2
GB,HR,39
RU,PT,51
AE,GB,792
ES,IS,22
LV,IS,9
CA,MA,13
AR,CA,13
IL,RO,75
GR,RO,39
JP,NZ,18
PL,SG,5
AU,MO,21
MY,LA,1
AU,CN,7
SI,FR,5
IT,IT,9094
MA,DE,32
PL,SK,7
RU,BG,67
HU,GB,528
BG,GB,273
AE,PH,156
TR,MK,52
NP,MO,1
IT,SK,36
CY,AT,12
DK,ES,209
UA,DE,16
BN,PH,44
LU,IM,1
LV,RU,272
PL,PT,64
AE,KZ,38
PH,NL,2
PH,NZ,6
US,BH,24
US,FI,39
AT,LT,19
AU,SA,1
GR,SA,1
GB,IN,432
AE,ID,79
IL,IL,33
FR,GR,107
PT,VE,1
MA,SN,4
PT,LU,83
NL,RO,125
MA,RU,5
BR,IT,119
GB,QA,413
TH,RU,17
CZ,HR,6
GB,HU,526
JE,DE,3
BE,NO,101
IT,AR,45
XK,HU,3
RU,LK,16
ZA,LU,3
FI,RO,6
LU,BH,5
SG,MO,1
TR,MT,41
RU,SK,18
SN,US,15
FR,GB,2867
BR,IE,11
CZ,QA,66
GB,SG,47
DE,LV,264
EG,LB,1
NL,GB,2729
JP,HK,668
QA,US,273
BE,HU,159
JP,IT,8
AR,BE,2
QA,LK,181
QA,RU,108
PH,DK,1
JP,FI,30
RO,MT,7
CY,MT,10
CH,ID,1
BE,IT,777
GR,DE,225
HU,HU,22
GE,RU,154
AE,SG,46
SN,IN,8
RU,LB,9
FR,RO,173
LT,SE,63
SG,NL,1
SK,GB,132
QA,SN,1
AE,MK,6
LB,BH,25
GM,BE,15
MD,TR,1
BE,FR,584
RO,AT,168
TH,US,1
JP,ID,67
FR,BE,610
MY,NP,44
RU,HU,133
HK,BE,14
SG,ID,5
DZ,CH,15
LB,CH,25
SN,CH,2
MX,ES,2
GR,SK,3
GB,IE,3908
GB,ID,11
PK,AE,1
BH,LB,27
MT,PL,16
