Source,Target,Weight
DE,HR,315
SE,RO,24
BR,AE,46
US,KR,791
CY,QA,1
NZ,HK,40
RU,EE,46
NL,GR,107
HK,GR,1
LV,US,3
AE,MA,1
SA,MA,1
NP,NP,2
IN,SE,10
US,LU,175
DE,ES,2635
FI,FR,90
UA,LT,2
MY,AE,90
NO,US,20
US,ID,27
QA,AE,11
LT,LT,13
PT,EE,1
HU,NO,31
RU,IL,48
CR,GB,12
PL,IL,22
BE,IL,28
JP,GR,2
LT,IE,11
LV,IE,26
TR,SE,24
DO,SE,1
IE,SN,1
CN,TH,64
IR,AE,6
DK,PT,41
DE,SA,34
KZ,AE,53
PT,CV,16
IL,NO,1
ES,RU,211
LV,IL,1
NL,MA,20
LV,BE,35
RO,SG,1
KZ,FI,1
IS,RU,1
TH,FR,80
NO,ES,136
BE,QA,136
SI,RU,22
DO,PE,2
GR,BE,83
MA,GM,6
MY,NZ,24
GE,ES,1
QA,FI,49
PH,FI,1
VN,TW,1
RO,PT,14
BD,MY,28
BE,CY,1
IL,BE,92
BR,BO,41
KZ,GB,10
GB,BY,20
US,CO,676
GW,SN,5
TW,KZ,3
BY,NL,27
KZ,ES,5
QA,DK,62
KR,PT,2
QA,RS,19
IN,RS,1
CO,CO,76
DZ,DZ,15
SK,SI,1
NZ,DE,1
RU,IE,23
AM,BY,6
CZ,RO,17
PK,SA,3
PT,CH,367
QA,NL,76
PF,NZ,22
AE,MT,19
TW,PH,196
RO,AE,56
FI,ES,127
ZA,SG,22
ES,SG,4
ZA,ZA,1726
FR,IL,50
EE,NO,23
CV,GB,1
AZ,GB,1
MT,GR,11
BY,IL,5
CV,SN,7
IS,NL,33
SN,TH,1
AE,CH,110
AE,OM,1
MT,PH,1
MA,MR,1
AR,IT,14
HK,DE,141
JP,DE,62
RO,DE,321
PT,IT,173
DE,GD,1
TR,QA,111
MT,AE,14
HK,PH,98
BO,US,31
AR,DO,11
QA,PL,37
PL,KR,4
HK,DK,4
GR,FI,4
UA,BE,24
IS,LV,9
DE,AR,10
FI,DO,3
GB,CA,393
MY,SA,4
TW,SG,178
BB,PT,2
TR,EE,1
IT,CH,205
GG,FR,3
SE,UA,22
AE,BR,37
SI,NL,8
MA,CA,14
CN,CZ,3
NO,CZ,19
UZ,US,1
MA,CV,3
TR,DK,36
LT,ES,3
PL,DO,5
PT,FR,925
AT,DE,1596
NL,NL,398
GB,PT,1050
NP,GB,3
TH,DE,159
TR,UA,37
TR,SN,12
IT,CA,11
RU,PL,96
HU,CH,58
CA,AR,12
BB,US,165
GB,BG,1
NZ,ID,17
DE,EE,79
TH,BN,13
CZ,BE,87
ES,CO,119
HR,SE,2
SK,SE,1
BH,IT,2
GE,FR,1
LU,RU,66
ES,KE,2
CH,AT,293
AE,DZ,6
SE,IS,27
LK,GB,39
PT,HU,42
RO,BE,110
TH,BH,15
SK,DK,1
SE,RS,24
BY,FR,33
BE,GB,543
JP,JP,7009
CN,JP,43
TR,DZ,4
DE,DZ,11
GB,BB,135
CZ,TH,2
IL,GB,125
IE,IS,44
NL,UA,38
EE,GE,3
VC,CO,1
RU,BR,1
BN,TH,13
NL,AZ,1
FI,US,40
BD,AT,1
SA,AE,298
BD,QA,59
ES,QA,125
DK,TR,68
SE,PL,195
IL,IS,1
BR,SN,22
RS,US,6
ES,BM,1
EE,LV,71
HR,BE,48
BO,FR,1
KR,SG,62
GB,ZA,168
QA,DZ,2
IT,PL,177
AT,GB,392
FI,UA,13
NO,SE,429
SN,GM,34
US,SN,10
IE,IN,1
SN,NL,1
BH,PH,24
BB,BM,1
GR,SI,1
CR,DO,1
MY,SG,613
AZ,HK,1
DZ,IT,38
MT,SE,12
NO,RO,4
ES,US,470
TN,FR,6
KR,AE,33
RS,HR,28
SE,TR,69
MO,AU,4
RO,GR,68
AT,GE,2
SE,CH,139
KR,NL,33
BR,SE,1
QA,KE,7
AE,RS,15
BE,SE,180
TR,LT,2
FI,JP,24
TH,SG,349
HR,CH,48
SK,SK,55
UA,NO,5
AE,RU,424
CH,RU,225
BY,SE,9
MT,RO,5
AE,QA,10
DO,BE,12
IL,RU,60
GR,QA,35
IT,RO,106
AT,AE,53
BH,HK,57
GR,AM,4
KR,GB,42
BR,IL,6
HR,GR,4
PL,GE,14
BY,KZ,14
FI,NL,103
DK,CZ,44
KR,MY,46
TR,CH,50
UA,AR,1
NL,CA,105
DK,CH,130
US,PE,24
BB,PR,9
JP,AU,105
DO,DO,4
IS,NO,46
MA,MA,45
FI,BE,52
RU,JP,5
KZ,NL,4
LU,NL,71
ZA,SE,6
KR,FI,7
RU,MT,8
NL,SK,5
CH,SI,19
DO,AR,18
MA,AT,3
ID,ID,139
CA,QA,19
IL,BG,5
GB,IM,163
IN,IL,5
GR,IL,14
IT,IE,116
QA,BR,26
ZA,TH,2
PH,KR,202
MO,SG,7
GB,PH,16
TH,FI,68
CH,AR,3
RU,RS,112
IT,GB,1323
BE,SA,8
CH,PL,116
CV,PT,19
MT,LV,7
GR,NL,94
IT,CZ,80
VN,TH,3
LC,LC,1
MA,LV,1
PT,DE,762
IN,TR,82
BE,ID,1
KR,AU,22
DK,IT,74
LU,ZA,11
DE,GR,376
AE,NP,29
CH,BE,237
DO,CO,51
AE,SE,50
MA,SG,1
IN,PL,13
ID,TH,4
HR,DE,311
LK,IN,330
HR,GB,48
AE,HK,233
BD,HK,7
SA,BD,24
IS,GR,1
GB,SK,78
GR,ZA,2
CV,IE,1
JP,CN,20
NL,DO,7
EE,CZ,1
MY,ES,5
GR,US,13
GR,FR,103
NO,LT,26
FR,IN,106
RU,UZ,7
KZ,UZ,3
MY,TR,20
UA,DO,2
US,IS,157
HU,UA,28
ES,SA,3
AE,RO,56
US,AR,97
MT,CH,15
QA,CH,79
TR,RS,14
DO,AT,1
EE,FI,97
DK,EE,15
PH,TW,211
BY,RO,1
SN,CZ,3
NO,KR,10
PH,SG,216
IL,HK,1
CN,HK,14
HR,SI,7
SI,ES,2
RU,SE,87
CH,LU,71
CN,ZA,3
AT,AT,334
SN,FR,65
IN,AT,30
BY,UA,84
BE,CH,249
PT,DZ,1
AR,BO,24
HR,IS,1
US,CH,277
UA,IT,40
KZ,CN,6
CH,BY,8
SG,NZ,76
CA,NZ,38
HK,ES,6
PL,BR,1
NP,IN,72
IL,UZ,1
HU,HR,3
GB,CH,1968
AZ,AE,1
CO,AU,1
LU,CH,72
TR,ZA,8
RS,RS,7
MT,UA,2
BD,CN,1
EE,BE,25
SA,SE,1
AE,AZ,1
BE,KR,21
SK,AT,23
US,LT,1
IS,AT,10
PL,DE,966
RU,ES,211
SG,GB,178
AE,BH,171
RS,UA,2
CO,BE,6
AM,IT,4
KZ,KZ,99
FR,DK,202
DE,TN,2
DO,BO,4
HR,DK,13
FR,TN,23
UA,SK,11
GR,LV,4
MA,RS,1
PL,RO,54
LT,HR,1
KZ,US,2
MY,MY,1951
CR,DE,18
FR,MA,120
ES,KZ,7
TR,NL,84
PL,LU,21
NL,LU,94
PF,CA,1
DZ,BE,21
HK,LV,4
DK,DO,2
BY,LT,3
CH,IE,125
SA,SA,448
LK,JP,2
BD,SG,18
QA,TR,158
FR,ID,2
IE,DO,1
SI,IT,39
QA,HK,110
EE,EE,40
AE,ZA,94
CA,IL,9
LU,CA,1
QA,GR,44
LU,SA,13
HK,LU,37
BD,LU,2
BE,CZ,96
KE,CZ,2
SN,CV,8
FR,KR,46
MY,KR,52
LT,DK,17
MY,UA,1
CH,DO,10
SK,UA,12
GB,IL,53
NL,SE,243
BB,MQ,1
HU,IS,9
ES,GR,76
MY,DE,9
NL,SA,13
BR,GM,1
AT,SI,21
EE,CH,2
PL,MT,22
GR,MT,10
BR,BR,10202
DK,US,94
FR,DE,1754
CZ,DE,267
GB,SA,30
FI,QA,50
HR,IT,25
NP,JP,1
FR,TR,255
DE,CV,7
AE,AU,128
IT,BB,2
RO,NO,4
QA,BH,20
BE,GE,3
GB,KZ,5
EE,NL,16
GR,LU,5
QA,RO,39
PE,BO,1
ES,SI,2
GM,BR,1
SN,AR,1
NL,AE,188
JP,QA,1
UA,PL,135
IN,PH,2
FI,IL,2
SK,IE,12
VC,IE,1
KR,HU,9
ZA,GR,2
BO,ES,16
MA,DK,3
IL,MT,3
ES,ES,5424
LV,FR,31
IL,AT,41
FR,IE,402
IN,SA,124
MY,HK,176
KZ,GR,3
BH,ES,4
NZ,CN,4
BE,DK,150
CH,SE,143
KR,KZ,8
NZ,KR,8
GR,RU,50
IM,BE,1
US,CA,11932
MT,FR,54
SG,AU,615
NO,DE,320
US,QA,277
HK,QA,142
SE,NO,467
BE,TR,127
RU,TR,243
AE,UA,79
FR,PT,896
LU,AE,45
ES,EE,1
PL,US,71
BE,GR,105
CZ,HU,71
BY,IT,14
BY,BY,4
MA,GW,1
CA,BE,27
PH,QA,94
CN,TR,2
AT,IN,11
TW,CA,95
NL,CV,2
BH,TH,17
CA,HK,84
CA,IS,51
QA,SA,1
IE,NL,292
TH,SE,48
UA,CZ,54
SE,PT,49
DO,DK,2
CZ,SE,42
NO,QA,43
IT,LV,23
IN,KR,12
LU,RO,1
NO,GG,1
QA,AT,54
CN,US,35
FI,NO,97
ES,DO,32
CZ,BY,25
CA,NL,110
AE,LU,17
FI,PT,28
DZ,TN,1
HK,RU,38
DE,MT,104
AE,MY,68
SG,TR,16
AR,AR,93
IT,SG,7
ID,AE,1
RS,NO,4
TH,NO,42
AE,AM,15
RU,AM,290
SG,LK,51
AE,ES,93
RU,KR,36
LU,MA,1
FR,ES,1649
CZ,US,5
IN,DE,204
KR,IN,15
PH,AU,78
GB,EE,49
GE,IL,3
TW,DE,43
BE,BH,6
TR,BY,12
NO,DO,1
SG,BN,47
CN,ES,1
GD,LC,1
CR,BM,1
GM,FR,2
GR,TR,56
IN,ID,22
AT,DZ,2
RU,DZ,1
GG,ES,1
TW,NZ,11
RU,BH,24
CA,PL,18
SE,RU,86
MX,FR,1
NL,QA,76
IL,TR,114
BN,AE,11
LT,FI,8
TR,GR,21
BR,DE,84
IS,SE,29
SE,KR,13
MT,DK,12
GB,DE,3443
CH,CH,1228
AT,ZA,8
TH,TW,233
DK,GM,3
TH,LT,1
IN,SN,1
IT,NL,255
GM,PL,2
PT,FI,29
GB,MT,249
US,US,696359
KR,DE,89
KZ,RU,155
IT,HR,19
UA,TR,65
GB,CV,2
GB,DO,31
IL,EE,1
QA,GB,424
EE,RS,1
LU,GR,7
CH,UA,58
SE,GM,4
BR,DO,40
HK,BR,1
ZA,BR,39
CA,CR,70
SK,CH,5
KR,ES,4
CZ,ES,127
CZ,CZ,410
SN,QA,1
TW,ID,25
GE,DE,4
RU,HK,19
HK,LK,12
GB,LK,38
TW,LU,2
NP,BH,1
LK,ES,1
IE,VC,1
DZ,PT,4
MO,AE,1
DE,RS,157
IS,LT,5
BG,DE,23
IL,IN,10
GB,UA,84
FR,EE,9
NL,FI,115
IL,ES,49
TW,CN,53
CO,CA,27
VC,GB,4
GR,BH,9
NP,MY,39
KZ,MY,10
HR,TR,23
MY,TW,149
IE,BB,2
ZA,GB,182
ES,BH,7
CA,CO,23
KE,IN,2
CH,KZ,2
SG,BR,2
JP,NL,21
GB,LU,202
MY,LU,2
FI,CH,64
IE,SK,11
US,LV,1
KE,FR,1
ES,LT,15
LT,FR,3
SK,AE,5
GM,SN,26
TR,HK,3
BE,EE,16
IT,IS,1
BD,GB,27
IN,UA,2
IE,SE,42
SE,DO,2
GB,MA,33
HU,GE,2
LK,SE,1
NO,TH,27
IL,CZ,19
GM,PT,12
GB,KR,52
IL,FI,2
FR,RS,54
CH,HR,51
LT,TR,4
TR,BD,1
CZ,SK,38
AM,HU,1
FI,HU,35
CA,PF,2
HK,KZ,41
SA,NL,6
IL,SE,2
CH,SK,5
LK,BH,21
ZA,PT,4
SA,PL,1
NZ,ES,3
NL,TW,33
UA,MT,1
DK,LV,76
UY,AR,1
HU,SI,1
GM,IT,1
MY,AT,1
AT,IE,62
HU,SE,57
RS,ES,15
PK,BH,12
EE,MT,3
PE,DO,1
ES,RS,11
DE,CA,208
SA,IN,107
NL,HR,33
CN,IN,26
BD,ID,1
FR,NO,97
FR,PE,1
AM,IE,1
AT,HU,43
CZ,LU,3
BD,ES,2
AE,KR,28
GR,ES,74
AU,ES,2
LU,DK,33
DE,FR,1831
LT,DE,29
SE,DE,692
BM,DE,1
DE,AE,465
NZ,JP,17
PT,NO,23
SK,IS,1
FR,RU,305
IE,BE,163
PL,CH,110
LV,SK,1
SE,LV,98
ZA,MY,2
DK,AT,101
KE,KE,1
AU,AE,260
RU,QA,122
AE,IN,1120
BE,IN,9
IS,PL,27
QA,ES,150
LK,RU,34
QA,BE,79
LU,KZ,8
BG,NL,5
PT,GB,1094
RO,IT,116
AE,HR,11
SI,IS,1
RS,IL,3
TH,IE,1
BR,LU,7
CA,CZ,5
CA,KR,76
JP,RU,8
GR,CY,4
UA,SI,1
TW,AT,19
IE,IE,353
AE,TR,154
JP,GB,44
ES,PR,4
NL,BY,29
SK,BY,1
DE,GM,12
AT,LK,1
DE,KR,166
AE,PT,35
PL,CY,1
IE,ES,303
DK,LT,40
FI,FI,1405
FI,DE,387
AR,PE,6
RO,PL,50
KZ,EE,1
IT,AM,6
IL,HU,23
NO,UA,3
ES,BY,6
DE,GE,4
NO,CH,39
CH,KR,5
AT,DK,95
AE,DK,30
BE,CA,27
RU,FI,89
FI,ID,1
US,FR,771
ES,DE,2618
AU,DE,7
BB,GD,3
RS,QA,16
GR,HR,4
NO,TR,32
LV,IT,24
LT,EE,1
BY,AM,4
BD,NP,2
AM,IN,1
GR,IE,17
ZA,GM,2
IE,KZ,1
RO,FI,6
CA,GB,397
RS,FR,55
CH,DE,1424
PH,JP,282
IT,EE,6
NO,IS,44
BY,LV,21
SI,GR,1
UA,IL,17
MR,SN,5
KZ,TH,21
MT,RU,7
DE,KE,7
DZ,TR,51
AE,AT,62
SE,HU,58
DE,BG,8
IE,PT,153
QA,AU,154
CA,IE,45
HR,UA,1
CA,JP,56
PL,BY,28
GB,VC,3
KR,BN,2
BR,CA,44
GR,CH,112
ID,MY,82
SE,SK,2
US,SI,2
FR,AE,177
HK,AE,240
DE,JP,125
RU,BE,113
VC,BB,135
AR,UY,7
CH,BR,30
HU,PT,41
BH,RU,24
AU,SI,1
AM,BE,2
IS,UA,1
HR,FR,53
JP,US,326
MA,AE,26
PH,US,97
NZ,CA,39
CA,PT,68
MY,AU,310
BE,BB,1
HK,HK,109
LV,FI,130
HU,IE,51
PT,UA,6
HK,CN,30
PT,MA,43
RS,PL,19
NL,AR,7
RS,IT,27
IE,IT,112
US,DE,1398
NL,IN,58
QA,JP,28
CH,JP,11
IL,AE,2
GE,BY,4
CA,PR,35
BO,BR,44
US,MO,4
PT,BM,1
TH,TR,32
SE,BA,4
IT,AT,102
IS,IE,44
BE,BE,176
RS,GB,41
IS,DE,74
NO,NL,210
UA,SE,15
PH,BH,23
GB,MO,2
IT,DK,75
QA,PT,16
SN,BE,22
SI,BA,1
BE,ES,710
AR,ES,48
AU,JP,122
UA,IN,3
BD,DZ,1
PH,GB,14
ES,ZA,4
FR,CA,193
IT,BR,58
PL,TH,16
SG,FI,17
AT,ES,247
CO,US,847
SA,AT,2
MY,JP,103
BY,TR,29
NO,PL,197
PL,FI,47
TR,US,28
KZ,BY,14
PL,JP,1
IM,ES,2
BO,CO,19
MA,BR,4
NL,CR,17
DO,NZ,1
IT,KR,41
ES,KR,14
IE,SA,1
MR,FR,1
SE,IT,43
DE,PL,1027
LK,TR,9
CZ,TR,56
DE,GB,3456
RU,TH,196
NL,IL,20
IM,IE,34
IN,IT,40
CY,GB,1
BR,AU,1
CZ,KR,3
AZ,RU,4
GM,FI,3
BD,RO,1
ES,GB,3069
LU,US,117
PL,AT,78
IT,DE,1544
HR,IE,1
SA,HK,3
CZ,NO,21
SN,IE,2
AE,BE,69
BB,CA,55
DK,LU,32
BG,IT,1
TR,PL,1
PT,DK,40
RS,FI,3
NZ,TW,12
QA,SG,72
LU,TR,13
GB,AU,38
AT,NO,43
NL,IS,35
TR,BE,88
NL,BR,68
IE,LU,23
EE,PL,36
CR,ES,27
RU,US,142
SK,LT,1
FI,IN,16
PT,PT,929
GB,NL,1897
GB,DZ,17
QA,NO,52
LV,CZ,30
BE,SI,26
BE,RU,109
FI,TH,67
CR,CA,75
SG,KR,60
PT,GW,3
BY,ES,8
CA,FI,1
HU,RO,30
IN,AU,24
NO,DK,596
PL,IS,24
BY,GB,26
IE,GR,19
BG,TR,4
GG,GR,1
DE,SI,103
DE,MA,10
FR,SA,10
TH,LK,50
AE,TH,110
LK,KZ,3
BD,KR,1
CO,BM,1
PR,CO,6
FR,TW,24
BR,US,646
PH,SA,28
CH,QA,79
BH,PK,11
TH,JP,287
HK,TR,12
SE,ES,253
SN,PT,22
NL,DK,350
EE,HU,1
ES,UA,61
EE,UA,16
GB,BH,75
IN,TW,17
GB,GB,10779
DE,SG,82
TR,GB,132
TR,NO,10
CR,IS,2
EE,GB,49
NP,TH,19
CH,CV,1
CV,GW,3
BR,BE,2
RU,RU,6485
SG,QA,63
AU,GB,46
PL,RU,87
BE,IE,163
GE,IT,5
LU,IE,22
TH,UA,6
CH,CZ,63
RO,CZ,19
SE,GG,1
TW,MY,142
KE,PL,4
MX,KR,2
CH,GG,1
MO,RU,1
ZA,US,78
DO,FR,34
AT,IT,135
US,AE,320
DK,HU,34
HU,QA,52
RU,HR,25
MT,PT,13
PL,EE,40
DK,IS,64
PL,DK,197
ES,BE,671
QA,HU,62
KZ,LK,3
RS,RO,5
US,VC,18
IN,CZ,1
NZ,MO,1
SG,ES,4
GB,GI,7
RU,FR,287
IN,IN,15905
GG,DE,3
FR,KW,1
MT,ZA,1
NZ,IN,1
PT,CA,69
BR,ZA,30
FR,UA,43
US,CN,25
NL,CN,12
IT,BY,13
SK,GR,3
QA,KZ,7
TH,CZ,2
BN,KR,3
US,BM,200
HU,FI,33
SK,LV,1
CO,FR,26
PH,AE,134
KR,JP,419
AU,ID,138
FR,NL,541
MA,PT,36
SG,BD,5
SK,RS,2
SN,ZA,1
BG,FR,7
LC,VC,10
AT,US,51
BD,BD,2
IL,NL,38
IN,CH,28
GE,GB,3
ES,PH,1
TH,AZ,1
DZ,CA,11
GB,FI,216
RS,SK,3
AE,LV,2
TR,MY,8
AE,CY,1
BR,FR,111
LV,LT,64
US,SA,15
IE,AE,54
US,CV,4
FR,PL,196
RS,GR,18
BM,CA,28
BG,DK,1
DE,CR,16
MO,PH,1
IM,GG,1
LT,LV,6
CA,PM,7
BR,PE,19
RS,CH,57
BE,HK,16
PL,ZA,1
ZA,SN,6
SE,NL,189
IL,ZA,1
HU,LV,8
NL,MY,24
DK,DK,1349
RO,HR,1
SG,AE,100
IT,IN,32
BY,EE,12
CH,LV,22
DO,BR,63
AT,GR,69
CH,GR,108
PH,BN,27
AT,CH,279
MO,TH,30
CN,MY,53
NZ,PH,8
AT,AU,1
KZ,KR,18
CV,DE,3
LU,MT,7
AT,FR,219
AT,EE,14
UA,IS,1
TW,BN,9
GE,RO,1
SN,GB,3
AT,KR,3
AU,AU,34471
MO,US,1
TR,TR,1290
DK,AE,42
MA,GB,36
FI,RU,85
IL,UA,33
FI,IT,23
ES,SN,27
AZ,KZ,1
TH,DK,47
CH,AE,138
ES,AE,103
GB,PL,1041
MO,ID,2
ES,JE,1
AR,DE,10
SA,US,14
LU,UA,1
PE,CO,3
MY,NL,26
GG,GG,1
JP,MY,55
NL,TN,1
SE,MT,10
FI,SK,2
TH,AU,152
MO,JP,10
CA,DK,13
LV,PT,4
AE,IR,8
PR,US,1694
BH,AE,238
US,JP,503
BE,PT,245
ES,DZ,56
DK,PL,211
IT,ZA,7
FR,SN,57
KR,CA,58
UA,TH,5
IT,RS,29
TR,SA,33
MY,CN,53
AU,PF,1
HK,BD,1
BG,CZ,2
CN,MO,11
SA,DK,1
SE,QA,81
BE,NL,130
IN,JP,11
PT,TR,29
BE,CV,2
ES,CH,638
MA,DZ,23
LV,GB,125
LV,GR,4
DK,BE,154
PT,SE,50
US,NZ,185
NP,TR,2
BE,BA,3
CR,US,818
SE,FR,177
UZ,RU,9
BE,AE,107
AR,BR,384
RS,TR,27
SE,FI,542
HU,PL,64
FR,HK,24
CR,CR,33
GB,GR,265
PL,GR,29
IE,HU,55
IE,UA,6
GE,GR,1
BR,ES,123
QA,NZ,30
AT,FI,27
QA,MT,10
PL,LV,34
GM,TR,4
LU,FR,125
PT,LT,1
DK,IE,57
BH,SA,123
FR,HR,48
LK,ID,4
EE,HK,1
RS,SE,22
CY,DE,1
BB,VC,165
UA,DK,21
MO,CN,20
GW,PT,3
HU,MT,13
AM,AE,18
CH,CA,63
AT,NL,273
SA,GB,26
CH,DK,128
BD,BH,26
TW,KR,99
IL,SK,5
TR,FI,13
JP,FR,42
NZ,AU,1323
IT,LT,26
LK,AE,178
HK,JP,284
FR,AM,5
FR,SE,165
KZ,PL,2
CH,BM,2
BY,FI,14
RS,SI,17
AT,DO,1
LU,ES,86
PH,AT,1
TW,US,561
SA,TR,37
PL,UA,176
FI,AE,21
CH,NL,291
BB,GB,11
BY,HU,13
