Source,Target,Weight
IS,DK,105
SA,ID,8
IN,FR,175
HU,IT,260
FR,US,1134
ES,IE,328
US,BO,58
AE,BG,49
CA,TR,40
FR,CH,1102
DE,CH,2226
ZA,IN,26
ID,NL,12
IN,MY,486
RO,DK,25
CO,VE,2
PL,FR,273
NL,IT,839
NO,AT,36
CY,QA,33
DE,HR,308
BR,AE,62
US,KR,5
NZ,HK,66
RU,EE,104
UY,MX,1
NL,GR,87
SA,MA,5
AE,MA,16
IN,SE,21
US,LU,85
SE,RO,39
FI,FR,147
UA,LT,2
LT,LT,7
LV,IE,22
IR,AE,6
QA,AE,8
MY,AE,118
PL,IL,105
RU,IL,187
DE,ES,2502
BE,IL,63
NO,US,49
HU,NO,15
FR,IM,2
JP,GR,1
LT,IE,34
DK,PT,74
TR,SE,196
LB,MY,1
CY,MO,1
CN,TH,3
US,ID,2
DE,SA,68
KZ,AE,82
PT,CV,28
LV,IL,9
LV,BE,61
MK,FR,10
NL,MA,35
LT,KZ,1
IL,NO,2
ES,RU,240
IS,RU,3
BE,QA,111
NO,ES,100
GR,BE,81
MK,XK,1
MA,GM,1
RO,PT,29
MY,NZ,26
IT,BH,14
JP,ES,7
SI,RU,29
QA,FI,61
PH,FI,1
BE,CY,10
US,CO,333
BR,BO,57
KZ,GB,9
IL,BE,38
FI,GM,5
GW,SN,2
TW,KZ,3
AU,NL,5
KZ,ES,1
DE,MO,1
QA,DK,77
CO,CO,312
PT,CH,328
DZ,DZ,2
NZ,DE,5
RU,IE,28
CZ,RO,33
QA,NL,53
AE,MT,5
TW,PH,437
ZA,ZA,1016
LU,HR,1
FI,ES,188
RO,AE,85
FR,IL,217
AE,OM,5
EE,NO,32
MT,GR,1
CV,SN,9
IS,NL,62
AE,CH,238
CV,GB,3
HR,MT,2
AR,IT,48
HK,PH,250
HK,DE,74
JP,DE,180
RO,DE,422
TR,QA,308
ID,US,2
AW,CA,10
PT,IT,433
MT,AE,1
BO,US,69
CH,XK,65
QA,PL,69
HK,DK,9
GR,FI,3
IS,LV,10
DE,AR,25
UA,BE,1
MY,SA,12
SA,LB,90
GB,CA,430
IT,CH,712
TR,EE,29
SE,UA,3
AE,BR,55
JE,NL,2
SI,NL,6
NO,CZ,33
UZ,US,2
LT,ES,24
TR,DK,175
GG,FR,4
MA,CA,4
PT,FR,712
AT,DE,2575
NL,NL,232
TR,UA,59
GB,PT,1065
TR,SN,38
HU,CH,107
IT,CA,11
RU,PL,145
MA,MY,6
TH,DE,1
CA,AR,11
GE,FR,4
KW,TR,7
CZ,BE,170
LU,LB,6
HU,DZ,7
BH,IT,9
DE,EE,65
GB,BG,351
DK,JO,3
QA,BG,47
SK,SE,2
ES,CO,79
LU,RU,1
CH,AT,455
AE,DZ,37
SE,IS,37
LK,GB,39
RO,BE,147
PT,HU,42
BE,GB,639
QA,KW,20
JP,JP,6658
UY,CV,2
TR,DZ,115
DE,DZ,26
IE,IS,45
IL,GB,92
RU,BR,1
NL,BG,79
CN,JP,6
LB,BR,2
NL,UA,1
SA,AE,934
ES,QA,162
DK,TR,153
SE,PL,282
TR,IS,1
HR,BE,24
FI,US,50
EE,LV,71
BR,SN,13
BE,MK,10
NO,SE,629
IT,PL,447
GE,TR,79
AT,GB,612
QA,DZ,22
SN,GM,41
GB,ZA,183
US,SN,17
CZ,SN,2
SN,NL,3
TW,CH,3
BH,PH,31
TR,GE,23
ES,MX,119
LT,IL,11
DZ,IT,61
MY,SG,28
NO,RO,4
MT,SE,1
ES,US,551
SE,TR,160
MO,AU,1
RO,GR,67
CY,HU,2
SE,CH,196
HU,BG,14
IN,MO,4
GE,CH,1
TR,LT,30
AE,QA,7
AE,RU,601
SK,SK,34
CH,RU,304
BE,SE,276
MX,UY,12
FI,JP,28
BE,BG,69
BY,SE,1
MT,RO,4
HR,CH,46
NL,KW,1
IL,RU,94
GR,QA,79
AT,AE,66
TR,CH,226
BR,IL,11
BH,HK,24
FI,NL,141
PL,GE,2
MX,NL,30
IT,RO,446
KR,MY,45
DK,CZ,52
TW,BE,2
NL,CA,111
JP,AU,133
IS,NO,65
FI,BE,73
DZ,HU,6
CH,SI,10
RU,JP,7
MA,MA,78
PT,SA,1
HK,SE,2
DK,CH,224
KZ,NL,6
LU,NL,59
RU,MT,6
NL,SK,1
NZ,IT,4
MA,AT,1
IT,IE,204
CA,QA,14
IL,BG,31
IN,LB,2
GR,IL,59
PH,KR,55
GB,IM,122
IN,IL,13
DK,MA,1
ID,ID,370
QA,BR,30
GB,PH,26
CH,AR,8
IT,GB,2548
BE,SA,3
CH,PL,250
ID,IE,1
CV,PT,28
GR,NL,87
IT,CZ,267
HR,LV,1
MT,LV,3
PT,DE,707
CL,CL,138
IN,TR,105
CH,BE,404
KR,AU,1
DK,IT,235
AE,NP,19
DE,GR,350
AE,SE,98
LU,ZA,10
HR,DE,301
LK,IN,560
IT,AU,2
MO,KR,11
AE,HK,166
HR,GB,34
GR,US,30
GB,SK,146
BG,GR,47
JP,SA,1
EE,CZ,2
MY,ES,1
ZA,RU,1
JP,CN,1
GR,FR,127
NO,LT,53
ES,SA,24
FR,IN,207
RU,UZ,9
KZ,UZ,29
PT,HR,4
MY,TR,25
US,AR,286
HU,UA,2
US,IS,405
CA,JO,1
AE,RO,89
FR,BG,38
MT,CH,10
QA,CH,98
RO,SI,2
AE,JO,1
DK,EE,34
PH,TW,441
LK,LK,4
TW,IE,1
LB,CZ,2
SN,CZ,3
EE,FI,5
DE,MY,13
LB,CY,35
CN,HK,3
BE,XK,3
RU,SE,163
CH,LU,120
PH,SG,2
CY,CH,7
KW,PH,2
SI,ES,2
SN,FR,86
AT,AT,322
IN,AT,34
XK,AT,6
BE,CH,383
PT,DZ,4
AR,BO,55
US,CH,455
ID,NZ,2
CA,NZ,31
HK,ES,13
TR,JP,2
UA,IT,2
IS,AE,2
NP,IN,23
IL,UZ,1
HU,HR,1
GB,CH,2255
BH,DZ,1
CO,AU,1
LU,CH,130
EE,BE,18
TR,ZA,34
SE,CA,1
IS,AT,5
SK,AT,22
PL,DE,1209
RU,ES,274
TW,IL,1
AE,BH,906
CO,BE,1
IM,CH,2
KZ,KZ,125
FR,DK,231
HR,DK,24
TR,CO,7
UA,SK,2
TR,LV,32
LB,IT,62
MY,MY,2372
KZ,US,4
LV,CY,2
DZ,BE,36
FR,MA,339
PL,RO,73
ES,KZ,1
TR,NL,312
NL,LU,94
PL,LU,5
SA,MT,4
LT,DK,88
SA,SA,733
LU,SA,9
CH,IE,108
QA,TR,281
SN,CV,10
BE,CZ,163
CA,IL,26
MY,KR,49
QA,HK,57
EE,EE,12
SI,IT,34
QA,GR,72
AE,ZA,144
LK,JP,1
HK,LU,4
FR,ID,1
NL,SA,28
NL,SE,328
GB,IL,151
SK,UA,1
HU,IS,10
MY,DE,54
ES,GR,54
AT,SI,8
LT,CY,6
EE,CH,2
PL,MT,39
GR,MT,8
SI,LV,1
TR,SI,41
BR,BR,14173
CZ,DE,390
FR,DE,2160
HR,IT,41
GB,SA,81
FI,QA,61
FR,TR,444
AE,AU,487
ES,LB,17
RO,NO,4
DK,US,175
DE,MX,45
QA,BH,22
AT,BA,1
BE,GE,2
GB,JO,2
NP,JP,1
GB,KZ,1
EE,NL,18
GR,LU,2
QA,RO,61
DE,CV,1
BG,SK,13
IN,LV,2
ES,SI,1
IN,PH,14
SK,IE,28
PL,KW,1
NL,AE,237
JP,QA,28
UA,PL,32
IE,HK,5
FI,IL,7
QA,GE,3
BO,ES,43
MA,DK,4
BS,CA,1
DE,BM,1
IL,MT,4
ES,ES,6165
LV,FR,53
IL,AT,41
FR,IE,309
IN,SA,297
MY,HK,177
CH,SE,196
BH,ES,2
CH,BG,26
BE,DK,179
FR,MK,9
BG,CH,24
GR,RU,61
US,CA,7547
MT,FR,29
NO,DE,425
US,QA,303
HK,QA,54
BG,QA,46
RU,TR,464
BE,TR,170
FR,PT,721
SE,NO,595
CA,BE,31
PL,US,72
BE,GR,77
CZ,HU,56
LT,GE,1
LU,AE,33
PH,QA,128
AT,IN,19
NL,CV,2
SE,PT,64
CA,HK,84
CA,IS,105
IE,NL,180
QA,SA,5
IL,JO,6
TW,CA,111
UA,CZ,1
CZ,SA,2
NO,QA,47
SN,HK,1
IT,LV,59
CZ,SE,52
LB,ES,14
LU,IS,1
QA,AT,63
HK,RU,42
FI,NO,177
LB,GB,68
FI,PT,64
LB,MA,2
CA,NL,96
AE,LU,13
AE,MY,132
HU,MK,11
DE,MT,211
CA,BS,2
AR,AR,397
ID,AE,61
CH,LB,29
AE,ES,149
IT,SG,1
LU,MA,1
IN,DE,345
FR,ES,2010
GB,KW,4
PH,AU,160
GE,IL,16
CY,IT,8
GB,EE,55
TW,DE,39
CZ,US,3
LT,MT,8
GM,FR,3
GR,TR,120
AT,DZ,7
RU,DZ,3
US,EE,2
IN,ID,20
TW,NZ,37
RU,BH,37
CA,PL,25
SE,RU,140
CV,BE,1
MX,FR,34
NL,QA,58
IL,TR,136
BN,AE,10
LT,FI,8
TR,GR,137
BR,DE,68
IS,SE,45
MT,DK,1
GB,DE,3977
CH,CH,1082
CA,MX,322
IT,NL,697
IN,SN,4
UZ,KZ,9
TH,TW,1
GM,PL,3
PT,FI,60
GB,MT,249
US,US,480695
LK,KW,3
BH,KW,11
KZ,RU,203
IT,HR,42
UA,TR,58
QA,GB,440
GB,CV,3
CH,UA,5
KW,LB,2
UY,UY,20
KW,GB,1
LU,GR,3
KR,DE,1
SE,GM,3
TR,LK,29
SK,CH,9
HK,BR,1
ZA,BR,61
FR,CY,5
ES,CY,1
CZ,CZ,238
KZ,QA,2
RU,HK,40
GE,DE,27
GB,XK,10
CZ,ES,117
HK,LK,15
GB,LK,43
TW,LU,10
SK,RO,2
NP,BH,1
DZ,PT,6
TW,ID,45
BG,DE,340
TR,KW,16
HR,TR,38
IL,IN,13
GB,UA,15
DE,RS,3
MY,LB,1
FR,EE,16
IT,MX,5
CO,CA,16
TW,CN,31
GR,BH,17
IL,ES,37
CY,DK,2
NL,FI,160
NP,MY,8
KZ,MY,13
QA,JO,1
LB,AE,276
FI,CH,62
ZA,GB,175
MY,TW,295
MK,RU,1
CH,KZ,7
JP,NL,35
GB,LU,151
MY,LU,3
CA,CO,15
IE,SK,12
LT,FR,35
ES,LT,22
CY,AE,28
BG,AE,27
SK,AE,9
TR,HK,10
IT,IS,12
GB,MA,61
GM,SN,30
IE,SE,22
LK,SE,4
MY,SE,4
IL,CZ,30
GM,PT,2
IL,FI,4
NL,ID,12
UY,AR,190
CH,HR,32
LT,TR,29
CZ,SK,36
DK,LV,64
FI,HU,50
HK,KZ,30
CZ,BG,23
SA,NL,14
IL,SE,6
RO,CY,24
LK,BH,51
TW,DK,4
NL,TW,67
CH,SK,7
MY,AT,1
AT,IE,59
PH,IE,5
HU,SE,68
GM,IT,1
US,UY,60
CA,AW,14
EE,MT,4
US,BS,209
SA,IN,225
NL,HR,44
TR,IR,1
DE,CA,197
FR,NO,41
AT,HU,30
CZ,LU,4
GR,ES,68
LU,DK,45
AU,ES,7
BN,DE,1
DE,FR,2181
LT,DE,162
SE,DE,1032
FR,RU,445
DE,AE,669
SK,EE,2
PT,NO,9
IE,BE,118
SE,LV,112
PL,CH,239
NZ,JP,20
DK,MK,11
LV,SK,2
DK,AT,217
AE,IN,2328
AU,AE,535
RU,QA,132
BE,IN,13
CZ,IN,2
QA,BE,71
LB,US,1
QA,ES,165
LK,RU,34
LU,KZ,8
BG,NL,89
IS,PL,41
LB,BE,15
RO,IT,473
PT,GB,956
AE,HR,31
SI,IS,1
BR,LU,5
GR,CY,127
CA,CZ,3
JP,RU,11
TW,AT,48
IE,IE,224
AE,TR,406
JP,GB,140
AE,PT,61
PL,CY,19
GE,BE,1
SK,BY,1
DK,LT,96
FI,DE,544
FI,FI,109
NO,CH,45
RO,PL,76
DE,GE,4
IL,HU,12
BE,CA,41
IE,ES,379
SE,BG,1
JE,PT,7
AT,DK,204
AE,DK,48
RU,FI,173
US,FR,1028
ES,DE,2211
GR,IE,12
NO,TR,62
LV,IT,58
LT,EE,25
AU,DE,31
SK,PT,1
RO,FI,9
CH,DE,2379
PH,JP,293
DZ,TR,83
UA,IL,4
KZ,TH,5
IT,EE,20
NO,IS,50
CA,GB,405
MR,SN,1
GM,MA,2
MT,RU,3
AE,AT,72
CA,IE,39
CA,JP,63
DE,BG,345
BR,CA,42
QA,AU,154
MK,AE,7
ID,MY,518
SE,HU,68
IE,PT,125
CH,JO,1
GR,CH,143
LB,RU,8
XK,SK,1
SE,SK,2
BE,GG,2
PL,BY,1
US,KW,1
LB,SA,79
FR,AE,229
HK,AE,143
DE,JP,127
TR,AU,2
RU,BE,129
AR,UY,239
CH,BR,35
CY,RU,48
HU,PT,43
US,JO,3
UY,BO,1
BH,RU,41
AR,PT,1
JP,US,559
HR,FR,38
HU,IE,46
MA,AE,65
PH,US,113
MY,AU,533
HK,HK,28
LV,FI,66
LK,IT,13
PT,MA,46
CA,PT,36
BG,RO,28
CL,BR,1
NZ,CA,34
HK,CN,8
AU,BE,3
PT,UA,1
NL,AR,24
IE,IT,206
US,DE,1487
NL,IN,141
IL,AE,2
BO,BR,51
BR,MX,61
SE,BA,7
QA,JP,32
CY,SE,2
CH,JP,2
US,MO,17
IT,AT,418
BE,BE,255
IS,IE,60
IS,DE,160
IT,SN,22
NO,NL,129
PH,BH,31
GB,MO,2
IT,DK,246
SN,BE,26
BE,ES,882
FR,CA,196
PH,GB,26
TR,XK,45
AU,JP,98
AR,ES,149
IT,BR,127
ES,ZA,14
SI,CY,1
TR,US,239
SA,AT,12
MY,JP,143
NO,PL,166
SE,LB,4
PL,FI,72
CO,US,507
EE,IE,1
AT,ES,288
BG,PT,2
MA,BR,4
KW,DK,1
BO,CO,14
IM,ES,1
SE,IT,125
DE,GB,4104
CY,GB,45
IM,IE,40
DE,PL,1265
MK,HR,17
LK,TR,45
CZ,TR,100
NL,IL,81
RU,TH,23
BG,HU,8
IN,IT,112
BG,MT,10
LV,SI,1
LU,US,91
BG,IT,139
PL,AT,134
IT,DE,3410
ES,GB,2732
BE,LB,13
SA,HK,7
CZ,NO,11
AE,BE,141
UY,BR,147
SN,IE,1
DK,LU,45
NZ,TW,15
TR,PL,54
PT,DK,52
KZ,DK,1
LB,KW,4
AW,CO,18
LU,TR,23
GB,AU,43
AT,NO,11
NL,IS,60
TR,BE,196
CV,IT,2
NL,BR,48
QA,SG,2
IE,LU,17
AT,CY,28
EE,PL,21
SK,LT,3
RU,US,163
GB,NL,1961
FI,IN,33
PT,PT,721
GB,DZ,32
QA,NO,33
BE,RU,123
SE,LK,4
LV,CZ,5
PT,GW,2
CA,FI,2
BE,SI,15
FR,SA,58
BG,TR,88
DK,LB,14
IN,AU,48
AE,TH,2
PL,IS,35
IE,GR,6
FR,TW,35
NO,DK,613
DE,MA,27
CY,SA,1
HU,RO,29
DE,SI,75
PH,SA,76
CH,QA,100
MT,HR,1
SE,ES,279
BR,US,884
HK,TR,7
RO,LB,13
IN,TW,15
GB,BH,105
SN,PT,28
TR,BR,29
NL,DK,461
IT,MO,1
GB,GB,10521
CY,BG,22
TR,GB,509
TR,NO,33
EE,GB,59
DE,SG,1
TR,LU,20
TR,PH,30
NP,TH,1
IS,BM,1
BR,BE,1
IM,CY,1
BE,IE,124
RU,RU,7289
KW,QA,16
AU,GB,127
PL,RU,127
LU,IE,21
PL,GM,3
CH,CZ,127
RO,CZ,32
TW,MY,303
CH,GG,1
ZA,US,63
AT,IT,461
ES,BE,774
DK,HU,61
HU,QA,59
RU,HR,31
US,AE,473
MX,JP,3
PL,EE,22
DK,IS,109
QA,HU,43
IN,CZ,3
NZ,MO,1
PL,DK,244
GB,GI,4
MT,PT,1
SI,AE,1
KW,IT,1
RU,FR,439
IN,IN,16092
HK,IE,6
IS,IN,9
KW,DE,2
SK,GR,9
NZ,IN,3
BR,ZA,54
QA,KZ,4
PT,CA,40
US,BM,217
HU,FI,61
SK,LV,2
US,CN,5
AT,US,91
BG,FR,37
CO,FR,16
FR,NL,586
PH,AE,229
SK,RS,2
MA,PT,19
GR,LB,34
AE,LV,17
TR,MX,5
KR,JP,533
SN,ZA,11
IL,NL,36
AU,ID,60
IN,CH,72
DZ,CA,14
GB,FI,290
TR,MY,31
AE,CY,26
GE,GB,2
MX,AR,44
MO,PH,48
BR,FR,122
LV,LT,107
US,SA,50
IE,AE,61
FR,PL,288
AU,TR,2
ZA,LB,1
LT,LV,86
BM,CA,10
DK,CY,5
IM,GG,2
BG,DK,17
MT,CY,10
SE,NL,281
CA,PM,11
BE,HK,13
GI,GB,7
HU,LV,13
ZA,SN,15
IL,ZA,4
KW,BH,8
CH,CN,1
NL,MY,31
DK,DK,1535
IT,IN,94
CH,LV,56
AT,GR,44
CH,GR,134
AT,CH,394
PH,BN,50
NZ,PH,13
MO,TH,8
CV,DE,1
CN,MY,1
AT,FR,317
ID,FR,1
QA,LB,138
FR,LB,94
AT,EE,8
LT,GR,1
TW,BN,13
GE,RO,3
SN,GB,7
UY,DE,1
CZ,KZ,1
AU,AU,35410
FI,IT,116
MO,US,5
TR,TR,3061
DK,AE,57
MA,GB,67
FI,RU,155
ES,SN,42
AU,SN,1
LB,PH,1
IL,UA,3
IT,CY,4
GB,PL,1663
CH,AE,235
ES,AE,146
SA,US,33
ES,JE,2
AR,DE,26
NO,XK,3
MY,NL,26
MO,ID,1
JP,MY,121
GG,GG,12
SE,MT,14
CZ,LB,2
IT,XK,2
MO,JP,16
BG,PL,16
CA,DK,15
LV,PT,8
AE,IR,24
BH,AE,810
BE,PT,212
ES,DZ,107
DK,PL,252
US,JP,485
IT,ZA,16
FR,SN,75
HR,MK,19
TR,SA,185
IT,RS,1
MK,HU,11
AW,UY,1
MY,CN,20
BG,CZ,24
SE,QA,84
NP,TR,3
PT,TR,46
LV,GB,183
DZ,LB,7
MA,DZ,34
DK,BE,188
MT,SA,1
PT,SE,58
ES,CH,708
IN,JP,37
BE,NL,123
US,NZ,230
BE,CV,1
BE,BA,5
SE,FR,190
BE,AE,138
AR,BR,555
GM,TR,7
FR,HK,29
SE,FI,731
AT,FI,70
MY,NO,2
PL,LV,22
GB,GR,265
FR,MX,65
PL,GR,67
GE,GR,2
UZ,RU,34
IE,HU,30
BG,SE,2
FI,CY,2
QA,NZ,31
BR,ES,123
HU,PL,49
QA,MT,1
LU,FR,93
CY,DE,40
DK,IE,45
BH,SA,345
FR,HR,36
RO,GE,1
GW,PT,3
UA,DK,2
HU,MT,19
CA,CN,2
MO,CN,1
LK,ID,17
SA,GB,81
AT,NL,377
ID,QA,45
CH,CA,73
BG,IL,63
TW,KR,164
CH,DK,240
MK,DK,10
SA,ZA,1
MK,NL,10
IL,SK,2
TR,FI,68
BN,ID,6
AU,FR,25
JP,FR,129
NZ,AU,1880
IT,LT,89
LK,AE,350
HK,JP,375
SA,DZ,7
MX,DE,23
BO,UY,2
FR,SE,221
CH,BM,1
TW,US,646
SA,TR,169
PL,UA,38
FI,AE,55
CH,NL,375
DE,LU,155
AT,TW,51
LU,ES,94
BH,GE,1
GG,LU,1
ID,MO,7
CY,PL,17
NL,AW,12
CO,AW,13
PT,RU,56
AE,SK,15
EE,LT,21
ID,AT,7
NP,QA,18
GB,ES,3166
PT,US,161
BR,MA,4
IE,NO,1
DE,BH,67
ID,RU,1
CH,FI,70
GB,LT,210
HU,AT,34
BR,GB,75
LK,SA,57
BE,PL,234
CA,DZ,10
QA,DE,227
US,RO,19
GB,BR,78
BR,NL,41
PT,CZ,39
CO,AR,18
IT,TW,13
DE,ID,4
TH,PH,2
IE,DE,385
AE,JP,70
CH,TR,216
ID,IN,4
LU,HK,14
SE,EE,96
BH,DE,47
RU,KZ,199
IT,BG,143
TR,ID,17
ES,RO,163
AT,MT,29
FR,AR,24
RU,IT,909
MZ,ZA,1
HR,AE,30
FI,GB,272
AT,IM,1
SA,IT,42
BE,MA,91
NL,CZ,183
CH,MT,29
GE,LV,9
TW,FR,35
CZ,IT,270
KZ,LT,1
DE,KW,5
MX,MX,1866
CZ,GB,480
NL,HK,29
SE,GB,662
CA,GR,1
MO,IN,1
MY,KZ,14
EE,SE,96
QA,CY,20
NO,RU,59
IN,FI,32
FR,MT,96
ES,MT,37
NL,IE,301
TR,AE,417
GR,AE,59
PH,IN,13
BH,US,20
ID,TR,13
TH,IN,1
PL,ES,185
CA,AU,106
NO,FI,157
AT,CZ,58
DZ,GR,4
SA,JP,1
HU,LU,12
HU,CZ,62
IS,ES,31
US,AW,137
VE,AW,7
LV,MT,8
HR,SK,1
CV,FR,1
DK,QA,78
NL,CH,368
FI,EE,5
DE,RU,1517
HU,SK,8
RO,US,15
RU,JO,1
BE,JO,1
AW,NL,5
CV,BR,1
EE,DK,29
AT,CN,1
ZA,CY,1
ES,FR,1939
LK,FR,3
SE,LT,95
SA,KW,5
MT,QA,1
LV,LV,14
BS,US,140
FR,JO,3
GB,HR,36
AE,GB,846
ES,IS,24
LV,IS,9
JE,GR,1
CA,MA,16
RU,PT,60
IL,RO,56
AR,CA,10
GR,RO,72
JP,NZ,21
AU,MO,11
AU,CN,2
KW,US,1
IT,IT,11362
SI,FR,5
HU,GB,436
RU,BG,121
BG,GB,329
AE,PH,201
MA,DE,52
TR,MK,76
PL,SK,2
IT,SK,39
CY,AT,24
UA,DE,12
GW,GW,1
DK,ES,249
LV,RU,324
PL,PT,63
AE,KZ,92
PH,NL,3
PH,NZ,11
US,BH,35
BN,PH,52
US,FI,48
LU,GG,1
AT,LT,26
AU,SA,2
GR,SA,5
IL,IL,65
GB,IN,491
FR,GR,121
MA,SN,16
PT,LU,69
NL,RO,136
MA,RU,10
AE,ID,63
GB,HU,473
GB,QA,452
TH,RU,8
CZ,HR,2
BE,NO,44
JE,DE,5
IT,AR,51
XK,HU,2
BR,IT,133
RU,LK,23
FI,RO,9
LU,BH,9
TR,MT,60
RU,SK,23
NL,GB,2282
FR,GB,2254
CZ,QA,70
BE,HU,163
QA,US,318
QA,RU,123
JP,HK,382
DE,LV,293
NL,MX,50
BR,IE,8
