Source,Target,Weight
LT,NL,12
MA,NL,47
NO,BE,89
FR,FI,144
SK,NL,8
RO,SK,3
BE,US,224
NO,RS,4
DK,DE,1156
AT,BG,10
DO,DE,44
FI,BY,8
TR,MA,11
MA,BE,116
IS,IT,2
MY,LK,144
IN,ES,14
AE,FI,55
FR,GG,2
MY,RU,1
DE,US,1932
TW,TW,780
AM,QA,13
JP,SG,271
SA,SG,3
AM,IL,2
LV,UA,96
CV,MA,3
DE,CO,26
TH,KZ,28
RS,CZ,2
CO,BO,31
TR,BH,51
IS,CH,14
BY,PL,60
GB,LC,25
QA,CA,18
GR,IT,312
SE,AT,135
NL,SG,56
MT,TR,47
IN,HK,365
MO,HK,7
QA,BD,14
SE,IL,7
TH,IL,17
SN,DE,19
QA,IE,37
HK,IT,36
US,DK,146
CZ,PT,36
AT,JO,3
IS,BE,30
GG,SE,1
BY,TH,1
FI,CZ,69
BD,US,3
CA,BM,35
TW,FI,1
CR,CH,13
RO,RS,5
DK,RS,11
SG,PH,488
CN,AT,10
BE,HR,55
PL,LB,7
KR,KR,104
CH,NO,71
CY,GR,1
US,PR,2060
RO,HU,6
US,ES,471
BE,GM,15
ES,GE,2
LT,BE,2
HU,NL,117
CN,CN,750
ES,LV,33
MT,AT,28
CA,ES,36
UA,ES,67
DE,NL,1276
TR,LB,61
CO,GB,30
QA,IR,3
MT,BE,45
BR,CO,129
PH,TH,212
FR,CR,15
TH,MO,175
RO,SE,1
UA,LV,94
BY,RS,6
LV,AE,11
PK,QA,20
AT,HR,93
ES,HR,17
ID,SG,77
IT,UA,108
BR,PT,168
BE,DZ,32
DZ,AE,34
MT,EE,5
CH,IS,15
AT,BE,204
SG,TW,378
DE,PH,2
SG,PL,14
IS,DK,115
FR,US,1190
KR,US,922
IN,FR,116
HU,IT,276
DE,CH,2270
ZA,IN,34
US,SG,104
CA,TR,36
FR,CH,1130
US,BO,33
GR,IS,1
AM,GR,9
ES,IE,353
PL,LK,12
RO,DK,4
IN,MY,556
AE,BG,3
CO,VE,1
RU,MY,1
PL,FR,354
NL,IT,916
LB,AT,1
NO,AT,59
DE,HR,410
BR,AE,29
NZ,HK,98
RU,EE,78
NP,NP,12
NL,GR,104
SA,MA,5
AE,MA,4
IN,SE,18
US,LU,141
SE,RO,3
US,KR,763
DE,ES,2716
FI,FR,140
UA,LT,2
MY,AE,119
IR,AE,19
PL,IL,93
RU,IL,141
BE,IL,46
CN,TH,212
PT,EE,1
QA,AE,8
HU,NO,47
SE,IM,1
FR,IM,1
JP,GR,1
LT,IE,23
NO,US,47
LV,IE,49
DK,PT,57
LT,LT,5
TR,SE,61
DO,SE,1
LB,TH,1
BN,NL,1
CR,GB,13
DE,SA,52
PT,CV,27
KZ,AE,79
LT,RS,1
EC,PE,1
NL,MA,41
LV,BE,69
IL,NO,2
LT,KZ,2
MA,ML,5
IE,BR,1
ES,RU,252
TH,FR,76
GR,BE,59
NO,ES,151
BE,QA,125
SI,RU,32
DO,PE,2
MA,GM,3
RO,PT,11
CN,SE,2
MY,NZ,33
BD,MY,48
IT,BH,13
QA,FI,60
VN,TW,6
LU,SK,1
BE,CY,1
BR,BO,48
KZ,GB,14
GB,BY,16
KR,PT,8
IL,BE,127
US,CO,983
BY,NL,23
AU,NL,1
KZ,ES,2
QA,DK,72
BD,FR,1
QA,RS,17
RU,IE,25
PK,SA,10
CO,CO,70
DZ,DZ,48
PT,CH,551
CR,IE,1
AM,BY,1
QA,NL,63
CZ,RO,12
PF,NZ,26
AE,MT,6
ZA,SG,34
ES,SG,4
ZA,ZA,1579
RO,AE,18
FR,IL,179
FI,ES,142
EE,NO,28
TW,PH,356
MT,GR,9
BY,IL,5
CV,SN,9
IS,NL,34
AE,CH,178
MT,MY,1
MT,PH,1
HR,MT,2
CV,GB,2
AR,IT,29
HK,PH,520
PT,IT,567
HK,DE,141
JP,DE,72
RO,DE,180
TR,QA,181
MT,AE,11
BO,US,36
AR,DO,17
QA,PL,79
PL,KR,17
HK,DK,14
GR,FI,4
IS,LV,17
UA,BE,18
DE,AR,14
FI,DO,3
GB,CA,391
MY,SA,14
TW,SG,417
IT,CH,654
SA,LB,82
TR,EE,2
GG,FR,2
SE,UA,38
AE,BR,25
JE,NL,1
SI,NL,6
NO,CZ,20
CN,CZ,3
UZ,US,1
LT,ES,5
TR,DK,76
MA,CA,10
PL,DO,6
PT,FR,1192
AT,DE,2660
TH,DE,128
CA,AR,20
NL,NL,279
GB,PT,1183
LU,EC,1
RU,PL,183
TR,UA,67
TR,SN,11
IT,CA,6
HU,CH,93
NP,GB,2
BB,US,107
CZ,BE,175
GB,BG,2
LU,LB,6
DE,EE,103
GE,FR,3
TH,BN,31
ES,CO,137
HR,SE,6
BH,IT,8
LU,RU,1
LC,FR,1
CH,AT,550
AE,DZ,18
KZ,IS,1
SE,IS,30
LK,GB,39
CN,GR,3
PT,HU,65
RO,BE,33
TH,BH,27
SE,RS,31
BE,GB,696
BY,FR,43
TR,DZ,20
JP,JP,8125
CN,JP,148
DE,DZ,41
GB,BB,112
IE,IS,38
IL,GB,260
NL,UA,62
EE,GE,5
EC,BE,2
BN,TH,32
SA,AE,723
BD,QA,43
ES,QA,141
DK,TR,146
SE,PL,363
IL,IS,1
FI,US,57
RS,US,8
HR,BE,53
BR,SN,13
CN,MT,1
EE,LV,138
KR,SG,259
QA,DZ,23
IT,PL,477
AT,GB,737
GB,ZA,154
NO,SE,542
FI,UA,11
SN,GM,59
CZ,SN,3
US,SN,9
IE,IN,1
SN,NL,7
TW,CH,2
BH,PH,18
GR,SI,2
GE,TR,9
CR,DO,1
MY,SG,1520
LT,IL,1
DZ,IT,88
MT,SE,12
ES,MX,3
IE,RS,1
ES,US,497
RS,HR,16
KR,AE,67
SE,TR,158
SE,CH,203
MO,AU,7
RO,GR,76
AT,GE,5
KR,NL,41
ZA,BH,1
IN,MO,1
AE,RS,22
BE,SE,271
AE,QA,10
TH,SG,980
IT,CV,2
SK,SK,42
AE,RU,512
UA,NO,4
CH,RU,308
TR,LT,3
FI,JP,18
BY,SE,7
BH,LU,1
SN,ML,35
MT,RO,1
DO,BE,12
HR,CH,58
IL,RU,239
GR,QA,61
AT,AE,86
BH,HK,47
GR,AM,5
KR,GB,84
CA,PE,1
BR,IL,8
HR,GR,1
IT,RO,145
PL,GE,27
TR,CH,115
KR,MY,401
BY,KZ,15
FI,NL,125
LU,LU,5
DK,CZ,66
EC,MX,1
US,PE,39
DK,CH,236
JP,AU,112
DO,DO,3
IS,NO,56
LB,AM,9
PH,BY,1
BB,PR,7
NL,CA,114
MA,MA,66
RU,JP,2
FI,BE,103
LU,NL,84
KZ,NL,3
HK,SE,1
ZA,SE,4
DO,AR,20
KR,FI,28
RU,MT,8
NL,SK,8
CH,SI,21
NZ,IT,1
MA,AT,6
CA,QA,16
MO,SG,52
IL,BG,10
ID,ID,133
IN,LB,2
IN,IL,17
GR,IL,44
GB,IM,261
PH,KR,502
IT,IE,290
GB,PH,9
DK,MA,3
HU,JO,1
QA,BR,31
SK,LU,1
ZA,TH,12
PT,CN,1
TH,FI,61
CH,AR,6
RU,RS,83
BE,SA,6
MA,LV,1
IT,CZ,284
CH,PL,223
IT,GB,3100
CV,PT,28
JP,NP,5
IM,NL,1
GR,NL,90
VN,TH,2
LC,LC,1
MT,LV,8
DK,IT,221
PT,DE,870
IN,TR,126
KR,AU,108
CH,BE,418
LU,ZA,5
DE,GR,431
AE,NP,61
DO,CO,61
BM,MX,1
AE,SE,73
IN,PL,22
ID,TH,4
US,GG,2
HR,DE,413
LK,IN,522
GR,US,23
AE,HK,266
BD,HK,16
SA,BD,25
HR,GB,41
IS,GR,1
GB,SK,162
LB,UA,4
JP,CN,118
NL,DO,8
JP,SA,1
EE,CZ,2
MO,KR,221
GR,FR,100
ES,SA,8
FR,IN,142
KZ,UZ,8
RU,UZ,3
PT,HR,1
FR,BG,4
MY,TR,26
MT,CH,20
NO,LT,47
UA,DO,5
PR,BB,2
US,IS,139
ZA,IE,3
HU,UA,46
SE,BD,1
AE,RO,19
US,AR,209
QA,CH,87
RO,SI,1
TR,RS,19
EE,FI,205
DK,EE,57
LB,CZ,3
SN,CZ,3
PH,TW,399
NO,KR,7
DE,MY,5
LB,CY,5
SE,MX,1
BR,AT,2
PH,SG,479
IL,HK,43
CN,HK,18
RU,SE,128
CN,ZA,6
CH,LU,148
HR,SI,4
AT,AT,339
SN,FR,74
IN,AT,29
BY,UA,137
US,CH,498
BE,CH,432
PT,DZ,7
AR,BO,37
CH,BY,10
UA,IT,98
SG,NZ,148
CA,NZ,49
HK,ES,23
KZ,CN,2
NP,IN,77
HU,HR,1
GB,CH,2855
LU,CH,154
RS,RS,9
MT,UA,2
EE,BE,21
TR,ZA,3
BE,KR,18
SE,CA,1
PF,CO,1
BD,CN,1
SK,AT,18
IS,AT,9
PL,DE,1855
RU,ES,276
SG,GB,201
AE,IL,2
AE,BH,712
BB,TT,1
RS,UA,6
FR,DK,307
CO,BE,2
AM,IT,9
KZ,KZ,142
DO,BO,1
AM,CH,1
IM,CH,1
HR,DK,24
UA,SK,33
GR,LV,8
TR,LV,3
LB,IT,62
KZ,US,4
MY,MY,3763
CR,DE,14
FR,MA,230
ES,KZ,8
TR,NL,152
NL,LU,131
PL,LU,42
PL,RO,2
SA,MT,2
DZ,BE,30
HK,LV,2
KR,LV,2
DK,DO,1
BY,LT,3
CH,IE,157
SA,SA,335
LU,SA,5
LK,JP,3
BD,SG,44
QA,TR,262
AE,ZA,159
TH,PT,1
SI,IT,33
QA,HK,113
GE,HK,1
EE,EE,11
ML,ZA,2
CA,IL,19
LU,CA,2
QA,GR,91
CH,DO,12
HK,LU,15
BE,CZ,179
SN,CV,8
FR,KR,71
MY,KR,412
LT,DK,36
LU,FI,1
NL,SA,12
GB,IL,122
NL,SE,347
BB,MQ,1
SK,UA,33
HU,IS,9
ES,GR,103
MY,DE,28
BM,ES,3
EC,PR,5
AT,SI,24
PL,MT,45
GR,MT,11
TR,SI,6
BR,BR,11704
HR,IT,58
CZ,DE,467
FR,DE,2478
GB,SA,50
FI,QA,54
FR,TR,484
AE,AU,228
ES,LB,22
DK,US,150
NO,GR,1
QA,RO,16
BE,GE,4
GB,JO,2
RO,NO,2
NP,JP,1
GB,KZ,7
EE,NL,30
GR,LU,4
PE,BO,2
QA,BH,14
DE,MX,8
BO,ES,38
UA,PL,317
NL,AE,202
JP,QA,3
ZA,GR,2
FI,IL,1
SK,IE,25
KR,HU,9
HK,VN,7
IN,PH,1
BD,NL,1
MA,DK,7
IL,MT,13
ES,ES,6249
LV,FR,57
IL,AT,200
FR,IE,408
IN,SA,223
CH,BG,1
MY,HK,374
DO,IS,1
TR,BA,1
NZ,CN,16
BE,DK,190
CH,SE,206
LV,VC,1
KR,KZ,28
NZ,KR,51
GR,RU,63
US,CA,14243
MT,FR,96
SG,AU,1120
NO,DE,468
LU,AE,33
US,QA,314
HK,QA,133
PL,US,94
FR,PT,1229
RU,TR,410
BE,TR,191
ES,EE,1
FR,EC,8
SE,NO,612
BE,GR,100
BY,IT,30
CZ,HU,95
AE,UA,124
BY,BY,4
CA,BE,33
PH,QA,124
AT,IN,16
BR,IN,2
UA,CZ,61
CA,HK,155
CA,IS,36
SE,PT,40
QA,SA,5
IL,JO,10
IE,NL,355
TH,SE,44
TW,CA,90
BH,TH,22
DE,ML,3
NL,CV,1
DO,DK,5
DK,MX,1
CN,TR,3
NO,QA,39
SN,HK,1
KZ,AM,3
IT,LV,58
LU,RO,1
CZ,SA,2
CZ,SE,55
LB,ES,15
IN,KR,57
QA,AT,73
CN,US,68
SG,TR,27
FI,PT,52
ES,DO,35
FI,NO,192
LB,GB,87
LK,GR,3
CZ,BY,26
LB,MA,2
CA,NL,104
HK,RU,65
AE,LU,18
AE,MY,104
DE,MT,172
AR,AR,155
ID,AE,1
IT,SG,44
CH,LB,27
RS,NO,5
TH,NO,32
AE,AM,53
RU,AM,408
SG,VN,8
AE,ES,136
SG,LK,130
RU,KR,38
AR,KR,1
FR,ES,2030
IN,DE,301
KR,IN,61
PH,AU,134
GB,EE,55
GE,IL,1
TW,DE,30
TR,BY,8
SG,BN,84
CN,ES,9
CZ,US,3
LT,MT,1
GR,TR,154
AT,DZ,8
RU,DZ,3
GM,FR,7
CN,KZ,8
TW,NZ,23
RU,BH,40
CA,PL,31
SE,RU,118
UA,CY,1
GG,ES,1
NL,QA,61
IL,TR,396
BN,AE,11
LT,FI,9
TR,GR,65
BR,DE,54
IS,SE,30
DZ,ML,11
SE,KR,3
MT,DK,15
PT,SK,2
GB,DE,4511
HU,SA,1
CH,CH,1512
AT,ZA,11
DK,GM,4
IN,SN,3
CA,MX,101
IT,NL,698
TH,TW,551
PT,FI,44
GB,MT,299
US,US,757292
KR,DE,145
KZ,RU,208
IT,HR,56
UA,TR,124
CH,UA,50
QA,GB,475
LU,GR,6
SE,GM,4
BR,DO,65
GB,DO,34
SK,CH,10
ZA,BR,55
HK,BR,1
CA,CR,81
KR,ES,37
CZ,CZ,340
CZ,ES,133
KZ,QA,1
TW,ID,1
RU,HK,45
SK,RO,2
DZ,PT,9
HK,LK,20
GB,LK,30
TW,LU,5
GE,DE,6
DE,RS,153
BG,DE,29
NL,FI,159
IL,IN,15
GB,UA,104
FR,EE,12
IS,LT,2
TW,CN,216
IL,ES,162
CO,CA,38
VC,GB,2
GR,BH,17
GM,US,2
NP,MY,80
KZ,MY,10
IT,MX,3
HR,TR,34
LB,AE,236
ES,EC,55
ZA,GB,166
CA,CO,23
CH,KZ,2
JP,NL,30
GB,LU,307
MY,LU,4
MX,DO,2
LU,ML,2
FI,CH,99
MY,TW,275
IE,SK,24
RO,UA,1
ES,LT,16
LT,FR,7
SK,AE,17
TR,HK,1
BE,EE,15
IL,AM,8
IT,IS,3
BD,GB,28
IN,UA,7
IE,SE,43
GB,MA,55
HU,GE,5
GM,PT,9
GM,SN,58
NO,TH,31
GB,KR,58
IL,CZ,79
IL,FI,3
SE,DO,2
FR,RS,59
CH,HR,63
CZ,BG,2
CZ,SK,66
ZA,PT,10
CH,SK,16
FI,HU,60
HU,SI,1
CZ,JO,2
HK,KZ,47
SA,NL,4
IL,SE,10
IL,TH,17
UY,AR,7
NZ,ES,1
LK,BH,45
NL,TW,41
UA,MT,1
NO,MT,1
DK,LV,134
RO,CY,1
LT,TR,1
MY,AT,1
AR,BB,1
HU,SE,72
AT,IE,60
RS,ES,10
PK,BH,26
EE,MT,4
PE,DO,1
ES,RS,14
SA,IN,196
NL,HR,33
CN,IN,19
FR,NO,142
FR,PE,1
DE,CA,223
AT,HU,61
GR,ES,90
CZ,LU,3
BD,ES,3
AU,ES,4
AE,KR,47
LU,DK,67
DE,FR,2591
LT,DE,38
SE,DE,984
DE,AE,530
NZ,JP,12
PT,NO,33
SK,IS,2
SE,LV,158
LV,SK,7
MA,GR,8
IE,BE,183
LB,SN,2
PL,CH,214
FR,RU,458
DK,AT,205
AU,AE,303
RU,QA,118
AE,IN,1833
BE,IN,7
CZ,IN,1
IS,PL,48
QA,ES,158
QA,BE,68
LU,KZ,7
FR,ML,19
LB,US,2
LK,RU,29
BG,NL,4
LB,BE,14
RO,IT,302
AE,HR,20
PT,GB,1182
RS,IL,2
BR,LU,3
LB,ZA,2
CA,KR,76
JP,RU,11
IL,CN,10
GR,CY,4
UA,SI,1
IE,IE,288
TW,AT,28
PL,CY,2
AE,TR,371
ES,PR,10
AE,PT,74
IR,QA,1
JP,GB,36
NL,BY,25
DE,GM,12
RU,BD,1
DE,KR,157
GE,BE,3
DK,LT,55
FI,DE,576
FI,FI,2102
IE,ES,374
DE,GE,17
AR,PE,17
RU,FI,297
IT,AM,12
IL,HU,116
NO,UA,3
ES,BY,4
NO,CH,62
BE,CA,35
CH,KR,4
AT,DK,198
JE,PT,1
RO,PL,7
AE,DK,40
US,FR,1062
LV,IT,56
ES,DE,2615
RS,QA,19
GR,HR,1
NO,TR,63
LT,EE,2
BY,AM,7
BD,NP,9
AU,DE,10
GR,IE,20
ZA,GM,2
SK,PT,2
EC,CA,8
BB,GD,2
RO,FI,1
RS,FR,57
CH,DE,2313
PH,JP,351
DZ,TR,117
CA,GB,412
IT,EE,13
NO,IS,62
UA,IL,39
GM,MA,2
KZ,TH,23
LB,PL,10
CA,RU,1
MT,RU,6
BY,LV,36
AE,AT,109
CA,IE,38
DE,BG,10
QA,AU,125
IE,PT,172
SE,HU,74
HR,UA,1
PL,BY,56
CA,JP,60
KR,BN,15
CH,JO,4
BR,CA,48
GR,CH,156
ID,MY,106
GB,VC,1
LB,RU,4
LB,SA,72
FR,AE,218
HK,AE,263
CH,BR,27
VC,BB,95
AR,UY,15
DE,JP,152
HU,PT,66
US,JO,5
RU,BE,136
BN,LK,1
BH,RU,36
TH,ES,1
HR,FR,63
JP,US,237
MA,AE,39
IL,SG,2
CA,PT,55
MY,AU,568
SN,LB,1
PH,US,116
HK,HK,125
LV,FI,267
CA,EC,13
HU,IE,70
HK,CN,121
PT,MA,106
NZ,CA,48
RS,PL,27
CA,MT,2
PT,UA,7
NL,AR,16
LK,IT,1
RS,IT,54
IE,IT,285
US,DE,1758
NL,IN,87
IL,AE,6
QA,JP,37
CH,JP,3
TH,TR,59
DE,AM,1
SE,BA,7
GE,BY,3
CA,PR,30
BO,BR,45
PL,JO,4
BR,MX,5
BO,CR,1
SA,CZ,1
PT,BM,2
IT,AT,394
IS,IE,43
BE,BE,251
RS,GB,29
IS,DE,90
SN,BE,26
TW,VN,1
QA,PT,28
IT,SN,8
NO,NL,285
UA,SE,32
PH,BH,24
IT,DK,216
SI,BA,2
AR,ES,97
BE,ES,881
AU,JP,134
UA,IN,4
NO,CV,1
PH,GB,16
FR,CA,232
IT,BR,82
PL,TH,3
ZA,CV,1
SG,FI,24
AT,ES,320
SA,AT,6
CO,US,1154
TR,US,37
CO,QA,1
MY,JP,170
IN,BG,1
SE,LB,3
NO,PL,347
PL,FI,144
KZ,BY,7
IM,ES,2
BO,CO,31
MA,BR,3
IT,KR,60
NL,CR,17
ES,KR,17
IE,SA,1
BY,TR,38
SA,SI,1
SE,IT,111
DE,GB,4577
DE,PL,1982
LK,TR,23
CZ,TR,98
NL,IL,69
BR,AU,1
RU,TH,122
IM,IE,44
IN,IT,73
DZ,SA,1
PE,AR,1
MT,NO,2
CZ,KR,20
GM,FI,2
LU,US,100
ES,GB,3265
BG,IT,7
PL,AT,187
IT,DE,3352
BE,LB,15
SA,HK,16
CZ,NO,24
BB,CA,27
HR,IE,8
AE,BE,98
DK,LU,67
NZ,TW,22
TR,PL,14
PT,DK,59
RS,FI,6
AT,NO,84
QA,SG,95
GB,AU,24
NL,IS,37
NL,BR,45
TR,BE,119
IE,LU,28
EE,PL,23
CR,ES,25
AT,CY,2
LU,TR,23
RU,US,154
CR,CA,76
GB,NL,2535
PT,PT,1268
FI,IN,24
GB,DZ,33
QA,NO,54
BE,RU,125
SG,KR,270
LV,CZ,46
FI,TH,56
AM,RO,3
BY,ES,6
CA,FI,2
BE,SI,41
FR,SA,25
NO,DK,811
DK,LB,16
IN,AU,42
AE,TH,209
PL,IS,38
IE,GR,22
BY,GB,17
DE,SI,128
DE,MA,25
PR,CO,16
TH,LK,115
LK,KZ,2
HU,RO,9
FR,TW,40
BG,TR,11
BR,US,658
PH,SA,61
CH,QA,96
MT,HR,1
BH,PK,24
TH,JP,514
HK,TR,15
SE,ES,252
ES,UA,77
GB,BH,83
NL,DK,490
SN,PT,41
TR,BR,6
IT,MO,1
IN,TW,23
EE,UA,20
GB,GB,12625
DE,SG,166
TR,NO,25
TR,GB,272
TR,LU,1
NP,TH,21
EE,GB,58
IS,BM,1
BR,BE,1
RU,RU,6616
BE,IE,182
SG,QA,86
GE,IT,9
AU,GB,40
LU,IE,30
TH,UA,9
PL,RU,170
EC,NL,13
CH,GG,1
RO,CZ,16
CH,CZ,137
TW,MY,283
ZA,US,76
DO,FR,41
AT,IT,429
ES,BE,849
US,AE,427
HU,QA,62
RU,HR,29
MT,PT,14
PL,EE,24
DK,IS,112
QA,HU,63
DK,HU,47
US,VC,11
KZ,LK,1
IN,CZ,2
SG,ES,11
BB,ES,1
PL,DK,291
GB,GI,10
RS,RO,1
RU,FR,484
IN,IN,21380
FR,UA,54
BR,ZA,23
SK,GR,8
HK,IE,1
US,CN,74
NL,CN,9
IT,BY,23
GG,DE,1
QA,KZ,9
PT,CA,45
TH,CZ,1
BN,KR,18
US,BM,277
HU,FI,57
SK,LV,4
SK,RS,2
AT,US,106
CO,FR,30
PH,AE,199
GB,FI,343
KR,JP,1673
AE,CY,14
AU,ID,3
MA,PT,48
FR,NL,629
GR,LB,27
SG,BD,10
SN,ZA,1
LC,VC,13
BD,BD,1
IL,NL,93
LK,CA,1
IN,CH,61
GE,GB,2
BG,FR,7
DZ,CA,13
HR,RO,1
AE,LV,3
TR,MY,8
MX,AR,5
BM,CA,24
BR,FR,78
LV,LT,105
KZ,AT,1
US,SA,22
IE,AE,83
FR,PL,364
ZA,LB,2
RO,AM,3
RS,GR,30
IM,IT,1
MO,PH,143
JE,VC,1
DE,CR,9
LT,LV,18
CA,PM,3
IL,ZA,6
BR,PE,26
SE,NL,249
BE,HK,42
BG,RS,1
ZA,SN,6
PE,CR,1
RS,CH,76
HU,LV,10
CH,CN,9
NL,MY,24
DK,DK,1548
SG,AE,176
IT,IN,56
MO,TH,153
BY,EE,19
DO,BR,99
AT,GR,123
CH,GR,170
AT,CH,503
CV,DE,1
PH,BN,45
KZ,KR,27
CN,MY,183
NZ,PH,14
LU,MT,8
CH,LV,40
AT,FR,319
QA,LB,147
FR,LB,104
AT,EE,19
SN,GB,5
TW,BN,18
AT,KR,8
SA,SK,1
AU,AU,37812
TR,TR,1974
DK,AE,52
MA,GB,54
IL,UA,91
FI,IT,97
ES,SN,38
LB,PH,1
TH,DK,41
FI,RU,278
GB,PL,2043
CH,AE,204
ES,AE,141
ES,JE,1
AR,DE,16
SA,US,16
PE,CO,1
MY,NL,24
JP,MY,78
CN,PL,2
SE,MT,12
BH,MT,1
US,MT,1
FI,SK,2
LU,UA,1
MO,JP,70
TH,AU,177
CZ,LB,4
DO,EC,1
QA,BN,1
LV,PT,9
AE,IR,41
EC,CO,79
CA,DK,21
PR,US,1532
BH,AE,765
ES,DZ,136
US,JP,453
BM,PT,2
BE,PT,314
DK,PL,317
IT,ZA,13
IL,SA,1
FR,SN,68
KR,CA,103
UA,TH,5
SI,DK,1
CN,BE,9
IT,RS,54
TR,SA,57
HK,BD,6
CN,IL,5
MY,CN,181
BB,MX,1
BG,CZ,5
CN,MO,6
MX,CH,1
SE,QA,103
MA,DZ,41
IN,JP,22
PT,TR,61
ES,CH,761
LV,GB,229
DZ,LB,11
US,EC,282
JE,IM,1
DK,BE,192
DO,UA,1
MT,SA,2
BE,NL,138
PT,SE,39
US,NZ,213
NP,TR,5
BE,BA,6
CR,US,974
AR,BR,357
SE,FR,233
BR,ES,95
UZ,RU,14
BE,AE,120
RS,TR,45
CR,CR,60
HU,PL,110
