Source,Target,Weight
MT,EE,1
CH,IS,40
ID,SG,12
IS,DK,91
SG,TW,4
DE,PH,1
SG,PL,1
CH,MY,1
RO,DK,22
FR,US,1250
KR,US,823
IN,FR,177
HU,IT,254
ES,IE,665
ZA,IN,26
DE,CH,2473
FR,CH,1104
US,SG,1
CA,TR,28
US,BO,13
PK,CN,1
ID,NL,3
IN,MY,477
AE,BG,1
DE,HR,533
PL,FR,266
NL,IT,1102
NO,AT,62
CY,QA,1
TH,UZ,8
BR,AE,51
US,KR,923
NZ,HK,65
RU,EE,71
NL,GR,335
NP,NP,100
HK,GR,1
IN,SE,12
US,LU,109
SE,RO,46
ES,MO,6
UA,MY,1
FI,FR,169
UA,LT,4
LV,IE,42
MY,AE,83
NO,US,38
US,ID,26
DE,ES,2926
QA,AE,10
IR,AE,11
HU,NO,58
FR,IM,1
RU,IL,9
PL,IL,8
BE,IL,5
LT,IE,2
DK,PT,92
TR,SE,88
RS,LU,1
CN,TH,106
LT,LT,1
LB,TH,2
LB,MY,2
DE,SA,84
KZ,AE,68
PT,CV,57
LV,BE,69
NL,MA,18
ES,RU,406
IS,RU,2
KZ,FI,2
TH,FR,55
BE,QA,102
BE,CY,3
GR,BE,95
NO,ES,232
RO,PT,21
CN,SE,1
MY,NZ,32
IT,BH,12
JP,BH,2
JP,ES,6
SI,RU,33
QA,FI,53
LU,SK,1
BR,BO,57
KZ,GB,13
FI,GM,1
IL,BE,6
GW,SN,10
AU,NL,17
KZ,ES,10
CY,NO,1
MY,BH,1
DE,MO,10
QA,DK,72
ID,ES,1
QA,RS,24
RU,IE,34
PK,SA,7
NZ,DE,1
QA,NL,58
CZ,RO,50
PT,CH,359
PF,NZ,25
SK,SI,2
IE,SI,1
ZA,ZA,118
LU,HR,2
RO,AE,62
AE,OM,1
EE,NO,43
TW,PH,369
FR,IL,12
FI,ES,211
CV,SN,11
ZA,SG,7
ES,SG,1
IS,NL,37
SN,TH,1
AR,IT,45
FR,MY,1
AE,CH,119
CV,GB,17
HK,PH,249
HK,DE,85
JP,DE,161
RO,DE,393
TR,QA,187
ID,US,2
MT,AE,1
PT,IT,466
GR,FI,54
CH,XK,3
BO,US,36
DE,AR,23
QA,PL,60
PL,KR,21
HK,DK,7
IS,LV,11
UA,BE,50
TR,DK,84
NO,CZ,53
MY,SA,18
TW,SG,13
SA,LB,46
GG,FR,11
SE,UA,45
TR,EE,6
IT,CH,758
GB,CA,510
ID,DE,2
AE,BR,41
SI,NL,32
HU,CA,13
LT,ES,2
UZ,US,1
CN,CZ,1
JE,NL,1
PT,FR,1019
AT,DE,2851
NL,NL,428
GB,PT,2088
IT,CA,69
TH,DE,97
TR,UA,61
TR,SN,17
RU,PL,144
HU,CH,118
VC,BM,1
CA,AR,14
GE,FR,1
BB,US,80
SK,CY,3
NZ,ID,21
SK,SE,1
CZ,BE,192
LU,LB,2
DE,EE,119
BH,IT,11
GB,BG,36
TH,BN,21
HR,SE,30
QA,BG,2
LU,RU,3
AT,CV,1
EE,SI,1
CH,AT,603
AE,DZ,31
KZ,IS,1
SE,IS,34
PT,HU,52
RO,BE,155
TH,BH,18
SE,RS,52
BE,GB,730
JP,JP,5926
CN,JP,111
NL,UA,57
TR,DZ,33
DE,DZ,39
GB,BB,110
IE,IS,54
IL,GB,9
NL,BG,9
BN,TH,14
BN,MO,1
RU,BR,1
SA,AE,646
ES,QA,173
DK,TR,108
HR,BE,59
SE,PL,233
EE,LV,116
FI,US,89
BR,SN,17
RS,US,9
MR,ES,1
GR,SI,1
KR,SG,4
GB,ZA,165
GE,TR,4
QA,DZ,23
IT,PL,386
LB,HK,1
AT,GB,677
BH,PH,28
NO,SE,536
FI,UA,2
SN,GM,29
US,SN,18
CZ,SN,2
SN,NL,6
BB,BM,2
DE,GG,6
MY,SG,242
UZ,QA,1
DZ,IT,78
ES,MX,125
TR,GE,2
NO,RO,7
MT,SE,2
ES,US,723
TN,FR,15
KR,AE,59
RS,HR,9
SE,TR,143
RO,GR,72
SE,CH,200
HU,BG,2
KR,NL,43
BR,SE,1
ZA,BH,1
IN,MO,28
AE,RS,20
BE,SE,299
TR,LT,2
AE,QA,10
SK,SK,25
GB,UZ,1
TH,SG,25
IT,CV,3
AE,RU,470
CH,RU,273
FI,JP,47
MX,UY,10
BE,BG,3
BH,LU,2
MT,RO,1
HR,CH,78
NZ,DK,1
IL,RU,9
GR,QA,26
DK,CZ,134
AT,AE,46
BH,HK,37
KR,GB,78
HR,GR,8
TR,CH,122
MX,NL,62
FI,NL,150
IT,RO,365
KR,MY,274
MY,BE,2
TR,LY,2
US,PE,3
RU,JP,16
TR,PK,4
DK,CH,183
JP,AU,115
LU,NL,96
IS,NO,77
NL,CA,186
FI,BE,100
KZ,NL,3
HK,SE,1
KR,FI,18
RU,MT,1
NL,SK,9
CH,SI,22
ID,ID,227
IT,IE,306
CA,QA,16
PH,KR,431
IL,BG,3
GB,IM,175
IS,IM,1
EE,GR,5
CV,ES,4
QA,BR,25
SK,LU,2
ZA,TH,9
GB,PH,21
TH,FI,36
BH,SK,1
CH,AR,7
RU,RS,108
IT,CZ,339
BE,SA,1
IT,GB,3451
CH,PL,196
BO,MX,1
CV,PT,44
GR,NL,220
HR,KR,11
HR,LV,1
MT,LV,1
DK,IT,342
PT,DE,1103
CH,BE,410
IN,TR,98
KR,AU,102
CL,CL,4
DE,GR,951
LU,ZA,11
AE,NP,45
AE,SE,30
ID,TH,14
HR,DE,489
AE,HK,173
HR,GB,109
GR,US,14
IS,GR,1
BG,GR,3
LB,UA,1
JP,CN,47
IT,AU,1
MY,ES,14
MO,KR,3
EE,CZ,2
GB,SK,125
ZA,RU,1
RS,SA,4
GR,FR,361
NO,LT,9
ES,SA,24
FR,IN,162
RU,UZ,49
KZ,UZ,25
PT,HR,8
FR,BG,6
MY,TR,21
HU,UA,54
US,IS,283
US,AR,156
AE,RO,61
SI,MK,1
QA,CH,91
MT,CH,3
TR,RS,27
EE,FI,25
DK,EE,47
PH,TW,309
NO,KR,10
SN,CZ,4
DE,MY,14
LB,CY,2
XK,SI,1
JE,AT,1
BR,AT,1
NO,HR,23
PH,SG,8
IL,HK,2
CN,HK,23
RU,GM,1
JE,ES,4
RU,SE,153
CH,LU,127
SI,ES,4
CY,CH,3
CN,ZA,3
HR,SI,3
PE,US,1
AT,AT,474
SN,FR,90
UA,IT,197
IN,AT,89
XK,AT,1
AR,BO,37
CA,PK,1
PT,DZ,7
BE,CH,385
HR,IS,1
US,CH,420
KZ,CN,2
ID,NZ,3
CA,NZ,19
SG,NZ,1
IN,PT,1
CH,MO,6
HK,ES,24
NP,IN,120
US,UZ,2
GB,CH,2051
BH,DZ,1
TR,ZA,11
RS,RS,5
EE,BE,14
LU,CH,134
BE,KR,21
SE,CA,1
HU,HR,1
PL,DE,766
IS,AT,16
SK,AT,6
RS,UA,5
RU,ES,401
SG,GB,4
FR,TN,19
AE,BH,539
FR,DK,359
LU,JP,1
KZ,KZ,181
HR,DK,32
DE,TN,5
UA,SK,27
TR,LV,6
GR,LV,14
IM,CH,1
LB,IT,54
MY,MY,3201
KZ,US,2
DZ,BE,27
ES,KZ,2
TR,NL,176
FR,MA,35
NL,LU,140
PL,LU,9
PL,RO,82
HK,LV,1
LV,CY,1
BE,CZ,133
CH,IE,148
SA,SA,416
LU,SA,6
AE,ZA,84
QA,TR,255
SN,CV,13
FR,ID,9
US,DZ,1
CA,IL,2
MY,KR,312
QA,HK,68
EE,EE,44
SI,IT,26
QA,GR,61
HK,LU,9
SA,MO,1
FR,KR,79
LT,DK,5
LU,FI,1
NL,SA,19
LV,UZ,1
SK,UA,27
NL,SE,381
BB,MQ,2
HU,IS,16
ES,GR,137
GB,IL,11
MY,DE,50
BM,ES,4
AT,SI,45
GW,CH,1
IT,TN,1
PL,MT,1
TR,SI,12
BR,BR,9999
HR,IT,73
CZ,DE,395
FR,DE,2513
GB,SA,87
FI,QA,56
DK,US,185
FR,TR,404
DE,CV,14
AE,AU,137
ES,LB,8
RO,NO,6
PE,BO,2
NO,GR,31
DE,MX,77
QA,BH,20
GB,KZ,4
EE,NL,30
SN,SE,2
GR,LU,11
QA,RO,55
BG,SK,1
ES,SI,4
SK,IE,31
NL,AE,163
JP,QA,22
UA,PL,223
IE,HK,9
ZA,GR,3
QA,GE,1
IN,PH,5
BO,ES,34
ES,ES,3604
LV,FR,61
IL,AT,5
FR,IE,526
IN,SA,160
CH,SE,212
MY,HK,282
BH,ES,1
BG,CH,2
KR,KZ,32
CH,BG,1
BE,DK,224
FR,MK,1
NZ,KR,22
KR,DK,2
GR,RU,49
US,CA,9322
MT,FR,6
US,QA,207
HK,QA,71
BG,QA,3
NO,DE,437
SE,NO,561
RU,TR,321
BE,TR,176
AE,UA,90
FR,PT,1040
SG,AU,12
PL,US,107
ES,EE,2
EC,BO,1
BE,GR,172
CZ,HU,51
LU,AE,21
CA,BE,50
QA,SA,2
PH,QA,109
CN,TR,3
AT,IN,18
NL,CV,6
CA,HK,138
CA,IS,59
SE,PT,110
IE,NL,389
TH,SE,23
TW,CA,112
BH,TH,28
UA,CZ,58
NO,QA,43
CZ,SE,106
IN,KR,57
LB,ES,10
LU,IS,1
LU,RO,1
IT,LV,75
CZ,SA,1
QA,AT,66
HK,RU,42
CN,US,63
FI,NO,188
LB,GB,38
FI,PT,69
CA,NL,174
AE,LU,8
AE,MY,86
DE,MT,11
AR,AR,201
ID,AE,5
CH,LB,16
RS,NO,11
TH,NO,17
AE,ES,126
IT,SG,15
RU,KR,70
CY,IT,1
IN,DE,349
FR,ES,2777
KR,IN,60
PH,AU,160
MR,DZ,1
GB,EE,63
GE,IL,2
TW,DE,37
BE,BH,1
CZ,US,1
LV,KZ,2
CN,ES,7
CN,MX,1
GM,FR,5
UA,CY,2
IN,ID,52
GR,TR,26
IE,LB,1
AT,DZ,6
RU,DZ,3
US,EE,2
CN,KZ,1
TW,NZ,20
RU,BH,39
CA,PL,27
MX,DK,2
CV,CZ,3
RU,LC,1
SE,RU,158
CV,BE,6
MX,FR,66
NL,QA,57
IL,TR,13
BN,AE,7
TR,GR,66
AT,JE,2
BR,DE,73
IS,SE,34
SE,KR,12
LT,FI,2
GB,DE,4961
CH,CH,1300
TH,TW,274
CA,MX,319
DK,GM,1
IN,SN,6
PT,FI,62
UZ,KZ,23
IT,NL,935
SN,GN,2
GB,MT,22
US,US,504045
IT,HR,80
KR,DE,134
KZ,RU,220
UA,TR,128
GB,CV,13
CH,UA,32
QA,GB,463
LU,GR,11
LV,AU,1
SE,GM,1
UY,UY,18
SK,CH,5
ZA,BR,56
HK,BR,1
KR,ES,34
ES,CY,1
CZ,CZ,523
KZ,QA,2
MY,UZ,3
TW,ID,13
RU,HK,59
GB,XK,1
CZ,ES,223
DZ,PT,8
TW,LU,5
SK,RO,2
BE,TN,1
DE,RS,209
IS,LT,1
BG,DE,35
GB,UA,128
FR,EE,16
GW,GB,2
IT,MX,12
IL,IN,1
TW,CN,98
FI,KZ,2
KZ,MY,14
GR,BH,6
IL,ES,8
NL,FI,158
NP,MY,44
HR,TR,34
LB,AE,106
IE,BB,2
ES,EC,22
ZA,GB,174
MY,TW,189
CH,KZ,6
JP,NL,45
GB,LU,266
MY,LU,4
FI,CH,75
ES,BH,2
IE,SK,30
LT,FR,1
ES,LT,3
NL,ID,8
BG,AE,1
SK,AE,17
CY,AE,1
BE,EE,3
IT,IS,8
IE,SE,43
NP,BR,2
GM,SN,28
GB,MA,11
NO,TH,13
IL,CZ,3
GB,KR,76
TR,HK,1
IL,FI,1
FR,RS,69
CH,HR,84
RO,CY,5
UY,AR,54
DK,LV,96
NL,TW,33
FI,HU,77
CZ,BG,4
ZA,PT,2
CZ,SK,62
HK,KZ,19
SA,NL,3
IL,SE,1
AT,BH,2
NZ,ES,1
BR,HK,1
HU,SI,10
CH,SK,4
PK,CH,1
LT,TR,1
AT,IE,54
GM,IT,2
HU,SE,102
PH,IE,3
RS,ES,11
US,UY,25
PK,BH,24
CN,FI,2
EE,MT,1
ES,RS,6
NL,HR,77
UZ,FR,1
AT,HU,55
SA,IN,128
CN,IN,12
PK,TR,5
DE,CA,281
FR,NO,163
CZ,LU,19
AE,KR,58
CH,PH,1
AU,ES,16
GR,ES,68
LU,DK,46
LB,IE,1
DE,FR,2787
LT,DE,9
SE,DE,1059
FR,RU,521
DE,AE,463
SE,LV,122
PL,CH,181
PT,NO,59
IE,BE,163
LB,SN,2
NZ,JP,2
LV,SK,1
ZA,MY,1
DK,AT,155
AU,AE,280
RU,QA,119
AE,IN,1356
DZ,IN,1
BE,IN,14
SE,CV,2
IS,PL,39
CZ,IN,1
QA,BE,63
LU,KZ,9
BG,NL,8
QA,ES,197
LB,BE,7
PT,GB,2055
RO,IT,397
JP,RU,4
AE,HR,23
GR,CY,1
CA,CZ,2
SI,IS,2
TH,IE,2
CY,UA,2
BR,LU,7
CA,KR,120
BG,FI,4
TW,AT,34
IE,IE,277
DE,UZ,3
AE,TR,305
AE,PT,57
JP,GB,116
CH,TN,1
DE,GM,9
NO,MY,1
PL,MO,2
GM,CH,1
DE,KR,210
PL,CY,1
AT,DK,163
DK,LT,6
FI,DE,584
FI,FI,831
AR,PE,1
NO,UA,2
FI,ID,8
RU,FI,193
IE,ES,560
IL,HU,5
JE,PT,4
BE,CA,51
SE,BG,2
NO,CH,51
RO,PL,82
CH,KR,12
AE,DK,28
GG,CZ,1
US,FR,1152
ES,DE,2893
BB,GD,2
RS,QA,23
GR,HR,2
GR,IE,11
NO,TR,52
LT,EE,4
RS,IS,1
AU,DE,30
LV,IT,75
RO,FI,8
RS,FR,93
SI,GR,1
CH,DE,2533
PH,JP,330
DZ,TR,75
IT,EE,24
CA,GB,516
NO,IS,67
UA,IL,6
NO,GM,1
MR,SN,3
BH,JP,1
KZ,TH,19
MT,RU,1
AE,AT,50
CA,JP,63
DE,BG,30
QA,AU,92
MK,AE,1
PL,BY,1
CA,IE,72
SE,HU,101
GB,VC,1
KR,BN,13
IE,PT,380
BR,CA,36
ID,MY,176
GR,CH,105
LB,RU,6
LB,SA,30
FR,AE,191
HK,AE,93
DE,JP,115
VC,BB,50
CH,BR,33
IS,UA,1
HU,PT,52
AR,UY,62
RU,BE,159
KR,SN,1
TH,ES,8
BH,RU,39
CY,RU,15
HR,FR,99
JP,US,543
HU,IE,72
PH,US,121
MY,AU,452
SN,LB,1
HK,HK,51
LV,FI,140
CA,PT,68
HK,CN,30
NZ,CA,20
BG,RO,1
PT,MA,13
RS,PL,19
NL,AR,20
AU,BE,5
PT,UA,11
RS,IT,81
IE,IT,321
US,DE,1659
NL,IN,75
DZ,PK,1
QA,JP,24
BR,MX,64
SE,BA,8
CH,JP,2
BO,BR,57
HR,LU,2
FR,MO,3
US,MO,74
TH,TR,32
SA,CZ,1
IT,DK,359
IT,AT,578
IS,DE,142
IS,IE,46
BE,BE,299
RS,GB,51
SN,BE,39
IT,SN,16
UA,SE,42
NO,NL,160
TH,RO,1
PH,BH,29
GB,MO,33
AU,JP,97
ZA,CV,1
BE,ES,1100
FR,CA,234
PH,GB,27
ES,ZA,12
TR,XK,3
IT,BR,120
AR,ES,136
SG,FI,1
SA,AT,19
EE,IE,9
IN,UZ,6
MY,JP,174
IM,ES,1
PL,FI,73
RU,BO,1
TR,US,68
PL,JP,1
AT,ES,419
IE,SA,1
NO,PL,120
IT,KR,93
ES,KR,36
MR,FR,1
SE,IT,221
DE,GB,5085
IM,IE,51
DZ,SA,2
DE,PL,876
MK,HR,1
CZ,TR,80
RU,TH,106
MT,NO,1
CY,GB,24
NL,IL,6
BG,HU,1
IN,IT,83
CZ,KR,24
LV,SI,2
ES,GB,5608
IT,DE,3662
PL,AT,98
HR,IE,11
BR,CV,4
LU,ID,3
BE,LB,6
UY,BR,99
TR,PL,26
SA,HK,12
CZ,NO,58
BG,IT,16
LU,US,92
BB,CA,33
NZ,TW,12
PT,DK,83
AE,BE,70
JE,IT,2
DK,LU,44
QA,SG,16
AT,CY,7
GB,AU,30
EE,PL,9
AT,NO,87
NL,IS,33
NL,BR,52
TR,BE,130
CV,IT,5
IE,LU,38
HR,BA,1
LU,TR,16
GB,NL,2670
IT,UZ,2
RU,US,184
FI,IN,16
LV,CZ,39
PT,PT,752
GB,DZ,37
QA,NO,39
FI,TH,48
SG,KR,3
PT,GW,10
BE,RU,149
CA,FI,1
BE,SI,18
FR,SA,35
GB,PK,2
DE,SI,110
IN,AU,44
DK,LB,5
NO,DK,597
PL,IS,36
IE,GR,31
FR,TW,39
AE,TH,154
HU,RO,44
DE,MA,7
BG,TR,19
NL,DK,404
PH,SA,73
CH,QA,86
BR,US,469
BH,PK,24
TH,JP,410
EE,UA,16
ES,UA,77
RO,LB,4
SE,ES,456
SN,PT,31
TR,BR,5
GB,BH,91
IT,MO,12
IN,TW,4
HK,TR,9
GB,GB,12198
DE,SG,28
TR,NO,34
TR,GB,290
EE,GB,70
CY,BG,1
SI,NO,1
TR,LU,11
NP,TH,22
TR,PH,6
CV,GW,5
BR,BE,1
CH,CZ,129
RU,RU,5569
BE,IE,152
TW,MY,232
AU,GB,101
PL,RU,139
LU,IE,34
TH,UA,9
EC,NL,9
GR,CA,10
CH,GG,5
RO,CZ,54
MX,KR,16
IM,RU,1
PL,DK,207
ZA,US,70
RU,HR,37
AT,IT,581
HU,QA,56
US,AE,321
ES,BE,1180
PL,EE,13
AU,CZ,1
DK,IS,87
US,VC,8
QA,HU,64
DK,HU,68
MX,JP,3
RS,RO,6
NZ,MO,10
SG,ES,1
GB,GI,9
RU,FR,524
IN,IN,13631
GG,DE,5
HK,IE,13
FR,UA,123
PT,CA,74
BR,ZA,47
SK,GR,7
KW,DE,1
US,CN,27
NL,CN,2
QA,KZ,6
BN,KR,15
US,BM,257
HU,FI,80
RU,GG,1
SK,LV,1
AT,US,217
BG,FR,3
PH,AE,171
KR,JP,1825
AU,ID,210
FR,NL,776
GR,LB,4
PK,DZ,1
SN,ZA,10
SK,RS,1
MR,DE,1
LC,VC,9
MX,AR,38
MA,PT,17
IL,NL,5
HR,RO,8
IN,CH,58
DZ,CA,13
GB,FI,322
RS,SK,1
AE,LV,7
TR,MY,7
AE,CY,3
BR,FR,130
LV,LT,32
US,SA,40
FR,PL,260
IE,AE,58
AU,TR,10
RS,GR,28
CN,UA,1
MO,PH,8
LU,SN,1
BM,CA,23
BG,DK,1
IM,GG,2
LT,LV,16
CA,PM,7
ES,CV,4
BE,HK,23
ZA,SN,20
CH,CN,2
SE,NL,338
BR,PE,1
RS,CH,131
IL,ZA,1
HU,LV,15
NL,MY,30
PL,CN,1
DK,DK,795
AT,GR,120
CH,GR,223
CV,DE,14
RO,HR,7
IT,IN,64
CH,LV,46
AT,CH,494
PH,BN,44
KZ,KR,38
CN,MY,160
NZ,PH,13
MO,TH,1
AT,FR,425
ID,FR,1
QA,LB,65
FR,LB,47
AT,EE,6
SN,GB,5
LT,GR,2
TW,BN,13
AT,KR,14
UY,DE,1
AU,AU,33093
FI,IT,146
IT,CY,2
TR,TR,1234
CZ,CV,5
IL,UA,5
DK,AE,34
GR,AU,1
ES,SN,41
MO,US,3
TH,DK,24
MA,GB,7
FI,RU,193
GB,PL,1311
CH,AE,155
ES,AE,133
SA,US,32
ES,JE,3
AR,DE,27
NO,XK,1
MY,NL,30
JE,GG,10
GG,GG,91
JP,MY,142
SE,MT,3
TH,AU,137
CZ,LB,1
DK,JP,1
KZ,GE,1
LV,PT,10
BG,PL,2
CA,DK,20
MO,JP,1
SN,RU,2
AE,IR,19
BH,AE,544
US,JP,552
BE,PT,360
ES,DZ,160
DK,PL,213
IT,ZA,21
FR,SN,79
KR,CA,103
UA,TH,12
HR,MK,1
SI,DK,10
CN,BE,8
IT,RS,64
TR,SA,74
HR,EE,1
MY,CN,99
AU,PF,3
BG,CZ,3
CN,MO,11
SA,DK,2
GW,ES,1
SE,QA,78
FR,UZ,1
IN,JP,9
NP,TR,11
PT,TR,33
DZ,LB,3
US,EC,31
JE,IM,3
LV,GR,18
BE,NL,155
DK,BE,223
PT,SE,102
LV,GB,228
ES,CH,924
US,NZ,151
BE,CV,3
BE,BA,9
AR,BR,412
SE,FR,275
GB,GR,653
UZ,RU,76
BE,AE,92
RS,TR,66
PL,LV,45
HU,PL,79
FR,HK,43
SE,FI,838
MY,NO,1
PL,GR,123
FR,MX,78
GE,GR,1
IE,HU,74
PF,JP,4
BG,SE,5
QA,NZ,22
BR,ES,130
AT,FI,57
GM,TR,6
UA,DK,35
LU,FR,126
FR,HR,102
DK,IE,74
BH,SA,301
MO,CN,2
IS,MX,1
RS,SE,63
BB,VC,143
GW,PT,9
CA,CN,8
CY,DE,3
HU,MT,2
ID,QA,3
TW,KR,560
SA,GB,92
BG,IL,2
CH,DK,210
AT,NL,372
CH,CA,83
MK,NL,1
TR,FI,17
SA,ZA,1
AU,FR,11
JP,FR,160
NZ,AU,1555
IT,LT,3
HK,JP,513
FR,SE,274
SA,DZ,3
MX,DE,49
IN,NZ,1
RS,SI,12
CH,BM,1
HK,CZ,1
TW,US,621
CH,NL,444
SA,TR,136
PL,UA,224
FI,AE,31
MX,AU,2
DE,LU,264
AR,EC,3
AT,TW,35
LU,ES,113
BH,GE,1
LV,LU,1
BB,GB,3
PT,RU,57
UA,FI,2
AE,SK,18
EE,LT,4
NP,QA,74
PT,US,208
GB,ES,4799
CH,FI,87
IE,NO,52
DE,BH,65
CH,UY,1
KR,BR,2
CZ,CN,1
GB,LT,15
HU,AT,52
PT,CZ,47
DE,ID,14
GB,BR,65
CA,DZ,11
BE,PL,228
QA,DE,187
BR,GB,94
ES,CN,6
BR,NL,54
SG,TH,11
US,RO,15
DZ,US,1
IT,TW,13
LU,SI,1
IE,DE,787
