Source,Target,Weight
NL,SK,3
US,PE,8
BB,PR,5
LU,NL,2
MA,MA,18
FI,BE,17
KZ,NL,2
HK,SE,2
DK,CH,5
JP,AU,22
DO,DO,1
KR,FI,6
RU,JP,1
CH,SI,1
DO,AR,2
MA,AT,1
CA,QA,16
IL,BG,2
ID,ID,16
GB,IM,7
GR,IL,2
IN,IL,1
IT,IE,2
IN,NO,1
QA,BR,15
GB,PH,8
PH,KR,42
TH,FI,2
PT,CN,1
RU,RS,9
BE,SA,10
IT,GB,210
GR,NL,2
IT,CZ,3
CH,PL,5
AM,FI,1
CV,PT,1
PT,DE,79
IN,TR,41
KR,AU,25
DE,GR,53
CH,BE,17
DK,IT,2
IN,PL,1
ID,TH,1
HR,DE,80
LK,IN,5
AE,HK,239
BD,HK,2
SA,BD,1
HR,GB,6
DK,PE,1
JP,CN,15
EE,CZ,5
MY,ES,1
GB,SK,4
GR,FR,24
ES,SA,6
MY,TR,10
FR,IN,28
US,IS,40
HU,UA,1
AE,RO,13
QA,CH,21
US,AR,34
RO,SI,1
TR,RS,4
DK,EE,1
EE,FI,12
DK,BY,1
BE,KZ,1
NO,KR,14
PH,TW,57
DE,MY,1
NO,HR,1
PH,SG,21
IL,HK,9
CN,HK,9
RU,SE,25
CH,LU,6
SI,ES,1
CY,CH,1
HR,SI,1
AT,AT,137
SN,FR,9
IN,AT,3
UA,IT,7
TR,JP,1
KZ,CN,45
CH,BY,3
BE,CH,16
SG,NZ,4
CA,NZ,14
US,CH,23
HK,ES,10
PL,BR,1
GB,CH,87
RS,RS,1
PL,JE,1
EE,BE,2
TR,ZA,11
SA,SE,1
LU,CH,1
BE,KR,21
SK,AT,3
IS,AT,1
PL,DE,152
RU,ES,23
SG,GB,31
AE,BH,151
RS,UA,1
CO,BE,9
KZ,KZ,8
FR,DK,22
FR,TN,1
US,LT,1
AM,CH,2
LT,HR,1
MY,MY,223
CR,DE,3
PL,RO,2
FR,MA,20
ES,KZ,14
KZ,US,1
TR,NL,23
NL,LU,5
SA,MT,1
DZ,BE,1
LV,CY,1
BY,LT,3
SA,SA,136
LU,SA,14
CH,IE,5
QA,TR,40
US,DZ,1
QA,HK,86
EE,EE,25
SI,IT,27
AE,ZA,16
CA,IL,1
QA,GR,17
KR,UA,1
HK,LU,31
BE,CZ,18
TN,RO,1
MY,CZ,1
FR,KR,50
MY,KR,37
LT,DK,3
BD,SG,1
LU,CA,1
NL,SA,6
NL,SE,53
GB,IL,14
ES,GR,14
GR,MT,2
AT,SI,4
TR,SI,1
BR,BR,1858
FR,DE,475
CZ,DE,54
GB,SA,19
FI,QA,18
DK,US,4
FR,TR,35
DE,CV,7
AE,AU,49
HR,IT,11
AT,BA,1
GB,KZ,3
EE,NL,1
GR,LU,1
QA,RO,5
QA,BH,13
RO,NO,1
NL,AE,95
JP,QA,2
QA,GE,1
KR,HU,7
ZA,GR,1
UA,PL,25
BO,ES,1
IL,MT,2
ES,ES,675
IL,AT,18
MY,HK,122
CH,BG,1
KZ,GR,9
FR,IE,20
BH,ES,2
NZ,CN,2
KR,DK,1
CH,SE,19
IN,SA,5
KR,KZ,6
NZ,KR,6
BE,DK,17
LV,FR,1
GR,RU,1
US,CA,1827
NO,DE,62
HK,QA,123
US,QA,62
MT,FR,7
RU,TR,18
BE,TR,37
SE,NO,91
SG,AU,191
LU,AE,74
ES,EE,1
BE,GR,50
CZ,HU,23
AE,UA,1
FR,PT,16
PL,US,17
CA,BE,1
BY,IT,2
PH,QA,42
CN,TR,1
CA,HK,30
CA,IS,8
IE,NL,46
TW,CA,31
UA,CZ,5
QA,SA,2
SE,PT,2
NO,QA,32
IN,KR,13
CZ,SE,2
IT,LV,1
QA,AT,17
CN,US,40
SG,TR,3
CZ,BY,10
FI,NO,5
CA,NL,18
AE,LU,42
FI,PT,2
HK,RU,35
DE,MT,34
AE,MY,7
AR,AR,30
RU,AM,18
AE,AM,2
SG,LK,3
AE,ES,22
RU,KR,21
AT,MY,1
FR,ES,130
IN,DE,47
CN,ES,26
KR,IN,11
PH,AU,11
GB,EE,4
CZ,US,6
TW,DE,35
TR,BY,6
SG,BN,13
LV,KZ,1
BE,BH,3
GR,TR,10
IN,ID,1
CN,KZ,29
TW,NZ,4
RU,BH,1
CA,PL,1
SE,RU,29
UA,CY,1
NL,QA,81
IL,TR,59
AT,JE,2
TR,GR,10
BR,DE,14
IS,SE,3
SE,KR,9
LT,FI,3
GB,DE,696
CH,CH,809
IT,NL,19
CA,MX,1
TH,TW,125
GB,MT,24
US,US,344321
KR,DE,219
IT,HR,11
UA,TR,14
GR,HK,1
QA,GB,191
LU,GR,3
CH,UA,6
KZ,RU,9
SE,GM,1
TR,LK,1
ZA,BR,3
CA,CR,2
SK,CH,3
KR,ES,1
CZ,CZ,782
KZ,QA,2
TW,ID,1
RU,HK,28
CZ,ES,7
HK,LK,1
GB,LK,3
TW,LU,1
SK,RO,2
DZ,PT,1
DE,RS,8
HR,TR,1
NL,FI,16
GM,US,2
GB,UA,6
TW,CN,56
IL,IN,2
RU,CA,2
CO,CA,2
BG,DE,3
CY,DK,2
US,LV,2
ZA,GB,33
JP,NL,15
GB,LU,16
ES,BH,3
MY,TW,60
CA,CO,2
FI,CH,8
ES,LT,2
TR,HK,17
BE,EE,1
BD,GB,4
GB,MA,4
GM,SN,1
PL,KZ,3
IE,SE,2
GB,KR,34
IL,CZ,1
GM,PT,1
FR,RS,3
DK,LV,3
CH,HR,3
CZ,SK,8
CA,PF,1
HK,KZ,26
SA,NL,11
IL,SE,1
NL,TW,35
CH,SK,3
RO,CY,1
MY,AT,1
HU,SE,13
AR,PL,1
AT,IE,1
AR,MY,1
SA,IN,5
NL,HR,3
CN,IN,7
FR,PE,1
AT,HU,16
LU,DK,1
BR,GT,1
KR,BE,3
DE,CA,97
BM,CV,1
GR,ES,3
AE,KR,34
DE,FR,509
SE,DE,126
LT,DE,30
DE,AE,145
IE,BE,44
PL,CH,7
FR,RU,27
SE,LV,5
AU,AE,56
QA,ES,45
RU,QA,3
AE,IN,129
DK,AT,4
QA,BE,74
BE,IN,7
LU,KZ,8
IS,PL,2
LK,RU,1
AE,HR,1
PT,GB,71
CY,UA,2
BR,LU,12
CA,CZ,2
CA,KR,24
RO,IT,6
IL,CN,5
JP,RU,3
GR,CY,49
IE,IE,279
TW,AT,6
AE,TR,62
JP,GB,14
SK,BY,2
NL,BY,26
DE,GM,2
IS,SA,1
DE,KR,273
PL,CY,1
FI,DE,75
IE,ES,26
FI,FI,354
IT,AM,1
AR,PE,2
IL,HU,4
ES,BY,5
AT,DK,4
CH,KR,4
AE,DK,3
DK,LT,2
RU,FI,12
NO,CH,1
US,FR,129
ES,DE,300
GR,HR,1
NO,TR,12
AM,IN,1
BY,AM,11
AU,DE,4
GR,IE,9
LV,IT,1
BE,MY,1
LT,EE,1
RS,FR,4
CH,DE,242
PH,JP,50
CA,GB,90
CA,RU,1
NO,IS,1
KZ,TH,1
BY,LV,1
DE,KE,1
AE,AT,16
CA,JP,12
QA,AU,146
DE,BG,3
CA,IE,4
SE,HU,11
PL,BY,1
ID,MY,1
IE,PT,18
GR,CH,14
SE,SK,1
US,SI,1
FR,AE,62
HK,AE,272
VC,BB,1
CH,BR,1
DE,JP,35
RU,BE,22
CY,RU,5
BH,RU,1
JP,US,245
HR,FR,4
GG,AT,1
PH,US,2
CA,PT,4
MY,AU,90
MA,AE,10
HK,HK,119
HK,CN,26
NZ,CA,15
NL,AR,1
US,DE,644
IE,IT,3
QA,JP,15
TH,TR,3
NL,IN,9
DE,AM,5
CA,PR,1
BO,BR,1
CY,SE,2
IL,AE,1
RS,IT,2
IT,AT,9
BE,BE,46
IS,DE,10
NO,NL,14
IS,IE,16
IT,SN,2
UA,SE,1
TH,RO,1
IT,DK,1
PH,BH,4
GB,MO,1
RS,GB,4
GG,PL,1
QA,PT,2
AR,ES,5
BE,ES,99
AU,JP,30
HU,TH,1
PH,GB,6
UA,IN,1
IT,BR,1
FR,CA,42
TR,US,44
AT,ES,19
MY,JP,24
BY,TR,17
CO,US,406
EE,IE,1
KZ,BY,1
IE,SA,2
NO,PL,10
IT,KR,31
ES,KR,7
PL,FI,1
MT,MR,1
DE,PL,169
CZ,TR,21
DE,GB,661
CY,GB,22
IN,IT,4
RU,TH,22
SE,IT,1
CZ,KR,2
LK,TR,2
LU,US,60
IT,DE,497
ES,GB,205
SA,HK,12
AE,BE,35
CZ,NO,2
UA,LK,1
BB,CA,1
DK,LU,2
PL,AT,2
TR,PL,3
PT,DK,1
KE,KR,1
KZ,DK,1
NZ,TW,4
BG,IT,1
QA,SG,53
GB,AU,3
NL,IS,3
NL,BR,30
TR,BE,20
AT,NO,12
IE,LU,3
EE,PL,23
AT,CY,1
LU,TR,1
RU,US,23
PT,PT,213
FI,IN,2
QA,NO,23
GB,NL,151
BE,RU,23
CR,CA,2
FI,TH,1
AM,RO,1
SG,KR,73
LV,CZ,16
BY,ES,5
BE,SI,3
HR,LT,1
CN,LT,11
FR,SA,3
BG,TR,1
DE,SI,53
PL,IS,2
IE,GR,7
DE,MA,2
CY,SA,1
PR,CO,1
TH,LK,2
AE,TH,18
NO,DK,107
BY,GB,20
CO,BM,1
FR,TW,16
BR,US,127
CH,QA,21
TH,JP,79
HK,TR,14
PH,SA,4
ES,UA,1
SE,ES,13
NL,DK,14
GB,BH,23
GB,GB,2304
DE,SG,50
TR,GB,52
BR,BE,8
TR,NO,2
EE,GB,3
RU,RU,1341
SG,QA,37
LU,IE,3
AU,GB,3
BE,IE,47
AM,SE,2
CH,CZ,8
SE,GG,2
RO,CZ,3
TW,MY,54
PL,RU,4
HU,QA,8
US,AE,52
AT,IT,38
PL,EE,21
DK,IS,12
ES,BE,107
QA,HU,20
DK,HU,1
ZA,US,4
US,VC,1
PL,DK,6
GB,GI,1
RU,FR,14
IN,IN,563
FR,KW,1
NZ,IN,3
PT,CA,3
MT,ZA,3
FR,UA,5
HK,IE,1
US,CN,27
NL,CN,13
IT,BY,2
QA,KZ,10
TH,CZ,4
US,BM,38
SK,RS,2
PH,AE,16
KR,JP,96
AU,ID,3
BD,BD,2
SN,ZA,2
FR,NL,87
IL,NL,1
ES,PH,16
AT,US,3
DZ,CA,3
GB,FI,62
TR,MY,10
RS,SK,1
IN,CH,2
BR,FR,15
LV,LT,25
KZ,AT,2
IE,AE,3
FR,PL,2
RO,AM,1
US,SA,5
CN,BR,1
DE,CR,2
GR,PH,2
US,CV,4
KZ,PT,1
LT,LV,19
CA,PM,1
BE,HK,21
BR,PE,1
ZA,SN,1
SE,NL,37
RS,CH,3
NL,MY,7
DK,DK,599
IT,IN,1
SG,AE,46
CV,DE,1
BY,EE,11
AT,GR,3
CH,GR,13
PH,BN,9
AT,CH,20
MO,TH,1
CN,MY,75
NZ,PH,1
KZ,KR,3
PL,TW,2
LU,MT,1
AT,FR,25
CZ,KZ,5
SN,GB,7
AU,AU,10681
TR,TR,94
DK,AE,4
MA,GB,5
FI,RU,11
IL,UA,5
ES,SN,1
TH,DK,1
ES,AE,25
CH,AE,19
GB,PL,32
AR,DE,4
SA,US,7
UA,BG,1
MY,NL,7
BH,MT,1
JP,MY,11
MO,JP,14
TH,AU,3
CA,DK,1
AE,IR,8
PR,US,235
BH,AE,149
US,JP,311
ES,DZ,2
DK,PL,6
KR,CA,9
CN,BE,5
FR,SN,9
IT,ZA,1
BE,PT,19
IT,RS,2
LK,AM,2
HK,BD,1
TR,SA,14
MY,CN,77
CN,MO,21
SE,QA,19
PT,TR,8
LV,GB,3
ES,CH,20
IN,JP,8
DK,BE,19
BE,NL,48
PT,SE,3
US,NZ,42
SE,FR,32
FI,GE,1
CR,US,116
BE,AE,66
RS,TR,4
HU,PL,5
FR,HK,21
SE,FI,118
CR,CR,2
GB,GR,13
IE,HU,1
AR,BR,32
QA,NZ,25
BR,ES,3
UZ,RU,1
QA,MT,2
PL,LV,1
PT,LT,4
CY,DE,12
BH,SA,31
LU,FR,25
FR,HR,1
MO,CN,34
AM,AE,2
SA,GB,19
BG,IL,1
CH,DK,5
AT,NL,10
CH,CA,7
TW,KR,125
BD,BH,1
TR,FI,9
JP,FR,4
NZ,AU,138
IT,LT,2
RO,SA,1
LK,AE,6
HK,JP,160
KZ,PL,12
FR,SE,28
IN,NZ,3
BY,FI,13
TW,US,475
SA,TR,13
FI,AE,1
BY,HU,6
PL,UA,24
CH,NL,35
DE,LU,12
LU,ES,3
CY,PL,2
PT,RU,3
UA,FI,1
AT,TW,5
PT,US,6
GB,ES,227
BD,AE,1
CZ,AM,2
DE,BH,90
IE,NO,4
KR,BR,1
CH,FI,9
GB,LT,8
HU,AT,25
DE,ID,1
CA,DZ,3
QA,DE,167
BR,GB,7
LK,SA,1
GB,BR,8
BR,NL,13
SG,TH,109
BE,PL,24
US,RO,4
ES,CN,24
PT,CZ,1
CO,AR,12
IL,RS,2
IE,DE,72
CH,TR,20
BH,DE,33
LU,HK,36
SE,EE,26
SE,BY,11
AE,JP,22
RU,KZ,3
ES,RO,4
TH,PH,12
HU,KR,2
AT,MT,1
FR,AR,1
RU,IT,37
FI,GB,60
HR,AE,2
SA,IT,3
BE,MA,4
NL,CZ,14
RO,TN,1
TW,FR,16
KZ,LT,1
BD,TR,1
NL,HK,25
SE,GB,33
MX,MX,7
EE,SE,18
CZ,IT,7
CZ,GB,14
IN,FI,2
FR,MT,9
ES,MT,3
NO,RU,1
QA,CY,1
TR,AE,40
GR,AE,9
TH,IN,34
DZ,GR,1
NL,IE,49
UA,HU,8
KZ,IT,3
RS,BY,4
AT,CZ,6
HU,LU,11
LU,TH,10
HU,CZ,37
CA,AU,6
NO,FI,2
CV,FR,1
DK,QA,19
FI,EE,14
DE,RU,180
RO,US,4
PH,PT,1
CV,BR,1
BY,CZ,12
NL,CH,36
AT,CN,1
ES,FR,119
SE,LT,1
CN,DE,25
MT,QA,2
GB,HR,7
PL,SG,1
LV,LV,9
ES,IS,2
AE,GB,69
NL,RS,2
KR,IL,2
AU,CN,44
AR,CA,1
IL,RO,3
GR,RO,5
RU,PT,1
SI,FR,5
IT,IT,1765
HU,GB,73
AE,PH,13
BG,GB,1
MA,DE,2
PL,SK,2
IT,SK,2
KR,IT,1
UA,DE,33
AE,BD,2
LU,IM,1
DK,ES,4
MT,SN,1
AE,KZ,3
PH,NZ,1
US,BH,12
BN,PH,9
LV,RU,18
US,FI,1
GB,IN,20
IL,IL,2
FR,GR,14
MA,SN,1
SA,RO,1
NL,RO,9
AT,LT,2
ES,MR,2
TH,RU,15
GB,QA,164
CN,GB,4
RU,SK,8
GB,HU,75
BE,NO,21
RU,LK,1
RO,LU,1
QA,TH,65
TH,NZ,15
LU,BH,5
SG,MO,2
SA,KR,1
TR,MT,1
CZ,HR,1
IT,AR,3
BR,IT,2
CZ,QA,19
GB,SG,29
NL,GB,137
JP,HK,132
FR,GB,185
TH,GB,18
QA,US,62
SN,US,6
BR,IE,1
BE,HU,24
AR,BE,2
QA,LK,22
TR,TH,6
CN,NZ,1
QA,RU,3
CN,RU,23
JP,FI,15
TN,MT,1
DE,LV,9
AT,RS,3
GR,DE,37
HU,HU,53
AE,SG,97
BE,IT,84
MT,RS,1
CN,IE,1
SG,NL,16
LT,SE,2
FR,RO,2
SK,GB,2
GE,RU,1
BE,FR,135
RO,AT,2
TH,US,8
SG,ID,3
RU,HU,2
FR,BE,97
HK,BE,45
AU,IL,1
GR,SK,11
DZ,CH,2
SN,CH,1
GB,IE,401
PK,AE,1
SA,GR,7
HU,BE,11
PR,BR,1
US,CZ,2
PF,US,1
GB,RU,24
LU,TW,19
AU,PH,10
PL,CZ,18
HK,GB,89
US,IL,6
QA,MA,1
GB,SN,7
BD,LK,1
MT,NL,8
JP,TH,60
HK,RO,1
CN,KR,65
SK,GG,1
QA,MY,29
SA,FR,5
SK,HR,1
RO,IS,1
ES,LU,6
JP,CZ,1
CA,SG,2
CH,BH,1
BY,RU,10
FR,LV,1
NL,FR,93
CA,DE,122
LK,BD,1
US,GB,720
DE,SK,44
GB,SE,34
PR,PR,85
IL,US,45
UA,KZ,29
BE,AT,26
HK,SG,171
IE,TR,1
TW,IN,3
KZ,IL,1
TH,CN,16
BE,BR,1
TH,NL,31
GR,PL,3
ES,SK,1
CH,ES,24
MA,QA,3
GB,HK,101
ES,HK,6
SA,AM,2
SG,SA,1
ES,MA,8
TR,KZ,67
TW,NL,28
IE,RO,2
TH,KR,119
HU,RU,3
NL,LV,6
KR,RS,1
IE,US,156
KR,FR,30
SG,DE,23
TR,DE,109
LK,PT,1
SA,BE,9
JP,BE,11
PL,NO,9
LT,GB,12
ZA,PH,2
IN,US,22
SK,HU,1
NL,EE,1
KZ,DE,62
FR,BH,5
KR,LU,6
ES,CZ,4
BR,CH,2
AE,SA,134
ES,BB,1
BH,BD,1
AE,LK,4
HK,TH,218
PT,NL,19
RU,DK,3
JP,DK,1
ES,AR,7
RU,AT,43
LU,SG,18
MY,PH,5
CH,ZA,2
AT,PT,2
CH,IN,2
JP,CA,5
CH,CR,1
LU,KR,4
DZ,RU,1
ZA,DE,27
PR,DO,9
TR,IT,15
BE,FI,29
DE,PT,73
NL,ZA,28
FR,IT,100
BR,NO,1
FR,LU,25
DK,RO,9
AT,SK,8
GB,AT,13
RU,AE,9
ZA,HK,10
IS,IS,13
TR,IE,11
BM,PR,1
RS,DE,7
KZ,RO,17
IT,PH,3
CR,BE,1
RS,CN,1
BH,FR,4
IE,QA,18
AE,BY,1
SN,BR,28
IT,NO,4
AR,CO,10
RU,RO,4
IL,KR,5
LV,ES,3
BY,AE,2
AE,CZ,1
HU,FR,5
HU,TR,13
SN,AE,1
ZA,AU,1
MY,GB,12
CZ,RS,1
NO,IE,2
DE,CN,32
DK,BR,1
ES,DK,6
BH,QA,12
DK,RU,4
CO,CR,1
IE,CN,1
IT,CN,10
IE,CH,4
SG,FR,1
AR,FR,3
AE,AE,174
AU,QA,155
CH,HK,4
LV,EE,1
US,MX,67
AT,IL,1
LT,HU,1
GG,GB,29
ES,TH,1
BE,RO,25
LT,PL,19
SI,SI,43
CH,RS,2
NL,DE,252
IT,AE,16
NO,NO,1854
KZ,TR,38
TN,TR,1
BY,IN,1
FI,HK,2
BD,DE,1
ES,HU,6
DE,RO,73
FR,PF,2
NZ,PF,1
FR,JP,11
GB,GG,61
AU,NZ,143
AE,PL,2
TR,TN,1
AM,FR,1
CN,TW,52
BR,MT,1
RU,LT,22
CN,QA,7
CZ,IE,1
US,NO,7
AE,NL,66
RU,LU,21
HK,NZ,37
ES,PL,2
GB,BM,1
TR,RU,15
CZ,SI,1
FI,LT,4
DE,LT,42
PT,AT,2
DE,IN,37
TW,JP,262
NL,PL,5
PT,IS,3
FR,PH,1
RU,BY,8
MY,BN,1
PL,CA,1
IT,LU,30
HK,MO,5
LU,MY,4
RO,FR,5
MY,IN,14
IN,SG,40
CN,SG,67
SN,TR,17
DE,UA,35
IN,GB,26
NO,HU,1
LT,NO,2
SG,LU,2
CA,PH,4
TR,KR,2
IL,CH,1
IS,FR,3
FR,QA,113
FI,TR,6
SI,TR,1
NO,IT,3
RU,GB,31
US,RS,1
RO,RO,10
AT,LU,10
KZ,CZ,4
HR,RS,8
UA,FR,4
BO,BO,14
DE,TR,140
CY,TR,9
JP,TW,207
LK,AU,4
SG,HK,250
AT,AM,2
CZ,BA,3
BG,UA,1
JE,GB,19
TW,RU,3
HR,PT,1
CR,AR,2
KZ,FR,3
TH,HK,222
NL,CO,4
RO,NL,6
SG,DK,11
US,PT,2
