Source,Target,Weight
PK,QA,31
BE,DZ,20
AT,HR,101
ES,HR,13
ID,SG,43
IT,UA,99
BR,PT,211
DZ,AE,29
MT,EE,3
CH,IS,18
AT,BE,185
DE,PH,2
IS,DK,92
ES,ML,1
CH,MY,1
SG,TW,367
SG,PL,16
FR,US,1157
KR,US,870
IN,FR,130
ES,IE,404
HU,IT,282
US,SG,212
AE,BG,5
CA,TR,23
ZA,IN,26
DE,CH,2437
FR,CH,1150
US,BO,37
GR,IS,1
AM,GR,8
US,BY,1
PL,LK,12
RO,DK,7
CO,VE,1
IN,MY,533
RU,MY,1
PL,FR,367
NL,IT,898
NO,AT,69
DE,HR,394
BR,AE,47
US,KR,844
NZ,HK,99
RU,EE,74
NL,GR,111
NP,NP,15
LV,US,4
AE,MA,5
SA,MA,1
IN,SE,13
US,LU,117
DE,ES,3340
FI,FR,110
LV,IE,40
MY,AE,119
US,ID,6
IR,AE,4
BE,IL,54
PL,IL,101
QA,AE,4
HU,NO,47
FR,IM,2
CR,GB,13
RU,IL,123
LT,IE,9
NO,US,48
DK,PT,74
UA,LT,1
TR,SE,66
DO,SE,2
CN,TH,98
BN,NL,1
DE,SA,52
KZ,AE,72
PT,CV,25
LV,IL,1
LV,BE,65
NL,MA,36
PH,LU,1
ES,RU,317
IS,RU,4
NO,ES,182
TH,FR,83
BE,QA,138
DO,PE,3
IT,BH,19
MA,GM,10
MY,NZ,33
GE,ES,3
VN,TW,11
JP,ES,1
SI,RU,28
QA,FI,58
RO,PT,17
GR,BE,69
BD,MY,43
BR,BO,54
KZ,GB,9
GB,BY,18
IL,BE,121
US,CO,943
GW,SN,5
AU,NL,4
BY,NL,28
QA,DK,73
KR,PT,5
QA,RS,23
PK,SA,13
CO,CO,45
DZ,DZ,35
PT,CH,525
SK,SI,2
RU,IE,22
AM,BY,7
CZ,RO,11
QA,NL,59
PF,NZ,26
AE,MT,22
MY,LV,2
TW,PH,298
ZA,ZA,1976
ZA,SG,37
ES,SG,5
RO,AE,26
FR,IL,178
FI,ES,160
EE,NO,36
CV,GB,5
BY,IL,6
MT,GR,10
CV,SN,5
IS,NL,37
AE,CH,146
MA,MR,1
AR,IT,43
HK,PH,162
PT,IT,539
UA,BE,20
RO,DE,224
HK,DE,116
JP,DE,101
TR,QA,179
MT,AE,20
LK,NO,1
BO,US,37
AR,DO,23
QA,PL,75
PL,KR,19
HK,DK,18
IS,LV,9
DE,AR,25
FI,DO,4
GB,CA,410
MY,SA,12
GG,FR,6
TW,SG,398
IT,CH,708
SA,LB,17
TR,EE,2
BB,PT,2
SE,UA,32
PL,DO,8
AE,BR,53
SI,NL,11
TR,DK,92
NO,CZ,27
MA,CV,1
MA,CA,10
LT,ES,2
IT,CA,3
PT,FR,1368
AT,DE,2765
NL,NL,302
GB,PT,1285
RU,PL,187
TH,DE,144
TR,UA,73
TR,SN,11
HU,CH,108
NP,GB,2
CA,AR,23
BB,US,164
GB,BG,8
NZ,ID,2
LU,LB,1
BH,IT,15
DE,EE,124
LU,IL,1
CZ,BE,183
TH,BN,29
ES,CO,170
GE,FR,12
LU,RU,3
CH,AT,550
AE,DZ,22
SE,IS,30
LK,GB,35
RO,BE,51
PT,HU,64
SK,DK,1
TH,BH,28
SE,RS,42
BY,FR,31
BE,GB,703
TR,DZ,22
JP,JP,7389
CN,JP,54
NL,BG,2
DE,DZ,32
GB,BB,173
IE,IS,47
IL,GB,219
NL,UA,57
EE,GE,8
SI,SA,1
EC,BE,3
BN,TH,29
IL,SI,1
BD,AT,2
SA,AE,692
BD,QA,79
ES,QA,164
EE,LV,122
DK,TR,121
SE,PL,348
IL,IS,1
FI,US,63
BR,SN,16
RS,US,7
HR,BE,51
ES,BM,2
AT,GB,781
KR,SG,209
QA,DZ,15
IT,PL,552
GB,ZA,186
FI,UA,20
NO,SE,579
SN,GM,54
US,SN,10
CZ,SN,4
SN,NL,1
DE,GG,1
BH,PH,28
BB,BM,1
GE,TR,8
GR,SI,1
CR,DO,4
TR,GE,1
MY,SG,1384
MT,SE,12
DZ,IT,67
NO,RO,1
ES,MX,10
ES,US,574
TN,FR,17
AT,GE,10
RS,HR,16
KR,AE,59
SE,TR,115
SE,CH,252
MO,AU,4
RO,GR,71
IL,JP,1
KR,NL,49
ZA,BH,2
AE,RS,22
BE,SE,249
SK,SK,75
AE,QA,5
FI,JP,25
TH,SG,877
IT,CV,1
AE,RU,416
CH,RU,308
TR,LT,1
UA,NO,3
HR,CH,59
BY,SE,9
BH,LU,2
SN,ML,10
MT,RO,3
DO,BE,15
PL,GE,45
IL,RU,143
GR,QA,66
IT,RO,129
AT,AE,78
DK,CZ,66
CA,PE,1
BR,IL,7
BH,HK,30
GR,AM,7
KR,GB,68
KR,MY,303
BY,KZ,17
FI,NL,128
TR,CH,119
EC,MX,1
LU,LU,2
DK,CH,259
US,PE,29
BB,PR,12
IS,NO,64
JP,AU,118
DO,DO,5
LB,AM,3
NL,CA,118
MA,MA,79
FI,BE,72
KZ,NL,7
LU,NL,85
HK,SE,1
ZA,SE,7
DO,AR,37
SA,IR,1
KR,FI,20
RU,MT,8
NL,SK,9
CH,SI,40
MA,AT,7
IT,IE,295
CA,QA,17
MO,SG,22
IL,BG,11
ID,ID,93
GR,IL,37
GB,PH,21
GB,IM,255
IS,IM,1
IN,IL,20
DK,MA,2
QA,BR,29
SK,LU,1
ZA,TH,10
PH,KR,486
CH,AR,9
TH,FI,65
RU,RS,104
IT,CZ,272
MT,LV,8
TN,DZ,1
IT,GB,3255
CH,PL,243
CV,PT,26
JP,NP,4
BE,SA,6
GR,NL,96
DE,GR,443
DK,IT,303
PT,DE,951
CH,BE,416
IN,TR,102
KR,AU,102
LU,ZA,11
AE,NP,22
DO,CO,79
AE,SE,53
UA,LU,1
IN,PL,21
ID,TH,3
HR,DE,373
LK,IN,514
GR,ZA,1
EE,CZ,2
AE,HK,136
BD,HK,3
SA,BD,30
HR,GB,50
IS,GR,1
GB,SK,151
LB,UA,2
JP,CN,35
NL,DO,9
GR,US,31
ZA,BG,1
MY,ES,3
MO,KR,39
GR,FR,110
ES,SA,9
FR,IN,134
KZ,UZ,3
RU,UZ,4
PT,HR,1
FR,BG,5
MY,TR,25
NO,LT,28
UA,DO,1
US,IS,194
ZA,IE,2
HU,UA,43
AE,RO,18
MT,CH,29
US,AR,266
QA,CH,90
MA,TH,1
RO,SI,2
TR,RS,28
EE,FI,149
DK,EE,64
BY,IE,1
SN,CZ,4
NO,KR,12
PH,TW,313
DE,MY,1
LB,CY,1
SE,MX,3
PH,SG,525
IL,HK,24
CN,HK,14
RU,SE,122
CN,ZA,5
CH,LU,152
VC,DO,1
HR,SI,8
AT,AT,471
SN,FR,80
UA,IT,88
IN,AT,32
AR,BO,55
BY,UA,154
BE,CH,422
PT,DZ,6
US,CH,468
CH,BY,7
SG,NZ,132
CA,NZ,45
HK,ES,25
IN,PT,1
RS,RS,10
NP,IN,69
US,UZ,1
GB,CH,2928
CO,AU,1
HU,HR,1
TR,ZA,7
GR,BY,1
EE,BE,32
MO,LK,1
SA,SE,2
LU,CH,160
TW,BH,1
BE,KR,12
IS,AE,1
SK,AT,27
IS,AT,9
PL,DE,1849
RU,ES,327
SG,GB,218
UA,SK,38
AE,IL,2
AE,BH,505
RS,UA,5
AM,IT,17
FR,DK,319
CO,BE,8
KZ,KZ,112
HR,DK,27
DO,BO,3
AM,CH,2
IM,CH,4
BB,TT,1
FR,TN,39
DE,TN,10
TR,LV,5
PL,RO,15
KZ,US,1
MY,MY,3831
MA,RS,1
CR,DE,16
TR,NL,171
LB,IT,14
FR,MA,244
ES,KZ,3
PL,LU,44
NL,LU,140
PF,CA,2
SE,MO,1
SA,MT,2
DZ,BE,26
HK,LV,4
DK,DO,2
SI,IT,34
CH,IE,147
SA,SA,405
BE,CZ,188
LK,JP,2
BD,SG,33
QA,TR,221
IE,DO,5
QA,HK,79
EE,EE,34
AE,ZA,121
CA,IL,18
LU,CA,2
QA,GR,72
LU,SA,3
CH,DO,13
HK,LU,6
BD,LU,1
MY,KR,335
SN,CV,5
FR,KR,74
LT,DK,20
LU,FI,1
NL,SA,14
NL,SE,326
SK,UA,33
GB,IL,147
BB,MQ,4
HU,IS,10
ES,GR,116
MY,DE,24
BM,ES,1
AT,SI,28
IT,TN,4
PL,MT,44
GR,MT,10
EE,CH,1
TR,SI,9
BR,BR,13283
HR,IT,65
FR,DE,2615
CZ,DE,499
GB,SA,41
FI,QA,58
FR,TR,388
DE,CV,3
DK,ID,1
AE,AU,142
ES,LB,5
RO,NO,3
DE,MX,18
AT,BA,3
DK,US,159
BE,GE,8
GB,JO,1
NP,JP,2
GB,KZ,8
EE,NL,28
GR,LU,2
QA,RO,13
PE,BO,1
QA,BH,23
SN,AR,1
UA,PL,260
NL,AE,180
JP,QA,6
FI,IL,2
SK,IE,25
KR,HU,13
HK,VN,1
IN,PH,2
BO,ES,35
MA,DK,3
IL,MT,10
ES,ES,8602
LV,FR,52
IL,AT,136
FR,IE,426
IN,SA,223
MY,HK,262
NZ,CN,3
CH,SE,249
KR,KZ,24
BE,DK,228
NZ,KR,56
GR,RU,64
US,CA,14247
MT,FR,97
NO,DE,538
US,QA,321
HK,QA,96
LU,AE,30
GG,ZA,1
SE,NO,619
RU,TR,294
BE,TR,175
FR,PT,1354
SG,AU,1053
PL,US,99
FR,EC,3
BY,BY,3
BE,GR,86
CZ,HU,109
AE,UA,117
BY,IT,27
CA,BE,31
EC,BO,1
MA,GW,1
ES,TN,3
VN,MY,1
PH,QA,120
AT,IN,16
CA,HK,155
CA,IS,55
TN,IT,7
QA,SA,4
IL,JO,2
PR,MX,2
IE,NL,335
TH,SE,45
TW,CA,97
BH,TH,28
UA,CZ,60
SE,PT,46
NL,CV,2
DO,DK,4
NO,QA,57
IT,LV,70
TN,GB,1
CZ,SE,49
LB,ES,3
IN,KR,56
QA,AT,75
CN,US,13
SG,TR,26
ES,DO,42
CA,NL,118
FI,NO,151
LB,GB,19
CZ,BY,29
FI,PT,50
AE,LU,18
AE,MY,96
HK,RU,35
DE,MT,162
AR,AR,277
AE,ES,127
IT,SG,42
CH,LB,5
RS,NO,5
TH,NO,40
AE,AM,38
RU,AM,373
SG,VN,6
SG,LK,124
RU,KR,46
AR,KR,1
FR,ES,2461
IN,DE,338
KR,IN,49
PH,AU,129
GE,IL,9
GB,EE,48
CZ,US,1
TW,DE,39
TR,BY,13
SG,BN,82
CN,ES,2
GD,LC,1
GM,FR,5
IN,ID,9
GR,TR,111
RU,DZ,4
AT,DZ,4
TW,NZ,22
RU,BH,34
CA,PL,28
GG,ES,1
SE,RU,118
CV,BE,2
MX,FR,1
NL,QA,59
IL,TR,243
BN,AE,14
LT,FI,6
TR,GR,71
BR,DE,94
MT,DK,15
IS,SE,32
SE,KR,10
PT,SK,2
MO,LV,1
GB,DE,4729
CH,CH,1488
AT,ZA,14
DK,GM,3
TH,TW,497
CA,MX,211
UZ,KZ,1
IT,NL,718
SN,GN,1
RO,BH,1
AM,KR,1
PT,FI,47
GB,MT,328
US,US,785198
KR,DE,126
KZ,RU,202
IT,HR,57
ZA,BR,51
UA,TR,109
GB,CV,2
SK,CH,17
GB,DO,35
QA,GB,463
CH,UA,51
SE,GM,4
BR,DO,70
HK,BR,1
CA,CR,79
RU,NZ,1
KR,ES,32
CZ,CZ,342
SN,QA,1
KZ,QA,2
TW,ID,5
RU,HK,25
CZ,ES,153
GE,DE,8
HK,LK,14
GB,LK,36
TW,LU,4
NP,BH,2
BE,TN,1
LK,ES,1
DZ,PT,7
DE,RS,226
BG,DE,26
IL,IN,16
GB,UA,102
VC,GB,2
FR,EE,8
IS,LT,2
CO,CA,35
GR,BH,14
IL,ES,161
TW,CN,59
NL,FI,149
NP,MY,49
KZ,MY,9
IT,MX,9
HR,TR,23
ML,FR,1
LB,AE,53
IE,BB,1
ES,EC,18
ZA,GB,194
MX,DO,1
CA,CO,30
CH,KZ,4
SG,BR,2
JP,NL,36
GB,LU,300
MY,LU,6
ES,BH,1
FI,CH,88
MY,TW,261
LC,DE,1
IE,SK,25
RO,UA,1
ES,LT,9
SK,AE,20
BE,EE,23
IL,AM,2
IT,IS,6
BD,GB,30
IN,UA,9
GB,MA,53
HU,GE,8
IE,SE,42
GM,SN,28
IE,LK,1
NO,TH,24
IL,CZ,49
GM,PT,12
GB,KR,76
IL,FI,1
SE,DO,4
FR,RS,64
CZ,SK,73
CH,HR,60
CZ,BG,1
FI,HU,46
CA,PF,2
TR,BD,1
HK,KZ,35
SA,NL,6
IL,SE,6
IL,TH,5
CH,SK,19
LK,BH,41
ZA,PT,6
NZ,ES,1
SA,PL,1
HU,SI,3
NL,TW,45
UA,MT,1
DK,LV,130
UY,AR,4
AT,IE,70
IM,US,1
HU,SE,72
PK,BH,26
RS,ES,8
EE,MT,4
PE,DO,1
ES,RS,11
AT,HU,95
SA,IN,212
NL,HR,37
CN,IN,13
BD,ID,2
PF,HK,1
FR,NO,153
DE,CA,217
FR,PE,1
GR,ES,104
CZ,LU,2
BD,ES,1
AU,ES,3
AE,KR,51
LU,DK,58
DE,FR,2735
LT,DE,17
SE,DE,1001
DE,AE,520
NZ,JP,16
PT,NO,32
FR,RU,438
LV,SK,6
AR,ZA,1
MA,GR,3
IE,BE,173
LB,SN,1
PL,CH,231
SA,LU,2
SE,LV,159
DK,AT,232
RU,QA,121
AE,IN,1443
BE,IN,6
AU,AE,266
CZ,IN,1
IS,PL,49
QA,ES,198
QA,BE,71
LU,KZ,4
FR,ML,2
LK,RU,34
BG,NL,7
LB,BE,2
RO,IT,281
PT,GB,1318
AE,HR,11
JP,RU,5
RS,IL,3
BR,LU,4
CA,KR,97
GB,BA,1
IE,IE,309
TW,AT,29
DE,UZ,1
AE,TR,266
ES,PR,10
JP,GB,45
NL,BY,29
DE,GM,12
DO,GT,2
AE,PT,62
DE,KR,190
CH,TN,1
GE,BE,1
DK,LT,29
FI,DE,508
IE,ES,414
FI,FI,2009
NO,CH,91
IT,AM,17
AR,PE,7
IL,HU,70
NO,UA,5
ES,BY,4
AT,DK,222
DE,GE,25
RU,FI,132
BE,CA,30
ZA,CA,1
IL,PH,1
RO,PL,33
CH,KR,4
AE,DK,37
US,FR,1156
ES,DE,3199
BB,GD,8
RS,QA,21
NO,TR,57
SK,PT,1
BY,AM,8
BD,NP,3
AU,DE,13
GR,IE,9
LV,IT,70
ZA,GM,4
EC,CA,3
RO,FI,2
RS,FR,63
CH,DE,2439
PH,JP,390
DZ,TR,63
CA,GB,423
IT,EE,14
NO,IS,73
UA,IL,45
GM,MA,1
MR,SN,6
KZ,TH,28
LB,PL,4
MT,RU,6
BY,LV,33
CA,RU,1
AE,AT,76
CA,JP,56
DE,BG,13
IE,PT,158
QA,AU,141
SE,HU,78
CA,IE,39
PL,BY,57
GB,VC,1
KR,BN,14
GR,CH,141
BR,CA,46
ID,MY,80
LB,RU,2
SE,SK,1
HR,UA,1
LB,SA,12
FR,AE,203
HK,AE,164
DE,JP,167
HU,PT,63
VC,BB,158
AR,UY,13
SI,RO,1
RU,BE,99
CH,BR,37
TR,AU,2
BH,RU,31
AM,BE,1
HR,FR,64
JP,US,308
PH,US,141
MA,AE,42
NZ,CA,46
CA,PT,58
MY,AU,506
SN,LB,1
HK,HK,103
LV,FI,240
CA,EC,5
HU,IE,64
PT,UA,9
LK,IT,2
PT,MA,86
BG,RO,1
HK,CN,35
RS,PL,30
AU,BE,2
NL,AR,25
RS,IT,73
IE,IT,302
US,DE,1832
IL,AE,8
NL,IN,75
QA,JP,38
TH,TR,53
DE,AM,3
SE,BA,7
GE,BY,15
CA,PR,40
BO,BR,51
US,MO,1
PT,BM,3
BR,MX,5
IT,AT,449
BE,BE,243
IS,DE,92
RS,GB,43
IS,IE,47
IT,DK,298
QA,PT,29
IT,SN,14
NO,NL,275
UA,SE,27
PH,BH,29
SN,BE,30
BE,ES,973
AR,ES,137
AU,JP,119
UA,IN,9
PH,GB,25
ES,ZA,2
FR,CA,212
IT,BR,113
PL,TH,5
ZA,CV,1
SG,FI,27
AT,ES,400
TR,US,88
CO,US,1089
SA,AT,4
MY,JP,144
BY,TR,31
PL,FI,95
NO,PL,319
KZ,BY,18
SN,UA,1
IM,ES,5
IE,SA,5
BO,CO,29
MA,BR,9
NL,CR,17
IT,KR,83
ES,KR,28
BN,CN,1
MR,FR,2
IN,IT,78
SE,IT,149
DE,GB,4793
DE,PL,1957
LK,TR,21
CZ,TR,80
NL,IL,71
RU,TH,142
IM,IE,49
DZ,SA,1
BR,AU,3
CZ,KR,27
GM,FI,4
PL,AT,188
BB,CA,48
ES,GB,4065
LU,US,140
IT,DE,3369
BR,CV,3
BE,LB,3
SA,HK,10
CZ,NO,29
UY,BR,2
SN,IE,3
BG,IT,5
DK,LU,58
AE,BE,75
TR,PL,13
PT,DK,69
RS,FI,3
NZ,TW,20
QA,SG,102
LU,TR,17
GB,AU,28
EE,PL,36
AT,NO,82
NL,IS,35
CV,IT,3
NL,BR,78
TR,BE,136
IE,LU,26
CR,ES,29
RU,US,135
GB,NL,2547
PT,PT,1303
FI,IN,28
CR,CA,84
GB,DZ,28
QA,NO,57
BR,GR,1
FI,TH,64
SG,KR,256
LV,CZ,42
PT,GW,2
BY,ES,7
BE,RU,96
BE,SI,31
FR,SA,27
BG,TR,7
IN,AU,38
DK,LB,3
NO,DK,851
DE,SI,126
PL,IS,38
BY,GB,18
IE,GR,14
DE,MA,22
PR,CO,5
TH,LK,117
AE,TH,185
LK,KZ,3
HU,RO,17
GB,PK,2
FR,TW,37
BR,US,771
PH,SA,63
CH,QA,91
BH,PK,25
TH,JP,493
RO,LB,2
SE,ES,285
GB,BH,93
NL,DK,492
EE,HU,1
ES,UA,87
SN,PT,37
TR,BR,10
IN,TW,22
HK,TR,13
EE,UA,16
GB,GB,12570
DE,SG,170
NP,TH,18
TR,NO,26
TR,GB,299
EE,GB,55
BR,BE,2
TR,LU,5
MO,GB,1
TR,PH,1
CV,GW,4
RU,RU,5635
SG,QA,91
BE,IE,177
GE,IT,13
AU,GB,36
LU,IE,27
TH,UA,11
SE,SA,2
EC,NL,8
CH,CZ,127
CH,GG,3
RO,CZ,19
TW,MY,257
HK,PL,1
PL,RU,181
BH,FI,1
SN,LV,1
PL,DK,358
ZA,US,90
DO,FR,49
AT,IT,473
HU,QA,58
RU,HR,30
US,AE,388
PL,EE,40
DK,IS,90
ES,BE,951
US,VC,22
QA,HU,65
DK,HU,43
KZ,LK,1
RS,RO,3
MT,PT,13
IN,CZ,1
SG,ES,7
GB,GI,14
RU,FR,454
IN,IN,20981
FR,UA,52
BR,ZA,39
SK,GR,10
HK,IE,1
NL,CN,8
US,CN,19
IT,BY,25
NL,BN,1
QA,KZ,9
PT,CA,52
BN,KR,16
US,BM,309
HU,FI,42
SK,LV,6
GG,DE,1
SK,RS,7
CO,FR,29
AU,ID,9
PH,AE,162
KR,JP,1615
FR,NL,655
GR,LB,4
AT,US,94
SG,BD,11
BD,BD,1
SN,ZA,2
BG,FR,7
LC,VC,11
IL,NL,89
LK,CA,1
MA,PT,51
IN,CH,63
DZ,CA,11
GB,FI,296
HR,RO,2
RS,SK,7
AE,LV,3
JP,LV,1
TR,MY,8
AE,CY,4
TR,MX,1
MX,AR,3
BR,FR,134
LV,LT,68
US,SA,20
IE,AE,73
FR,PL,373
RS,GR,31
MO,PH,8
BM,CA,31
IM,GG,1
DE,CR,11
US,CV,3
DO,BM,1
LT,LV,3
BD,IT,1
CA,PM,8
MX,PE,1
RS,CH,80
BE,HK,37
BR,PE,17
ZA,SN,11
SE,NL,265
MR,DK,1
HU,LV,9
CH,CN,1
NL,MY,28
DK,DK,1542
RO,HR,2
SG,AE,171
IT,IN,59
AT,CH,521
BY,EE,16
DO,BR,87
AT,GR,106
BO,PE,2
CH,GR,163
PH,BN,45
CV,DE,2
MO,TH,65
CN,MY,87
NZ,PH,12
KZ,KR,28
LU,MT,9
CH,LV,42
AT,FR,382
FR,LB,24
QA,LB,30
AT,EE,26
SN,GB,1
TW,BN,16
LT,GR,1
AT,KR,10
AU,AU,37183
MA,GB,61
TR,TR,1911
DK,AE,54
IL,UA,74
FI,IT,103
ES,SN,44
TH,DK,44
FI,RU,117
MO,US,1
GB,PL,1838
CH,AE,184
ES,AE,133
MO,ID,1
BE,AU,1
ES,JE,2
AR,DE,25
SA,US,29
PE,CO,2
MY,NL,28
AM,TH,2
JP,MY,77
NL,TN,1
SE,MT,12
US,MT,4
LU,UA,1
TH,AU,186
MO,JP,26
AE,IR,14
EC,CO,14
CA,DK,19
SN,RU,1
LV,PT,2
PR,US,1501
BH,AE,565
ES,DZ,127
US,JP,563
BE,PT,325
BM,PT,4
IS,DO,3
DK,PL,387
IT,ZA,14
IL,SA,1
CN,BE,4
FR,SN,61
KR,CA,95
UA,TH,9
SI,DK,2
IT,RS,75
TR,SA,52
MY,CN,92
AU,PF,1
HK,BD,1
GR,SN,1
PT,IN,1
ZA,AR,2
BG,CZ,3
CN,MO,3
SA,DK,3
NL,VC,1
MX,CH,1
SE,QA,102
BE,NL,158
MA,DZ,31
IN,JP,17
PT,TR,57
ES,CH,924
DZ,LB,3
US,EC,119
LV,GB,190
DK,BE,233
DO,UA,1
MT,SA,1
PT,SE,46
US,NZ,207
BE,CV,1
NP,TR,3
BE,BA,5
CR,US,959
SE,FR,239
